Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,28,HOU,65,0,1450,235,538,0.43700000000000006,0,0,0,235,538,0.43700000000000006,0.43700000000000006,159,203,0.7829999999999999,154,334,488,84,37,74,0,128,629
Kareem Abdul-Jabbar*,C,27,MIL,65,0,2747,812,1584,0.513,0,0,0,812,1584,0.513,0.513,325,426,0.763,194,718,912,264,65,212,0,205,1949
Don Adams,SF,27,DET,51,0,1376,127,315,0.40299999999999997,0,0,0,127,315,0.40299999999999997,0.40299999999999997,45,78,0.5770000000000001,63,181,244,75,69,20,0,179,299
Rick Adelman,PG,28,TOT,58,0,1074,123,291,0.423,0,0,0,123,291,0.423,0.423,73,103,0.7090000000000001,25,70,95,112,70,8,0,101,319
Lucius Allen,PG,27,TOT,66,0,2353,511,1170,0.43700000000000006,0,0,0,511,1170,0.43700000000000006,0.43700000000000006,238,306,0.778,90,188,278,372,136,29,0,217,1260
Dan Anderson,SG,24,POR,43,0,453,47,105,0.44799999999999995,0,0,0,47,105,0.44799999999999995,0.44799999999999995,26,30,0.867,8,21,29,81,16,1,0,44,120
Tiny Archibald*,PG,26,KCO,82,0,3244,759,1664,0.456,0,0,0,759,1664,0.456,0.456,652,748,0.872,48,174,222,557,119,7,0,187,2170
Jim Ard,C,26,BOS,59,0,719,89,266,0.335,0,0,0,89,266,0.335,0.335,48,65,0.738,59,140,199,40,13,32,0,96,226
Dennis Awtrey,C,26,PHO,82,0,2837,339,722,0.47,0,0,0,339,722,0.47,0.47,132,195,0.677,242,462,704,342,60,52,0,227,810
Gus Bailey,SG,23,HOU,47,0,446,51,126,0.405,0,0,0,51,126,0.405,0.405,20,41,0.488,23,59,82,59,17,16,0,52,122
Mike Bantom,SF,23,PHO,82,0,2239,418,907,0.461,0,0,0,418,907,0.461,0.461,185,259,0.7140000000000001,211,342,553,159,62,47,0,273,1021
Jim Barnett,SG,30,TOT,73,0,1776,285,652,0.43700000000000006,0,0,0,285,652,0.43700000000000006,0.43700000000000006,199,238,0.836,60,119,179,176,47,16,0,160,769
Rick Barry*,SF,30,GSW,80,0,3235,1028,2217,0.46399999999999997,0,0,0,1028,2217,0.46399999999999997,0.46399999999999997,394,436,0.904,92,364,456,492,228,33,0,225,2450
Butch Beard,PG,27,GSW,82,0,2521,408,773,0.528,0,0,0,408,773,0.528,0.528,232,279,0.8320000000000001,116,200,316,345,132,11,0,297,1048
Zelmo Beaty*,C,35,LAL,69,0,1213,136,310,0.439,0,0,0,136,310,0.439,0.439,108,135,0.8,93,234,327,74,45,29,0,130,380
Ron Behagen,PF,24,KCO,81,0,2205,333,834,0.39899999999999997,0,0,0,333,834,0.39899999999999997,0.39899999999999997,199,264,0.754,146,446,592,153,60,42,0,301,865
Dennis Bell,SF,23,NYK,52,0,465,68,181,0.376,0,0,0,68,181,0.376,0.376,20,36,0.556,48,57,105,25,22,9,0,54,156
Walt Bellamy*,C,35,NOJ,1,0,14,2,2,1.0,0,0,0,2,2,1.0,1.0,2,2,1.0,0,5,5,0,0,0,0,2,6
Leon Benbow,SG,24,CHI,39,0,252,35,94,0.37200000000000005,0,0,0,35,94,0.37200000000000005,0.37200000000000005,15,18,0.833,14,24,38,25,11,6,0,41,85
Henry Bibby,PG,25,TOT,75,0,1400,270,619,0.436,0,0,0,270,619,0.436,0.436,137,189,0.725,47,90,137,181,54,3,0,157,677
Dave Bing*,PG,31,DET,79,0,3222,578,1333,0.434,0,0,0,578,1333,0.434,0.434,343,424,0.809,86,200,286,610,116,26,0,222,1499
John Block,PF,30,TOT,54,0,939,159,346,0.46,0,0,0,159,346,0.46,0.46,114,144,0.792,69,163,232,51,42,32,0,121,432
Tom Boerwinkle,C,29,CHI,80,0,1175,132,271,0.48700000000000004,0,0,0,132,271,0.48700000000000004,0.48700000000000004,73,95,0.768,105,275,380,272,25,45,0,163,337
Freddie Boyd,PG,24,PHI,66,0,1362,205,495,0.414,0,0,0,205,495,0.414,0.414,55,115,0.478,16,73,89,161,43,4,0,134,465
Ken Boyd,SF,22,NOJ,6,0,25,7,13,0.5379999999999999,0,0,0,7,13,0.5379999999999999,0.5379999999999999,5,11,0.455,3,2,5,2,3,0,0,2,19
Steve Bracey,SG,24,GSW,42,0,340,54,130,0.415,0,0,0,54,130,0.415,0.415,25,38,0.6579999999999999,10,28,38,52,14,1,0,41,133
Bill Bradley*,SF,31,NYK,79,0,2787,452,1036,0.436,0,0,0,452,1036,0.436,0.436,144,165,0.873,65,186,251,247,74,18,0,283,1048
Jim Brewer,PF,23,CLE,82,0,1991,291,639,0.455,0,0,0,291,639,0.455,0.455,103,159,0.648,205,304,509,128,77,43,0,150,685
Bill Bridges,PF,35,TOT,32,0,415,35,93,0.376,0,0,0,35,93,0.376,0.376,17,34,0.5,64,70,134,31,11,5,0,65,87
John Brisker,SG,27,SEA,21,0,276,60,141,0.426,0,0,0,60,141,0.426,0.426,42,49,0.857,15,18,33,19,7,3,0,33,162
Allan Bristow,SF,23,PHI,72,0,1101,163,393,0.415,0,0,0,163,393,0.415,0.415,121,153,0.7909999999999999,111,143,254,99,25,2,0,101,447
Gary Brokaw,SG,21,MIL,73,0,1639,234,514,0.455,0,0,0,234,514,0.455,0.455,126,184,0.685,36,111,147,221,31,18,0,176,594
Fred Brown,SG,26,SEA,81,0,2669,737,1537,0.48,0,0,0,737,1537,0.48,0.48,226,272,0.831,113,230,343,284,187,14,0,227,1700
John Brown,SF,23,ATL,73,0,1986,315,684,0.461,0,0,0,315,684,0.461,0.461,185,250,0.74,180,254,434,133,54,15,0,228,815
Tom Burleson,C,22,SEA,82,0,1888,322,772,0.41700000000000004,0,0,0,322,772,0.41700000000000004,0.41700000000000004,182,265,0.687,155,417,572,115,64,153,0,221,826
