Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,33,LAL,80,0,2976,836,1457,0.574,0,1,0.0,836,1456,0.574,0.574,423,552,0.7659999999999999,197,624,821,272,59,228,249,244,2095
Tom Abernethy,SF,26,TOT,39,0,298,25,59,0.424,0,1,0.0,25,58,0.431,0.424,13,22,0.591,20,28,48,19,7,3,8,34,63
Alvan Adams,C,26,PHO,75,0,2054,458,870,0.526,0,0,0.0,458,870,0.526,0.526,199,259,0.768,157,389,546,344,106,69,226,226,1115
Darrell Allums,PF,22,DAL,22,0,276,23,67,0.34299999999999997,0,1,0.0,23,66,0.348,0.34299999999999997,13,22,0.591,19,46,65,25,5,8,23,51,59
Tiny Archibald*,PG,32,BOS,80,72,2820,382,766,0.499,0,9,0.0,382,757,0.505,0.499,342,419,0.816,36,140,176,618,75,18,265,201,1106
Dennis Awtrey,C,32,SEA,47,0,607,44,93,0.473,0,0,0.0,44,93,0.473,0.473,14,20,0.7,33,75,108,54,12,8,33,85,102
James Bailey,PF,23,SEA,82,0,2539,444,889,0.499,1,2,0.5,443,887,0.499,0.5,256,361,0.7090000000000001,192,415,607,98,74,143,219,332,1145
Greg Ballard,SF,26,WSB,82,0,2610,549,1186,0.46299999999999997,7,32,0.21899999999999997,542,1154,0.47,0.466,166,196,0.847,167,413,580,195,118,39,117,194,1271
Mike Bantom,SF,29,IND,76,0,2375,431,882,0.489,0,6,0.0,431,876,0.49200000000000005,0.489,199,281,0.708,150,277,427,240,80,85,197,284,1061
Billy Ray Bates,SG,24,POR,77,0,1560,439,902,0.48700000000000004,14,54,0.259,425,848,0.501,0.494,170,199,0.8540000000000001,71,86,157,196,82,6,149,120,1062
Mel Bennett,PF,26,UTA,28,0,313,26,60,0.433,0,2,0.0,26,58,0.44799999999999995,0.433,53,81,0.654,33,60,93,15,3,11,31,56,105
Kent Benson,C,26,DET,59,0,1956,364,770,0.473,0,4,0.0,364,766,0.475,0.473,196,254,0.772,124,276,400,172,72,67,190,184,924
Henry Bibby,PG,31,SDC,73,0,1112,118,306,0.386,32,95,0.337,86,211,0.408,0.43799999999999994,67,98,0.684,25,49,74,200,47,2,76,85,335
Larry Bird*,PF,24,BOS,82,82,3239,719,1503,0.478,20,74,0.27,699,1429,0.489,0.485,283,328,0.863,191,704,895,451,161,63,289,239,1741
Otis Birdsong,SG,25,KCK,71,0,2593,710,1306,0.544,10,35,0.28600000000000003,700,1271,0.551,0.547,317,455,0.6970000000000001,119,139,258,233,93,18,173,172,1747
Norman Black,SG,23,DET,3,0,28,3,10,0.3,0,0,0.0,3,10,0.3,0.3,2,8,0.25,0,2,2,2,1,0,1,2,8
Ron Boone,SG,34,UTA,52,0,1146,160,371,0.431,11,39,0.282,149,332,0.449,0.446,75,94,0.7979999999999999,17,67,84,161,33,8,111,126,406
Winford Boynes,SG,23,DAL,44,0,757,121,313,0.387,0,0,0.0,121,313,0.387,0.387,45,55,0.818,24,51,75,37,23,16,69,79,287
Dudley Bradley,SG,23,IND,82,0,1867,265,559,0.474,2,16,0.125,263,543,0.484,0.47600000000000003,125,178,0.7020000000000001,70,123,193,188,186,37,122,236,657
Mike Bratz,PG,25,CLE,80,0,2595,319,817,0.39,57,169,0.337,262,648,0.40399999999999997,0.425,107,132,0.8109999999999999,66,132,198,452,136,17,162,194,802
Jim Brewer,PF,29,LAL,78,0,1107,101,197,0.513,0,2,0.0,101,195,0.518,0.513,15,40,0.375,127,154,281,55,43,58,48,158,217
Ron Brewer,SG,25,TOT,75,0,1452,275,631,0.436,1,7,0.14300000000000002,274,624,0.439,0.43700000000000006,91,114,0.7979999999999999,34,52,86,148,61,34,92,95,642
Junior Bridgeman,SF,27,MIL,77,0,2215,537,1102,0.48700000000000004,3,21,0.14300000000000002,534,1081,0.494,0.489,213,241,0.884,78,211,289,234,88,28,150,182,1290
