Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,29,SAC,72,30,1961,332,632,0.525,5,22,0.22699999999999998,327,610,0.536,0.529,218,278,0.784,106,251,357,149,48,42,108,227,887
Alex Acker,SG,23,DET,5,0,35,4,16,0.25,1,5,0.2,3,11,0.273,0.281,0,0,0.0,1,4,5,4,1,0,4,4,9
Malik Allen,PF,27,CHI,54,20,701,121,247,0.49,1,1,1.0,120,246,0.488,0.49200000000000005,23,38,0.605,44,96,140,20,14,16,34,92,266
Ray Allen*,SG,30,SEA,78,78,3022,681,1500,0.45399999999999996,269,653,0.41200000000000003,412,847,0.486,0.544,324,359,0.903,71,261,332,286,105,16,188,151,1955
Tony Allen,PG,24,BOS,51,9,978,129,274,0.47100000000000003,11,34,0.324,118,240,0.49200000000000005,0.491,100,134,0.746,32,79,111,67,51,18,67,126,369
Rafer Alston,PG,29,HOU,63,63,2431,280,738,0.379,102,312,0.327,178,426,0.418,0.449,99,143,0.6920000000000001,36,219,255,425,101,15,157,194,761
Chris Andersen,C,27,NOK,32,2,570,56,98,0.5710000000000001,0,0,0.0,56,98,0.5710000000000001,0.5710000000000001,49,103,0.47600000000000003,61,94,155,6,8,41,26,84,161
Alan Anderson,SF,23,CHA,36,7,564,75,181,0.414,24,58,0.414,51,123,0.415,0.48100000000000004,33,41,0.805,23,47,70,32,11,4,32,48,207
Derek Anderson,SG,31,TOT,43,11,1047,108,303,0.35600000000000004,40,134,0.299,68,169,0.402,0.42200000000000004,93,111,0.838,21,122,143,101,23,6,54,98,349
Shandon Anderson,SF,32,MIA,48,1,638,54,126,0.429,5,19,0.263,49,107,0.45799999999999996,0.44799999999999995,13,18,0.722,18,63,81,30,17,6,24,75,126
Martynas Andriuškevičius,C,19,CLE,6,0,9,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,1,3,4,0,2,0,0,1,0
Carmelo Anthony,SF,21,DEN,80,80,2941,756,1572,0.48100000000000004,37,152,0.243,719,1420,0.506,0.493,573,709,0.8079999999999999,122,272,394,216,88,42,218,229,2122
Rafael Araújo,C,25,TOR,52,34,601,53,145,0.366,0,1,0.0,53,144,0.368,0.366,15,28,0.536,43,101,144,15,24,6,42,104,121
Gilbert Arenas,PG,24,WAS,80,80,3384,746,1668,0.447,199,540,0.369,547,1128,0.485,0.507,655,799,0.82,59,221,280,484,161,25,297,286,2346
Trevor Ariza,SF,20,TOT,57,10,999,93,226,0.41200000000000003,1,5,0.2,92,221,0.41600000000000004,0.414,77,127,0.606,78,140,218,61,57,11,62,100,264
Darrell Armstrong,PG,37,DAL,62,2,622,43,128,0.336,11,48,0.22899999999999998,32,80,0.4,0.379,33,42,0.7859999999999999,18,63,81,86,27,3,58,71,130
Carlos Arroyo,PG-SG,26,TOT,77,0,1194,168,378,0.444,7,20,0.35,161,358,0.45,0.45399999999999996,106,137,0.774,33,97,130,232,38,4,83,119,449
Chucky Atkins,PG-SG,31,TOT,71,41,1713,226,573,0.39399999999999996,97,274,0.354,129,299,0.431,0.479,129,163,0.7909999999999999,23,97,120,198,43,2,87,152,678
Stacey Augmon,SF,37,ORL,36,3,385,25,73,0.342,0,0,0.0,25,73,0.342,0.342,21,30,0.7,18,35,53,23,12,6,11,40,71
Vin Baker,C,34,LAC,8,1,85,7,15,0.467,0,0,0.0,7,15,0.467,0.467,13,18,0.722,2,17,19,4,4,4,9,13,27
Marcus Banks,PG,24,TOT,58,29,1497,219,468,0.46799999999999997,22,63,0.349,197,405,0.486,0.491,118,147,0.8029999999999999,23,112,135,220,54,11,119,162,578
Leandro Barbosa,SG,23,PHO,57,11,1592,273,567,0.48100000000000004,87,196,0.444,186,371,0.501,0.5579999999999999,111,147,0.755,31,119,150,158,48,6,89,145,744
Matt Barnes,PF-SF,25,TOT,56,5,631,70,140,0.5,3,15,0.2,67,125,0.536,0.511,32,47,0.6809999999999999,48,73,121,28,20,7,30,100,175
Andre Barrett,PG,23,TOT,19,0,282,38,104,0.365,2,14,0.14300000000000002,36,90,0.4,0.375,9,12,0.75,9,16,25,52,10,0,15,13,87
Earl Barron,C,24,MIA,8,0,45,5,16,0.313,0,0,0.0,5,16,0.313,0.313,3,4,0.75,2,8,10,0,0,0,5,10,13
Brent Barry,SG,34,SAS,74,5,1259,156,345,0.452,80,202,0.396,76,143,0.531,0.568,39,59,0.6609999999999999,29,130,159,123,39,27,52,99,431
Jon Barry,SG,36,HOU,20,0,342,25,65,0.385,12,32,0.375,13,33,0.39399999999999996,0.47700000000000004,24,29,0.828,1,30,31,26,13,1,22,25,86
Eddie Basden,SF,22,CHI,19,0,141,15,37,0.405,1,7,0.14300000000000002,14,30,0.467,0.419,8,10,0.8,7,21,28,8,9,2,9,17,39
Brandon Bass,PF,20,NOK,29,1,268,28,70,0.4,0,0,0.0,28,70,0.4,0.4,12,19,0.632,18,50,68,3,3,7,11,18,68
Esteban Batista,PF,22,ATL,57,3,495,34,80,0.425,0,1,0.0,34,79,0.43,0.425,33,53,0.623,61,83,144,7,15,11,38,111,101
Tony Battie,C,29,ORL,82,82,2215,280,552,0.507,0,6,0.0,280,546,0.513,0.507,89,134,0.664,145,312,457,49,46,69,88,250,649
Shane Battier,SF,27,MEM,81,81,2839,303,621,0.488,65,165,0.39399999999999996,238,456,0.522,0.54,147,208,0.7070000000000001,164,265,429,136,92,114,90,223,818
Lonny Baxter,C-PF,27,TOT,41,0,400,45,104,0.433,0,0,0.0,45,104,0.433,0.433,28,35,0.8,45,72,117,4,11,8,20,56,118
Charlie Bell,SG,26,MIL,59,6,1283,180,410,0.439,71,168,0.423,109,242,0.45,0.526,63,89,0.708,21,99,120,130,59,5,41,126,494
Raja Bell,SG,29,PHO,79,79,2959,425,930,0.457,197,446,0.442,228,484,0.47100000000000003,0.563,115,146,0.7879999999999999,44,209,253,207,76,22,89,248,1162
Jonathan Bender,SF,25,IND,2,0,21,4,5,0.8,0,0,0.0,4,5,0.8,0.8,2,2,1.0,0,4,4,2,0,1,0,2,10
