Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,31,LAL,80,0,3157,777,1347,0.5770000000000001,0,0,0,777,1347,0.5770000000000001,0.5770000000000001,349,474,0.736,207,818,1025,431,76,316,282,230,1903
Tom Abernethy,PF,24,GSW,70,0,1219,176,342,0.515,0,0,0,176,342,0.515,0.515,70,94,0.745,74,142,216,79,39,13,32,133,422
Alvan Adams,C,24,PHO,77,0,2364,569,1073,0.53,0,0,0,569,1073,0.53,0.53,231,289,0.799,220,485,705,360,110,63,279,246,1369
Lucius Allen,PG,31,KCK,31,0,413,69,174,0.397,0,0,0,69,174,0.397,0.397,19,33,0.5760000000000001,14,32,46,44,21,6,30,52,157
Kim Anderson,SF,23,POR,21,0,224,24,77,0.312,0,0,0,24,77,0.312,0.312,15,28,0.536,17,28,45,15,4,5,22,42,63
Tiny Archibald*,PG,30,BOS,69,0,1662,259,573,0.452,0,0,0,259,573,0.452,0.452,242,307,0.7879999999999999,25,78,103,324,55,6,197,132,760
Tate Armstrong,SG,23,CHI,26,0,259,28,70,0.4,0,0,0,28,70,0.4,0.4,10,13,0.769,7,13,20,31,10,0,21,22,66
Dennis Awtrey,C,30,TOT,63,0,746,44,107,0.41100000000000003,0,0,0,44,107,0.41100000000000003,0.41100000000000003,41,56,0.732,42,109,151,69,16,13,52,106,129
Gus Bailey,SG,27,NOJ,2,0,9,2,7,0.28600000000000003,0,0,0,2,7,0.28600000000000003,0.28600000000000003,0,0,0.0,2,0,2,2,0,0,1,1,4
Greg Ballard,SF,24,WSB,82,0,1552,260,559,0.465,0,0,0,260,559,0.465,0.465,119,172,0.6920000000000001,143,307,450,116,58,30,97,167,639
Mike Bantom,PF,27,IND,81,0,2528,482,1036,0.465,0,0,0,482,1036,0.465,0.465,227,338,0.672,225,425,650,223,99,62,193,316,1191
Tom Barker,C,23,TOT,39,0,476,68,156,0.436,0,0,0,68,156,0.436,0.436,27,37,0.73,45,74,119,15,10,11,34,76,163
Marvin Barnes,PF,26,BOS,38,0,796,133,271,0.491,0,0,0,133,271,0.491,0.491,43,66,0.652,57,120,177,53,38,39,68,144,309
Rick Barry*,SF,34,HOU,80,0,2566,461,1000,0.461,0,0,0,461,1000,0.461,0.461,160,169,0.9470000000000001,40,237,277,502,95,38,198,195,1082
Tim Bassett,PF,27,NJN,82,0,1508,116,313,0.371,0,0,0,116,313,0.371,0.371,89,131,0.679,174,244,418,99,44,29,103,219,321
Butch Beard,PG,31,NYK,7,0,85,11,26,0.423,0,0,0,11,26,0.423,0.423,0,0,0.0,1,9,10,19,7,0,10,13,22
Ron Behagen,PF,28,TOT,15,0,165,28,62,0.452,0,0,0,28,62,0.452,0.452,10,13,0.769,13,29,42,7,4,1,11,36,66
Kent Benson,C,24,MIL,82,0,2132,413,798,0.518,0,0,0,413,798,0.518,0.518,180,245,0.735,187,397,584,204,89,81,156,280,1006
Del Beshore,PG,22,MIL,1,0,1,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Henry Bibby,PG,29,PHI,82,0,2538,368,869,0.423,0,0,0,368,869,0.423,0.423,266,335,0.794,72,172,244,371,72,7,197,199,1002
Bob Bigelow,SF,25,SDC,29,0,413,36,90,0.4,0,0,0,36,90,0.4,0.4,13,21,0.619,15,31,46,25,12,2,18,37,85
Otis Birdsong,SG,23,KCK,82,0,2839,741,1456,0.509,0,0,0,741,1456,0.509,0.509,296,408,0.725,176,178,354,281,125,17,200,255,1778
Ron Boone,SG,32,LAL,82,0,1583,259,569,0.455,0,0,0,259,569,0.455,0.455,90,104,0.865,53,92,145,154,66,11,147,171,608
Tom Boswell,PF,25,DEN,79,0,2201,321,603,0.532,0,0,0,321,603,0.532,0.532,198,284,0.6970000000000001,248,290,538,242,50,51,185,263,840
Dennis Boyd,PG,24,DET,5,0,40,3,12,0.25,0,0,0,3,12,0.25,0.25,0,0,0.0,0,2,2,7,0,0,6,5,6
Winford Boynes,SG,21,NJN,69,0,1176,256,595,0.43,0,0,0,256,595,0.43,0.43,133,169,0.787,60,95,155,75,43,7,119,117,645
Alonzo Bradley,SF,25,HOU,34,0,245,37,88,0.42,0,0,0,37,88,0.42,0.42,22,33,0.667,13,33,46,17,5,1,17,33,96
Mike Bratz,PG,23,PHO,77,0,1297,242,533,0.45399999999999996,0,0,0,242,533,0.45399999999999996,0.45399999999999996,139,170,0.818,55,86,141,179,64,7,135,151,623
Jim Brewer,PF,27,TOT,80,0,1611,141,319,0.442,0,0,0,141,319,0.442,0.442,26,63,0.413,159,316,475,87,61,66,97,174,308
Ron Brewer,SG,23,POR,81,0,2454,434,878,0.494,0,0,0,434,878,0.494,0.494,210,256,0.82,88,141,229,165,102,79,153,181,1078
Junior Bridgeman,SG,25,MIL,82,0,1963,540,1067,0.506,0,0,0,540,1067,0.506,0.506,189,228,0.8290000000000001,113,184,297,163,88,41,138,184,1269
Allan Bristow,SF,27,SAS,74,0,1324,174,354,0.49200000000000005,0,0,0,174,354,0.49200000000000005,0.49200000000000005,124,149,0.8320000000000001,80,167,247,231,56,15,108,154,472
Fred Brown,PG,30,SEA,77,0,1961,446,951,0.469,0,0,0,446,951,0.469,0.469,183,206,0.888,38,134,172,260,119,23,164,142,1075
John Brown,SF,27,CHI,77,0,1265,152,317,0.479,0,0,0,152,317,0.479,0.479,84,98,0.857,83,155,238,104,18,10,89,180,388
Joe Bryant,PF,24,PHI,70,0,1064,205,478,0.429,0,0,0,205,478,0.429,0.429,123,170,0.7240000000000001,96,163,259,103,49,9,114,171,533
Quinn Buckner,PG,24,MIL,81,0,1757,251,553,0.45399999999999996,0,0,0,251,553,0.45399999999999996,0.45399999999999996,79,125,0.632,57,153,210,468,156,17,208,224,581
Greg Bunch,SF,22,NYK,12,0,97,9,26,0.34600000000000003,0,0,0,9,26,0.34600000000000003,0.34600000000000003,10,12,0.833,9,8,17,4,3,3,5,10,28
Tom Burleson,C,26,KCK,56,0,927,157,342,0.45899999999999996,0,0,0,157,342,0.45899999999999996,0.45899999999999996,121,169,0.716,84,197,281,50,26,58,64,183,435
Don Buse,PG,28,PHO,82,0,2544,285,576,0.495,0,0,0,285,576,0.495,0.495,70,91,0.769,44,173,217,356,156,18,96,149,640
Marty Byrnes,SF,22,TOT,79,0,1264,187,389,0.48100000000000004,0,0,0,187,389,0.48100000000000004,0.48100000000000004,106,154,0.688,90,101,191,104,27,10,119,111,480
Corky Calhoun,SF,28,IND,81,0,1332,153,335,0.457,0,0,0,153,335,0.457,0.457,72,86,0.8370000000000001,64,174,238,104,37,19,56,189,378
Austin Carr,SG,30,CLE,82,0,2714,551,1161,0.475,0,0,0,551,1161,0.475,0.475,292,358,0.816,155,135,290,217,77,14,175,210,1394
Kenny Carr,PF,23,LAL,72,0,1149,225,450,0.5,0,0,0,225,450,0.5,0.5,83,137,0.606,70,222,292,60,38,31,116,152,533
M.L. Carr,SF,28,DET,80,0,3207,587,1143,0.514,0,0,0,587,1143,0.514,0.514,323,435,0.743,219,370,589,262,197,46,255,279,1497
Ron Carter,SG,22,LAL,46,0,332,54,124,0.435,0,0,0,54,124,0.435,0.435,36,54,0.667,21,24,45,25,17,7,40,54,144
Harvey Catchings,C,27,TOT,57,0,948,102,243,0.42,0,0,0,102,243,0.42,0.42,60,78,0.769,101,201,302,48,23,91,88,132,264
Don Chaney,SG,32,BOS,65,0,1074,174,414,0.42,0,0,0,174,414,0.42,0.42,36,42,0.857,63,78,141,75,72,11,65,167,384
Maurice Cheeks*,PG,22,PHI,82,0,2409,292,572,0.51,0,0,0,292,572,0.51,0.51,101,140,0.721,63,191,254,431,174,12,193,198,685
Phil Chenier,SG,28,WSB,27,0,385,69,158,0.43700000000000006,0,0,0,69,158,0.43700000000000006,0.43700000000000006,18,28,0.643,3,17,20,31,4,5,31,28,156
Jim Chones,C,29,CLE,82,0,2850,472,1073,0.44,0,0,0,472,1073,0.44,0.44,158,215,0.735,260,582,842,181,47,102,187,278,1102
Jim Cleamons,PG,29,NYK,79,0,2390,311,657,0.473,0,0,0,311,657,0.473,0.473,130,171,0.76,65,160,225,376,73,11,142,147,752
E.C. Coleman,PF,28,HOU,6,0,39,5,7,0.7140000000000001,0,0,0,5,7,0.7140000000000001,0.7140000000000001,1,1,1.0,1,6,7,1,2,0,0,11,11
Doug Collins,SG,27,PHI,47,0,1595,358,717,0.499,0,0,0,358,717,0.499,0.499,201,247,0.8140000000000001,36,87,123,191,52,20,131,139,917
