Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,39,LAL,78,78,2441,560,993,0.564,1,3,0.33299999999999996,559,990,0.565,0.564,245,343,0.7140000000000001,152,371,523,203,49,97,186,245,1366
Alvan Adams,C,32,PHO,68,40,1690,311,618,0.503,0,1,0.0,311,617,0.504,0.503,134,170,0.7879999999999999,91,247,338,223,62,37,139,207,756
Michael Adams,PG,24,WSB,63,0,1303,160,393,0.40700000000000003,28,102,0.275,132,291,0.45399999999999996,0.44299999999999995,105,124,0.847,38,85,123,244,85,6,81,88,453
Rafael Addison,SF,22,PHO,62,12,711,146,331,0.441,16,50,0.32,130,281,0.46299999999999997,0.465,51,64,0.797,41,65,106,45,27,7,54,75,359
Mark Aguirre,SF,27,DAL,80,80,2663,787,1590,0.495,53,150,0.353,734,1440,0.51,0.512,429,557,0.77,181,246,427,254,84,30,217,243,2056
Danny Ainge,SG,27,BOS,71,66,2499,410,844,0.486,85,192,0.44299999999999995,325,652,0.498,0.536,148,165,0.897,49,193,242,400,101,14,141,189,1053
Mark Alarie,PF,23,DEN,64,25,1110,217,443,0.49,2,9,0.222,215,434,0.495,0.49200000000000005,67,101,0.6629999999999999,73,141,214,74,22,28,56,138,503
Richard Anderson,PF,26,HOU,51,0,312,59,139,0.424,4,16,0.25,55,123,0.447,0.439,22,29,0.759,24,55,79,33,7,3,19,37,144
Ron Anderson,SF,28,IND,63,0,721,139,294,0.473,0,5,0.0,139,289,0.48100000000000004,0.473,85,108,0.787,73,78,151,54,31,3,55,65,363
John Bagley,PG,26,CLE,72,67,2182,312,732,0.426,31,103,0.301,281,629,0.447,0.447,113,136,0.831,55,197,252,379,91,7,163,114,768
James Bailey,PF,29,NJN,34,2,542,112,239,0.469,0,0,0.0,112,239,0.469,0.469,58,80,0.725,48,89,137,20,12,23,54,119,282
Thurl Bailey,PF,25,UTA,81,2,2155,463,1036,0.447,0,2,0.0,463,1034,0.44799999999999995,0.447,190,236,0.805,145,287,432,102,38,88,123,150,1116
Greg Ballard,SF,32,GSW,82,7,1579,248,564,0.44,15,40,0.375,233,524,0.445,0.45299999999999996,68,91,0.747,99,241,340,108,50,15,70,167,579
Gene Banks,SF,27,CHI,63,39,1822,249,462,0.539,0,5,0.0,249,457,0.545,0.539,112,146,0.767,115,193,308,170,52,17,113,173,610
Charles Barkley*,PF,23,PHI,68,62,2740,557,937,0.594,21,104,0.20199999999999999,536,833,0.643,0.606,429,564,0.7609999999999999,390,604,994,331,119,104,322,252,1564
John Battle,SG,24,ATL,64,8,804,144,315,0.457,0,10,0.0,144,305,0.47200000000000003,0.457,93,126,0.738,16,44,60,124,29,5,60,76,381
William Bedford,C,23,PHO,50,18,979,142,358,0.397,0,1,0.0,142,357,0.39799999999999996,0.397,50,86,0.581,79,167,246,57,18,37,85,125,334
Benoit Benjamin,C,22,LAC,72,61,2230,320,713,0.449,0,2,0.0,320,711,0.45,0.449,188,263,0.715,134,452,586,135,60,187,184,251,828
Kent Benson,C,32,UTA,73,2,895,140,316,0.44299999999999995,2,7,0.28600000000000003,138,309,0.447,0.446,47,58,0.81,80,151,231,39,39,28,45,138,329
Walter Berry,SF-PF,22,TOT,63,45,1586,407,766,0.531,0,3,0.0,407,763,0.5329999999999999,0.531,187,288,0.649,136,173,309,105,38,40,153,196,1001
Joe Binion,PF,25,POR,11,0,51,4,10,0.4,0,0,0.0,4,10,0.4,0.4,6,10,0.6,8,10,18,1,2,2,3,5,14
Larry Bird*,SF,30,BOS,74,73,3005,786,1497,0.525,90,225,0.4,696,1272,0.547,0.555,414,455,0.91,124,558,682,566,135,70,240,185,2076
Otis Birdsong,SG,31,NJN,7,6,127,19,42,0.452,0,1,0.0,19,41,0.46299999999999997,0.452,6,9,0.667,3,4,7,17,3,0,9,16,44
