Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,28,POR,54,49,1867,337,670,0.503,15,39,0.385,322,631,0.51,0.514,220,254,0.866,123,269,392,111,49,26,117,150,909
Cory Alexander,SG,31,CHA,16,1,201,16,49,0.327,8,19,0.42100000000000004,8,30,0.267,0.408,9,12,0.75,8,21,29,37,9,1,19,29,49
Malik Allen,PF,26,TOT,36,1,519,84,177,0.475,0,0,0.0,84,177,0.475,0.475,26,28,0.929,40,59,99,18,9,22,18,53,194
Ray Allen*,SG,29,SEA,78,78,3064,640,1494,0.428,209,556,0.376,431,938,0.45899999999999996,0.498,378,428,0.883,79,268,347,289,84,5,171,167,1867
Tony Allen,SG,23,BOS,77,34,1262,184,387,0.475,12,31,0.387,172,356,0.483,0.491,112,152,0.737,85,136,221,64,76,24,77,156,492
Rafer Alston,PG,28,TOR,80,78,2717,403,974,0.414,139,389,0.35700000000000004,264,585,0.451,0.485,191,258,0.74,42,237,279,514,118,7,170,212,1136
Chris Andersen,C,26,NOH,67,2,1430,191,358,0.534,0,3,0.0,191,355,0.5379999999999999,0.534,131,190,0.6890000000000001,137,273,410,71,14,100,64,144,513
Derek Anderson,SG,30,POR,47,32,1239,152,391,0.389,58,151,0.384,94,240,0.392,0.46299999999999997,70,87,0.805,25,103,128,143,36,4,70,89,432
Kenny Anderson,PG,34,TOT,43,20,743,85,201,0.423,6,13,0.462,79,188,0.42,0.43799999999999994,27,37,0.73,24,64,88,103,33,0,49,87,203
Shandon Anderson,SF-SG,31,TOT,66,5,1171,98,217,0.452,5,29,0.172,93,188,0.495,0.46299999999999997,54,66,0.818,41,150,191,70,40,14,50,138,255
Carmelo Anthony,SF,20,DEN,75,75,2608,530,1230,0.431,42,158,0.266,488,1072,0.455,0.44799999999999995,456,573,0.7959999999999999,141,285,426,194,68,30,224,229,1558
Rafael Araújo,C,24,TOR,59,41,736,76,175,0.434,1,3,0.33299999999999996,75,172,0.436,0.43700000000000006,43,55,0.782,59,126,185,16,21,8,52,157,196
Gilbert Arenas,PG,23,WAS,80,80,3274,656,1523,0.431,205,562,0.365,451,961,0.469,0.498,521,640,0.8140000000000001,83,295,378,411,139,23,242,245,2038
Trevor Ariza,SF,19,NYK,80,12,1382,172,389,0.442,3,13,0.231,169,376,0.449,0.446,121,174,0.695,89,153,242,85,70,18,73,150,468
Darrell Armstrong,PG,36,TOT,66,16,988,89,277,0.321,28,111,0.252,61,166,0.36700000000000005,0.37200000000000005,58,68,0.853,35,80,115,178,45,8,67,92,264
Carlos Arroyo,PG,25,TOT,70,16,1448,167,429,0.389,8,30,0.267,159,399,0.39799999999999996,0.39899999999999997,119,149,0.799,26,78,104,280,44,4,107,143,461
Chucky Atkins,PG,30,LAL,82,82,2903,388,910,0.426,176,455,0.387,212,455,0.466,0.523,163,203,0.8029999999999999,31,166,197,358,73,2,151,181,1115
Stacey Augmon,SF,36,ORL,55,7,663,68,167,0.40700000000000003,0,0,0.0,68,167,0.40700000000000003,0.40700000000000003,57,77,0.74,45,54,99,36,23,8,31,83,193
Maurice Baker,PG,25,TOT,5,0,19,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,1,1,2,1,1,0,1,3,0
Vin Baker,PF-C,33,TOT,27,0,204,13,42,0.31,0,1,0.0,13,41,0.317,0.31,9,17,0.529,17,22,39,10,2,4,17,38,35
Marcus Banks,PG,23,BOS,81,2,1145,115,286,0.402,21,59,0.35600000000000004,94,227,0.414,0.439,121,163,0.742,29,97,126,155,63,13,79,146,372
Leandro Barbosa,PG,22,PHO,63,6,1087,168,354,0.475,51,139,0.36700000000000005,117,215,0.544,0.547,55,69,0.797,32,98,130,126,30,7,87,127,442
Matt Barnes,SF,24,SAC,43,9,715,62,151,0.41100000000000003,5,22,0.22699999999999998,57,129,0.442,0.42700000000000005,35,58,0.603,49,84,133,57,30,7,45,80,164
Andre Barrett,PG,22,TOT,38,1,483,45,124,0.363,14,52,0.26899999999999996,31,72,0.431,0.419,14,19,0.737,11,29,40,69,19,1,27,51,118
Brent Barry,SG,33,SAS,81,8,1742,194,459,0.423,100,280,0.35700000000000004,94,179,0.525,0.532,113,135,0.8370000000000001,29,161,190,178,39,20,64,123,601
Jon Barry,SG,35,TOT,69,2,1505,161,368,0.43799999999999994,71,165,0.43,90,203,0.44299999999999995,0.534,62,71,0.873,26,133,159,167,60,9,67,95,455
Tony Battie,C,28,ORL,81,32,1894,163,354,0.46,0,6,0.0,163,348,0.46799999999999997,0.46,68,94,0.723,109,343,452,42,30,81,81,244,394
Shane Battier,SG,26,MEM,80,72,2516,271,613,0.442,70,177,0.395,201,436,0.461,0.499,180,228,0.789,158,255,413,126,91,77,75,201,792
Lonny Baxter,PF,26,NOH,4,0,36,3,11,0.273,0,0,0.0,3,11,0.273,0.273,0,2,0.0,4,4,8,0,0,0,4,10,6
Raja Bell,SG,28,UTA,63,32,1790,303,667,0.45399999999999996,54,134,0.40299999999999997,249,533,0.467,0.495,112,150,0.747,48,153,201,91,44,8,79,205,772
Jonathan Bender,SF,24,IND,7,0,93,16,40,0.4,1,5,0.2,15,35,0.429,0.413,3,6,0.5,5,9,14,4,1,2,10,9,36
Travis Best,PG,32,NJN,76,6,1461,190,452,0.42,26,85,0.306,164,367,0.447,0.449,108,122,0.885,19,88,107,143,66,9,67,148,514
Mike Bibby,PG,26,SAC,80,80,3084,560,1264,0.44299999999999995,131,364,0.36,429,900,0.47700000000000004,0.495,320,413,0.775,77,255,332,541,124,30,203,191,1571
Andris Biedriņš,C,18,GSW,30,1,384,45,78,0.5770000000000001,0,1,0.0,45,77,0.584,0.5770000000000001,19,40,0.475,47,71,118,12,12,24,12,87,109
Chauncey Billups,PG,28,DET,80,80,2866,404,913,0.442,165,387,0.426,239,526,0.45399999999999996,0.5329999999999999,343,382,0.898,48,223,271,464,81,9,180,194,1316
Steve Blake,PG,24,WAS,44,1,648,61,186,0.32799999999999996,36,93,0.387,25,93,0.26899999999999996,0.425,33,41,0.805,18,53,71,69,13,0,39,47,191
Mark Blount,C,29,BOS,82,57,2130,327,618,0.529,0,1,0.0,327,617,0.53,0.529,117,164,0.713,143,254,397,129,33,64,158,229,771
Tony Bobbitt,SG,25,LAL,2,0,12,2,5,0.4,1,2,0.5,1,3,0.33299999999999996,0.5,0,0,0.0,0,3,3,0,0,0,0,1,5
Keith Bogans,SG,24,CHA,74,42,1791,262,688,0.381,57,173,0.32899999999999996,205,515,0.39799999999999996,0.42200000000000004,133,183,0.727,76,150,226,135,68,8,122,167,714
Matt Bonner,C,24,TOR,82,0,1553,247,463,0.5329999999999999,39,92,0.424,208,371,0.561,0.5760000000000001,56,71,0.789,108,177,285,48,39,19,40,220,589
Calvin Booth,C,28,TOT,51,1,451,49,108,0.45399999999999996,0,1,0.0,49,107,0.45799999999999996,0.45399999999999996,26,32,0.813,29,78,107,8,15,28,16,78,124
Carlos Boozer,PF,23,UTA,51,51,1772,361,693,0.521,0,1,0.0,361,692,0.522,0.521,187,268,0.698,141,316,457,144,41,24,137,179,909
Curtis Borchardt,C,24,UTA,67,23,859,74,172,0.43,0,0,0.0,74,172,0.43,0.43,52,71,0.732,86,138,224,49,10,32,52,160,200
Chris Bosh,PF,20,TOR,81,81,3017,473,1005,0.47100000000000003,3,10,0.3,470,995,0.47200000000000003,0.47200000000000003,412,542,0.76,194,524,718,153,76,113,187,226,1361
Bruce Bowen,SF,33,SAS,82,82,2627,251,598,0.42,102,253,0.40299999999999997,149,345,0.43200000000000005,0.505,71,112,0.634,50,235,285,126,55,39,57,175,675
Ryan Bowen,SF,29,HOU,66,6,604,47,111,0.423,3,6,0.5,44,105,0.419,0.43700000000000006,14,21,0.667,21,55,76,18,23,5,7,61,111
Earl Boykins,PG,28,DEN,82,5,2162,340,824,0.413,56,166,0.337,284,658,0.43200000000000005,0.447,279,303,0.9209999999999999,37,106,143,372,78,12,121,122,1015
Michael Bradley,PF,25,TOT,18,0,119,15,24,0.625,0,1,0.0,15,23,0.652,0.625,3,8,0.375,8,20,28,5,1,2,5,12,33
Shawn Bradley,C,32,DAL,77,14,885,84,186,0.452,0,0,0.0,84,186,0.452,0.452,43,63,0.6829999999999999,70,144,214,15,25,63,33,153,211
Torraye Braggs,PF,28,HOU,7,0,24,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,0,0.0,7,5,12,0,0,0,2,4,6
Elton Brand,PF,25,LAC,81,81,3001,629,1251,0.503,0,3,0.0,629,1248,0.504,0.503,364,484,0.752,296,474,770,208,62,169,183,240,1622
