Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Quincy Acy,PF,22,TOR,29,0,342,42,75,0.56,1,2,0.5,41,73,0.562,0.5670000000000001,31,38,0.816,30,47,77,11,13,15,17,53,116
Jeff Adrien,PF,26,CHA,52,5,713,72,168,0.429,0,2,0.0,72,166,0.434,0.429,65,100,0.65,68,128,196,36,18,27,32,80,209
Arron Afflalo,SF,27,ORL,64,64,2307,397,905,0.439,72,240,0.3,325,665,0.489,0.478,191,223,0.857,29,210,239,206,40,11,138,137,1057
Josh Akognon,PG,26,DAL,3,0,9,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,0.0,0,1,1,1,0,0,0,3,5
Cole Aldrich,C,24,TOT,45,0,388,44,80,0.55,0,0,0.0,44,80,0.55,0.55,12,20,0.6,30,90,120,9,5,23,23,60,100
LaMarcus Aldridge,PF,27,POR,74,74,2790,638,1318,0.484,2,14,0.14300000000000002,636,1304,0.488,0.485,282,348,0.81,175,495,670,192,62,91,143,187,1560
Lavoy Allen,C,23,PHI,79,37,1669,206,454,0.45399999999999996,0,1,0.0,206,453,0.455,0.45399999999999996,43,60,0.7170000000000001,159,236,395,73,24,55,55,180,455
Ray Allen*,SG,37,MIA,79,0,2035,292,651,0.449,139,332,0.419,153,319,0.48,0.555,140,158,0.8859999999999999,40,177,217,135,67,15,103,129,863
Tony Allen,SG,31,MEM,79,79,2109,284,638,0.445,3,24,0.125,281,614,0.45799999999999996,0.447,134,187,0.7170000000000001,121,242,363,98,119,44,94,211,705
Al-Farouq Aminu,SF,22,NOH,76,71,2066,225,474,0.475,4,19,0.21100000000000002,221,455,0.486,0.479,101,137,0.737,139,446,585,103,92,51,116,153,555
Lou Amundson,PF,30,TOT,39,0,372,32,81,0.395,0,0,0.0,32,81,0.395,0.395,12,36,0.33299999999999996,48,58,106,11,16,12,19,53,76
