Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,34,LAL,76,76,2677,753,1301,0.579,0,3,0.0,753,1298,0.58,0.579,312,442,0.706,172,487,659,225,63,207,230,224,1818
Alvan Adams,C,27,PHO,79,75,2393,507,1027,0.494,0,1,0.0,507,1026,0.494,0.494,182,233,0.7809999999999999,138,448,586,356,114,78,196,269,1196
Mark Aguirre,SF,22,DAL,51,20,1468,381,820,0.465,25,71,0.35200000000000004,356,749,0.475,0.48,168,247,0.68,89,160,249,164,37,22,135,152,955
Danny Ainge,SG,22,BOS,53,1,564,79,221,0.35700000000000004,5,17,0.294,74,204,0.363,0.369,56,65,0.862,25,31,56,87,37,3,53,86,219
Tiny Archibald*,PG,33,BOS,68,51,2167,308,652,0.47200000000000003,6,16,0.375,302,636,0.475,0.47700000000000004,236,316,0.747,25,91,116,541,52,3,178,131,858
Dennis Awtrey,C,33,POR,10,3,121,5,15,0.33299999999999996,0,0,0.0,5,15,0.33299999999999996,0.33299999999999996,5,9,0.556,7,7,14,8,1,2,6,28,15
Carl Bailey,C,23,POR,1,0,7,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,0,0,0,0,0,2,2,2
James Bailey,PF,24,TOT,77,0,1468,261,505,0.517,0,0,0.0,261,505,0.517,0.517,137,224,0.612,127,264,391,65,42,83,139,270,659
Greg Ballard,SF,27,WSB,79,79,2946,621,1307,0.475,9,22,0.409,612,1285,0.47600000000000003,0.479,235,283,0.83,136,497,633,250,137,22,119,204,1486
Gene Banks,SF,22,SAS,80,4,1700,311,652,0.47700000000000004,0,8,0.0,311,644,0.483,0.47700000000000004,145,212,0.684,157,254,411,147,55,17,106,199,767
Mike Bantom,SF,30,TOT,82,38,2016,334,712,0.469,2,6,0.33299999999999996,332,706,0.47,0.47100000000000003,168,267,0.629,174,266,440,114,63,61,149,272,838
Billy Ray Bates,SG,25,POR,75,0,1229,327,692,0.473,12,41,0.293,315,651,0.484,0.48100000000000004,166,211,0.787,53,55,108,111,41,5,93,100,832
Mel Bennett,PF,27,CLE,3,0,23,2,4,0.5,0,0,0.0,2,4,0.5,0.5,1,6,0.16699999999999998,1,2,3,0,1,0,4,2,5
Kent Benson,C,27,DET,75,72,2467,405,802,0.505,3,11,0.273,402,791,0.508,0.507,127,158,0.804,219,434,653,159,66,98,160,214,940
Larry Bird*,PF,25,BOS,77,58,2923,711,1414,0.503,11,52,0.212,700,1362,0.514,0.507,328,380,0.863,200,637,837,447,143,66,254,244,1761
Otis Birdsong,SG,26,NJN,37,22,1025,225,480,0.469,0,10,0.0,225,470,0.479,0.469,74,127,0.583,30,67,97,124,30,5,64,74,524
Rolando Blackman,SG,22,DAL,82,16,1979,439,855,0.513,1,4,0.25,438,851,0.515,0.514,212,276,0.768,97,157,254,105,46,30,113,122,1091
Ray Blume,SG,23,CHI,49,2,546,102,222,0.45899999999999996,4,18,0.222,98,204,0.48,0.46799999999999997,18,28,0.643,14,27,41,68,23,2,54,57,226
Alex Bradley,SF,22,NYK,39,0,331,54,103,0.524,0,1,0.0,54,102,0.529,0.524,29,48,0.604,31,34,65,11,12,5,28,37,137
Charles Bradley,SG,22,BOS,51,1,339,55,122,0.451,0,1,0.0,55,121,0.455,0.451,42,62,0.677,12,26,38,22,14,6,37,61,152
