Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,PF-C,31,TOT,16,0,158,23,60,0.38299999999999995,0,0,0,23,60,0.38299999999999995,0.38299999999999995,17,23,0.7390000000000001,19,31,50,10,3,3,14,29,63
Kareem Abdul-Jabbar*,C,30,LAL,62,0,2265,663,1205,0.55,0,0,0,663,1205,0.55,0.55,274,350,0.7829999999999999,186,615,801,269,103,185,208,182,1600
Tom Abernethy,SF,23,LAL,73,0,1317,201,404,0.498,0,0,0,201,404,0.498,0.498,91,111,0.82,105,160,265,101,55,22,50,122,493
Alvan Adams,C,23,PHO,70,0,1914,434,895,0.485,0,0,0,434,895,0.485,0.485,214,293,0.73,158,407,565,225,86,63,234,242,1082
Lucius Allen,PG,30,KCK,77,0,2147,373,846,0.441,0,0,0,373,846,0.441,0.441,174,220,0.7909999999999999,66,163,229,360,93,28,217,180,920
Jim Ard,C,29,TOT,15,0,125,8,17,0.47100000000000003,0,0,0,8,17,0.47100000000000003,0.47100000000000003,3,5,0.6,9,27,36,8,0,0,14,19,19
Tate Armstrong,SG,22,CHI,66,0,716,131,280,0.46799999999999997,0,0,0,131,280,0.46799999999999997,0.46799999999999997,22,27,0.815,24,44,68,74,23,0,58,42,284
Bird Averitt,SG,25,TOT,55,0,1085,198,484,0.409,0,0,0,198,484,0.409,0.409,100,141,0.7090000000000001,17,66,83,196,39,9,143,123,496
Dennis Awtrey,C,29,PHO,81,0,1623,112,264,0.424,0,0,0,112,264,0.424,0.424,69,109,0.633,97,205,302,163,19,25,127,153,293
Gus Bailey,SG,26,NOJ,48,0,449,59,139,0.424,0,0,0,59,139,0.424,0.424,37,67,0.552,44,38,82,40,18,15,33,46,155
Greg Ballard,SF,23,WSB,76,0,936,142,334,0.425,0,0,0,142,334,0.425,0.425,88,114,0.772,102,164,266,62,30,13,64,90,372
Mike Bantom,SF,26,IND,82,0,2775,502,1047,0.479,0,0,0,502,1047,0.479,0.479,254,342,0.743,184,426,610,238,100,50,218,333,1258
Marvin Barnes,PF,25,TOT,60,0,1646,279,661,0.42200000000000004,0,0,0,279,661,0.42200000000000004,0.42200000000000004,128,182,0.703,135,304,439,136,64,83,136,241,686
Rick Barry*,SF,33,GSW,82,0,3024,760,1686,0.451,0,0,0,760,1686,0.451,0.451,378,409,0.924,75,374,449,446,158,45,224,188,1898
Tim Bassett,PF,26,NJN,65,0,1474,149,384,0.38799999999999996,0,0,0,149,384,0.38799999999999996,0.38799999999999996,50,97,0.515,142,262,404,63,62,33,80,181,348
