Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,27,TOT,24,12,441,55,147,0.374,1,2,0.5,54,145,0.37200000000000005,0.37799999999999995,24,33,0.727,41,43,84,24,20,10,27,56,135
Shareef Abdur-Rahim,PF,25,ATL,77,77,2980,598,1297,0.461,21,70,0.3,577,1227,0.47,0.469,419,523,0.8009999999999999,198,498,696,239,98,81,250,214,1636
Courtney Alexander,SG,24,WAS,56,28,1325,223,474,0.47,5,18,0.278,218,456,0.478,0.47600000000000003,98,121,0.81,43,105,148,86,35,7,60,113,549
Victor Alexander,C,32,DET,15,0,97,18,51,0.353,0,2,0.0,18,49,0.36700000000000005,0.353,4,8,0.5,7,22,29,6,0,1,5,6,40
Malik Allen,PF,23,MIA,12,2,161,22,51,0.431,0,1,0.0,22,50,0.44,0.431,8,10,0.8,15,23,38,5,3,8,2,16,52
Ray Allen*,SG,26,MIL,69,67,2525,530,1148,0.462,229,528,0.434,301,620,0.485,0.561,214,245,0.873,81,231,312,271,88,18,159,157,1503
Rafer Alston,PG,25,MIL,50,7,600,66,191,0.34600000000000003,27,71,0.38,39,120,0.325,0.41600000000000004,18,29,0.621,10,62,72,143,32,2,40,42,177
John Amaechi,PF,31,UTA,54,0,586,54,166,0.325,0,0,0.0,54,166,0.325,0.325,67,105,0.638,52,57,109,29,7,10,55,64,175
Chris Andersen,C,23,DEN,24,1,262,25,74,0.33799999999999997,0,4,0.0,25,70,0.35700000000000004,0.33799999999999997,22,28,0.7859999999999999,38,38,76,7,7,28,13,35,72
Derek Anderson,SG,27,POR,70,27,1860,247,612,0.40399999999999997,85,228,0.373,162,384,0.42200000000000004,0.473,178,208,0.856,47,142,189,216,68,8,87,113,757
Kenny Anderson,PG,31,BOS,76,76,2430,312,716,0.436,9,33,0.273,303,683,0.444,0.442,98,132,0.742,57,218,275,403,141,10,119,210,731
Nick Anderson,SG,34,MEM,15,0,219,21,76,0.276,13,48,0.271,8,28,0.28600000000000003,0.36200000000000004,5,9,0.556,1,32,33,14,6,6,14,17,60
Shandon Anderson,SG,28,NYK,82,6,1596,149,373,0.39899999999999997,39,141,0.27699999999999997,110,232,0.474,0.452,74,107,0.6920000000000001,57,192,249,76,48,15,97,134,411
Greg Anthony,PG,34,TOT,60,38,1514,183,475,0.385,48,163,0.294,135,312,0.433,0.436,60,91,0.659,22,110,132,282,77,5,94,114,474
Gilbert Arenas,PG,20,GSW,47,30,1155,174,384,0.45299999999999996,39,113,0.345,135,271,0.498,0.504,124,160,0.775,41,91,132,174,69,11,97,115,511
Brandon Armstrong,SG,21,NJN,35,0,196,27,85,0.318,5,17,0.294,22,68,0.324,0.34700000000000003,5,10,0.5,10,6,16,8,7,1,8,26,64
Darrell Armstrong,PG,33,ORL,82,79,2730,347,828,0.419,139,398,0.349,208,430,0.484,0.503,182,205,0.888,83,236,319,453,157,10,175,166,1015
Carlos Arroyo,PG,22,TOT,37,1,371,49,111,0.441,0,2,0.0,49,109,0.45,0.441,13,18,0.722,12,28,40,70,11,1,23,30,111
Chucky Atkins,PG,27,DET,79,62,2285,368,790,0.466,138,336,0.41100000000000003,230,454,0.507,0.5529999999999999,83,120,0.6920000000000001,31,127,158,263,72,11,128,177,957
Stacey Augmon,SG,33,CHH,77,3,1319,140,328,0.42700000000000005,0,3,0.0,140,325,0.431,0.42700000000000005,77,101,0.762,59,166,225,103,56,12,54,115,357
