Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,30,BUF,22,0,195,25,74,0.33799999999999997,0,0,0,25,74,0.33799999999999997,0.33799999999999997,33,43,0.767,41,49,90,7,3,9,0,21,83
Kareem Abdul-Jabbar*,C,29,LAL,82,0,3016,888,1533,0.579,0,0,0,888,1533,0.579,0.579,376,536,0.701,266,824,1090,319,101,261,0,262,2152
Tom Abernethy,SF,22,LAL,70,0,1378,169,349,0.484,0,0,0,169,349,0.484,0.484,101,134,0.754,113,178,291,98,49,10,0,118,439
Alvan Adams,C,22,PHO,72,0,2278,522,1102,0.474,0,0,0,522,1102,0.474,0.474,252,334,0.754,180,472,652,322,95,87,0,260,1296
Don Adams,SF,29,BUF,77,0,1710,216,526,0.41100000000000003,0,0,0,216,526,0.41100000000000003,0.41100000000000003,129,173,0.746,130,241,371,150,74,16,0,201,561
Lucius Allen,PG,29,LAL,78,0,2482,472,1035,0.456,0,0,0,472,1035,0.456,0.456,195,252,0.774,58,193,251,405,116,19,0,183,1139
Jerome Anderson,SG,23,IND,27,0,164,26,59,0.441,0,0,0,26,59,0.441,0.441,14,20,0.7,9,3,12,10,6,2,0,26,66
Tiny Archibald*,PG,28,NYN,34,0,1277,250,560,0.446,0,0,0,250,560,0.446,0.446,197,251,0.785,22,58,80,254,59,11,0,77,697
Jim Ard,C,28,BOS,63,0,969,96,254,0.37799999999999995,0,0,0,96,254,0.37799999999999995,0.37799999999999995,49,76,0.645,77,219,296,53,18,28,0,128,241
Bird Averitt,SG,24,BUF,75,0,1136,234,619,0.37799999999999995,0,0,0,234,619,0.37799999999999995,0.37799999999999995,121,169,0.716,20,58,78,134,30,5,0,127,589
Dennis Awtrey,C,28,PHO,72,0,1760,160,373,0.429,0,0,0,160,373,0.429,0.429,91,126,0.722,111,245,356,182,23,31,0,170,411
Mike Bantom,PF-SF,25,TOT,77,0,1909,361,755,0.478,0,0,0,361,755,0.478,0.478,224,310,0.723,184,287,471,102,63,49,0,233,946
Tom Barker,C,21,ATL,59,0,1354,182,436,0.41700000000000004,0,0,0,182,436,0.41700000000000004,0.41700000000000004,112,164,0.6829999999999999,111,290,401,60,33,41,0,223,476
Marvin Barnes,PF,24,DET,53,0,989,202,452,0.447,0,0,0,202,452,0.447,0.447,106,156,0.679,69,184,253,45,38,33,0,139,510
Jim Barnett,SG,32,PHI,16,0,231,28,64,0.43799999999999994,0,0,0,28,64,0.43799999999999994,0.43799999999999994,10,18,0.556,7,7,14,23,4,0,0,28,66
Norton Barnhill,SG,23,SEA,4,0,10,2,6,0.33299999999999996,0,0,0,2,6,0.33299999999999996,0.33299999999999996,0,0,0.0,2,1,3,1,0,0,0,5,4
Mike Barr,SG,26,KCK,73,0,1224,122,279,0.43700000000000006,0,0,0,122,279,0.43700000000000006,0.43700000000000006,41,57,0.7190000000000001,33,97,130,175,52,18,0,96,285
Rick Barry*,SF,32,GSW,79,0,2904,682,1551,0.44,0,0,0,682,1551,0.44,0.44,359,392,0.9159999999999999,73,349,422,475,172,58,0,194,1723
Tim Bassett,PF,25,NYN,76,0,2442,293,739,0.396,0,0,0,293,739,0.396,0.396,101,177,0.5710000000000001,175,466,641,109,95,53,0,246,687
Butch Beard,PG,29,NYK,70,0,1082,148,293,0.505,0,0,0,148,293,0.505,0.505,75,109,0.688,50,113,163,144,57,5,0,137,371
Byron Beck,PF,32,DEN,53,0,480,107,246,0.435,0,0,0,107,246,0.435,0.435,36,44,0.818,45,51,96,33,15,1,0,59,250
Ron Behagen,PF,26,NOJ,60,0,1170,213,509,0.418,0,0,0,213,509,0.418,0.418,90,126,0.7140000000000001,144,287,431,83,41,19,0,166,516
Mel Bennett,PF,22,IND,67,0,911,101,294,0.344,0,0,0,101,294,0.344,0.344,112,187,0.599,110,127,237,70,37,33,0,155,314
Henry Bibby,PG,27,PHI,81,0,2639,302,702,0.43,0,0,0,302,702,0.43,0.43,221,282,0.784,86,187,273,356,108,5,0,200,825
Bob Bigelow,SF,23,KCK,29,0,162,35,70,0.5,0,0,0,35,70,0.5,0.5,15,17,0.882,8,19,27,8,3,1,0,17,85
Dave Bing*,SG,33,WSB,64,0,1516,271,597,0.45399999999999996,0,0,0,271,597,0.45399999999999996,0.45399999999999996,136,176,0.773,54,89,143,275,61,5,0,150,678
Tom Boerwinkle,C,31,CHI,82,0,1070,134,273,0.491,0,0,0,134,273,0.491,0.491,34,63,0.54,101,211,312,189,19,19,0,147,302
Ron Boone,SG,30,KCK,82,0,3021,747,1577,0.474,0,0,0,747,1577,0.474,0.474,324,384,0.8440000000000001,128,193,321,338,119,19,0,258,1818
Tom Boswell,PF,23,BOS,70,0,1083,175,340,0.515,0,0,0,175,340,0.515,0.515,96,135,0.711,111,195,306,85,27,8,0,237,446
Freddie Boyd,PG,26,NOJ,47,0,1212,194,406,0.478,0,0,0,194,406,0.478,0.478,79,98,0.8059999999999999,19,71,90,147,44,6,0,78,467
Bill Bradley*,SF,33,NYK,67,0,1027,127,274,0.46399999999999997,0,0,0,127,274,0.46399999999999997,0.46399999999999997,34,42,0.81,27,76,103,128,25,8,0,122,288
Jim Brewer,PF,25,CLE,81,0,2672,296,657,0.451,0,0,0,296,657,0.451,0.451,97,178,0.545,275,487,762,195,94,82,0,214,689
Junior Bridgeman,SF,23,MIL,82,0,2410,491,1094,0.449,0,0,0,491,1094,0.449,0.449,197,228,0.8640000000000001,129,287,416,205,82,26,0,221,1179
Allan Bristow,SF,25,SAS,82,0,2017,365,747,0.489,0,0,0,365,747,0.489,0.489,206,258,0.7979999999999999,119,229,348,240,89,2,0,195,936
Gary Brokaw,SG,23,TOT,80,0,1487,242,564,0.429,0,0,0,242,564,0.429,0.429,163,219,0.7440000000000001,22,101,123,228,36,36,0,164,647
Fred Brown,SG,28,SEA,72,0,2098,534,1114,0.479,0,0,0,534,1114,0.479,0.479,168,190,0.884,68,164,232,176,124,19,0,140,1236
John Brown,SF,25,ATL,77,0,1405,160,350,0.457,0,0,0,160,350,0.457,0.457,121,150,0.807,75,161,236,103,46,7,0,217,441
Roger Brown,C,26,DET,43,0,322,21,56,0.375,0,0,0,21,56,0.375,0.375,18,26,0.6920000000000001,31,59,90,12,15,18,0,68,60
Joe Bryant,PF,22,PHI,61,0,612,107,240,0.446,0,0,0,107,240,0.446,0.446,53,70,0.757,45,72,117,48,36,13,0,84,267
Quinn Buckner,PG,22,MIL,79,0,2095,299,689,0.434,0,0,0,299,689,0.434,0.434,83,154,0.539,91,173,264,372,192,21,0,291,681
Ticky Burden,SG,23,NYK,61,0,608,148,352,0.42,0,0,0,148,352,0.42,0.42,51,85,0.6,26,40,66,62,47,1,0,88,347
Tom Burleson,C,24,SEA,82,0,1803,288,652,0.442,0,0,0,288,652,0.442,0.442,220,301,0.731,184,367,551,93,74,117,0,259,796
Don Buse,PG,26,IND,81,0,2947,266,639,0.41600000000000004,0,0,0,266,639,0.41600000000000004,0.41600000000000004,114,145,0.7859999999999999,66,204,270,685,281,16,0,129,646
Corky Calhoun,SF,26,POR,70,0,743,85,183,0.46399999999999997,0,0,0,85,183,0.46399999999999997,0.46399999999999997,66,85,0.7759999999999999,40,104,144,35,24,8,0,123,236
Mack Calvin,PG,29,TOT,76,0,1438,220,544,0.40399999999999997,0,0,0,220,544,0.40399999999999997,0.40399999999999997,287,338,0.8490000000000001,36,60,96,240,61,3,0,127,727
Austin Carr,SG,28,CLE,82,0,2409,558,1221,0.457,0,0,0,558,1221,0.457,0.457,213,268,0.795,120,120,240,220,57,10,0,221,1329
M.L. Carr,SF,26,DET,82,0,2643,443,931,0.47600000000000003,0,0,0,443,931,0.47600000000000003,0.47600000000000003,205,279,0.735,211,420,631,181,165,58,0,287,1091
Fred Carter,SG,31,TOT,61,0,1112,209,500,0.418,0,0,0,209,500,0.418,0.418,68,96,0.708,55,62,117,125,39,9,0,125,486
Cornelius Cash,PF,24,DET,6,0,49,9,23,0.391,0,0,0,9,23,0.391,0.391,3,6,0.5,8,8,16,1,2,1,0,8,21
Harvey Catchings,C,25,PHI,53,0,864,62,123,0.504,0,0,0,62,123,0.504,0.504,33,47,0.7020000000000001,64,170,234,30,23,78,0,130,157
Don Chaney,SG,30,LAL,81,0,2408,213,522,0.408,0,0,0,213,522,0.408,0.408,70,94,0.745,120,210,330,308,140,33,0,224,496
Ken Charles,SG,25,ATL,82,0,2487,354,855,0.414,0,0,0,354,855,0.414,0.414,205,256,0.8009999999999999,41,127,168,295,141,45,0,240,913
Phil Chenier,SG,26,WSB,78,0,2842,654,1472,0.444,0,0,0,654,1472,0.444,0.444,270,321,0.841,56,243,299,294,120,39,0,166,1578
Jim Chones,C,27,CLE,82,0,2378,450,972,0.46299999999999997,0,0,0,450,972,0.46299999999999997,0.46299999999999997,155,212,0.731,208,480,688,104,32,77,0,258,1055
Jim Cleamons,PG,27,CLE,60,0,2045,257,592,0.434,0,0,0,257,592,0.434,0.434,112,148,0.757,99,174,273,308,66,23,0,126,626
E.C. Coleman,PF,26,NOJ,77,0,2369,290,628,0.462,0,0,0,290,628,0.462,0.462,82,112,0.732,149,399,548,103,62,32,0,280,662
Doug Collins,SG,25,PHI,58,0,2037,426,823,0.518,0,0,0,426,823,0.518,0.518,210,250,0.84,64,131,195,271,70,15,0,174,1062
