Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,27,HOU,79,0,2459,336,732,0.45899999999999996,0,0,0,336,732,0.45899999999999996,0.45899999999999996,193,240,0.804,259,664,923,166,80,104,0,227,865
Kareem Abdul-Jabbar*,C,26,MIL,81,0,3548,948,1759,0.539,0,0,0,948,1759,0.539,0.539,295,420,0.7020000000000001,287,891,1178,386,112,283,0,238,2191
Don Adams,SF,26,DET,74,0,2298,303,742,0.408,0,0,0,303,742,0.408,0.408,153,201,0.7609999999999999,133,315,448,141,110,12,0,242,759
Rick Adelman,PG,27,CHI,55,0,618,64,170,0.376,0,0,0,64,170,0.376,0.376,54,76,0.711,16,53,69,56,36,1,0,63,182
Lucius Allen,PG,26,MIL,72,0,2388,526,1062,0.495,0,0,0,526,1062,0.495,0.495,216,274,0.7879999999999999,89,202,291,374,137,22,0,215,1268
Tiny Archibald*,PG,25,KCO,35,0,1272,222,492,0.451,0,0,0,222,492,0.451,0.451,173,211,0.82,21,64,85,266,56,7,0,76,617
Dennis Awtrey,C,25,CHI,68,0,756,65,123,0.528,0,0,0,65,123,0.528,0.528,54,94,0.574,49,125,174,86,22,14,0,128,184
Mike Bantom,PF,22,PHO,76,0,1982,314,787,0.39899999999999997,0,0,0,314,787,0.39899999999999997,0.39899999999999997,141,213,0.662,172,347,519,163,50,47,0,289,769
Dick Barnett,SG,37,NYK,5,0,58,10,26,0.385,0,0,0,10,26,0.385,0.385,2,3,0.667,1,3,4,6,1,0,0,2,22
Jim Barnett,SG,29,GSW,77,0,1689,350,755,0.46399999999999997,0,0,0,350,755,0.46399999999999997,0.46399999999999997,184,226,0.8140000000000001,76,146,222,209,56,11,0,146,884
Rick Barry*,SF,29,GSW,80,0,2918,796,1746,0.456,0,0,0,796,1746,0.456,0.456,417,464,0.899,103,437,540,484,169,40,0,265,2009
Butch Beard,PG,26,GSW,79,0,2134,316,617,0.512,0,0,0,316,617,0.512,0.512,173,234,0.7390000000000001,136,253,389,300,105,9,0,241,805
Ron Behagen,PF,23,KCO,80,0,2059,357,827,0.43200000000000005,0,0,0,357,827,0.43200000000000005,0.43200000000000005,162,212,0.764,188,379,567,134,56,37,0,291,876
Dennis Bell,SF,22,NYK,1,0,4,0,1,0.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Walt Bellamy*,C,34,ATL,77,0,2440,389,801,0.486,0,0,0,389,801,0.486,0.486,233,383,0.608,264,476,740,189,52,48,0,232,1011
Henry Bibby,PG,24,NYK,66,0,986,210,465,0.452,0,0,0,210,465,0.452,0.452,73,88,0.83,48,85,133,91,65,2,0,123,493
