Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,C,30,SAC,80,45,2015,310,654,0.474,3,20,0.15,307,634,0.484,0.47600000000000003,170,234,0.726,122,276,398,109,53,40,116,243,793
Hassan Adams,SG,22,NJN,61,8,495,75,135,0.556,0,1,0.0,75,134,0.56,0.556,24,36,0.667,35,42,77,13,17,4,22,47,174
Maurice Ager,SG,22,DAL,32,1,214,22,70,0.314,5,15,0.33299999999999996,17,55,0.309,0.35,20,33,0.606,1,20,21,7,4,3,15,27,69
LaMarcus Aldridge,C,21,POR,63,22,1392,241,479,0.503,0,2,0.0,241,477,0.505,0.503,83,115,0.722,144,168,312,24,22,73,43,186,565
Malik Allen,PF,28,CHI,60,1,638,107,258,0.415,0,1,0.0,107,257,0.41600000000000004,0.415,28,34,0.8240000000000001,42,77,119,16,17,16,21,85,242
Ray Allen*,SG,31,SEA,55,55,2219,505,1153,0.43799999999999994,165,443,0.37200000000000005,340,710,0.479,0.51,279,309,0.903,57,190,247,228,82,11,154,113,1454
Tony Allen,SG,25,BOS,33,18,805,133,259,0.514,8,33,0.242,125,226,0.5529999999999999,0.529,105,134,0.784,35,89,124,56,49,12,75,87,379
Rafer Alston,PG,30,HOU,82,82,3040,383,1020,0.375,192,529,0.363,191,491,0.389,0.47,130,177,0.7340000000000001,29,253,282,444,129,10,170,195,1088
Lou Amundson,PF,24,TOT,11,0,89,6,15,0.4,0,0,0.0,6,15,0.4,0.4,4,10,0.4,13,15,28,1,1,8,5,15,16
Alan Anderson,SG,24,CHA,17,0,256,37,81,0.457,5,20,0.25,32,61,0.525,0.488,19,23,0.826,11,21,32,21,7,0,22,33,98
Derek Anderson,SF,32,CHA,50,32,1190,126,294,0.429,54,152,0.355,72,142,0.507,0.52,93,106,0.877,29,84,113,133,52,7,56,115,399
Carmelo Anthony,SF,22,DEN,65,65,2486,691,1453,0.47600000000000003,40,149,0.268,651,1304,0.499,0.489,459,568,0.8079999999999999,143,248,391,249,77,23,234,203,1881
Rafael Araújo,C,26,UTA,28,0,248,27,65,0.415,0,0,0.0,27,65,0.415,0.415,18,29,0.621,22,44,66,10,6,2,17,39,72
Gilbert Arenas,PG,25,WAS,74,73,2942,647,1548,0.418,205,584,0.35100000000000003,442,964,0.45899999999999996,0.484,606,718,0.8440000000000001,61,277,338,443,139,13,236,249,2105
Trevor Ariza,SG,21,ORL,57,7,1278,200,371,0.539,0,7,0.0,200,364,0.5489999999999999,0.539,106,171,0.62,98,151,249,65,59,19,84,134,506
Darrell Armstrong,PG,38,IND,81,4,1275,156,377,0.414,72,214,0.336,84,163,0.515,0.509,73,93,0.785,34,101,135,191,70,6,76,102,457
Hilton Armstrong,C,22,NOK,56,5,634,68,125,0.544,0,0,0.0,68,125,0.544,0.544,40,67,0.597,58,91,149,10,12,26,35,79,176
Carlos Arroyo,PG,27,ORL,72,5,1304,203,478,0.425,14,51,0.275,189,427,0.44299999999999995,0.439,132,166,0.795,31,103,134,202,39,2,90,131,552
Chucky Atkins,PG,32,MEM,75,23,2064,310,715,0.434,116,306,0.379,194,409,0.474,0.515,252,311,0.81,18,121,139,346,50,4,127,136,988
James Augustine,PF,22,ORL,2,0,7,1,3,0.33299999999999996,0,0,0.0,1,3,0.33299999999999996,0.33299999999999996,0,0,0.0,1,2,3,2,0,0,0,2,2
Kelenna Azubuike,SG,23,GSW,41,9,669,98,220,0.445,34,79,0.43,64,141,0.45399999999999996,0.523,61,78,0.782,26,68,94,28,22,10,39,49,291
Renaldo Balkman,SF,22,NYK,68,1,1064,139,275,0.505,5,27,0.185,134,248,0.54,0.515,51,90,0.5670000000000001,97,197,294,44,57,44,49,146,334
Marcus Banks,PG,25,PHO,45,1,503,84,196,0.429,5,29,0.172,79,167,0.473,0.441,48,60,0.8,10,28,38,60,23,3,40,70,221
Leandro Barbosa,SG,24,PHO,80,18,2613,529,1111,0.47600000000000003,190,438,0.434,339,673,0.504,0.562,196,232,0.845,22,192,214,317,96,15,146,210,1444
J.J. Barea,PG,22,DAL,33,1,191,28,78,0.359,6,21,0.28600000000000003,22,57,0.386,0.397,16,24,0.667,7,18,25,24,1,1,14,19,78
Andrea Bargnani,PF,21,TOR,65,2,1629,267,625,0.42700000000000005,100,268,0.373,167,357,0.46799999999999997,0.507,117,142,0.8240000000000001,52,203,255,50,32,53,107,180,751
Matt Barnes,PF,26,GSW,76,23,1813,275,628,0.43799999999999994,106,290,0.366,169,338,0.5,0.522,90,123,0.732,91,259,350,156,73,41,105,188,746
Andre Barrett,PG,24,CHI,6,0,29,4,8,0.5,0,0,0.0,4,8,0.5,0.5,0,0,0.0,1,4,5,7,0,0,4,4,8
Earl Barron,C,25,MIA,28,0,203,24,83,0.289,0,1,0.0,24,82,0.293,0.289,17,18,0.9440000000000001,19,22,41,5,6,4,11,21,65
Brent Barry,SG,35,SAS,75,28,1631,202,425,0.475,128,287,0.446,74,138,0.536,0.626,103,117,0.88,17,143,160,138,56,12,61,88,635
Brandon Bass,PF,21,NOK,21,3,162,15,44,0.341,0,1,0.0,15,43,0.349,0.341,12,16,0.75,13,30,43,3,2,3,10,16,42
Maceo Baston,PF,31,IND,47,2,405,49,76,0.645,3,7,0.429,46,69,0.667,0.664,37,47,0.787,21,53,74,16,12,18,32,65,138
