Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mahmoud Abdul-Rauf,PG,31,VAN,41,0,486,120,246,0.488,4,14,0.28600000000000003,116,232,0.5,0.496,22,29,0.759,5,20,25,76,9,1,26,50,266
Tariq Abdul-Wahad,SG,26,DEN,29,12,420,43,111,0.387,4,10,0.4,39,101,0.386,0.405,21,36,0.583,14,45,59,22,14,13,34,54,111
Shareef Abdur-Rahim,SF,24,VAN,81,81,3241,604,1280,0.47200000000000003,12,64,0.188,592,1216,0.48700000000000004,0.47700000000000004,443,531,0.8340000000000001,175,560,735,250,90,77,231,238,1663
Cory Alexander,PG,27,ORL,26,0,227,18,56,0.321,4,16,0.25,14,40,0.35,0.35700000000000004,12,18,0.667,0,25,25,36,16,0,25,29,52
Courtney Alexander,PG,23,TOT,65,24,1382,239,573,0.41700000000000004,17,46,0.37,222,527,0.42100000000000004,0.43200000000000005,123,150,0.82,42,101,143,62,45,5,75,139,618
Ray Allen*,SG,25,MIL,82,82,3129,628,1309,0.48,202,467,0.433,426,842,0.506,0.557,348,392,0.888,101,327,428,374,124,20,204,192,1806
Rafer Alston,PG,24,MIL,37,2,288,30,84,0.35700000000000004,8,30,0.267,22,54,0.40700000000000003,0.405,9,13,0.6920000000000001,4,27,31,68,13,0,20,27,77
John Amaechi,C,30,ORL,82,36,1710,237,592,0.4,0,7,0.0,237,585,0.405,0.4,176,279,0.631,77,191,268,74,28,29,124,175,650
Derek Anderson,SG,26,SAS,82,82,2859,413,993,0.41600000000000004,101,253,0.39899999999999997,312,740,0.42200000000000004,0.467,342,402,0.851,75,288,363,301,120,14,165,188,1269
Kenny Anderson,PG,30,BOS,33,28,849,88,227,0.38799999999999996,11,33,0.33299999999999996,77,194,0.397,0.41200000000000003,59,71,0.831,16,57,73,134,44,2,52,62,246
Nick Anderson,SG,33,SAC,21,0,169,14,57,0.24600000000000002,10,39,0.256,4,18,0.222,0.33299999999999996,0,0,0.0,3,22,25,13,10,4,7,13,38
