Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alaa Abdelnaby,PF,23,POR,71,1,934,178,361,0.493,0,0,0.0,178,361,0.493,0.493,76,101,0.752,81,179,260,30,25,16,66,132,432
Mahmoud Abdul-Rauf,PG,22,DEN,81,11,1538,356,845,0.42100000000000004,31,94,0.33,325,751,0.433,0.44,94,108,0.87,22,92,114,192,44,4,117,130,837
Mark Acres,C,29,ORL,68,6,926,78,151,0.517,1,3,0.33299999999999996,77,148,0.52,0.52,51,67,0.7609999999999999,97,155,252,22,25,15,33,140,208
Michael Adams,PG,29,WSB,78,78,2795,485,1233,0.39299999999999996,125,386,0.324,360,847,0.425,0.444,313,360,0.8690000000000001,58,252,310,594,145,9,212,162,1408
Rafael Addison,SF,27,NJN,76,8,1175,187,432,0.433,14,49,0.28600000000000003,173,383,0.452,0.449,56,76,0.737,65,100,165,68,28,28,46,109,444
Mark Aguirre,SF,32,DET,75,12,1582,339,787,0.431,15,71,0.21100000000000002,324,716,0.45299999999999996,0.44,158,230,0.687,67,169,236,126,51,11,105,171,851
Danny Ainge,SG,32,POR,81,6,1595,299,676,0.442,78,230,0.33899999999999997,221,446,0.496,0.5,108,131,0.8240000000000001,40,108,148,202,73,13,70,148,784
Victor Alexander,C,22,GSW,80,28,1350,243,459,0.529,0,1,0.0,243,458,0.531,0.529,103,149,0.691,106,230,336,32,45,62,91,176,589
Greg Anderson,PF,27,DEN,82,82,2793,389,854,0.456,0,4,0.0,389,850,0.45799999999999996,0.456,167,268,0.623,337,604,941,78,88,65,201,263,945
Kenny Anderson,PG,21,NJN,64,13,1086,187,480,0.39,3,13,0.231,184,467,0.39399999999999996,0.39299999999999996,73,98,0.745,38,89,127,203,67,9,97,68,450
Nick Anderson,SG,24,ORL,60,59,2203,482,1042,0.46299999999999997,30,85,0.353,452,957,0.47200000000000003,0.47700000000000004,202,303,0.667,98,286,384,163,97,33,126,132,1196
Ron Anderson,SF,33,PHI,82,11,2432,469,1008,0.465,42,127,0.331,427,881,0.485,0.486,143,163,0.877,96,182,278,135,86,11,109,128,1123
Willie Anderson,SG,25,SAS,57,55,1889,312,685,0.455,13,56,0.23199999999999998,299,629,0.475,0.465,107,138,0.775,62,238,300,302,54,51,140,151,744
Michael Ansley,SF,24,TOT,10,0,45,8,18,0.444,0,0,0.0,8,18,0.444,0.444,5,6,0.833,2,4,6,2,0,0,3,7,21
Greg Anthony,PG,24,NYK,82,1,1510,161,435,0.37,8,55,0.145,153,380,0.40299999999999997,0.379,117,158,0.741,33,103,136,314,59,9,98,170,447
B.J. Armstrong,PG,24,CHI,82,3,1875,335,697,0.48100000000000004,35,87,0.402,300,610,0.49200000000000005,0.506,104,129,0.8059999999999999,19,126,145,266,46,5,94,88,809
Vincent Askew,SG,25,GSW,80,10,1496,193,379,0.509,1,10,0.1,192,369,0.52,0.511,111,160,0.6940000000000001,89,144,233,188,47,23,84,128,498
Keith Askins,SF,24,MIA,59,4,843,84,205,0.41,25,73,0.342,59,132,0.447,0.47100000000000003,26,37,0.703,65,77,142,38,40,15,47,109,219
Stacey Augmon,SG,23,ATL,82,82,2505,440,899,0.489,1,6,0.16699999999999998,439,893,0.49200000000000005,0.49,213,320,0.6659999999999999,191,229,420,201,124,27,181,161,1094
Isaac Austin,C,22,UTA,31,0,112,21,46,0.457,0,0,0.0,21,46,0.457,0.457,19,30,0.633,11,24,35,5,2,2,8,20,61
Miloš Babić,C,23,MIA,9,0,35,6,13,0.462,0,0,0.0,6,13,0.462,0.462,6,8,0.75,2,9,11,6,1,0,5,0,18
