Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,32,LAL,82,0,3143,835,1383,0.604,0,1,0.0,835,1382,0.604,0.604,364,476,0.765,190,696,886,371,81,280,297,216,2034
Tom Abernethy,PF,25,GSW,67,0,1222,153,318,0.48100000000000004,0,1,0.0,153,317,0.483,0.48100000000000004,56,82,0.6829999999999999,62,129,191,87,35,12,39,118,362
Alvan Adams,C,25,PHO,75,0,2168,465,875,0.531,0,2,0.0,465,873,0.5329999999999999,0.531,188,236,0.797,158,451,609,322,108,55,218,237,1118
Tiny Archibald*,PG,31,BOS,80,80,2864,383,794,0.48200000000000004,4,18,0.222,379,776,0.488,0.485,361,435,0.83,59,138,197,671,106,10,242,218,1131
Dennis Awtrey,C,31,CHI,26,0,560,27,60,0.45,0,0,0.0,27,60,0.45,0.45,32,50,0.64,29,86,115,40,12,15,27,66,86
Gus Bailey,SG,28,WSB,20,0,180,16,35,0.457,1,1,1.0,15,34,0.441,0.47100000000000003,5,13,0.385,6,22,28,26,7,4,11,18,38
James Bailey,PF,22,SEA,67,0,726,122,271,0.45,0,0,0.0,122,271,0.45,0.45,68,101,0.6729999999999999,71,126,197,28,21,54,79,116,312
Greg Ballard,SF,25,WSB,82,0,2438,545,1101,0.495,16,47,0.34,529,1054,0.502,0.502,171,227,0.753,240,398,638,159,90,36,133,197,1277
Mike Bantom,SF,28,IND,77,0,2330,384,760,0.505,1,3,0.33299999999999996,383,757,0.506,0.506,139,209,0.665,192,264,456,279,85,49,189,268,908
Marvin Barnes,PF,27,SDC,20,0,287,24,60,0.4,0,0,0.0,24,60,0.4,0.4,16,32,0.5,34,43,77,18,5,12,18,52,64
Rick Barry*,SF,35,HOU,72,0,1816,325,771,0.42200000000000004,73,221,0.33,252,550,0.45799999999999996,0.469,143,153,0.935,53,183,236,268,80,28,152,182,866
Tim Bassett,PF,28,TOT,12,0,164,12,34,0.353,0,0,0.0,12,34,0.353,0.353,10,15,0.667,11,22,33,14,8,0,9,27,34
Billy Ray Bates,SG,23,POR,16,0,235,72,146,0.493,8,19,0.42100000000000004,64,127,0.504,0.521,28,39,0.718,13,16,29,31,14,2,20,26,180
Ron Behagen,PF,29,WSB,6,0,64,9,23,0.391,0,0,0.0,9,23,0.391,0.391,5,6,0.833,6,8,14,7,0,4,4,14,23
Kent Benson,C,25,TOT,73,0,1891,299,618,0.484,1,5,0.2,298,613,0.486,0.485,99,141,0.7020000000000001,126,327,453,178,73,92,157,246,698
Del Beshore,PG,23,CHI,68,0,869,88,250,0.35200000000000004,10,26,0.385,78,224,0.348,0.37200000000000005,58,87,0.667,16,47,63,139,58,5,104,105,244
Henry Bibby,PG,30,PHI,82,0,2035,251,626,0.401,11,52,0.212,240,574,0.418,0.41,226,286,0.79,65,143,208,307,62,6,147,161,739
Larry Bird*,PF,23,BOS,82,82,2955,693,1463,0.474,58,143,0.406,635,1320,0.48100000000000004,0.494,301,360,0.836,216,636,852,370,143,53,263,279,1745
Otis Birdsong,SG,24,KCK,82,0,2885,781,1546,0.505,10,36,0.278,771,1510,0.511,0.508,286,412,0.6940000000000001,170,161,331,202,136,22,179,226,1858
Ron Boone,SG,33,TOT,81,0,2392,405,915,0.44299999999999995,19,50,0.38,386,865,0.446,0.45299999999999996,175,196,0.893,54,173,227,309,97,3,197,232,1004
Lawrence Boston,PF,23,WSB,13,0,125,24,52,0.462,0,0,0.0,24,52,0.462,0.462,8,13,0.615,19,20,39,2,4,2,8,25,56
Tom Boswell,PF,26,TOT,79,0,2077,346,613,0.564,5,10,0.5,341,603,0.5660000000000001,0.569,206,273,0.755,146,296,442,161,29,37,181,270,903
Winford Boynes,SG,22,NJN,64,0,1102,221,467,0.473,0,4,0.0,221,463,0.47700000000000004,0.473,104,136,0.765,51,82,133,95,59,19,96,132,546
Alonzo Bradley,SF,26,HOU,22,0,96,17,48,0.354,1,1,1.0,16,47,0.34,0.365,6,9,0.667,2,4,6,3,3,0,8,9,41
Dudley Bradley,SG,22,IND,82,0,2027,275,609,0.452,2,5,0.4,273,604,0.452,0.45299999999999996,136,174,0.782,69,154,223,252,211,48,166,194,688
Mike Bratz,PG,24,PHO,82,0,1589,269,687,0.392,21,86,0.244,248,601,0.413,0.40700000000000003,141,162,0.87,50,117,167,223,93,9,135,165,700
Jim Brewer,PF,28,POR,67,0,1016,90,184,0.489,0,5,0.0,90,179,0.503,0.489,14,29,0.483,101,156,257,75,42,43,47,129,194
Ron Brewer,SG,24,POR,82,0,2815,548,1182,0.46399999999999997,6,32,0.188,542,1150,0.47100000000000003,0.466,184,219,0.84,54,160,214,216,98,48,167,154,1286
Junior Bridgeman,SF,26,MIL,81,0,2316,594,1243,0.478,5,27,0.185,589,1216,0.484,0.48,230,266,0.865,104,197,301,237,94,20,172,216,1423
Allan Bristow,SF,28,UTA,82,0,2304,377,785,0.48,2,7,0.28600000000000003,375,778,0.48200000000000004,0.48200000000000004,197,243,0.8109999999999999,170,342,512,341,88,6,179,211,953
Fred Brown,SG,31,SEA,80,0,1701,404,843,0.479,39,88,0.44299999999999995,365,755,0.483,0.502,113,135,0.8370000000000001,35,120,155,174,65,17,105,117,960
John Brown,SF,28,TOT,32,0,385,37,105,0.35200000000000004,0,0,0.0,37,105,0.35200000000000004,0.35200000000000004,38,48,0.792,26,45,71,18,3,4,29,70,112
Roger Brown,C,29,CHI,4,0,37,1,3,0.33299999999999996,0,0,0.0,1,3,0.33299999999999996,0.33299999999999996,0,0,0.0,2,8,10,1,0,3,0,4,2
Joe Bryant,PF,25,SDC,81,0,2328,294,682,0.431,5,34,0.147,289,648,0.446,0.435,161,217,0.742,171,345,516,144,102,39,170,258,754
Quinn Buckner,PG,25,MIL,67,0,1690,306,655,0.467,2,5,0.4,304,650,0.46799999999999997,0.469,105,143,0.7340000000000001,69,169,238,383,135,4,149,202,719
Tom Burleson,C,27,KCK,37,0,272,36,104,0.34600000000000003,0,3,0.0,36,101,0.35600000000000004,0.34600000000000003,23,40,0.575,23,49,72,20,8,13,25,49,95
Don Buse,PG,29,PHO,81,0,2499,261,589,0.44299999999999995,19,79,0.24100000000000002,242,510,0.475,0.45899999999999996,85,128,0.664,70,163,233,320,132,10,91,111,626
Marty Byrnes,SF,23,LAL,32,0,194,25,50,0.5,0,0,0.0,25,50,0.5,0.5,13,15,0.867,9,18,27,13,5,1,22,32,63
Corky Calhoun,SF,29,IND,7,0,30,4,9,0.444,0,0,0.0,4,9,0.444,0.444,0,2,0.0,7,3,10,0,2,0,1,6,8
Mack Calvin,PG,32,UTA,48,0,772,100,227,0.441,1,11,0.091,99,216,0.45799999999999996,0.44299999999999995,105,117,0.897,13,71,84,134,27,0,57,72,306
Austin Carr,SG,31,CLE,77,0,1595,390,839,0.465,2,6,0.33299999999999996,388,833,0.466,0.466,127,172,0.738,81,84,165,150,39,3,108,120,909
Kenny Carr,PF,24,TOT,79,0,1838,378,768,0.49200000000000005,0,4,0.0,378,764,0.495,0.49200000000000005,173,263,0.6579999999999999,199,389,588,77,66,52,154,246,929
M.L. Carr,SF,29,BOS,82,7,1994,362,763,0.474,12,41,0.293,350,722,0.485,0.48200000000000004,178,241,0.7390000000000001,106,224,330,156,120,36,143,214,914
Bob Carrington,SG,26,SDC,10,0,134,15,37,0.405,0,2,0.0,15,35,0.429,0.405,6,8,0.75,6,7,13,3,4,1,5,18,36
Ron Carter,SG,23,IND,13,0,117,15,37,0.405,0,0,0.0,15,37,0.405,0.405,2,7,0.28600000000000003,5,14,19,9,2,3,10,19,32
Bill Cartwright,C,22,NYK,82,0,3150,665,1215,0.547,0,0,0.0,665,1215,0.547,0.547,451,566,0.797,194,532,726,165,48,101,222,279,1781
Harvey Catchings,C,28,MIL,72,0,1366,97,244,0.39799999999999996,0,1,0.0,97,243,0.39899999999999997,0.39799999999999996,39,62,0.629,164,246,410,82,23,162,68,191,233
Don Chaney,SG,33,BOS,60,0,523,67,189,0.354,1,6,0.16699999999999998,66,183,0.361,0.35700000000000004,32,42,0.762,31,42,73,38,31,11,33,80,167
Maurice Cheeks*,PG,23,PHI,79,0,2623,357,661,0.54,4,9,0.444,353,652,0.541,0.5429999999999999,180,231,0.779,75,199,274,556,183,32,216,197,898
Phil Chenier,SG,29,TOT,43,0,850,136,349,0.39,5,12,0.41700000000000004,131,337,0.389,0.397,49,67,0.731,19,59,78,89,33,15,55,55,326
Jim Chones,C,30,LAL,82,0,2394,372,760,0.489,0,2,0.0,372,758,0.491,0.489,125,169,0.74,143,421,564,151,56,65,175,271,869
Jim Cleamons,PG,30,TOT,79,0,1789,214,450,0.47600000000000003,7,31,0.226,207,419,0.494,0.483,84,113,0.743,53,99,152,288,57,11,109,133,519
Doug Collins,SG,28,PHI,36,0,963,191,410,0.466,0,1,0.0,191,409,0.467,0.466,113,124,0.9109999999999999,29,65,94,100,30,7,82,76,495
Jeff Cook,PF,23,PHO,66,0,904,129,275,0.469,0,3,0.0,129,272,0.474,0.469,104,129,0.8059999999999999,90,151,241,84,28,18,71,102,362
Michael Cooper,SG,23,LAL,82,0,1973,303,578,0.524,5,20,0.25,298,558,0.534,0.529,111,143,0.7759999999999999,101,128,229,221,86,38,142,215,722
