Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,35,LAL,79,79,2554,722,1228,0.588,0,2,0.0,722,1226,0.589,0.588,278,371,0.7490000000000001,167,425,592,200,61,170,200,220,1722
Alvan Adams,C,28,PHO,80,75,2447,477,981,0.486,1,3,0.33299999999999996,476,978,0.48700000000000004,0.48700000000000004,180,217,0.8290000000000001,161,387,548,376,114,74,242,287,1135
Mark Aguirre,SF,23,DAL,81,75,2784,767,1589,0.483,16,76,0.21100000000000002,751,1513,0.496,0.488,429,589,0.728,191,317,508,332,80,26,261,247,1979
Danny Ainge,SG,23,BOS,80,76,2048,357,720,0.496,5,29,0.172,352,691,0.509,0.499,72,97,0.742,83,131,214,251,109,6,98,259,791
Dwight Anderson,PG,22,DEN,5,0,33,7,14,0.5,0,0,0.0,7,14,0.5,0.5,7,10,0.7,0,2,2,3,1,0,5,7,21
J.J. Anderson,SF,22,TOT,65,2,1202,190,379,0.501,0,4,0.0,190,375,0.507,0.501,100,175,0.5710000000000001,119,175,294,67,63,21,79,153,480
Richard Anderson,C,22,SDC,78,5,1274,174,431,0.40399999999999997,7,19,0.368,167,412,0.405,0.41200000000000003,48,69,0.696,111,161,272,120,57,26,93,170,403
Tiny Archibald*,PG,34,BOS,66,19,1811,235,553,0.425,5,24,0.20800000000000002,230,529,0.435,0.429,220,296,0.743,25,66,91,409,38,4,163,110,695
John Bagley,PG,22,CLE,68,3,990,161,373,0.43200000000000005,0,14,0.0,161,359,0.44799999999999995,0.43200000000000005,64,84,0.762,17,79,96,167,54,5,118,74,386
James Bailey,PF,25,TOT,75,39,1765,385,774,0.49700000000000005,0,1,0.0,385,773,0.498,0.49700000000000005,226,322,0.7020000000000001,171,303,474,67,43,60,196,271,996
Greg Ballard,SF,28,WSB,78,78,2840,603,1274,0.473,13,37,0.35100000000000003,590,1237,0.47700000000000004,0.478,182,233,0.7809999999999999,123,385,508,262,135,25,157,176,1401
Gene Banks,PF,23,SAS,81,81,2722,505,919,0.55,0,5,0.0,505,914,0.5529999999999999,0.55,196,278,0.705,222,390,612,279,78,21,171,229,1206
