Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,26,HOU,48,0,900,149,375,0.397,0,0,0,149,375,0.397,0.397,119,162,0.735,0,0,304,53,0,0,0,108,417
Kareem Abdul-Jabbar*,C,25,MIL,76,0,3254,982,1772,0.5539999999999999,0,0,0,982,1772,0.5539999999999999,0.5539999999999999,328,460,0.713,0,0,1224,379,0,0,0,208,2292
Don Adams,SF,25,TOT,74,0,1874,265,678,0.391,0,0,0,265,678,0.391,0.391,145,184,0.7879999999999999,0,0,441,117,0,0,0,231,675
Rick Adelman,PG,26,POR,76,0,1822,214,525,0.408,0,0,0,214,525,0.408,0.408,73,102,0.716,0,0,157,294,0,0,0,155,501
Lucius Allen,PG,25,MIL,80,0,2693,547,1130,0.484,0,0,0,547,1130,0.484,0.484,143,200,0.715,0,0,279,426,0,0,0,188,1237
Tiny Archibald*,PG,24,KCO,80,0,3681,1028,2106,0.488,0,0,0,1028,2106,0.488,0.488,663,783,0.847,0,0,223,910,0,0,0,207,2719
Dennis Awtrey,C,24,TOT,82,0,1687,146,305,0.479,0,0,0,146,305,0.479,0.479,86,153,0.562,0,0,447,224,0,0,0,234,378
Dick Barnett,SG,36,NYK,51,0,514,88,226,0.389,0,0,0,88,226,0.389,0.389,16,30,0.5329999999999999,0,0,41,50,0,0,0,52,192
Jim Barnett,PG,28,GSW,82,0,2215,394,844,0.467,0,0,0,394,844,0.467,0.467,183,217,0.843,0,0,255,301,0,0,0,150,971
Rick Barry*,SF,28,GSW,82,0,3075,737,1630,0.452,0,0,0,737,1630,0.452,0.452,358,397,0.902,0,0,728,399,0,0,0,245,1832
Butch Beard,PG,25,SEA,73,0,1403,191,435,0.439,0,0,0,191,435,0.439,0.439,100,140,0.7140000000000001,0,0,174,247,0,0,0,139,482
Walt Bellamy*,C,33,ATL,74,0,2802,455,901,0.505,0,0,0,455,901,0.505,0.505,283,526,0.5379999999999999,0,0,964,179,0,0,0,244,1193
Henry Bibby,PG,23,NYK,55,0,475,78,205,0.38,0,0,0,78,205,0.38,0.38,73,86,0.8490000000000001,0,0,82,64,0,0,0,67,229
Dave Bing*,PG,29,DET,82,0,3361,692,1545,0.44799999999999995,0,0,0,692,1545,0.44799999999999995,0.44799999999999995,456,560,0.8140000000000001,0,0,298,637,0,0,0,229,1840
John Block,PF,28,TOT,73,0,2041,391,886,0.441,0,0,0,391,886,0.441,0.441,300,378,0.794,0,0,562,113,0,0,0,242,1082
