Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,25,TOT,61,56,1578,274,646,0.424,3,23,0.13,271,623,0.435,0.426,146,193,0.7559999999999999,101,190,291,98,59,28,106,147,697
Shareef Abdur-Rahim,SF,23,VAN,82,82,3223,594,1277,0.465,29,96,0.302,565,1181,0.478,0.47700000000000004,446,551,0.809,218,607,825,271,89,87,249,244,1663
Cory Alexander,PG,26,DEN,29,2,329,28,98,0.28600000000000003,9,35,0.257,19,63,0.302,0.332,17,22,0.773,8,34,42,58,24,2,28,39,82
Ray Allen*,SG,24,MIL,82,82,3070,642,1411,0.455,172,407,0.423,470,1004,0.46799999999999997,0.516,353,398,0.887,83,276,359,308,110,19,183,187,1809
Rafer Alston,PG,23,MIL,27,0,361,27,95,0.284,3,14,0.214,24,81,0.29600000000000004,0.3,3,4,0.75,5,18,23,70,12,0,29,29,60
John Amaechi,C,29,ORL,80,53,1684,306,700,0.43700000000000006,1,6,0.16699999999999998,305,694,0.439,0.43799999999999994,223,291,0.7659999999999999,62,204,266,95,35,37,139,161,836
Derek Anderson,SG,25,LAC,64,58,2201,377,860,0.43799999999999994,55,178,0.309,322,682,0.47200000000000003,0.47,271,309,0.877,80,178,258,220,90,11,167,149,1080
Kenny Anderson,PG,29,BOS,82,82,2593,434,986,0.44,85,220,0.386,349,766,0.456,0.483,196,253,0.775,55,170,225,420,139,8,130,230,1149
Nick Anderson,SG,32,SAC,72,72,2094,306,782,0.391,132,397,0.332,174,385,0.452,0.47600000000000003,37,76,0.48700000000000004,83,256,339,123,94,16,95,118,781
Shandon Anderson,SF,26,HOU,82,82,2700,368,778,0.473,79,225,0.35100000000000003,289,553,0.523,0.524,194,253,0.767,91,293,384,239,96,32,194,182,1009
Chris Anstey,C,25,CHI,73,11,1007,161,364,0.442,1,6,0.16699999999999998,160,358,0.447,0.444,116,147,0.789,90,190,280,65,29,25,80,180,439
Greg Anthony,PG,32,POR,82,3,1548,169,416,0.406,88,233,0.37799999999999995,81,183,0.44299999999999995,0.512,88,114,0.772,17,116,133,208,59,9,85,143,514
B.J. Armstrong,PG,32,CHI,27,18,583,83,186,0.446,13,29,0.44799999999999995,70,157,0.446,0.48100000000000004,22,25,0.88,2,45,47,78,7,1,40,34,201
Darrell Armstrong,PG,31,ORL,82,82,2590,484,1119,0.433,137,403,0.34,347,716,0.485,0.494,225,247,0.9109999999999999,65,205,270,501,169,9,248,137,1330
Chucky Atkins,PG,25,ORL,82,0,1626,314,741,0.424,57,163,0.35,257,578,0.445,0.462,97,133,0.7290000000000001,20,106,126,306,52,3,142,137,782
Stacey Augmon,SG,31,POR,59,0,692,83,175,0.474,0,2,0.0,83,173,0.48,0.474,37,55,0.6729999999999999,42,74,116,53,27,11,38,69,203
Isaac Austin,C,30,WAS,59,23,1173,151,352,0.429,1,4,0.25,150,348,0.431,0.43,94,137,0.6859999999999999,64,218,282,74,17,38,107,128,397
Anthony Avent,PF,30,LAC,49,3,377,29,96,0.302,0,0,0.0,29,96,0.302,0.302,23,32,0.7190000000000001,23,51,74,11,16,15,24,62,81
William Avery,PG,20,MIN,59,1,484,56,181,0.309,18,63,0.28600000000000003,38,118,0.322,0.359,24,36,0.667,8,32,40,88,14,2,42,60,154
