Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shareef Abdur-Rahim,PF,27,TOT,85,56,2684,501,1054,0.475,9,34,0.265,492,1020,0.48200000000000004,0.48,373,429,0.8690000000000001,189,450,639,174,68,37,184,222,1384
Malik Allen,PF,25,MIA,45,6,616,83,198,0.419,0,0,0.0,83,198,0.419,0.419,25,33,0.758,42,77,119,16,12,28,27,81,191
Ray Allen*,SG,28,SEA,56,56,2152,447,1017,0.44,148,378,0.392,299,639,0.46799999999999997,0.512,245,271,0.904,69,217,286,268,71,11,156,132,1287
Rafer Alston,PG,27,MIA,82,28,2581,287,764,0.376,161,434,0.371,126,330,0.382,0.48100000000000004,103,134,0.769,26,200,226,372,114,18,128,212,838
Chris Andersen,PF,25,DEN,71,0,1029,90,203,0.44299999999999995,0,1,0.0,90,202,0.446,0.44299999999999995,63,107,0.589,89,209,298,35,34,114,48,119,243
Derek Anderson,SG,29,POR,51,46,1810,230,612,0.376,79,259,0.305,151,353,0.428,0.44,155,188,0.8240000000000001,26,156,182,228,66,3,90,79,694
Kenny Anderson,PG,33,IND,44,31,905,113,256,0.441,1,4,0.25,112,252,0.444,0.44299999999999995,35,48,0.7290000000000001,19,62,81,125,26,5,50,73,262
Shandon Anderson,SG,30,NYK,80,37,1974,238,564,0.42200000000000004,36,128,0.281,202,436,0.46299999999999997,0.45399999999999996,123,161,0.764,53,169,222,122,68,17,118,182,635
Carmelo Anthony,SF,19,DEN,82,82,2995,624,1465,0.426,69,214,0.322,555,1251,0.444,0.449,408,525,0.777,183,315,498,227,97,41,247,225,1725
Robert Archibald,C-PF,23,TOT,32,3,256,9,33,0.273,0,0,0.0,9,33,0.273,0.273,14,31,0.452,21,31,52,13,14,3,10,50,32
Gilbert Arenas,PG,22,WAS,55,52,2066,358,914,0.392,125,333,0.375,233,581,0.401,0.46,237,317,0.748,55,199,254,275,103,12,226,176,1078
Brandon Armstrong,SG,23,NJN,56,0,434,65,175,0.371,19,52,0.365,46,123,0.374,0.426,2,4,0.5,12,31,43,14,12,2,24,49,151
Darrell Armstrong,PG,35,NOH,79,22,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.48700000000000004,123,144,0.8540000000000001,63,163,226,311,133,16,155,148,840
Carlos Arroyo,PG,24,UTA,71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897
Chucky Atkins,PG,29,TOT,64,24,1544,192,484,0.397,81,241,0.336,111,243,0.457,0.48,73,97,0.753,9,84,93,223,45,2,92,102,538
Stacey Augmon,SF,35,NOH,69,24,1416,143,347,0.41200000000000003,1,7,0.14300000000000002,142,340,0.418,0.414,110,139,0.7909999999999999,52,122,174,85,55,15,76,114,397
Vin Baker,PF,32,TOT,54,33,1313,208,432,0.48100000000000004,1,3,0.33299999999999996,207,429,0.483,0.483,114,157,0.726,112,168,280,66,29,32,77,160,531
Marcus Banks,PG,22,BOS,81,2,1385,177,442,0.4,27,86,0.314,150,356,0.42100000000000004,0.431,99,131,0.7559999999999999,30,103,133,175,88,13,125,171,480
Leandro Barbosa,PG,21,PHO,70,46,1500,210,470,0.447,83,210,0.395,127,260,0.488,0.535,47,61,0.77,23,100,123,165,93,7,120,184,550
Matt Barnes,SF,23,LAC,38,9,724,63,138,0.457,2,13,0.154,61,125,0.488,0.46399999999999997,43,61,0.705,53,98,151,48,27,3,44,76,171
Dana Barros,SG,36,BOS,1,0,11,2,3,0.667,0,0,0.0,2,3,0.667,0.667,2,2,1.0,0,0,0,0,0,0,0,2,6
Brent Barry,SG,32,SEA,59,53,1803,215,427,0.504,114,252,0.452,101,175,0.5770000000000001,0.637,91,110,0.8270000000000001,21,183,204,342,85,16,139,121,635
Jon Barry,SG,34,DEN,57,9,1101,120,297,0.40399999999999997,51,138,0.37,69,159,0.434,0.49,60,71,0.845,25,98,123,147,57,8,53,66,351
Mengke Bateer,C,28,TOR,7,0,40,4,7,0.5710000000000001,0,0,0.0,4,7,0.5710000000000001,0.5710000000000001,0,0,0.0,5,3,8,1,1,0,2,10,8
Tony Battie,C,27,TOT,73,7,1478,170,384,0.44299999999999995,2,9,0.222,168,375,0.44799999999999995,0.445,66,89,0.742,118,241,359,58,26,67,63,159,408
Shane Battier,SF,25,MEM,79,1,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669
Lonny Baxter,C-PF,25,TOT,62,5,766,103,209,0.493,1,3,0.33299999999999996,102,206,0.495,0.495,44,76,0.579,64,123,187,20,17,29,38,123,251
Jerome Beasley,PF,23,MIA,2,0,5,1,3,0.33299999999999996,0,0,0.0,1,3,0.33299999999999996,0.33299999999999996,0,0,0.0,0,1,1,0,0,0,0,0,2
Raja Bell,SG,27,UTA,82,4,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.7859999999999999,60,181,241,107,63,13,111,262,915
Troy Bell,PG,23,MEM,6,0,34,4,18,0.222,0,4,0.0,4,14,0.28600000000000003,0.222,3,3,1.0,3,1,4,4,1,0,6,6,11
Jonathan Bender,SF,23,IND,21,0,271,50,106,0.47200000000000003,9,22,0.409,41,84,0.488,0.514,39,47,0.83,9,31,40,9,5,11,33,23,148
Travis Best,PG,31,DAL,61,1,762,64,172,0.37200000000000005,3,20,0.15,61,152,0.401,0.381,40,46,0.87,17,51,68,112,31,4,33,66,171
Mike Bibby,PG,25,SAC,82,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506
Chauncey Billups,PG,27,DET,78,78,2758,392,996,0.39399999999999996,130,335,0.38799999999999996,262,661,0.396,0.45899999999999996,404,460,0.878,35,241,276,446,84,8,189,177,1318
Steve Blake,PG,23,WAS,75,14,1392,157,407,0.386,75,202,0.371,82,205,0.4,0.478,55,67,0.821,18,99,117,209,57,7,128,100,444
Corie Blount,PF-C,35,TOT,62,3,1050,115,253,0.455,0,3,0.0,115,250,0.46,0.455,15,27,0.556,98,177,275,55,49,24,43,135,245
Mark Blount,C,28,BOS,82,73,2402,342,604,0.5660000000000001,0,0,0.0,342,604,0.5660000000000001,0.5660000000000001,159,221,0.7190000000000001,207,382,589,75,80,106,150,253,843
Keith Bogans,SF,23,ORL,73,36,1787,183,454,0.40299999999999997,67,187,0.358,116,267,0.434,0.47700000000000004,65,103,0.631,106,211,317,98,46,10,75,128,498
Calvin Booth,C,27,SEA,71,35,1206,135,290,0.466,0,2,0.0,135,288,0.469,0.466,75,94,0.7979999999999999,86,194,280,28,17,101,45,150,345
Carlos Boozer,PF,22,CLE,75,75,2592,471,900,0.523,1,6,0.16699999999999998,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162
Curtis Borchardt,C,23,UTA,16,0,258,22,56,0.39299999999999996,0,1,0.0,22,55,0.4,0.39299999999999996,14,18,0.778,13,41,54,15,4,14,18,40,58
Chris Bosh,C,19,TOR,75,63,2510,327,712,0.45899999999999996,5,14,0.35700000000000004,322,698,0.461,0.46299999999999997,202,288,0.701,191,366,557,78,59,106,107,215,861
Ruben Boumtje-Boumtje,C,25,POR,9,0,26,1,5,0.2,0,0,0.0,1,5,0.2,0.2,2,2,1.0,0,1,1,1,0,1,0,2,4
Bruce Bowen,SF,32,SAS,82,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.49700000000000005,66,114,0.579,45,208,253,113,84,33,90,166,565
Ryan Bowen,PF,28,DEN,52,1,392,18,53,0.34,0,0,0.0,18,53,0.34,0.34,10,12,0.833,39,48,87,18,18,16,6,47,46
Earl Boykins,SG,27,DEN,82,3,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839
Michael Bradley,C-PF,24,TOT,16,1,98,7,15,0.467,0,0,0.0,7,15,0.467,0.467,1,2,0.5,6,17,23,1,3,0,7,14,15
Shawn Bradley,C,31,DAL,66,5,773,89,188,0.473,0,1,0.0,89,187,0.47600000000000003,0.473,41,49,0.8370000000000001,72,101,173,20,33,74,17,130,219
Torraye Braggs,PF,27,TOT,15,0,154,16,33,0.485,0,0,0.0,16,33,0.485,0.485,8,12,0.667,18,21,39,7,4,2,13,29,40
Elton Brand,PF,24,LAC,69,68,2670,484,982,0.493,0,1,0.0,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379
J.R. Bremer,PG,23,TOT,36,2,443,43,158,0.272,19,74,0.257,24,84,0.28600000000000003,0.332,13,20,0.65,9,27,36,51,18,4,24,32,118
Jamison Brewer,PG,23,IND,13,1,160,13,35,0.371,5,14,0.35700000000000004,8,21,0.381,0.44299999999999995,1,6,0.16699999999999998,2,9,11,17,7,0,10,9,32
Primož Brezec,C,24,IND,18,0,72,12,26,0.462,0,0,0.0,12,26,0.462,0.462,4,6,0.667,5,10,15,3,0,3,6,13,28
Damone Brown,PF,24,NJN,3,0,17,1,10,0.1,0,0,0.0,1,10,0.1,0.1,1,2,0.5,3,2,5,0,2,0,1,2,3
Devin Brown,SG,25,SAS,58,0,627,85,196,0.434,4,14,0.28600000000000003,81,182,0.445,0.444,60,74,0.8109999999999999,38,92,130,33,15,4,38,61,234
Kedrick Brown,SF,22,TOT,55,26,969,117,254,0.461,38,99,0.384,79,155,0.51,0.535,17,27,0.63,41,105,146,64,30,7,29,80,289
Kwame Brown,PF,21,WAS,74,57,2239,288,589,0.489,1,2,0.5,287,587,0.489,0.49,228,334,0.6829999999999999,178,372,550,112,66,52,140,144,805
