Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Mahmoud Abdul-Rauf,PG,28,SAC,31,530,10.5,0.405,0.114,0.059000000000000004,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,-0.5,0.2,-0.3,-0.025,-3.4,-3.7,-7.1,-0.7
Tariq Abdul-Wahad,SG,23,SAC,59,959,10.1,0.456,0.053,0.35,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-4.2,-1.7,-5.9,-0.9
Shareef Abdur-Rahim,SF,21,VAN,82,2950,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,2.6,-1.4,1.2,2.3
Cory Alexander,PG,24,TOT,60,1298,15.2,0.5479999999999999,0.44,0.255,1.5,11.7,6.6,28.7,2.9,0.6,20.1,19.8,1.0,1.2,2.2,0.081,0.9,-0.8,0.1,0.7
Ray Allen*,SG,22,MIL,82,3287,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,4.7,2.3,7.0,0.102,2.6,-0.8,1.8,3.2
Derek Anderson,SF,23,CLE,66,1839,15.3,0.531,0.14300000000000002,0.5379999999999999,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,2.6,2.8,5.3,0.139,0.4,0.7,1.0,1.4
Greg Anderson,C,33,ATL,50,398,10.4,0.444,0.062,0.506,12.0,22.6,17.4,5.9,2.6,1.8,14.7,13.5,0.0,0.7,0.7,0.09,-2.8,1.3,-1.6,0.0
Kenny Anderson,PG,27,TOT,61,1858,14.8,0.491,0.237,0.28800000000000003,2.5,8.4,5.4,31.4,2.5,0.0,15.8,21.8,1.7,2.0,3.7,0.096,0.5,-1.1,-0.6,0.7
Nick Anderson,SF,30,ORL,58,1701,19.6,0.529,0.284,0.264,6.6,14.1,10.3,14.1,2.3,1.0,9.2,25.0,3.1,2.1,5.3,0.149,3.4,-0.1,3.4,2.3
Shandon Anderson,SG,24,UTA,82,1602,15.7,0.586,0.064,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,2.9,1.4,4.2,0.127,1.2,-0.5,0.7,1.1
Chris Anstey,C,23,DAL,41,680,13.2,0.455,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,-0.2,0.9,0.6,0.044000000000000004,-3.6,0.5,-3.1,-0.2
Greg Anthony,PG,30,SEA,80,1021,16.8,0.545,0.456,0.22899999999999998,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,1.4,1.3,2.7,0.127,1.4,-1.2,0.2,0.6
B.J. Armstrong,PG,30,TOT,66,831,14.6,0.555,0.16399999999999998,0.235,2.3,8.6,5.5,29.0,1.9,0.0,15.2,15.3,1.6,0.6,2.2,0.124,0.2,-2.4,-2.3,-0.1
Darrell Armstrong,PG,29,ORL,48,1236,15.7,0.509,0.179,0.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,1.2,1.3,2.5,0.096,1.1,0.0,1.1,1.0
