Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Shareef Abdur-Rahim,PF,28,POR,54,1867,18.7,0.581,0.057999999999999996,0.379,7.9,16.0,12.1,10.7,1.4,1.0,13.0,22.1,3.9,1.5,5.4,0.139,1.4,-0.5,0.8,1.3
Cory Alexander,SG,31,CHA,16,201,8.8,0.451,0.38799999999999996,0.245,4.3,12.6,8.2,27.7,2.3,0.4,25.9,16.2,-0.2,0.2,0.0,0.002,-2.9,-0.5,-3.4,-0.1
Malik Allen,PF,26,TOT,36,519,14.2,0.512,0.0,0.158,9.0,13.3,11.0,5.7,0.9,3.2,8.7,18.1,0.6,0.5,1.1,0.1,-2.0,-0.3,-2.3,0.0
Ray Allen*,SG,29,SEA,78,3064,20.9,0.555,0.37200000000000005,0.28600000000000003,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28.0,9.7,1.0,10.7,0.168,5.6,-1.9,3.7,4.4
Tony Allen,SG,23,BOS,77,1262,14.7,0.542,0.08,0.39299999999999996,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,1.2,1.6,2.7,0.10300000000000001,-0.7,0.6,-0.1,0.6
Rafer Alston,PG,28,TOR,80,2717,16.5,0.522,0.39899999999999997,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,2.6,-1.2,1.5,2.4
Chris Andersen,C,26,NOH,67,1430,18.5,0.581,0.008,0.531,10.9,23.6,17.0,9.1,0.5,5.6,12.7,16.4,2.7,1.8,4.5,0.152,-1.1,2.4,1.2,1.2
Derek Anderson,SG,30,POR,47,1239,11.7,0.503,0.386,0.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,0.7,0.6,1.3,0.052000000000000005,-0.3,-1.8,-2.1,0.0
Kenny Anderson,PG,34,TOT,43,743,10.1,0.467,0.065,0.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,-0.1,0.3,0.2,0.011000000000000001,-2.9,-1.5,-4.4,-0.4
Shandon Anderson,SF-SG,31,TOT,66,1171,9.0,0.518,0.134,0.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,0.5,1.6,2.1,0.085,-2.5,1.4,-1.0,0.3
Carmelo Anthony,SF,20,DEN,75,2608,16.7,0.526,0.128,0.466,6.3,12.5,9.4,13.1,1.3,0.9,13.1,29.2,2.3,2.6,4.9,0.09,0.1,-1.3,-1.2,0.5
Rafael Araújo,C,24,TOR,59,736,7.1,0.49200000000000005,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-5.2,-0.7,-5.9,-0.7
Gilbert Arenas,PG,23,WAS,80,3274,21.3,0.565,0.369,0.42,2.8,10.5,6.5,22.9,2.2,0.5,11.8,27.3,9.2,2.3,11.5,0.16899999999999998,5.5,-1.5,4.0,4.9
Trevor Ariza,SF,19,NYK,80,1382,13.3,0.503,0.033,0.447,7.5,13.1,10.3,9.8,2.7,1.0,13.6,17.8,0.8,1.3,2.1,0.073,-1.6,0.7,-1.0,0.4
Darrell Armstrong,PG,36,TOT,66,988,11.0,0.43,0.401,0.245,4.0,9.3,6.7,27.9,2.4,0.6,17.9,17.3,-0.2,1.0,0.8,0.039,-1.2,-0.4,-1.6,0.1
Carlos Arroyo,PG,25,TOT,70,1448,11.3,0.466,0.07,0.34700000000000003,2.1,6.5,4.3,32.3,1.7,0.2,17.8,19.3,0.3,1.0,1.3,0.043,-2.3,-2.5,-4.8,-1.0
Chucky Atkins,PG,30,LAL,82,2903,13.4,0.5579999999999999,0.5,0.223,1.2,6.4,3.8,20.6,1.3,0.1,13.1,17.9,4.7,-0.2,4.5,0.07400000000000001,2.0,-2.9,-0.9,0.8
Stacey Augmon,SF,36,ORL,55,663,9.8,0.48,0.0,0.461,7.7,9.0,8.4,8.1,1.8,0.9,13.4,15.3,0.3,0.4,0.7,0.053,-2.5,-0.6,-3.1,-0.2
Maurice Baker,PG,25,TOT,5,19,-0.2,0.0,0.0,0.0,6.3,5.8,6.1,7.2,2.8,0.0,50.0,4.8,0.0,0.0,0.0,-0.057,-7.0,2.0,-5.0,0.0
Vin Baker,PF-C,33,TOT,27,204,1.4,0.354,0.024,0.405,9.7,12.7,11.2,7.2,0.5,1.5,25.6,14.9,-0.5,0.1,-0.4,-0.091,-7.2,-0.5,-7.7,-0.3
