Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,35,LAL,79,2554,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,8.0,2.9,10.9,0.205,3.4,0.4,3.8,3.8
Alvan Adams,C,28,PHO,80,2447,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,2.0,4.5,6.5,0.128,1.7,1.6,3.2,3.2
Mark Aguirre,SF,23,DAL,81,2784,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,5.9,1.0,6.9,0.11800000000000001,2.4,-0.7,1.7,2.6
Danny Ainge,SG,23,BOS,80,2048,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,2.8,2.4,5.2,0.121,1.5,-0.3,1.1,1.6
Dwight Anderson,PG,22,DEN,5,33,10.6,0.5710000000000001,0.0,0.7140000000000001,0.0,6.1,3.1,11.5,1.3,0.0,21.4,26.2,0.0,0.0,0.0,0.001,-5.0,-4.0,-9.0,-0.1
J.J. Anderson,SF,22,TOT,65,1202,13.7,0.526,0.011000000000000001,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,0.9,1.4,2.3,0.094,-0.7,0.4,-0.3,0.5
Richard Anderson,C,22,SDC,78,1274,10.4,0.43700000000000006,0.044000000000000004,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,-0.3,0.8,0.5,0.017,-3.5,0.9,-2.6,-0.2
Tiny Archibald*,PG,34,BOS,66,1811,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,1.7,1.2,2.9,0.077,-0.6,-3.7,-4.4,-1.1
John Bagley,PG,22,CLE,68,990,11.7,0.47100000000000003,0.038,0.225,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,-1.1,0.8,-0.2,-0.011000000000000001,-3.8,-0.4,-4.3,-0.6
James Bailey,PF,25,TOT,75,1765,15.6,0.544,0.001,0.41600000000000004,9.8,19.6,14.4,6.0,1.1,1.9,17.6,25.2,0.6,1.4,2.0,0.055,-2.5,-0.6,-3.1,-0.5
Greg Ballard,SF,28,WSB,78,2840,16.8,0.509,0.028999999999999998,0.183,4.7,15.2,9.9,14.8,2.3,0.5,10.2,22.4,2.8,5.1,7.9,0.133,2.0,0.7,2.8,3.4
Gene Banks,PF,23,SAS,81,2722,16.7,0.579,0.005,0.303,9.2,15.1,12.3,13.7,1.3,0.4,14.1,17.7,5.9,2.0,7.9,0.14,2.3,0.9,3.2,3.6
Billy Ray Bates,SG,26,TOT,19,304,8.4,0.39799999999999996,0.034,0.152,4.0,2.9,3.5,7.2,2.2,0.6,7.2,22.6,-0.4,0.4,0.0,-0.005,-3.2,-2.6,-5.8,-0.3
Dave Batton,C,26,WSB,54,558,10.4,0.44799999999999995,0.016,0.08900000000000001,8.8,14.8,11.8,7.6,1.3,1.3,12.4,16.8,-0.2,0.9,0.7,0.062,-2.4,-0.5,-2.9,-0.1
Kent Benson,C,28,DET,21,599,13.2,0.51,0.005,0.275,9.0,18.1,13.5,10.6,1.1,1.5,14.6,15.4,0.6,0.6,1.1,0.092,-1.2,0.8,-0.4,0.2
Larry Bird*,PF,26,BOS,79,2982,24.1,0.561,0.052000000000000005,0.282,7.0,24.2,15.7,22.4,2.3,1.3,12.6,25.0,8.4,5.6,14.0,0.225,5.4,2.2,7.6,7.2
Otis Birdsong,SG,27,NJN,62,1885,15.1,0.521,0.006999999999999999,0.174,3.2,5.7,4.5,19.1,2.1,0.5,11.3,21.1,2.6,2.6,5.2,0.132,2.0,-1.8,0.2,1.1
Rolando Blackman,SG,23,DAL,75,2349,17.0,0.5479999999999999,0.013999999999999999,0.366,4.9,8.6,6.7,11.1,0.7,0.7,8.9,22.3,5.5,0.1,5.7,0.11599999999999999,0.7,-1.3,-0.6,0.8
Charles Bradley,SG,23,BOS,51,532,8.7,0.42700000000000005,0.017,0.511,6.1,9.6,7.9,6.5,2.8,2.8,16.3,19.0,-0.6,0.9,0.2,0.02,-3.7,0.7,-3.0,-0.1
Dudley Bradley,SG,25,CHI,58,683,12.6,0.562,0.031,0.28300000000000003,4.2,12.2,8.2,20.2,3.2,0.8,24.8,13.5,0.4,0.7,1.1,0.077,-2.2,1.6,-0.6,0.2
Brad Branson,PF,24,IND,62,680,16.0,0.475,0.003,0.35100000000000003,11.0,16.7,13.7,9.1,1.8,2.1,11.2,23.1,0.5,0.5,1.0,0.071,-2.5,-0.5,-3.0,-0.2
Mike Bratz,PG,27,CHI,15,140,7.0,0.409,0.19,0.31,2.3,12.2,7.3,20.8,2.3,0.0,22.7,17.0,-0.2,0.1,-0.1,-0.031,-5.4,-0.4,-5.8,-0.1
Ron Brewer,SG,27,TOT,74,1964,11.5,0.475,0.022000000000000002,0.21100000000000002,3.2,4.9,4.0,6.9,2.1,0.7,9.9,20.0,0.6,0.9,1.6,0.038,-2.4,-0.8,-3.3,-0.6
Junior Bridgeman,SF,29,MIL,70,1855,16.1,0.534,0.015,0.22899999999999998,2.7,11.4,7.3,17.1,1.0,0.3,11.5,23.7,2.7,2.1,4.8,0.125,1.2,-2.0,-0.8,0.6
Allan Bristow,SF,31,DAL,37,371,10.2,0.494,0.131,0.141,6.8,10.3,8.6,23.2,0.8,0.1,22.8,14.5,0.2,0.0,0.2,0.03,-2.4,-0.9,-3.3,-0.1
Jim Brogan,SG,24,SDC,58,466,13.4,0.47200000000000003,0.061,0.20199999999999999,7.5,7.7,7.6,19.7,2.6,1.1,15.6,22.9,0.2,0.2,0.4,0.043,-1.8,-0.8,-2.7,-0.1
Michael Brooks,SF,24,SDC,82,2457,15.2,0.526,0.018000000000000002,0.33399999999999996,10.3,14.2,12.1,14.2,2.1,0.9,15.7,17.9,3.4,1.3,4.7,0.091,0.2,1.3,1.5,2.2
Fred Brown,PG,34,SEA,80,1432,17.7,0.546,0.045,0.10099999999999999,2.5,4.6,3.6,26.0,1.9,0.5,12.9,23.9,2.3,1.3,3.6,0.12,1.9,-2.8,-0.9,0.4
Rickey Brown,C,24,TOT,76,1048,10.1,0.505,0.009000000000000001,0.301,9.2,18.4,13.7,3.3,0.6,1.4,17.2,18.2,-0.1,0.8,0.7,0.034,-4.1,-1.8,-5.9,-1.0
Joe Bryant,SF,28,HOU,81,2055,10.4,0.483,0.047,0.215,4.3,10.5,7.2,13.3,1.9,0.8,17.4,19.8,-1.2,1.1,0.0,-0.001,-3.3,0.5,-2.9,-0.5
Quinn Buckner,SG,28,BOS,72,1565,11.5,0.465,0.006999999999999999,0.209,4.3,8.5,6.4,22.6,3.2,0.2,20.6,19.3,-0.7,2.2,1.6,0.048,-1.1,0.1,-0.9,0.4
Don Buse,PG,32,POR,41,643,13.8,0.48,0.192,0.253,3.3,6.1,4.7,23.4,3.3,0.2,11.0,14.4,0.9,0.7,1.7,0.124,0.5,-0.5,0.0,0.3
Marty Byrnes,SF,26,IND,80,1436,9.6,0.47,0.07,0.254,5.4,9.2,7.2,15.1,1.3,0.2,14.9,13.4,0.8,0.2,1.0,0.034,-2.8,-0.4,-3.3,-0.5
Kenny Carr,PF,27,POR,82,2331,13.7,0.5589999999999999,0.008,0.51,8.7,19.7,14.2,6.9,1.3,1.0,17.4,18.5,2.3,2.8,5.1,0.106,-0.5,0.1,-0.4,0.9
M.L. Carr,SF,32,BOS,77,883,9.7,0.475,0.06,0.257,6.2,10.4,8.3,10.3,2.5,0.6,18.4,19.1,-0.4,1.2,0.8,0.046,-2.1,-0.5,-2.6,-0.1
Joe Barry Carroll,C,24,GSW,79,2988,20.1,0.5489999999999999,0.002,0.307,7.7,17.5,12.5,8.6,1.7,2.9,14.1,26.5,4.3,2.8,7.0,0.113,0.5,0.8,1.3,2.5
