Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zaid Abdul-Aziz,PF-C,31,TOT,16,158,11.4,0.449,0,0.38299999999999995,12.4,20.9,16.6,8.5,0.9,1.0,16.6,21.1,0.0,0.1,0.1,0.033,-3.6,-0.7,-4.3,-0.1
Kareem Abdul-Jabbar*,C,30,LAL,62,2265,29.2,0.589,0,0.29,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27.0,7.7,4.4,12.1,0.257,5.5,3.5,9.0,6.3
Tom Abernethy,SF,23,LAL,73,1317,15.6,0.544,0,0.275,8.5,12.0,10.3,9.7,1.9,0.8,9.9,14.9,2.9,1.3,4.1,0.15,1.3,0.2,1.5,1.2
Alvan Adams,C,23,PHO,70,1914,17.7,0.528,0,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,1.5,3.4,4.9,0.12300000000000001,1.0,0.9,1.8,1.9
Lucius Allen,PG,30,KCK,77,2147,13.3,0.488,0,0.26,3.1,7.8,5.5,22.8,1.9,0.7,18.7,20.6,0.7,1.4,2.1,0.046,-1.0,-0.6,-1.5,0.2
Jim Ard,C,29,TOT,15,125,3.2,0.495,0,0.294,7.8,23.2,15.6,8.1,0.0,0.0,42.2,10.7,-0.2,0.1,-0.1,-0.040999999999999995,-6.5,-0.3,-6.8,-0.2
Tate Armstrong,SG,22,CHI,66,716,11.1,0.48700000000000004,0,0.096,3.7,6.7,5.2,15.7,1.5,0.0,16.6,19.7,0.1,0.3,0.4,0.027000000000000003,-2.7,-2.2,-4.9,-0.5
Bird Averitt,SG,25,TOT,55,1085,10.3,0.45399999999999996,0,0.29100000000000004,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,-1.2,0.5,-0.7,-0.03,-3.6,-2.5,-6.1,-1.1
Dennis Awtrey,C,29,PHO,81,1623,6.1,0.47,0,0.413,6.0,13.2,9.6,11.5,0.5,0.8,28.9,10.1,-0.6,1.6,1.0,0.03,-2.9,0.0,-2.8,-0.3
Gus Bailey,SG,26,NOJ,48,449,11.8,0.46,0,0.48200000000000004,9.6,8.0,8.8,11.6,1.8,1.7,16.4,17.0,0.1,0.4,0.5,0.059000000000000004,-1.7,0.1,-1.6,0.0
Greg Ballard,SF,23,WSB,76,936,14.1,0.484,0,0.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18.0,1.0,1.1,2.0,0.10400000000000001,-0.8,-0.3,-1.1,0.2
Mike Bantom,SF,26,IND,82,2775,14.8,0.525,0,0.327,6.3,15.3,10.7,12.2,1.6,0.9,15.4,19.2,3.3,2.6,5.9,0.102,0.2,0.6,0.8,2.0
Marvin Barnes,PF,25,TOT,60,1646,13.9,0.46299999999999997,0,0.275,8.8,19.6,14.2,11.8,1.8,2.6,15.5,21.1,0.1,1.9,2.0,0.06,-2.1,1.8,-0.2,0.7
Rick Barry*,SF,33,GSW,82,3024,20.9,0.509,0,0.243,2.5,12.8,7.5,22.6,2.4,0.8,10.7,27.1,5.9,3.8,9.7,0.154,3.1,0.0,3.1,3.9
Tim Bassett,PF,26,NJN,65,1474,8.6,0.408,0,0.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,-0.7,1.8,1.1,0.036000000000000004,-3.3,1.3,-2.0,0.0
Butch Beard,PG,30,NYK,79,1979,14.6,0.544,0,0.261,4.0,9.6,6.9,21.5,2.6,0.1,18.4,16.0,2.8,1.6,4.4,0.107,0.4,0.2,0.6,1.3
Ron Behagen,PF,27,TOT,80,1735,14.2,0.47700000000000004,0,0.307,11.3,18.9,15.0,8.7,1.6,1.0,16.0,24.1,0.4,2.0,2.4,0.066,-1.6,-0.9,-2.4,-0.2
Mel Bennett,PF,23,IND,31,285,7.6,0.36700000000000005,0,0.556,16.3,15.4,15.9,9.6,1.7,1.3,22.9,17.2,-0.4,0.3,-0.1,-0.013999999999999999,-4.1,0.4,-3.7,-0.1
Kent Benson,C,23,MIL,69,1288,13.2,0.49700000000000005,0,0.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,0.2,1.5,1.7,0.064,-2.2,1.3,-1.0,0.3
Henry Bibby,PG,28,PHI,82,2518,11.7,0.49200000000000005,0,0.332,2.6,7.3,5.0,23.0,1.6,0.1,16.8,13.6,2.9,1.7,4.7,0.08900000000000001,0.0,-1.0,-1.1,0.6
Bob Bigelow,SF,24,TOT,5,24,6.7,0.308,0,0.0,12.8,25.2,19.1,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,-0.027000000000000003,-8.2,-8.9,-17.1,-0.1
