Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zaid Abdul-Aziz,C,27,HOU,79,2459,15.9,0.516,0,0.32799999999999996,11.4,28.6,20.1,8.9,1.5,2.3,0,0,3.3,3.2,6.5,0.126,-1.4,2.4,1.0,1.8
Kareem Abdul-Jabbar*,C,26,MIL,81,3548,24.4,0.564,0,0.239,8.8,23.9,16.9,16.1,1.4,4.0,0,0,10.6,7.9,18.4,0.25,5.9,2.6,8.5,9.4
Don Adams,SF,26,DET,74,2298,10.9,0.457,0,0.271,6.0,14.1,10.0,8.3,2.2,0.3,0,0,0.1,3.5,3.6,0.076,-1.7,0.5,-1.1,0.5
Rick Adelman,PG,27,CHI,55,618,10.0,0.447,0,0.447,2.6,9.0,5.8,12.4,2.7,0.1,0,0,-0.3,0.9,0.7,0.053,-2.8,-0.2,-3.0,-0.2
Lucius Allen,PG,26,MIL,72,2388,18.8,0.536,0,0.258,4.1,8.1,6.2,21.7,2.6,0.5,0,0,4.7,3.4,8.2,0.16399999999999998,4.1,-0.5,3.6,3.4
Tiny Archibald*,PG,25,KCO,35,1272,18.3,0.527,0,0.429,1.7,5.3,3.5,30.7,2.0,0.3,0,0,1.8,0.5,2.3,0.08800000000000001,2.5,-1.8,0.6,0.8
Dennis Awtrey,C,25,CHI,68,756,11.4,0.56,0,0.764,6.6,17.4,11.9,15.2,1.3,1.0,0,0,0.2,1.2,1.4,0.091,-0.5,0.8,0.3,0.4
Mike Bantom,PF,22,PHO,76,1982,11.7,0.43700000000000006,0,0.271,8.9,17.5,13.3,11.1,1.1,1.2,0,0,-0.8,1.3,0.5,0.012,-3.1,0.2,-2.9,-0.5
Dick Barnett,SG,37,NYK,5,58,9.4,0.40299999999999997,0,0.115,1.8,5.4,3.6,14.6,0.8,0.0,0,0,0.0,0.0,0.0,0.005,-4.5,-3.7,-8.2,-0.1
Jim Barnett,SG,29,GSW,77,1689,16.4,0.517,0,0.299,4.3,8.0,6.2,16.8,1.5,0.3,0,0,3.2,1.0,4.1,0.11800000000000001,1.1,-1.8,-0.7,0.6
Rick Barry*,SF,29,GSW,80,2918,22.4,0.515,0,0.266,3.4,13.8,8.7,24.7,2.6,0.7,0,0,7.1,3.4,10.4,0.172,5.2,0.5,5.6,5.7
Butch Beard,PG,26,GSW,79,2134,15.5,0.5589999999999999,0,0.379,6.2,11.0,8.6,17.7,2.2,0.2,0,0,3.7,1.9,5.6,0.126,1.8,0.7,2.5,2.4
Ron Behagen,PF,23,KCO,80,2059,13.9,0.47600000000000003,0,0.256,9.6,19.3,14.4,9.5,1.2,0.9,0,0,0.2,1.8,2.0,0.046,-1.7,-0.4,-2.1,0.0
Dennis Bell,SF,22,NYK,1,4,-6.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.222,-14.4,-2.4,-16.8,0.0
Walt Bellamy*,C,34,ATL,77,2440,15.2,0.521,0,0.478,10.7,20.0,15.3,10.3,0.9,1.0,0,0,3.2,2.2,5.4,0.107,-0.1,0.4,0.3,1.4
Henry Bibby,PG,24,NYK,66,986,15.7,0.489,0,0.18899999999999997,5.1,9.1,7.1,13.9,3.1,0.1,0,0,0.7,1.6,2.3,0.11,0.9,-0.8,0.1,0.5
Dave Bing*,PG,30,DET,81,3124,16.4,0.49700000000000005,0,0.32799999999999996,3.6,5.7,4.6,25.8,1.6,0.3,0,0,4.1,3.2,7.3,0.113,3.0,-1.7,1.3,2.6
John Block,PF,29,KCO,82,1777,13.2,0.493,0,0.325,7.6,15.3,11.5,7.6,1.7,1.0,0,0,0.8,1.5,2.3,0.062,-2.1,-0.2,-2.4,-0.2
Tom Boerwinkle,C,28,CHI,46,602,15.4,0.5429999999999999,0,0.504,9.0,28.0,18.3,21.2,1.2,1.6,0,0,0.5,1.2,1.7,0.134,0.6,2.2,2.9,0.7
Freddie Boyd,PG,23,PHI,75,1818,10.9,0.447,0,0.27399999999999997,0.8,4.2,2.5,19.9,1.5,0.3,0,0,-0.9,0.7,-0.2,-0.006999999999999999,-3.2,-2.3,-5.4,-1.6
Steve Bracey,PG,23,ATL,75,1463,12.5,0.49,0,0.185,1.8,8.4,5.0,21.1,1.8,0.2,0,0,0.6,0.9,1.5,0.05,-2.0,-1.3,-3.3,-0.5
