Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,33,LAL,80,2976,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,9.6,4.6,14.3,0.23,4.3,1.0,5.3,5.4
Tom Abernethy,SF,26,TOT,39,298,8.0,0.45899999999999996,0.017,0.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,0.2,0.2,0.4,0.062,-2.6,-0.7,-3.2,-0.1
Alvan Adams,C,26,PHO,75,2054,20.3,0.5670000000000001,0.0,0.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,3.3,4.5,7.7,0.18,3.5,1.8,5.3,3.8
Darrell Allums,PF,22,DAL,22,276,5.3,0.385,0.015,0.32799999999999996,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,-0.5,0.2,-0.3,-0.054000000000000006,-7.2,1.7,-5.6,-0.2
Tiny Archibald*,PG,32,BOS,80,2820,14.3,0.5820000000000001,0.012,0.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,4.6,2.3,6.9,0.11800000000000001,1.1,-2.3,-1.3,0.5
Dennis Awtrey,C,32,SEA,47,607,6.7,0.501,0.0,0.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0.0,0.6,0.6,0.047,-3.2,0.6,-2.6,-0.1
James Bailey,PF,23,SEA,82,2539,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,1.4,3.6,4.9,0.094,-1.2,1.1,-0.1,1.2
Greg Ballard,SF,26,WSB,82,2610,16.7,0.5,0.027000000000000003,0.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,2.8,4.1,6.9,0.127,1.3,1.3,2.7,3.1
Mike Bantom,SF,29,IND,76,2375,14.5,0.528,0.006999999999999999,0.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,1.8,2.5,4.4,0.08800000000000001,0.1,0.7,0.7,1.6
Billy Ray Bates,SG,24,POR,77,1560,19.3,0.537,0.06,0.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,2.4,1.2,3.6,0.111,1.8,-2.5,-0.7,0.5
