Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zaid Abdul-Aziz,C,29,SEA,27,223,16.4,0.49,0,0.387,13.5,21.8,17.6,9.7,1.6,3.6,0,0,0.2,0.3,0.6,0.11900000000000001,-1.2,1.2,0.0,0.1
Kareem Abdul-Jabbar*,C,28,LAL,82,3379,27.2,0.5670000000000001,0,0.368,8.0,30.5,19.6,19.4,1.6,4.9,0,0,9.8,7.2,17.0,0.242,6.1,4.1,10.2,10.5
Alvan Adams,C,21,PHO,80,2656,21.7,0.507,0,0.265,8.9,20.7,14.9,27.2,2.1,2.4,0,0,3.3,3.9,7.2,0.13,4.4,2.4,6.7,5.8
Don Adams,SF,28,BUF,56,704,9.1,0.446,0,0.335,5.8,15.4,10.8,13.2,1.9,0.5,0,0,-0.5,0.8,0.3,0.023,-3.8,0.5,-3.3,-0.2
Lucius Allen,PG,28,LAL,76,2388,15.1,0.501,0,0.253,2.7,5.8,4.3,21.1,1.9,0.4,0,0,2.4,1.5,3.9,0.079,0.6,-1.4,-0.8,0.7
Dan Anderson,PG,25,POR,52,614,13.1,0.546,0,0.337,2.6,7.6,5.2,19.2,1.5,0.2,0,0,0.7,0.4,1.1,0.086,-1.4,-1.9,-3.3,-0.2
Jerome Anderson,SG,22,BOS,22,126,13.0,0.586,0,0.35600000000000004,3.1,7.0,5.1,6.9,1.1,1.2,0,0,0.2,0.1,0.3,0.12,-0.6,-2.2,-2.7,0.0
Tiny Archibald*,PG,27,KCK,78,3184,20.1,0.521,0,0.395,2.1,4.7,3.4,31.1,1.8,0.2,0,0,6.7,1.3,8.0,0.121,4.4,-2.1,2.3,3.4
Jim Ard,C,27,BOS,81,853,11.3,0.42200000000000004,0,0.34,11.0,22.3,16.7,7.3,0.6,2.1,0,0,-0.4,1.3,0.9,0.052000000000000005,-3.9,-0.5,-4.3,-0.5
Dennis Awtrey,C,27,PHO,74,1376,11.2,0.51,0,0.359,7.4,15.6,11.6,15.3,0.7,0.9,0,0,0.7,1.1,1.8,0.062,-2.1,0.0,-2.1,0.0
Gus Bailey,SG,24,HOU,30,262,11.9,0.392,0,0.364,8.5,12.0,10.3,19.8,2.5,1.6,0,0,-0.2,0.2,0.0,-0.004,-3.7,1.2,-2.5,0.0
Mike Bantom,SF,24,TOT,73,1571,12.5,0.511,0,0.418,9.0,16.9,12.9,8.9,0.8,0.9,0,0,1.4,1.3,2.7,0.083,-1.2,-0.5,-1.6,0.1
Jim Barnett,SG,31,NYK,71,1026,12.5,0.496,0,0.307,4.7,4.1,4.4,12.4,1.1,0.2,0,0,1.2,0.4,1.5,0.07200000000000001,-1.1,-2.0,-3.1,-0.3
Rick Barry*,SF,31,GSW,81,3122,18.3,0.483,0,0.192,2.3,12.8,7.6,22.6,2.9,0.4,0,0,4.6,5.1,9.6,0.14800000000000002,2.9,0.6,3.4,4.3
Jerry Baskerville,SF,24,PHI,21,105,8.0,0.39299999999999996,0,0.615,12.0,13.8,12.9,3.6,2.6,2.4,0,0,-0.2,0.2,0.0,-0.019,-4.8,0.1,-4.7,-0.1
Butch Beard,PG,28,TOT,75,1704,14.5,0.517,0,0.387,6.1,12.7,9.4,17.3,2.2,0.3,0,0,1.9,1.8,3.7,0.105,1.0,1.2,2.2,1.8
Ron Behagen,PF,25,NOJ,66,1733,16.3,0.494,0,0.259,10.8,21.0,15.9,12.1,1.7,0.8,0,0,1.8,2.5,4.3,0.11800000000000001,0.7,0.7,1.4,1.5
Dennis Bell,SF,24,NYK,10,76,8.8,0.395,0,0.33299999999999996,5.3,13.7,9.5,5.2,3.6,0.7,0,0,-0.1,0.1,0.0,0.009000000000000001,-5.2,1.5,-3.7,0.0
Leon Benbow,SG,25,CHI,76,1586,10.9,0.44299999999999995,0,0.254,3.9,7.6,5.6,15.4,1.9,0.4,0,0,0.1,1.4,1.5,0.045,-2.0,-0.4,-2.4,-0.2
Henry Bibby,PG,26,NOJ,79,1772,13.5,0.5,0,0.40399999999999997,3.2,6.9,5.0,18.3,1.6,0.1,0,0,1.6,1.4,2.9,0.079,-0.2,-1.5,-1.7,0.1
Bob Bigelow,SF,22,KCK,31,163,10.0,0.455,0,0.7020000000000001,5.6,12.7,9.1,7.4,1.1,0.3,0,0,0.0,0.1,0.0,0.013999999999999999,-5.0,-2.1,-7.1,-0.2
Dave Bing*,PG,32,WSB,82,2945,16.0,0.511,0,0.379,3.4,4.9,4.2,24.2,1.8,0.4,0,0,3.4,2.9,6.3,0.102,2.6,-1.3,1.3,2.5
John Block,PF,31,CHI,2,7,12.9,0.41,0,0.5,0.0,30.9,14.4,0.0,6.8,0.0,0,0,0.0,0.0,0.0,-0.121,-8.2,-4.2,-12.4,0.0
Tom Boerwinkle,C,30,CHI,74,2045,17.7,0.5329999999999999,0,0.33399999999999996,12.2,28.0,19.5,21.1,1.1,1.4,0,0,3.2,3.0,6.3,0.147,2.3,2.9,5.2,3.7
Tom Boswell,PF,22,BOS,35,275,8.8,0.46299999999999997,0,0.258,9.3,16.1,12.7,7.8,0.3,0.2,0,0,-0.1,0.3,0.2,0.028999999999999998,-2.8,-2.2,-5.0,-0.2
Freddie Boyd,SG-PG,25,TOT,36,617,9.9,0.45799999999999996,0,0.298,0.6,4.5,2.6,18.0,2.0,0.6,0,0,-0.1,0.5,0.4,0.033,-3.3,-1.2,-4.6,-0.4
Bill Bradley*,SF,32,NYK,82,2709,10.2,0.47100000000000003,0,0.163,1.8,7.2,4.4,12.6,1.2,0.4,0,0,1.0,1.5,2.5,0.044000000000000004,-2.1,-0.1,-2.1,-0.1
Jim Brewer,PF,24,CLE,82,2913,14.9,0.485,0,0.245,10.2,21.7,15.7,9.6,1.5,1.7,0,0,3.4,4.5,7.9,0.13,0.4,2.4,2.8,3.5
Junior Bridgeman,SF,22,MIL,81,1646,13.7,0.485,0,0.247,7.4,11.1,9.3,13.7,1.5,0.7,0,0,0.8,1.2,2.1,0.06,-0.4,-0.7,-1.1,0.4
Gary Brokaw,SG,22,MIL,75,1468,14.9,0.511,0,0.43700000000000006,1.9,6.8,4.4,23.6,1.2,0.6,0,0,1.3,0.7,1.9,0.064,0.1,-2.2,-2.1,0.0
Fred Brown,SG,27,SEA,76,2516,20.4,0.529,0,0.20600000000000002,4.4,8.7,6.5,13.7,2.5,0.4,0,0,6.6,2.2,8.8,0.16699999999999998,3.5,-1.3,2.2,2.7
John Brown,PF,24,ATL,75,1758,12.6,0.512,0,0.43,8.3,15.5,11.8,10.1,1.2,0.5,0,0,1.7,1.0,2.6,0.07200000000000001,-1.2,0.3,-0.9,0.5
Roger Brown,C,25,DET,29,454,8.0,0.45,0,0.25,10.5,19.2,14.8,3.2,0.6,2.9,0,0,0.0,0.4,0.4,0.038,-4.9,1.5,-3.4,-0.2
Joe Bryant,PF,21,PHI,75,1203,13.3,0.452,0,0.266,7.8,14.5,11.2,7.5,1.6,1.0,0,0,0.0,1.3,1.3,0.052000000000000005,-2.6,-1.7,-4.3,-0.7
Tom Burleson,C,23,SEA,82,2647,17.8,0.5329999999999999,0,0.376,9.8,19.4,14.5,9.6,1.2,3.0,0,0,5.0,3.2,8.2,0.14800000000000002,1.3,1.2,2.4,3.0
Corky Calhoun,SF,25,LAL,76,1816,9.0,0.506,0,0.226,6.4,11.4,9.0,5.8,1.5,1.0,0,0,1.0,1.5,2.5,0.066,-3.1,1.1,-2.1,0.0
Al Carlson,C,24,SEA,28,279,9.0,0.392,0,0.36700000000000005,10.8,16.3,13.5,5.8,1.1,2.1,0,0,-0.2,0.3,0.1,0.012,-5.1,-0.2,-5.3,-0.2
Austin Carr,SG,27,CLE,65,1282,15.2,0.48100000000000004,0,0.214,5.2,5.4,5.3,14.3,1.4,0.1,0,0,1.7,0.9,2.6,0.09699999999999999,1.1,-2.5,-1.4,0.2
Fred Carter,PG,30,PHI,82,2992,14.5,0.447,0,0.196,3.7,6.0,4.8,19.1,2.0,0.2,0,0,1.1,2.2,3.3,0.053,0.0,-1.5,-1.5,0.4
Harvey Catchings,C,24,PHI,75,1731,9.6,0.46399999999999997,0,0.397,10.7,18.3,14.5,4.5,0.5,4.9,0,0,0.0,2.3,2.3,0.065,-4.1,2.9,-1.2,0.3
Ken Charles,SG,24,BUF,81,2247,11.9,0.505,0,0.285,2.8,7.2,5.1,12.3,2.4,1.1,0,0,1.0,2.2,3.3,0.07,-1.8,0.4,-1.4,0.3
Phil Chenier,SG,25,WSB,80,2952,17.6,0.528,0,0.252,3.1,8.0,5.6,13.6,2.5,0.8,0,0,4.9,3.9,8.8,0.14300000000000002,2.4,-0.1,2.3,3.2
Jim Chones,C,26,CLE,82,2741,15.5,0.473,0,0.207,7.1,21.0,13.9,8.8,0.7,1.9,0,0,2.3,3.6,6.0,0.105,-0.2,-0.1,-0.3,1.2
Archie Clark,SG,34,DET,79,1589,12.5,0.478,0,0.201,1.7,7.3,4.5,18.7,1.8,0.1,0,0,1.0,0.7,1.7,0.051,-1.7,-1.0,-2.7,-0.3
Jim Cleamons,PG,26,CLE,82,2835,14.9,0.509,0,0.24600000000000002,4.3,8.6,6.4,20.5,2.1,0.4,0,0,4.2,2.9,7.1,0.12,2.0,0.8,2.9,3.5
Barry Clemens,SF,32,POR,49,443,13.8,0.54,0,0.245,6.4,9.7,8.1,10.5,2.7,0.8,0,0,0.6,0.5,1.1,0.11599999999999999,-1.3,-0.1,-1.4,0.1
E.C. Coleman,PF,25,NOJ,67,1850,9.7,0.474,0,0.18600000000000003,6.6,16.0,11.3,6.5,1.4,0.9,0,0,0.4,2.1,2.5,0.065,-3.0,1.1,-1.8,0.1
Doug Collins,SG,24,PHI,77,2995,16.7,0.575,0,0.37200000000000005,4.1,5.8,5.0,9.6,1.6,0.4,0,0,8.2,1.9,10.0,0.161,2.5,-1.0,1.5,2.7
Mel Counts,C,34,NOJ,30,319,12.2,0.449,0,0.231,8.3,23.0,15.6,16.4,2.3,1.3,0,0,-0.1,0.6,0.4,0.062,-2.0,2.0,0.0,0.2
Dave Cowens*,C,27,BOS,78,3101,18.9,0.508,0,0.261,10.6,29.0,19.8,15.1,1.4,1.2,0,0,5.0,5.6,10.7,0.165,2.6,2.4,5.0,5.5
Jim Creighton,SF,25,ATL,32,172,5.5,0.31,0,0.37200000000000005,7.6,19.8,13.5,3.0,0.5,2.8,0,0,-0.4,0.1,-0.2,-0.063,-9.5,-0.4,-9.9,-0.3
Billy Cunningham*,SF,32,PHI,20,640,16.4,0.473,0,0.35100000000000003,4.4,17.8,11.1,23.5,1.7,0.8,0,0,0.4,0.8,1.2,0.09300000000000001,0.6,0.8,1.3,0.5
Mike D'Antoni,SG,24,KCK,9,101,7.7,0.287,0,0.07400000000000001,4.0,10.2,7.1,20.4,4.5,0.0,0,0,-0.2,0.1,-0.1,-0.047,-6.2,1.9,-4.4,-0.1
