Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Mahmoud Abdul-Rauf,PG,31,VAN,41,486,16.7,0.514,0.057,0.11800000000000001,1.2,4.7,2.9,32.7,1.0,0.1,9.1,26.8,0.7,0.0,0.7,0.07,0.8,-5.3,-4.5,-0.3
Tariq Abdul-Wahad,SG,26,DEN,29,420,5.8,0.43799999999999994,0.09,0.324,3.6,11.8,7.6,8.1,1.7,2.1,21.1,17.1,-0.7,0.3,-0.4,-0.049,-5.9,0.0,-5.9,-0.4
Shareef Abdur-Rahim,SF,24,VAN,81,3241,19.1,0.5489999999999999,0.05,0.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,5.6,2.9,8.5,0.126,1.3,0.9,2.2,3.5
Cory Alexander,PG,27,ORL,26,227,6.3,0.40700000000000003,0.28600000000000003,0.321,0.0,12.5,6.1,23.5,3.6,0.0,28.1,17.3,-0.5,0.3,-0.1,-0.031,-5.9,-0.1,-6.1,-0.2
Courtney Alexander,PG,23,TOT,65,1382,11.6,0.484,0.08,0.262,3.5,8.4,5.9,8.0,1.7,0.3,10.5,23.2,0.3,0.5,0.8,0.027000000000000003,-1.8,-2.5,-4.4,-0.8
Ray Allen*,SG,25,MIL,82,3129,22.9,0.61,0.35700000000000004,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,11.5,2.2,13.7,0.21100000000000002,6.5,-0.9,5.6,6.0
Rafer Alston,PG,24,MIL,37,288,12.1,0.429,0.35700000000000004,0.155,1.6,10.6,6.1,34.6,2.4,0.0,18.2,17.2,0.1,0.2,0.3,0.055,-1.8,-2.7,-4.5,-0.2
John Amaechi,C,30,ORL,82,1710,8.7,0.455,0.012,0.47100000000000003,4.9,12.7,8.7,7.0,0.8,1.2,14.8,21.7,-1.3,1.4,0.0,0.001,-5.1,-1.8,-6.9,-2.1
Derek Anderson,SG,26,SAS,82,2859,17.1,0.542,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,5.6,4.3,9.9,0.166,2.6,1.0,3.6,4.0
Kenny Anderson,PG,30,BOS,33,849,12.2,0.47600000000000003,0.145,0.313,2.1,8.2,5.0,26.5,2.7,0.2,16.8,16.6,0.4,0.7,1.1,0.063,-2.0,-1.3,-3.2,-0.3
Nick Anderson,SG,33,SAC,21,169,6.4,0.33299999999999996,0.684,0.0,2.0,13.7,8.0,11.0,3.0,1.6,10.9,16.7,-0.3,0.3,0.0,-0.011000000000000001,-4.0,0.9,-3.1,0.0
Shandon Anderson,SG,27,HOU,82,2396,11.9,0.528,0.28800000000000003,0.319,3.6,12.3,8.0,12.5,1.8,1.2,16.3,15.4,1.9,2.0,3.9,0.078,-0.2,0.8,0.6,1.6
Greg Anthony,PG,33,POR,58,856,12.0,0.525,0.628,0.138,3.0,5.4,4.3,14.8,2.5,0.3,13.8,16.9,0.9,0.7,1.6,0.09,1.0,-1.7,-0.6,0.3
Darrell Armstrong,PG,32,ORL,75,2767,18.6,0.535,0.402,0.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21.0,5.8,2.9,8.7,0.151,4.0,-0.5,3.5,3.8
Chucky Atkins,PG,26,DET,81,2363,12.2,0.48100000000000004,0.35600000000000004,0.13699999999999998,1.2,6.7,3.9,24.3,1.4,0.1,12.9,21.2,1.2,1.6,2.8,0.057,0.3,-2.2,-1.8,0.1
Stacey Augmon,SG,32,POR,66,1182,12.3,0.511,0.015,0.327,6.3,9.7,8.0,12.7,2.2,1.3,13.6,13.9,1.3,1.2,2.5,0.102,-1.0,0.9,-0.2,0.6
Isaac Austin,C,31,VAN,52,845,8.3,0.39299999999999996,0.08900000000000001,0.14800000000000002,6.8,23.1,15.0,11.2,1.2,1.9,15.8,18.5,-1.3,0.9,-0.5,-0.026000000000000002,-5.8,0.6,-5.2,-0.7
William Avery,PG,21,MIN,55,463,9.0,0.48200000000000004,0.41,0.25,1.2,6.0,3.6,24.0,1.5,0.6,22.0,20.0,-0.2,0.2,0.0,-0.003,-3.0,-3.7,-6.7,-0.5
