Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Shareef Abdur-Rahim,PF,29,SAC,72,1961,17.2,0.588,0.035,0.44,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,4.0,2.2,6.2,0.152,0.4,0.4,0.9,1.4
Alex Acker,SG,23,DET,5,35,-2.4,0.281,0.313,0.0,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,-0.2,0.0,-0.2,-0.23,-10.4,-1.9,-12.3,-0.1
Malik Allen,PF,27,CHI,54,701,11.5,0.504,0.004,0.154,7.2,15.7,11.5,4.9,1.0,1.8,11.4,19.2,0.0,1.0,1.0,0.068,-3.9,0.0,-3.9,-0.3
Ray Allen*,SG,30,SEA,78,3022,22.2,0.59,0.435,0.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,9.8,-0.3,9.5,0.15,6.7,-3.1,3.6,4.2
Tony Allen,PG,24,BOS,51,978,12.9,0.5539999999999999,0.124,0.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,0.6,1.0,1.7,0.08199999999999999,-1.6,0.2,-1.4,0.2
Rafer Alston,PG,29,HOU,63,2431,12.6,0.475,0.423,0.19399999999999998,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.2,3.1,3.4,0.067,0.1,0.7,0.8,1.7
Chris Andersen,C,27,NOK,32,570,14.1,0.562,0.0,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,0.6,0.7,1.3,0.11199999999999999,-2.8,1.3,-1.5,0.1
Alan Anderson,SF,23,CHA,36,564,10.4,0.52,0.32,0.22699999999999998,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,0.2,0.3,0.4,0.037000000000000005,-1.9,-1.8,-3.7,-0.2
Derek Anderson,SG,31,TOT,43,1047,10.8,0.496,0.442,0.366,2.4,13.3,8.0,15.7,1.2,0.5,13.3,18.2,0.5,1.1,1.6,0.07400000000000001,-1.2,-0.4,-1.5,0.1
Shandon Anderson,SF,32,MIA,48,638,6.2,0.47,0.151,0.14300000000000002,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,-0.1,0.7,0.5,0.039,-3.7,0.4,-3.3,-0.2
Martynas Andriuškevičius,C,19,CLE,6,9,15.5,0.0,0.0,0.0,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,0.0,0.0,0.0,0.155,-6.8,6.8,0.1,0.0
Carmelo Anthony,SF,21,DEN,80,2941,22.0,0.563,0.09699999999999999,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,6.8,2.6,9.4,0.153,3.0,-1.6,1.5,2.6
Rafael Araújo,C,25,TOR,52,601,4.5,0.385,0.006999999999999999,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,-1.2,0.4,-0.8,-0.066,-6.9,-0.6,-7.5,-0.8
Gilbert Arenas,PG,24,WAS,80,3384,23.8,0.581,0.324,0.479,2.0,7.8,4.8,27.0,2.5,0.6,12.8,30.5,11.0,2.6,13.6,0.193,6.9,-1.4,5.5,6.4
Trevor Ariza,SF,20,TOT,57,999,11.8,0.46799999999999997,0.022000000000000002,0.562,9.6,17.1,13.3,9.8,3.0,0.9,18.0,15.8,-0.1,1.0,0.9,0.043,-2.1,1.5,-0.6,0.3
Darrell Armstrong,PG,37,DAL,62,622,7.3,0.444,0.375,0.32799999999999996,3.6,12.0,7.8,20.6,2.4,0.4,28.4,15.4,-0.7,0.7,0.0,0.003,-3.1,0.2,-2.9,-0.1
Carlos Arroyo,PG-SG,26,TOT,77,1194,15.6,0.512,0.053,0.36200000000000004,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,1.6,1.1,2.7,0.107,-0.6,-1.7,-2.3,-0.1
Chucky Atkins,PG-SG,31,TOT,71,1713,12.9,0.526,0.478,0.284,1.6,6.8,4.2,20.0,1.4,0.1,11.9,20.2,2.1,1.4,3.6,0.1,0.9,-2.4,-1.6,0.2
Stacey Augmon,SF,37,ORL,36,385,7.6,0.41200000000000003,0.0,0.41100000000000003,5.9,10.9,8.5,9.0,1.7,1.2,11.3,12.0,0.0,0.3,0.3,0.033,-3.5,0.4,-3.1,-0.1
Vin Baker,C,34,LAC,8,85,11.2,0.589,0.0,1.2,2.9,22.2,13.0,7.0,2.5,3.5,28.2,17.4,0.0,0.2,0.1,0.07200000000000001,-5.7,2.8,-2.8,0.0
Marcus Banks,PG,24,TOT,58,1497,13.6,0.5429999999999999,0.135,0.314,1.9,8.8,5.4,25.3,1.9,0.6,18.3,20.6,0.9,1.4,2.3,0.07400000000000001,-0.7,-0.9,-1.6,0.1
Leandro Barbosa,SG,23,PHO,57,1592,15.1,0.589,0.34600000000000003,0.259,2.2,8.1,5.2,14.4,1.5,0.3,12.3,20.3,2.6,1.2,3.8,0.115,1.5,-1.1,0.3,0.9
Matt Barnes,PF-SF,25,TOT,56,631,10.7,0.545,0.107,0.336,8.9,13.7,11.3,7.0,1.6,0.8,15.7,13.8,0.5,0.4,1.0,0.075,-1.9,-0.9,-2.8,-0.1
Andre Barrett,PG,23,TOT,19,282,11.3,0.39799999999999996,0.135,0.115,3.7,7.1,5.4,29.5,1.9,0.0,12.1,20.3,-0.1,0.0,-0.1,-0.019,-2.5,-3.2,-5.7,-0.3
Earl Barron,C,24,MIA,8,45,-2.8,0.366,0.0,0.25,5.5,20.1,13.1,0.0,0.0,0.0,22.0,23.4,-0.2,0.0,-0.2,-0.16699999999999998,-13.9,-6.4,-20.4,-0.2
Brent Barry,SG,34,SAS,74,1259,14.8,0.581,0.586,0.171,2.8,11.9,7.5,15.5,1.7,1.5,12.3,16.0,2.1,2.2,4.3,0.162,1.5,1.2,2.7,1.5
Jon Barry,SG,36,HOU,20,342,8.5,0.5529999999999999,0.49200000000000005,0.446,0.3,10.1,5.3,12.5,2.1,0.2,22.1,13.9,0.0,0.4,0.4,0.055,-3.2,0.3,-2.8,-0.1
Eddie Basden,SF,22,CHI,19,141,10.3,0.47100000000000003,0.18899999999999997,0.27,5.7,17.0,11.4,8.8,3.3,1.1,17.9,16.1,-0.1,0.3,0.2,0.065,-4.0,2.7,-1.4,0.0
Brandon Bass,PF,20,NOK,29,268,9.1,0.434,0.0,0.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,-0.2,0.3,0.1,0.013000000000000001,-6.6,-1.5,-8.2,-0.4
Esteban Batista,PF,22,ATL,57,495,7.1,0.489,0.013000000000000001,0.6629999999999999,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13.0,-0.2,0.3,0.1,0.011000000000000001,-4.9,-1.7,-6.6,-0.6
Tony Battie,C,29,ORL,82,2215,12.2,0.531,0.011000000000000001,0.243,8.3,16.9,12.7,3.7,1.1,2.5,12.6,14.9,1.7,2.2,3.8,0.083,-1.8,0.5,-1.3,0.4
