Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,31,LAL,80,3157,25.5,0.612,0,0.35200000000000004,7.6,26.7,17.6,18.9,1.1,5.0,15.3,23.3,8.8,5.6,14.4,0.21899999999999997,4.0,3.7,7.8,7.8
Tom Abernethy,PF,24,GSW,70,1219,13.6,0.55,0,0.275,6.5,12.6,9.5,8.4,1.5,0.6,7.7,13.8,2.3,1.3,3.7,0.14400000000000002,0.6,0.0,0.5,0.8
Alvan Adams,C,24,PHO,77,2364,20.4,0.57,0,0.26899999999999996,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,3.9,3.7,7.6,0.154,2.9,1.9,4.8,4.1
Lucius Allen,PG,31,KCK,31,413,8.7,0.41600000000000004,0,0.19,3.6,8.6,6.1,13.6,2.3,0.8,13.7,20.3,-0.4,0.5,0.1,0.006999999999999999,-3.3,-0.7,-3.9,-0.2
Kim Anderson,SF,23,POR,21,224,3.0,0.353,0,0.364,8.3,14.1,11.2,8.5,0.8,1.3,19.8,19.6,-0.6,0.2,-0.4,-0.078,-6.6,-1.7,-8.3,-0.4
Tiny Archibald*,PG,30,BOS,69,1662,13.1,0.537,0,0.536,1.7,5.3,3.4,26.3,1.5,0.2,21.8,21.3,1.0,0.6,1.6,0.046,-2.1,-2.5,-4.7,-1.1
Tate Armstrong,SG,23,CHI,26,259,6.5,0.436,0,0.18600000000000003,3.0,5.5,4.2,15.5,1.8,0.0,21.7,14.9,-0.2,0.2,-0.1,-0.012,-5.1,-1.2,-6.3,-0.3
Dennis Awtrey,C,30,TOT,63,746,6.7,0.49,0,0.523,6.0,15.7,10.8,11.1,1.0,0.9,28.3,9.6,-0.1,0.9,0.7,0.046,-3.6,0.8,-2.7,-0.1
Gus Bailey,SG,27,NOJ,2,9,6.1,0.28600000000000003,0,0.0,22.5,0.0,10.9,33.2,0.0,0.0,12.5,33.9,0.0,0.0,0.0,-0.201,-2.4,-4.2,-6.6,0.0
Greg Ballard,SF,24,WSB,82,1552,14.9,0.503,0,0.308,9.5,19.8,14.7,9.4,1.7,1.0,13.3,18.0,1.7,2.2,3.9,0.12,-0.1,0.8,0.7,1.1
Mike Bantom,PF,27,IND,81,2528,15.7,0.503,0,0.326,9.2,17.3,13.2,12.3,1.8,1.3,14.0,21.3,2.2,3.0,5.2,0.099,0.1,1.1,1.2,2.1
Tom Barker,C,23,TOT,39,476,9.1,0.473,0,0.237,10.2,17.0,13.6,4.1,1.0,1.2,16.5,17.0,-0.1,0.4,0.3,0.031,-4.3,-1.3,-5.6,-0.4
Marvin Barnes,PF,26,BOS,38,796,12.3,0.515,0,0.244,7.9,16.9,12.3,9.1,2.2,2.5,18.5,18.1,0.1,0.9,1.0,0.06,-2.6,1.9,-0.7,0.3
Rick Barry*,SF,34,HOU,80,2566,14.7,0.504,0,0.16899999999999998,1.7,9.9,5.9,25.7,1.7,0.8,15.6,19.6,2.9,1.3,4.2,0.078,-0.6,0.4,-0.2,1.1
Tim Bassett,PF,27,NJN,82,1508,8.0,0.433,0,0.419,11.7,17.7,14.6,8.2,1.3,1.0,21.7,11.8,-0.5,1.9,1.4,0.045,-2.7,0.7,-2.0,0.0
