Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Shareef Abdur-Rahim,PF,31,SAC,6,51,5.5,0.317,0.0,0.28600000000000003,14.2,9.1,11.6,11.1,1.0,0.0,6.0,14.7,0.0,0.0,0.0,-0.005,-3.6,-2.1,-5.7,0.0
Arron Afflalo,SG,22,DET,75,970,10.2,0.494,0.19899999999999998,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,0.092,-2.3,0.6,-1.6,0.1
Maurice Ager,SG,23,TOT,26,165,1.8,0.363,0.292,0.185,2.8,6.3,4.6,8.0,0.0,0.4,7.9,21.3,-0.4,0.0,-0.4,-0.114,-6.8,-4.5,-11.3,-0.4
Blake Ahearn,PG,23,MIA,12,177,9.0,0.495,0.596,0.544,0.7,12.4,6.4,17.2,1.8,0.0,18.5,23.2,-0.1,0.1,0.0,-0.006,-2.8,-2.8,-5.6,-0.2
LaMarcus Aldridge,PF,22,POR,76,2649,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.1,0.7,0.8,1.8
Malik Allen,PF,29,TOT,73,1096,9.8,0.5,0.006,0.076,7.0,13.6,10.4,6.8,0.9,2.2,11.7,16.1,0.1,0.9,1.0,0.045,-3.6,-0.3,-3.9,-0.5
Ray Allen*,SG,32,BOS,73,2624,16.4,0.584,0.45799999999999996,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,0.177,3.2,-0.1,3.1,3.4
Tony Allen,SG,26,BOS,75,1373,10.7,0.527,0.147,0.465,3.1,11.0,7.3,13.1,2.4,1.3,18.9,19.6,-0.1,2.8,2.7,0.09300000000000001,-3.2,1.8,-1.4,0.2
Lance Allred,C,26,CLE,3,10,-1.0,0.307,0.0,0.5,0.0,11.8,5.7,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,-0.125,-12.6,-7.1,-19.7,0.0
Morris Almond,SG,22,UTA,9,39,2.0,0.368,0.267,0.4,0.0,6.2,3.1,10.5,1.3,0.0,10.2,22.5,-0.1,0.0,-0.1,-0.081,-6.9,-4.0,-11.0,-0.1
Rafer Alston,PG,31,HOU,74,2526,13.2,0.49200000000000005,0.44,0.14800000000000002,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,0.095,0.2,0.7,1.0,1.9
Lou Amundson,PF,25,PHI,16,64,7.4,0.47200000000000003,0.0,0.43799999999999994,12.9,9.4,11.1,0.0,0.8,1.2,9.5,14.9,0.0,0.0,0.1,0.043,-4.5,-4.3,-8.8,-0.1
Chris Andersen,C,29,NOH,5,34,6.1,0.342,0.0,0.5710000000000001,6.7,24.6,15.5,0.0,0.0,9.2,10.2,13.3,-0.1,0.1,0.0,0.012,-10.4,0.8,-9.6,-0.1
Derek Anderson,SG,33,CHA,28,396,10.0,0.49700000000000005,0.41600000000000004,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15.0,19.3,0.0,0.3,0.3,0.032,-1.9,-1.8,-3.7,-0.2
Carmelo Anthony,SF,23,DEN,77,2806,21.1,0.568,0.111,0.39799999999999996,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,5.2,3.0,8.2,0.14,2.2,-0.6,1.6,2.6
Joel Anthony,PF,25,MIA,24,498,8.8,0.521,0.0,0.8170000000000001,9.0,13.4,11.2,0.9,1.0,5.0,17.2,9.4,0.1,0.4,0.6,0.054000000000000006,-4.8,1.4,-3.4,-0.2
Gilbert Arenas,PG,26,WAS,13,425,18.2,0.529,0.39799999999999996,0.49,1.6,12.8,7.0,27.4,2.9,0.2,17.1,31.1,0.2,0.4,0.6,0.07,2.3,-1.6,0.7,0.3
Trevor Ariza,SF,22,TOT,35,546,16.1,0.568,0.132,0.551,6.4,15.4,11.1,11.8,2.9,1.5,12.0,15.6,0.9,0.9,1.8,0.157,0.0,1.8,1.8,0.5
Darrell Armstrong,PG,39,NJN,50,549,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25.0,13.7,-0.2,0.5,0.3,0.024,-2.6,-0.4,-3.0,-0.1
Hilton Armstrong,C,23,NOH,65,732,7.7,0.498,0.0,0.473,10.1,16.0,13.0,4.4,1.1,3.6,24.8,15.1,-0.5,1.0,0.5,0.032,-5.1,1.8,-3.3,-0.2
Carlos Arroyo,PG,28,ORL,62,1269,12.8,0.547,0.24100000000000002,0.293,0.9,9.0,5.1,26.6,1.1,0.1,16.4,17.0,1.7,1.1,2.8,0.107,-0.8,-1.4,-2.2,-0.1
Chucky Atkins,SG,33,DEN,24,352,8.9,0.449,0.648,0.07400000000000001,0.9,8.4,4.8,18.7,1.2,0.2,7.4,16.4,0.1,0.2,0.3,0.04,-1.1,-2.9,-4.0,-0.2
James Augustine,PF,23,ORL,25,149,10.8,0.5329999999999999,0.0,0.235,12.9,10.4,11.6,2.1,1.7,1.0,13.8,13.4,0.1,0.2,0.3,0.098,-2.2,-0.3,-2.6,0.0
Kelenna Azubuike,SG,24,GSW,81,1732,13.5,0.534,0.332,0.235,6.4,14.0,10.0,6.1,1.3,1.4,8.2,17.2,2.3,1.1,3.4,0.094,-0.3,-1.2,-1.5,0.2
Renaldo Balkman,SF,23,NYK,65,952,11.5,0.49200000000000005,0.065,0.511,9.6,16.4,12.9,6.5,2.4,2.4,14.0,12.5,0.4,0.9,1.3,0.065,-2.4,1.8,-0.6,0.3
Marcus Banks,PG,26,TOT,36,569,12.6,0.579,0.534,0.183,0.9,8.3,4.6,17.7,1.3,1.6,15.2,19.7,0.5,0.3,0.8,0.068,0.1,-2.2,-2.1,0.0
Leandro Barbosa,SG,25,PHO,82,2421,15.8,0.575,0.413,0.209,2.0,8.2,5.4,13.5,1.5,0.5,9.5,22.8,3.9,1.6,5.5,0.109,2.4,-1.8,0.6,1.6
J.J. Barea,PG,23,DAL,44,460,11.7,0.515,0.318,0.20600000000000002,1.0,10.5,5.9,20.6,1.6,0.2,15.9,22.3,0.0,0.5,0.5,0.052000000000000005,-1.5,-1.8,-3.2,-0.1
