Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jim Farmer,SG,25,SEA,38,400,15.5,0.51,0.133,0.39399999999999996,4.8,7.9,6.3,9.6,2.1,0.2,10.2,27.7,0.5,0.3,0.7,0.087,0.0,-3.2,-3.3,-0.1
Duane Ferrell,SF,24,ATL,14,29,8.1,0.361,0.071,0.429,11.6,16.3,13.9,9.9,1.7,0.0,10.7,27.0,-0.1,0.0,-0.1,-0.092,-5.1,-3.5,-8.6,0.0
Vern Fleming,PG,27,IND,82,2876,16.3,0.561,0.037000000000000005,0.32,5.0,7.9,6.5,30.8,1.6,0.2,16.4,18.9,5.6,1.2,6.7,0.11199999999999999,2.0,-1.3,0.7,2.0
Sleepy Floyd,PG,29,HOU,82,2630,14.2,0.552,0.29100000000000004,0.289,1.9,6.0,4.0,30.8,1.7,0.2,18.4,17.1,3.4,2.9,6.3,0.115,0.6,-1.4,-0.8,0.8
Tellis Frank,PF,24,MIA,77,1762,11.1,0.518,0.0,0.386,9.1,15.2,12.1,6.9,1.4,0.9,15.9,19.3,0.4,1.6,2.0,0.054000000000000006,-2.6,-0.2,-2.8,-0.4
Corey Gaines,SG,24,PHI,9,81,6.2,0.363,0.16699999999999998,0.33299999999999996,1.4,5.6,3.5,39.2,2.5,0.0,42.1,12.4,-0.1,0.1,-0.1,-0.044000000000000004,-6.4,-3.6,-9.9,-0.2
Kevin Gamble,SF,24,BOS,71,990,12.3,0.52,0.06,0.355,4.9,7.4,6.2,15.7,1.4,0.5,11.2,16.7,1.2,0.7,1.9,0.092,-0.7,-1.0,-1.7,0.1
Winston Garland,PG,25,TOT,79,1762,9.8,0.45799999999999996,0.063,0.213,3.3,9.9,6.7,23.5,2.1,0.3,20.1,18.2,-1.4,1.1,-0.3,-0.008,-2.9,-0.8,-3.8,-0.8
Tom Garrick,SG,23,LAC,73,1721,11.8,0.539,0.05,0.271,2.3,8.4,5.4,23.4,2.5,0.2,19.9,14.3,0.9,1.6,2.5,0.07,-1.5,-0.2,-1.7,0.1
Kenny Gattison,PF,25,CHH,63,941,12.9,0.586,0.004,0.409,8.5,15.6,11.9,6.2,1.8,2.0,17.4,17.4,0.6,0.9,1.5,0.075,-2.1,0.8,-1.3,0.2
Derrick Gervin,PF,26,NJN,21,339,22.9,0.531,0.015,0.452,8.5,12.1,10.2,4.5,2.9,1.2,4.8,29.4,0.9,0.4,1.3,0.184,1.5,-2.8,-1.2,0.1
Armen Gilliam,PF,25,TOT,76,2426,16.6,0.565,0.002,0.446,9.4,19.0,14.0,6.4,1.4,1.3,14.0,22.9,2.3,2.3,4.5,0.09,-0.3,0.0,-0.3,1.1
Mike Gminski,C,30,PHI,81,2659,15.7,0.503,0.017,0.235,8.4,20.8,14.6,6.9,0.8,2.3,8.1,19.2,3.1,2.9,6.0,0.10800000000000001,-0.9,0.3,-0.6,0.9
Gary Grant,PG,24,LAC,44,1529,15.3,0.507,0.040999999999999995,0.21899999999999997,4.5,10.0,7.3,42.5,3.4,0.2,26.7,21.1,-0.6,1.9,1.3,0.039,-0.2,0.4,0.2,0.8
Greg Grant,PG,23,PHO,67,678,9.7,0.43,0.07400000000000001,0.273,2.8,6.5,4.8,32.2,2.5,0.1,24.1,19.4,-0.8,0.7,-0.1,-0.006999999999999999,-4.0,-1.3,-5.3,-0.6
Harvey Grant,PF,24,WSB,81,1846,12.0,0.502,0.013000000000000001,0.228,8.0,12.0,10.0,9.4,1.4,1.3,11.4,16.5,1.1,1.4,2.6,0.067,-1.4,0.0,-1.4,0.3
Horace Grant,PF,24,CHI,80,2753,16.6,0.555,0.0,0.3,10.1,16.9,13.5,11.3,1.7,1.9,10.2,16.7,5.3,2.8,8.0,0.14,1.1,1.0,2.1,2.9
