Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,37,LAL,79,2630,22.9,0.628,0.001,0.327,7.7,18.2,13.5,13.1,1.1,3.3,12.5,24.3,7.6,3.6,11.2,0.204,3.8,1.1,4.9,4.6
Alvan Adams,PF,30,PHO,82,2136,19.8,0.578,0.0,0.309,8.2,18.1,13.3,21.8,2.5,1.3,15.9,23.6,3.5,3.3,6.8,0.152,2.5,1.9,4.4,3.5
Mark Aguirre,SF,25,DAL,80,2699,21.3,0.563,0.054000000000000006,0.37,7.8,12.5,10.1,15.3,1.1,0.5,12.2,32.2,5.3,1.9,7.2,0.128,3.3,-1.6,1.7,2.5
Danny Ainge,SG,25,BOS,75,2564,14.2,0.57,0.071,0.172,3.4,7.9,5.8,19.9,2.2,0.1,14.9,15.9,3.9,2.8,6.6,0.124,1.7,0.0,1.7,2.4
Chuck Aleksinas,C,25,GSW,74,1114,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.1,0.4,0.4,0.019,-5.1,-0.7,-5.9,-1.1
J.J. Anderson,SF,24,UTA,44,457,8.2,0.441,0.013000000000000001,0.302,6.7,11.7,9.3,6.2,2.9,1.1,15.9,17.5,-0.6,0.8,0.2,0.025,-3.7,0.4,-3.2,-0.1
Ron Anderson,SF,26,CLE,36,520,10.7,0.484,0.01,0.256,8.1,10.2,9.2,9.1,0.8,0.7,13.5,19.4,0.0,0.3,0.3,0.032,-2.6,-0.9,-3.5,-0.2
John Bagley,PG,24,CLE,81,2401,16.0,0.524,0.038,0.24100000000000002,2.4,10.7,6.6,39.4,2.5,0.1,21.3,16.3,2.3,2.3,4.6,0.092,0.2,0.3,0.5,1.5
James Bailey,PF,27,NYK,74,1297,7.9,0.485,0.003,0.309,10.6,20.4,15.4,4.0,1.1,2.4,20.1,15.8,-0.8,1.4,0.6,0.021,-4.9,0.8,-4.1,-0.7
Thurl Bailey,PF,23,UTA,80,2481,14.7,0.5329999999999999,0.001,0.226,6.5,15.1,10.9,8.2,0.9,2.3,11.8,20.6,1.6,3.8,5.4,0.10400000000000001,-0.1,0.1,0.0,1.2
Greg Ballard,SF,30,WSB,82,2664,14.3,0.513,0.047,0.154,6.1,16.2,11.0,10.9,1.8,0.7,9.2,18.0,2.1,3.9,6.0,0.109,0.3,0.8,1.1,2.1
Gene Banks,SF,25,SAS,82,2091,14.5,0.642,0.006,0.521,7.4,16.4,12.0,14.0,1.4,0.3,18.8,14.3,3.9,1.8,5.6,0.13,1.0,0.8,1.8,2.0
Ken Bannister,PF,24,NYK,75,1404,7.3,0.48100000000000004,0.0,0.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,-2.2,1.4,-0.8,-0.027999999999999997,-5.9,-0.1,-6.0,-1.4
Charles Barkley*,PF,21,PHI,82,2347,18.3,0.599,0.008,0.511,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,4.2,3.3,7.5,0.154,2.1,1.4,3.4,3.2
Kent Benson,C,30,DET,72,1401,12.6,0.545,0.008,0.237,7.4,17.2,12.1,8.0,1.7,1.7,13.4,13.9,1.5,1.9,3.3,0.113,-0.9,1.7,0.8,1.0
Larry Bird*,SF,28,BOS,80,3161,26.5,0.585,0.07400000000000001,0.26,6.0,22.6,14.7,25.7,1.9,1.7,11.2,28.5,10.5,5.2,15.7,0.23800000000000002,6.5,2.0,8.5,8.4
Otis Birdsong,SG,29,NJN,56,1842,18.1,0.534,0.022000000000000002,0.268,3.5,5.5,4.5,19.3,2.2,0.2,9.8,26.3,2.8,1.4,4.2,0.109,2.1,-1.8,0.3,1.1
Rolando Blackman,SG,25,DAL,81,2834,17.7,0.5660000000000001,0.016,0.336,4.2,7.9,6.0,15.1,1.0,0.3,10.3,23.2,5.8,1.4,7.3,0.12300000000000001,1.8,-1.2,0.6,1.9
Cory Blackwell,SF,21,SEA,60,551,6.4,0.387,0.008,0.23199999999999998,8.8,11.4,10.1,7.0,2.2,0.3,14.4,23.2,-1.5,0.5,-0.9,-0.081,-6.9,-1.6,-8.4,-0.9
