Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,39,LAL,78,2441,17.9,0.597,0.003,0.345,7.4,15.8,11.9,11.6,0.9,2.2,14.0,22.1,4.5,3.0,7.5,0.14800000000000002,1.2,0.4,1.6,2.2
Alvan Adams,C,32,PHO,68,1690,14.6,0.546,0.002,0.275,6.2,16.1,11.2,18.4,1.7,1.3,16.7,20.0,1.2,1.6,2.8,0.079,-0.4,0.7,0.3,1.0
Michael Adams,PG,24,WSB,63,1303,14.3,0.506,0.26,0.316,3.0,7.0,5.0,25.7,3.1,0.3,15.3,16.3,1.2,1.5,2.7,0.099,0.6,-0.1,0.4,0.8
Rafael Addison,SF,22,PHO,62,711,11.9,0.5,0.151,0.193,6.6,10.1,8.4,9.1,1.8,0.6,13.1,23.6,-0.1,0.5,0.4,0.024,-2.1,-2.4,-4.4,-0.4
Mark Aguirre,SF,27,DAL,80,2663,22.1,0.56,0.094,0.35,7.5,9.8,8.7,15.7,1.5,0.6,10.6,31.3,6.8,2.1,8.9,0.16,4.4,-1.6,2.8,3.2
Danny Ainge,SG,27,BOS,71,2499,15.2,0.574,0.22699999999999998,0.195,2.4,8.0,5.4,21.2,2.0,0.3,13.3,18.0,4.1,2.5,6.7,0.128,2.1,-0.3,1.7,2.4
Mark Alarie,PF,23,DEN,64,1110,12.5,0.516,0.02,0.228,6.5,14.2,10.1,8.9,0.9,1.4,10.3,18.8,0.7,0.7,1.5,0.064,-2.1,-1.5,-3.6,-0.4
Richard Anderson,PF,26,HOU,51,312,13.6,0.474,0.115,0.209,8.6,19.1,13.9,15.4,1.1,0.6,11.1,22.4,0.1,0.4,0.5,0.08199999999999999,-1.9,-1.0,-2.9,-0.1
Ron Anderson,SF,28,IND,63,721,16.0,0.531,0.017,0.36700000000000005,10.9,12.0,11.4,11.1,2.1,0.3,13.9,22.9,0.6,0.9,1.5,0.1,-0.4,-0.7,-1.1,0.2
John Bagley,PG,26,CLE,72,2182,12.1,0.485,0.141,0.18600000000000003,2.7,9.7,6.2,24.6,2.0,0.2,17.1,17.5,0.3,2.3,2.6,0.057999999999999996,-1.4,-0.1,-1.5,0.3
James Bailey,PF,29,NJN,34,542,11.9,0.514,0.0,0.335,10.0,18.4,14.2,5.7,1.0,2.5,16.5,24.4,-0.2,0.5,0.3,0.031,-3.4,-1.3,-4.7,-0.4
Thurl Bailey,PF,25,UTA,81,2155,13.9,0.49,0.002,0.228,6.9,14.0,10.4,7.1,0.8,2.3,9.7,23.2,0.2,2.9,3.1,0.07,-2.5,0.4,-2.1,0.0
Greg Ballard,SF,32,GSW,82,1579,11.5,0.479,0.071,0.161,6.8,16.9,11.8,9.3,1.5,0.5,10.4,17.2,0.5,1.2,1.7,0.052000000000000005,-1.9,-0.3,-2.2,-0.1
Gene Banks,SF,27,CHI,63,1822,12.6,0.58,0.011000000000000001,0.316,7.0,12.3,9.6,13.0,1.4,0.6,17.7,14.8,1.9,1.7,3.6,0.095,-0.3,0.5,0.2,1.0
Charles Barkley*,PF,23,PHI,68,2740,25.1,0.66,0.111,0.602,16.7,24.8,20.8,19.0,2.1,2.2,21.4,23.1,7.7,4.3,12.0,0.21,6.4,2.9,9.2,7.7
John Battle,SG,24,ATL,64,804,13.8,0.514,0.032,0.4,2.2,5.9,4.0,22.3,1.8,0.4,13.9,22.0,0.7,0.8,1.5,0.092,-0.6,-1.4,-1.9,0.0
William Bedford,C,23,PHO,50,979,7.6,0.42200000000000004,0.003,0.24,9.2,18.8,14.1,7.7,0.9,2.2,17.7,19.9,-1.7,0.9,-0.8,-0.040999999999999995,-5.7,-0.2,-5.9,-1.0
Benoit Benjamin,C,22,LAC,72,2230,12.6,0.5,0.003,0.369,6.1,24.1,14.4,8.7,1.3,4.8,18.2,18.1,-1.3,2.4,1.1,0.024,-4.3,2.6,-1.7,0.2
Kent Benson,C,32,UTA,73,895,11.7,0.48200000000000004,0.022000000000000002,0.184,9.2,17.7,13.4,6.0,2.0,1.8,11.6,17.1,0.1,1.6,1.7,0.08900000000000001,-3.2,1.7,-1.5,0.1
Walter Berry,SF-PF,22,TOT,63,1586,16.8,0.561,0.004,0.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,1.4,0.9,2.3,0.071,0.1,-1.7,-1.5,0.2
Joe Binion,PF,25,POR,11,51,12.0,0.486,0.0,1.0,18.0,21.4,19.7,2.3,1.8,2.2,17.2,13.4,0.0,0.1,0.1,0.092,-3.1,-0.6,-3.8,0.0
Larry Bird*,SF,30,BOS,74,3005,26.4,0.612,0.15,0.304,5.1,19.2,12.8,28.6,2.2,1.3,12.4,27.5,10.4,4.8,15.2,0.243,7.1,2.1,9.2,8.5
Otis Birdsong,SG,31,NJN,7,127,7.7,0.479,0.024,0.214,2.7,3.5,3.1,19.1,1.1,0.0,16.4,17.5,0.0,0.0,0.0,-0.001,-3.3,-3.1,-6.4,-0.1
Uwe Blab,C,24,DAL,30,160,7.1,0.419,0.0,0.5489999999999999,7.6,16.6,12.2,10.4,1.2,3.2,19.2,19.9,-0.3,0.2,-0.1,-0.027000000000000003,-5.7,0.8,-4.9,-0.1
Rolando Blackman,SG,27,DAL,80,2758,18.1,0.569,0.012,0.375,3.8,7.0,5.5,14.2,1.1,0.4,10.6,24.3,6.5,1.5,8.0,0.14,2.1,-1.5,0.6,1.8
Manute Bol,C,24,WSB,82,1552,10.9,0.48200000000000004,0.004,0.29,5.6,19.3,12.4,0.9,0.6,10.8,19.0,8.3,-0.5,2.9,2.4,0.07400000000000001,-5.9,5.6,-0.2,0.7
Sam Bowie,C,25,POR,5,163,11.8,0.505,0.0,0.455,9.8,12.8,11.3,7.5,0.3,3.4,15.9,22.7,0.0,0.1,0.1,0.034,-3.2,-1.0,-4.2,-0.1
Dudley Bradley,SG,29,MIL,68,900,10.3,0.444,0.235,0.272,3.8,8.9,6.3,9.3,5.6,0.5,12.5,12.4,-0.1,1.8,1.7,0.09,-1.8,3.8,2.0,0.9
Adrian Branch,SF,23,LAL,32,219,18.8,0.5760000000000001,0.021,0.563,12.6,14.2,13.5,10.0,3.5,0.8,16.7,26.6,0.4,0.4,0.7,0.158,0.5,-0.3,0.2,0.1
Randy Breuer,C,26,MIL,76,1467,12.3,0.512,0.0,0.406,9.7,17.0,13.3,4.5,1.8,2.5,14.6,19.1,0.1,2.3,2.4,0.077,-2.8,0.7,-2.1,0.0
Frank Brickowski,PF-C,27,TOT,44,487,10.2,0.568,0.032,0.565,11.6,14.8,13.2,4.3,1.9,0.7,17.1,15.5,0.5,0.6,1.1,0.10800000000000001,-1.4,-0.7,-2.1,0.0
Junior Bridgeman,SF,33,MIL,34,418,11.1,0.48700000000000004,0.035,0.11699999999999999,3.7,10.2,6.9,12.2,1.1,0.3,7.7,19.1,0.2,0.4,0.6,0.069,-2.2,-1.7,-3.8,-0.2
Mike Brittain,C,23,SAS,6,29,7.3,0.455,0.0,0.222,7.3,7.9,7.6,9.1,1.6,0.0,16.8,16.4,0.0,0.0,0.0,-0.017,-4.8,-2.0,-6.8,0.0
Michael Brooks,SF,28,IND,10,148,6.4,0.39899999999999997,0.0,0.27,6.5,14.3,10.3,9.5,3.0,0.0,21.0,14.8,-0.2,0.2,0.0,-0.006999999999999999,-5.5,1.7,-3.9,-0.1
Mike Brown,C,23,CHI,62,818,9.7,0.5539999999999999,0.0,0.358,9.7,20.2,14.8,4.1,1.2,0.5,20.2,15.0,0.1,0.9,1.0,0.06,-3.7,-1.0,-4.7,-0.6
Tony Brown,SG,26,NJN,77,2339,9.7,0.485,0.025,0.254,4.1,6.5,5.3,15.9,1.8,0.4,14.5,18.2,0.0,1.2,1.3,0.026000000000000002,-1.4,-0.4,-1.8,0.1
Michael Cage,PF,25,LAC,80,2922,17.1,0.579,0.003,0.532,12.4,23.1,17.3,6.6,1.6,1.3,13.6,17.1,4.8,2.4,7.2,0.11900000000000001,0.5,0.6,1.1,2.3
Tony Campbell,SF,24,DET,40,332,7.0,0.426,0.021,0.26899999999999996,7.0,11.7,9.4,7.9,1.7,0.2,17.3,23.9,-0.7,0.4,-0.3,-0.043,-5.9,-1.2,-7.1,-0.4
Rick Carlisle,SG,27,BOS,42,297,4.6,0.397,0.174,0.217,3.3,7.7,5.7,14.4,1.3,0.0,19.9,18.0,-0.6,0.2,-0.3,-0.054000000000000006,-5.9,-1.9,-7.9,-0.4
Antoine Carr,PF,25,ATL,65,695,15.5,0.551,0.011000000000000001,0.389,9.4,14.8,12.1,7.2,1.0,4.1,11.4,20.7,1.1,1.1,2.2,0.149,-0.2,1.2,1.0,0.5
Kenny Carr,PF,31,POR,49,1443,12.8,0.5579999999999999,0.005,0.424,10.4,27.9,19.3,7.4,0.9,0.5,17.9,15.7,1.1,1.8,2.9,0.098,-1.7,0.4,-1.3,0.2
Joe Barry Carroll,C,28,GSW,81,2724,18.4,0.521,0.0,0.29600000000000004,6.9,16.9,11.8,12.3,1.6,2.6,12.0,27.8,2.1,2.6,4.6,0.08199999999999999,0.0,0.4,0.4,1.6
Bill Cartwright,C,29,NYK,58,1989,17.1,0.617,0.0,0.6940000000000001,7.4,17.8,12.6,7.2,1.0,0.8,13.4,20.0,4.4,1.4,5.8,0.14,1.3,-0.5,0.8,1.4
Terry Catledge,PF,23,WSB,78,2149,14.2,0.522,0.005,0.401,12.0,15.7,13.8,4.0,1.0,0.4,12.9,21.1,1.5,2.1,3.6,0.08,-0.7,-1.7,-2.4,-0.2
Tom Chambers,PF,27,SEA,82,3018,17.0,0.5539999999999999,0.1,0.436,5.9,13.8,9.8,11.8,1.3,0.9,13.5,26.0,5.3,2.1,7.4,0.11800000000000001,1.5,-1.1,0.5,1.9
Maurice Cheeks*,PG,30,PHI,68,2624,18.3,0.579,0.022000000000000002,0.371,2.1,7.2,4.7,30.1,3.4,0.3,15.9,17.4,5.2,2.7,7.9,0.145,2.3,-0.2,2.1,2.7
