Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zaid Abdul-Aziz,C,30,BUF,22,195,16.3,0.447,0,0.581,21.1,25.5,23.3,5.0,0.7,2.3,0,0,0.1,0.2,0.3,0.078,-2.9,-2.2,-5.1,-0.2
Kareem Abdul-Jabbar*,C,29,LAL,82,3016,27.8,0.608,0,0.35,9.2,27.2,18.4,16.8,1.5,4.4,0,0,11.9,5.9,17.8,0.28300000000000003,7.9,2.9,10.8,9.7
Tom Abernethy,SF,22,LAL,70,1378,12.7,0.5379999999999999,0,0.384,8.5,12.9,10.8,8.9,1.6,0.4,0,0,1.8,1.3,3.1,0.11,-0.6,0.2,-0.4,0.5
Alvan Adams,C,22,PHO,72,2278,20.2,0.519,0,0.303,8.5,22.3,15.4,22.3,1.9,2.1,0,0,2.3,4.0,6.3,0.134,3.6,2.1,5.7,4.4
Don Adams,SF,29,BUF,77,1710,11.7,0.466,0,0.32899999999999996,7.6,14.3,10.9,12.1,1.9,0.5,0,0,0.2,1.4,1.6,0.046,-2.6,0.9,-1.7,0.1
Lucius Allen,PG,29,LAL,78,2482,15.6,0.49700000000000005,0,0.243,2.4,7.7,5.2,22.2,2.1,0.4,0,0,2.8,2.1,4.9,0.094,1.1,-0.8,0.3,1.4
Jerome Anderson,SG,23,IND,27,164,10.1,0.48700000000000004,0,0.33899999999999997,5.2,1.8,3.6,8.3,1.6,0.6,0,0,0.1,0.0,0.1,0.027000000000000003,-3.1,-2.8,-5.9,-0.2
Tiny Archibald*,PG,28,NYN,34,1277,19.4,0.52,0,0.44799999999999995,1.7,4.8,3.2,33.8,2.1,0.5,0,0,1.8,1.0,2.8,0.10400000000000001,4.3,-2.1,2.2,1.4
Jim Ard,C,28,BOS,63,969,9.1,0.419,0,0.299,7.9,22.0,15.0,7.1,0.8,1.4,0,0,-0.6,1.4,0.8,0.039,-5.3,0.8,-4.6,-0.6
Bird Averitt,SG,24,BUF,75,1136,11.2,0.425,0,0.273,1.8,5.2,3.5,18.2,1.2,0.2,0,0,-1.4,0.3,-1.1,-0.046,-3.9,-3.8,-7.7,-1.6
Dennis Awtrey,C,28,PHO,72,1760,9.6,0.48,0,0.33799999999999997,6.8,15.0,10.9,13.4,0.6,1.0,0,0,0.3,1.8,2.1,0.057,-2.7,0.7,-2.0,0.0
Mike Bantom,PF-SF,25,TOT,77,1909,16.8,0.531,0,0.41100000000000003,9.4,16.1,12.6,8.4,1.5,1.4,0,0,2.6,2.2,4.8,0.12,0.9,-0.5,0.4,1.2
Tom Barker,C,21,ATL,59,1354,11.5,0.46799999999999997,0,0.376,8.6,23.2,15.8,6.4,1.1,1.7,0,0,-0.4,1.4,1.0,0.035,-3.9,0.7,-3.2,-0.4
Marvin Barnes,PF,24,DET,53,989,15.0,0.49,0,0.345,7.2,19.3,13.3,6.1,1.7,1.7,0,0,0.3,1.0,1.3,0.063,-2.4,-0.8,-3.2,-0.3
Jim Barnett,SG,32,PHI,16,231,7.4,0.45899999999999996,0,0.281,3.2,2.9,3.0,13.0,0.8,0.0,0,0,0.0,0.1,0.1,0.013999999999999999,-4.1,-3.1,-7.2,-0.3
