Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Tariq Abdul-Wahad,SG,28,DAL,14,204,12.4,0.47,0.017,0.10300000000000001,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.10400000000000001,-1.2,0.7,-0.5,0.1
Shareef Abdur-Rahim,PF,26,ATL,81,3087,19.9,0.5660000000000001,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.1,-0.4,1.7,2.8
Courtney Alexander,PG,25,NOH,66,1360,9.3,0.45899999999999996,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0.1,1.0,1.1,0.04,-3.2,-2.3,-5.5,-1.2
Malik Allen,PF,24,MIA,80,2318,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,-1.7,2.6,0.9,0.018000000000000002,-4.6,0.6,-3.9,-1.1
Ray Allen*,SG,27,TOT,76,2880,21.3,0.565,0.391,0.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,7.6,1.5,9.1,0.152,5.6,-1.8,3.7,4.2
Rafer Alston,PG,26,TOR,47,980,14.4,0.51,0.38799999999999996,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059000000000000004,0.6,-2.1,-1.5,0.1
John Amaechi,C,32,UTA,50,474,3.1,0.35100000000000003,0.0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,-1.1,0.4,-0.7,-0.07,-7.0,-0.5,-7.5,-0.7
Chris Andersen,C,24,DEN,59,907,14.0,0.44,0.004,0.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,-0.5,1.7,1.1,0.059000000000000004,-4.8,2.1,-2.7,-0.2
Derek Anderson,PG,28,POR,76,2556,16.9,0.556,0.39799999999999996,0.32299999999999995,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,3.1,-0.6,2.5,2.9
Kenny Anderson,PG,32,TOT,61,1135,13.6,0.457,0.018000000000000002,0.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,0.4,1.3,1.6,0.069,-1.9,-0.3,-2.1,0.0
Shandon Anderson,SF,29,NYK,82,1731,13.4,0.5529999999999999,0.261,0.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,1.2,1.4,2.7,0.07400000000000001,-0.6,-0.2,-0.8,0.5
Robert Archibald,PF,22,MEM,12,72,2.4,0.34,0.0,0.9,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,-0.3,0.0,-0.2,-0.158,-9.5,-2.2,-11.7,-0.2
Gilbert Arenas,PG,21,GSW,82,2866,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,5.8,0.7,6.5,0.109,3.9,-1.6,2.2,3.1
Brandon Armstrong,SG,22,NJN,17,69,3.9,0.405,0.222,0.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,-0.2,0.1,-0.1,-0.05,-7.7,-1.8,-9.5,-0.1
Darrell Armstrong,PG,34,ORL,82,2350,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,4.9,0.1,0.8,0.3,1.2,1.9
Carlos Arroyo,PG,23,UTA,44,287,14.1,0.51,0.064,0.20199999999999999,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.9,-2.8,-3.7,-0.1
Chucky Atkins,PG,28,DET,65,1398,10.1,0.475,0.52,0.105,1.8,6.5,4.1,22.4,1.1,0.2,13.7,19.4,0.3,1.2,1.5,0.053,-0.5,-2.3,-2.8,-0.3
Stacey Augmon,SG,34,NOH,70,862,9.3,0.474,0.036000000000000004,0.375,3.5,12.7,8.0,12.5,1.7,0.8,15.2,13.9,0.2,1.0,1.2,0.067,-3.8,0.2,-3.5,-0.3
Dalibor Bagarić,C,22,CHI,10,76,7.1,0.342,0.0,0.154,10.3,18.6,14.5,8.2,2.0,2.9,15.3,19.1,-0.2,0.1,-0.1,-0.048,-6.7,0.5,-6.3,-0.1
Vin Baker,C,31,BOS,52,942,10.6,0.531,0.019,0.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,0.5,1.1,1.6,0.08199999999999999,-4.0,0.5,-3.4,-0.3
Brent Barry,SG,31,SEA,75,2480,15.8,0.597,0.508,0.27899999999999997,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,4.8,2.5,7.3,0.141,2.3,0.6,2.9,3.0
Jon Barry,SG,33,DET,80,1473,17.9,0.593,0.505,0.23600000000000002,2.6,12.0,7.2,25.5,2.4,0.7,14.8,17.9,3.4,2.2,5.6,0.183,2.9,0.1,3.0,1.9
Maceo Baston,PF,27,TOR,16,106,18.0,0.6609999999999999,0.0,0.48,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,0.2,0.2,0.3,0.153,-4.8,-0.4,-5.2,-0.1
Mengke Bateer,C,27,SAS,12,46,-8.4,0.252,0.17600000000000002,0.11800000000000001,5.3,19.2,12.6,13.5,0.0,0.0,25.1,24.1,-0.3,0.1,-0.2,-0.248,-12.5,-2.0,-14.4,-0.1
Mike Batiste,PF,25,MEM,75,1248,12.2,0.47600000000000003,0.17300000000000001,0.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,0.0,0.7,0.8,0.028999999999999998,-2.2,-1.7,-3.9,-0.6
Tony Battie,C,26,BOS,67,1683,15.2,0.578,0.013999999999999999,0.32,9.7,19.7,14.6,5.2,1.0,3.8,10.2,12.9,3.3,2.5,5.8,0.16399999999999998,-2.0,1.8,-0.1,0.8
Shane Battier,SF,24,MEM,78,2383,15.0,0.597,0.38,0.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,4.8,1.5,6.2,0.126,2.4,1.2,3.6,3.4
Lonny Baxter,C,24,CHI,55,682,11.3,0.521,0.01,0.5,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,0.4,0.5,0.9,0.063,-3.2,-2.0,-5.2,-0.5
Raja Bell,SG,26,DAL,75,1173,7.9,0.509,0.242,0.161,4.4,9.2,6.8,6.8,2.3,0.5,16.0,10.4,0.5,1.2,1.7,0.069,-1.7,1.2,-0.5,0.5
Jonathan Bender,SF,22,IND,46,819,13.3,0.521,0.209,0.331,5.9,12.2,9.1,8.6,0.5,5.0,12.6,18.4,0.7,1.0,1.7,0.099,-1.7,0.9,-0.8,0.2
Corey Benjamin,SG,24,ATL,9,152,7.3,0.4,0.302,0.37200000000000005,7.8,15.1,11.6,10.4,0.3,0.9,10.7,16.9,0.0,0.1,0.0,0.004,-3.3,-2.5,-5.8,-0.1
Travis Best,PG,30,MIA,72,1807,11.2,0.473,0.187,0.21100000000000002,1.6,8.0,4.7,25.7,1.3,0.3,14.3,19.4,0.5,1.4,1.8,0.048,-1.5,-1.3,-2.8,-0.4
Mike Bibby,PG,24,SAC,55,1835,17.6,0.5589999999999999,0.196,0.267,2.1,6.3,4.3,24.3,2.0,0.3,14.0,21.9,3.5,2.0,5.6,0.146,1.9,-0.9,1.0,1.4
Chauncey Billups,PG,26,DET,74,2327,20.4,0.5820000000000001,0.43700000000000006,0.41600000000000004,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,7.0,2.9,9.9,0.204,5.0,-0.7,4.2,3.7
