Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zaid Abdul-Aziz,C,26,HOU,48,900,14.5,0.467,0,0.43200000000000005,0,0,15.8,7.4,0,0,0,0,0.2,0.8,1.0,0.051,0,0,0,0
Kareem Abdul-Jabbar*,C,25,MIL,76,3254,28.5,0.58,0,0.26,0,0,18.2,17.9,0,0,0,0,14.4,7.5,21.9,0.322,0,0,0,0
Don Adams,SF,25,TOT,74,1874,10.6,0.445,0,0.271,0,0,11.4,7.9,0,0,0,0,-0.6,1.5,0.9,0.024,0,0,0,0
Rick Adelman,PG,26,POR,76,1822,9.5,0.44,0,0.19399999999999998,0,0,4.2,20.4,0,0,0,0,-0.4,0.5,0.1,0.003,0,0,0,0
Lucius Allen,PG,25,MIL,80,2693,16.0,0.508,0,0.177,0,0,5.0,21.1,0,0,0,0,3.8,3.8,7.6,0.135,0,0,0,0
Tiny Archibald*,PG,24,KCO,80,3681,25.2,0.555,0,0.37200000000000005,0,0,3.2,38.9,0,0,0,0,13.9,0.3,14.2,0.18600000000000003,0,0,0,0
Dennis Awtrey,C,24,TOT,82,1687,12.1,0.508,0,0.502,0,0,13.2,16.8,0,0,0,0,1.3,3.7,5.0,0.141,0,0,0,0
Dick Barnett,SG,36,NYK,51,514,8.1,0.401,0,0.133,0,0,3.9,13.0,0,0,0,0,-0.8,0.6,-0.2,-0.022000000000000002,0,0,0,0
Jim Barnett,PG,28,GSW,82,2215,15.2,0.517,0,0.257,0,0,5.2,17.8,0,0,0,0,3.3,2.8,6.1,0.132,0,0,0,0
Rick Barry*,SF,28,GSW,82,3075,20.4,0.508,0,0.244,0,0,10.8,18.5,0,0,0,0,5.2,5.0,10.2,0.159,0,0,0,0
Butch Beard,PG,25,SEA,73,1403,13.1,0.485,0,0.322,0,0,5.9,23.9,0,0,0,0,1.0,0.5,1.5,0.051,0,0,0,0
Walt Bellamy*,C,33,ATL,74,2802,15.9,0.527,0,0.584,0,0,16.4,8.3,0,0,0,0,4.2,2.9,7.1,0.122,0,0,0,0
Henry Bibby,PG,23,NYK,55,475,15.1,0.47200000000000003,0,0.42,0,0,8.5,17.8,0,0,0,0,0.2,0.8,1.0,0.106,0,0,0,0
Dave Bing*,PG,29,DET,82,3361,18.3,0.514,0,0.36200000000000004,0,0,4.3,26.3,0,0,0,0,6.0,2.7,8.6,0.12300000000000001,0,0,0,0
John Block,PF,28,TOT,73,2041,16.7,0.514,0,0.42700000000000005,0,0,12.7,8.0,0,0,0,0,3.2,0.9,4.2,0.099,0,0,0,0
Tom Boerwinkle,C,27,CHI,8,176,14.3,0.457,0,0.833,0,0,15.4,27.5,0,0,0,0,0.0,0.5,0.5,0.146,0,0,0,0
Freddie Boyd,PG,22,PHI,82,2351,10.1,0.425,0,0.217,0,0,4.0,17.6,0,0,0,0,-1.7,1.0,-0.7,-0.013999999999999999,0,0,0,0
Steve Bracey,PG,22,ATL,70,1050,12.7,0.515,0,0.278,0,0,4.9,15.9,0,0,0,0,1.4,0.7,2.1,0.09699999999999999,0,0,0,0
Bill Bradley*,SF,29,NYK,82,2998,13.8,0.493,0,0.155,0,0,5.0,16.8,0,0,0,0,2.9,4.1,7.0,0.11199999999999999,0,0,0,0
Bill Bridges,PF,33,TOT,82,2867,12.8,0.506,0,0.353,0,0,14.3,9.3,0,0,0,0,2.4,4.4,6.7,0.113,0,0,0,0
John Brisker,SF,25,SEA,70,1633,16.4,0.49200000000000005,0,0.292,0,0,9.3,14.0,0,0,0,0,1.7,0.6,2.3,0.069,0,0,0,0
Fred Brown,SG,24,SEA,79,2320,16.0,0.483,0,0.14300000000000002,0,0,6.5,28.2,0,0,0,0,1.8,1.0,2.8,0.057,0,0,0,0
Roger Brown,C,22,LAL,1,5,-1.7,0.379,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-0.04,0,0,0,0
Corky Calhoun,SF,22,PHO,82,2025,7.5,0.501,0,0.213,0,0,8.1,4.6,0,0,0,0,1.1,0.9,2.1,0.049,0,0,0,0
Austin Carr,SG,24,CLE,82,3097,15.4,0.488,0,0.217,0,0,5.8,14.1,0,0,0,0,2.9,2.9,5.9,0.091,0,0,0,0
Fred Carter,SG,27,PHI,81,2993,15.2,0.455,0,0.228,0,0,7.2,17.9,0,0,0,0,-0.3,1.5,1.3,0.02,0,0,0,0
Wilt Chamberlain*,C,36,LAL,82,3542,19.1,0.6890000000000001,0,0.7759999999999999,0,0,19.6,12.5,0,0,0,0,10.7,7.5,18.2,0.247,0,0,0,0
Don Chaney,SG,26,BOS,79,2488,13.6,0.532,0,0.311,0,0,8.1,11.1,0,0,0,0,4.1,4.6,8.7,0.168,0,0,0,0
Phil Chenier,SG,22,BAL,71,2776,15.2,0.486,0,0.183,0,0,4.9,15.3,0,0,0,0,2.3,3.1,5.5,0.095,0,0,0,0
Bob Christian,C,26,ATL,55,759,14.5,0.606,0,0.51,0,0,19.2,7.5,0,0,0,0,1.6,0.9,2.4,0.154,0,0,0,0
Archie Clark,PG,31,BAL,39,1477,18.3,0.545,0,0.23,0,0,4.1,25.8,0,0,0,0,3.6,2.0,5.6,0.18100000000000002,0,0,0,0
