Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kareem Abdul-Jabbar*,C,40,LAL,80,2308,15.8,0.57,0.001,0.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,2.6,2.7,5.3,0.111,-0.8,0.2,-0.6,0.8
Mark Acres,C,25,BOS,79,1151,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,1.1,1.0,2.2,0.09,-1.0,0.0,-1.0,0.3
Alvan Adams,C,33,PHO,82,1646,13.1,0.5429999999999999,0.004,0.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,0.6,1.6,2.2,0.064,-1.2,1.5,0.3,1.0
Michael Adams,PG,25,DEN,82,2778,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,4.4,3.2,7.5,0.13,2.3,0.0,2.2,3.0
Mark Aguirre,SF,28,DAL,77,2610,21.9,0.539,0.109,0.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,6.5,2.3,8.8,0.163,4.3,-1.2,3.1,3.4
Danny Ainge,SG,28,BOS,81,3018,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,0.136,3.9,-1.1,2.9,3.7
Mark Alarie,PF,24,WSB,63,769,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.3,0.6,0.9,0.057999999999999996,-1.4,-1.5,-3.0,-0.2
Steve Alford,PG,23,DAL,28,197,11.6,0.47200000000000003,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.0,0.3,0.3,0.08199999999999999,-2.6,1.8,-0.8,0.1
Greg Anderson,PF,23,SAS,82,1984,14.7,0.531,0.006999999999999999,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0.8,1.5,2.3,0.055999999999999994,-2.2,-0.6,-2.7,-0.4
Richard Anderson,PF,27,TOT,74,1350,11.1,0.474,0.342,0.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,0.7,1.6,2.3,0.08199999999999999,-0.7,0.5,-0.2,0.6
Ron Anderson,SF,29,IND,74,1097,16.2,0.544,0.005,0.32299999999999995,8.9,12.6,10.8,10.5,1.8,0.3,12.8,22.0,1.3,1.2,2.5,0.10800000000000001,-0.1,-0.7,-0.9,0.3
Joe Arlauckas,SF,22,SAC,9,85,7.9,0.365,0.0,0.18600000000000003,7.6,9.0,8.3,13.3,1.7,2.6,7.9,24.0,-0.1,0.1,-0.1,-0.045,-4.9,-1.6,-6.5,-0.1
Vincent Askew,SG,21,PHI,14,234,7.1,0.33,0.0,0.149,3.0,8.0,5.5,19.8,2.1,1.5,13.2,16.4,-0.4,0.2,-0.2,-0.043,-5.4,-0.5,-5.9,-0.2
John Bagley,PG,27,NJN,82,2774,12.4,0.503,0.18,0.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,0.8,1.7,2.6,0.044000000000000004,-0.6,-0.8,-1.4,0.4
