Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Alaa Abdelnaby,PF,23,POR,71,934,13.5,0.5329999999999999,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-3.0,-0.9,-3.9,-0.5
Mahmoud Abdul-Rauf,PG,22,DEN,81,1538,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018000000000000002,-1.7,-3.5,-5.2,-1.3
Mark Acres,C,29,ORL,68,926,10.1,0.5760000000000001,0.02,0.444,11.4,19.2,15.2,3.2,1.3,1.0,15.5,9.6,1.1,0.8,1.9,0.09699999999999999,-2.3,0.1,-2.2,-0.1
Michael Adams,PG,29,WSB,78,2795,17.1,0.506,0.313,0.292,2.2,10.1,6.1,31.5,2.5,0.2,13.2,24.2,2.6,2.6,5.3,0.09,2.5,-0.8,1.7,2.6
Rafael Addison,SF,27,NJN,76,1175,10.9,0.47700000000000004,0.113,0.17600000000000002,5.7,9.3,7.4,8.1,1.2,1.4,9.0,17.5,0.8,0.7,1.5,0.063,-2.3,-1.5,-3.8,-0.5
Mark Aguirre,SF,32,DET,75,1582,13.7,0.479,0.09,0.292,4.8,12.0,8.4,13.4,1.7,0.4,10.6,27.6,0.1,2.0,2.2,0.066,-1.6,-1.0,-2.6,-0.2
Danny Ainge,SG,32,POR,81,1595,15.4,0.534,0.34,0.19399999999999998,2.7,7.4,5.1,18.4,2.2,0.5,8.7,20.5,3.1,2.0,5.2,0.155,1.9,-0.9,1.0,1.2
Victor Alexander,C,22,GSW,80,1350,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-2.2,-0.7,-2.9,-0.3
Greg Anderson,PF,27,DEN,82,2793,12.6,0.486,0.005,0.314,12.3,24.7,18.2,4.1,1.5,1.4,17.1,17.1,-0.6,3.6,3.0,0.052000000000000005,-3.1,0.5,-2.6,-0.5
Kenny Anderson,PG,21,NJN,64,1086,12.8,0.43,0.027000000000000003,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022000000000000002,-2.7,-0.9,-3.6,-0.5
Nick Anderson,SG,24,ORL,60,2203,16.4,0.509,0.08199999999999999,0.29100000000000004,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,1.6,2.0,3.6,0.078,0.5,0.2,0.7,1.5
Ron Anderson,SF,33,PHI,82,2432,14.1,0.52,0.126,0.162,4.6,8.5,6.5,9.0,1.8,0.3,9.2,21.5,2.2,1.3,3.5,0.07,-0.1,-1.7,-1.7,0.2
Willie Anderson,SG,25,SAS,57,1889,13.8,0.499,0.08199999999999999,0.201,3.6,13.6,8.7,23.2,1.4,1.7,15.8,19.8,0.7,2.6,3.3,0.083,-0.6,1.3,0.7,1.3
Michael Ansley,SF,24,TOT,10,45,9.0,0.509,0.0,0.33299999999999996,5.1,9.9,7.5,6.8,0.0,0.0,12.7,22.5,0.0,0.0,0.0,0.013000000000000001,-4.7,-5.5,-10.3,-0.1
Greg Anthony,PG,24,NYK,82,1510,10.6,0.44299999999999995,0.126,0.363,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,0.2,2.0,2.2,0.07,-2.6,-0.3,-2.8,-0.3
B.J. Armstrong,PG,24,CHI,82,1875,14.1,0.537,0.125,0.185,1.2,7.6,4.5,19.2,1.2,0.2,11.1,19.5,2.7,1.8,4.6,0.11699999999999999,-0.1,-2.0,-2.0,0.0
Vincent Askew,SG,25,GSW,80,1496,12.7,0.5539999999999999,0.026000000000000002,0.42200000000000004,6.6,10.3,8.5,15.4,1.5,0.9,15.7,14.3,2.0,0.8,2.9,0.092,0.0,-0.2,-0.2,0.7
Keith Askins,SF,24,MIA,59,843,8.7,0.495,0.35600000000000004,0.18,8.5,10.4,9.4,6.2,2.3,1.1,17.5,13.3,0.0,0.7,0.7,0.04,-1.7,0.2,-1.5,0.1
Stacey Augmon,SG,23,ATL,82,2505,14.4,0.526,0.006999999999999999,0.35600000000000004,7.9,9.9,8.9,11.4,2.4,0.6,14.8,20.1,1.5,2.2,3.7,0.071,-0.3,0.6,0.3,1.5
Isaac Austin,C,22,UTA,31,112,15.0,0.515,0.0,0.652,11.6,23.1,17.6,6.7,0.9,1.1,11.9,25.9,0.1,0.2,0.3,0.11199999999999999,-2.8,-2.4,-5.2,-0.1
Miloš Babić,C,23,MIA,9,35,18.3,0.545,0.0,0.615,6.3,29.1,17.6,26.4,1.4,0.0,23.2,25.8,0.0,0.0,0.0,0.057,-2.6,-0.4,-3.0,0.0
John Bagley,PG,31,BOS,73,1742,12.7,0.478,0.083,0.188,2.5,7.4,5.1,35.9,1.6,0.1,21.3,17.2,0.6,1.4,1.9,0.053,-1.3,-1.7,-3.0,-0.4
Thurl Bailey,PF,30,TOT,84,2104,14.5,0.498,0.002,0.32299999999999995,6.3,19.5,12.8,5.5,0.8,3.3,10.2,21.5,0.8,1.8,2.6,0.059000000000000004,-3.0,-0.8,-3.8,-1.0
Steve Bardo,SG,23,SAS,1,1,32.3,0.0,0.0,0.0,100.0,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,14.6,-8.6,6.1,0.0
Charles Barkley*,SF,28,PHI,75,2881,24.5,0.612,0.122,0.58,10.9,22.0,16.5,18.1,2.4,0.9,14.3,25.1,8.6,3.7,12.3,0.205,5.9,1.5,7.4,6.9
Dana Barros,PG,24,SEA,75,1331,15.0,0.586,0.377,0.16,1.4,5.7,3.5,14.0,1.9,0.2,9.6,18.4,2.9,0.7,3.6,0.132,2.3,-2.6,-0.3,0.6
John Battle,SG,29,CLE,76,1637,12.6,0.53,0.026000000000000002,0.259,1.3,6.1,3.8,14.5,1.1,0.2,11.0,22.0,1.3,0.7,2.0,0.059000000000000004,-1.5,-2.9,-4.5,-1.0
