Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,37,LAL,79,79,2630,12.8,21.3,0.599,0.0,0.0,0.0,12.8,21.3,0.6,5.1,7.0,0.732,2.9,8.1,11.0,4.4,1.1,2.9,3.5,4.2,30.7,0,120,105
Alvan Adams,PF,30,PHO,82,69,2136,10.4,20.1,0.52,0.0,0.0,0.0,10.4,20.1,0.52,5.5,6.2,0.883,3.4,7.6,11.0,6.8,2.5,1.1,4.3,5.6,26.4,0,111,104
Mark Aguirre,SF,25,DAL,80,79,2699,14.3,28.2,0.506,0.5,1.5,0.318,13.8,26.7,0.517,7.9,10.4,0.759,3.4,5.2,8.6,4.5,1.1,0.4,4.6,4.5,37.0,0,110,111
Danny Ainge,SG,25,BOS,75,73,2564,7.7,14.6,0.529,0.3,1.0,0.268,7.4,13.6,0.5489999999999999,2.2,2.5,0.868,1.4,3.5,4.9,7.4,2.2,0.1,2.7,4.2,17.9,0,115,108
Chuck Aleksinas,C,25,GSW,74,4,1114,6.7,14.1,0.478,0.0,0.0,0.0,6.7,14.0,0.479,2.3,3.1,0.733,3.6,7.6,11.3,1.5,0.6,0.6,3.0,7.1,15.7,0,100,114
J.J. Anderson,SF,24,UTA,44,0,457,6.1,14.9,0.409,0.0,0.2,0.0,6.1,14.7,0.415,2.7,4.5,0.6,2.9,5.3,8.2,2.1,2.9,0.9,3.2,7.0,14.9,0,87,102
Ron Anderson,SF,26,CLE,36,7,520,7.6,17.7,0.431,0.1,0.2,0.5,7.5,17.5,0.43,3.7,4.5,0.82,3.5,4.4,8.0,3.1,0.8,0.6,3.1,3.6,19.0,0,100,112
John Bagley,PG,24,CLE,81,65,2401,6.6,13.6,0.488,0.1,0.5,0.115,6.6,13.1,0.502,2.5,3.3,0.7490000000000001,1.1,4.6,5.7,13.7,2.5,0.1,4.1,2.6,15.8,0,108,108
James Bailey,PF,27,NYK,74,28,1297,5.8,13.0,0.447,0.0,0.0,0.0,5.8,12.9,0.44799999999999995,2.7,4.0,0.6759999999999999,4.5,8.3,12.8,1.5,1.1,1.9,3.7,10.6,14.3,0,93,107
Thurl Bailey,PF,23,UTA,80,68,2481,9.3,19.0,0.49,0.0,0.0,1.0,9.3,19.0,0.49,3.6,4.3,0.8420000000000001,2.8,6.8,9.7,2.5,0.9,1.9,2.8,4.0,22.3,0,105,104
Greg Ballard,SF,30,WSB,82,77,2664,8.4,17.6,0.48,0.3,0.8,0.304,8.2,16.7,0.488,2.2,2.7,0.795,2.7,6.8,9.5,3.7,1.8,0.6,1.9,4.0,19.3,0,107,104
Gene Banks,SF,25,SAS,82,41,2091,6.4,10.9,0.586,0.0,0.1,0.33299999999999996,6.4,10.8,0.588,4.4,5.7,0.774,2.9,6.9,9.8,5.2,1.4,0.3,3.1,4.9,17.2,0,120,109
Ken Bannister,PF,24,NYK,75,50,1404,7.2,15.3,0.47,0.0,0.0,0.0,7.2,15.3,0.47,3.1,6.6,0.474,3.7,7.6,11.3,1.3,1.3,1.4,4.8,9.6,17.5,0,86,108
Charles Barkley*,PF,21,PHI,82,60,2347,8.7,15.9,0.545,0.0,0.1,0.16699999999999998,8.6,15.8,0.5479999999999999,5.9,8.1,0.733,5.4,8.9,14.3,3.1,1.9,1.6,4.2,6.1,23.3,0,114,105
Kent Benson,C,30,DET,72,35,1401,6.6,13.0,0.506,0.0,0.1,0.0,6.6,12.9,0.51,2.5,3.1,0.809,3.4,7.2,10.6,3.0,1.7,1.4,2.2,6.8,15.6,0,112,106
