Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Mahmoud Abdul-Rauf,PG,27,SAC,75,51,2131,10.2,22.9,0.445,2.3,6.1,0.382,7.8,16.8,0.46799999999999997,2.8,3.4,0.846,0.4,2.6,3.0,4.7,1.4,0.1,2.9,4.3,25.5,0,105,112
Shareef Abdur-Rahim,PF,20,VAN,80,71,2802,10.7,23.5,0.45299999999999996,0.1,0.5,0.259,10.5,23.0,0.457,7.5,10.1,0.746,4.2,6.6,10.7,3.4,1.5,1.5,4.4,3.9,28.9,0,102,112
Rafael Addison,SF,32,CHH,41,3,355,7.5,18.6,0.402,1.2,3.1,0.4,6.3,15.6,0.402,3.4,4.3,0.7859999999999999,2.9,4.0,6.9,5.2,1.2,0.5,2.6,7.9,19.5,0,103,112
Cory Alexander,PG,23,SAS,80,6,1454,7.3,18.5,0.396,3.6,9.5,0.373,3.8,9.0,0.42,3.6,4.9,0.736,1.1,3.6,4.7,9.6,3.1,0.6,5.5,5.6,21.8,0,101,112
Jerome Allen,SG,24,TOT,76,1,943,4.4,12.5,0.353,1.7,5.3,0.32299999999999995,2.7,7.2,0.375,2.4,4.1,0.583,1.4,4.1,5.5,8.6,1.8,0.2,3.9,4.8,12.9,0,95,109
Ray Allen*,SG,21,MIL,82,81,2532,8.3,19.2,0.43,2.5,6.3,0.39299999999999996,5.8,12.9,0.44799999999999995,4.3,5.3,0.823,2.1,4.8,6.9,4.4,1.6,0.2,3.2,4.6,23.3,0,109,110
Derrick Alston,C,24,ATL,2,0,11,0.0,25.1,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,10.1,0.0,15.1,5.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0,35,109
Ashraf Amaya,PF,25,WSB,31,0,144,4.3,14.4,0.3,0.4,0.4,1.0,4.0,14.1,0.282,5.4,10.1,0.536,6.9,11.9,18.8,1.1,2.5,1.1,3.6,10.5,14.4,0,86,99
Greg Anderson,C,32,SAS,82,48,1659,4.3,8.7,0.496,0.0,0.0,0.0,4.3,8.6,0.498,2.1,3.1,0.667,5.2,9.6,14.8,1.1,2.1,2.2,2.4,7.5,10.7,0,105,108
Kenny Anderson,PG,26,POR,82,81,3081,8.3,19.5,0.42700000000000005,2.3,6.3,0.361,6.0,13.2,0.45799999999999996,5.7,7.5,0.768,1.6,4.7,6.2,10.0,2.8,0.3,3.3,3.8,24.6,0,117,104
Nick Anderson,SG,29,ORL,63,61,2163,7.2,18.2,0.397,3.6,10.2,0.353,3.6,8.0,0.45299999999999996,1.0,2.4,0.40399999999999997,1.7,6.0,7.6,4.6,3.0,0.8,2.2,4.0,19.0,0,104,104
Shandon Anderson,SG,23,UTA,65,0,1066,7.4,15.9,0.462,1.2,2.4,0.511,6.2,13.6,0.45399999999999996,3.4,5.0,0.687,2.6,6.4,9.0,2.5,1.4,0.4,3.7,5.7,19.3,0,99,106
Willie Anderson,SG,30,MIA,28,1,303,5.2,11.5,0.45299999999999996,1.4,3.4,0.42100000000000004,3.8,8.1,0.467,3.1,3.6,0.85,2.7,4.8,7.5,6.1,2.5,0.7,3.4,6.5,14.9,0,111,101
Greg Anthony,PG,29,VAN,65,44,1863,5.8,14.8,0.39299999999999996,2.6,6.9,0.37,3.2,7.8,0.413,3.8,5.2,0.73,0.7,4.6,5.4,11.9,3.8,0.1,3.8,3.6,17.9,0,108,110
B.J. Armstrong,PG,29,GSW,49,17,1020,7.6,16.7,0.45299999999999996,1.3,4.6,0.278,6.3,12.1,0.519,3.5,4.0,0.861,0.4,3.4,3.8,6.5,1.3,0.1,2.7,2.9,19.9,0,110,116
