Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,34,LAL,76,76,2677,13.1,22.6,0.579,0.0,0.1,0.0,13.1,22.6,0.58,5.4,7.7,0.706,3.0,8.5,11.5,3.9,1.1,3.6,4.0,3.9,31.6,0,116,104
Alvan Adams,C,27,PHO,79,75,2393,10.2,20.7,0.494,0.0,0.0,0.0,10.2,20.7,0.494,3.7,4.7,0.7809999999999999,2.8,9.0,11.8,7.2,2.3,1.6,3.9,5.4,24.1,0,106,99
Mark Aguirre,SF,22,DAL,51,20,1468,12.6,27.2,0.465,0.8,2.4,0.35200000000000004,11.8,24.9,0.475,5.6,8.2,0.68,3.0,5.3,8.3,5.4,1.2,0.7,4.5,5.0,31.7,0,102,111
Danny Ainge,SG,22,BOS,53,1,564,6.6,18.5,0.35700000000000004,0.4,1.4,0.294,6.2,17.1,0.363,4.7,5.5,0.862,2.1,2.6,4.7,7.3,3.1,0.3,4.4,7.2,18.4,0,94,104
Tiny Archibald*,PG,33,BOS,68,51,2167,6.7,14.2,0.47200000000000003,0.1,0.3,0.375,6.6,13.9,0.475,5.2,6.9,0.747,0.5,2.0,2.5,11.8,1.1,0.1,3.9,2.9,18.7,0,112,109
Dennis Awtrey,C,33,POR,10,3,121,2.0,5.9,0.33299999999999996,0.0,0.0,0.0,2.0,5.9,0.33299999999999996,2.0,3.6,0.556,2.8,2.8,5.5,3.2,0.4,0.8,2.4,11.1,5.9,0,87,113
Carl Bailey,C,23,POR,1,0,7,6.8,6.8,1.0,0.0,0.0,0.0,6.8,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,13.6,0,47,116
James Bailey,PF,24,TOT,77,0,1468,8.3,16.1,0.517,0.0,0.0,0.0,8.3,16.1,0.517,4.4,7.1,0.612,4.0,8.4,12.5,2.1,1.3,2.6,4.4,8.6,21.0,0,99,100
Greg Ballard,SF,27,WSB,79,79,2946,10.2,21.4,0.475,0.1,0.4,0.409,10.0,21.1,0.47600000000000003,3.9,4.6,0.83,2.2,8.1,10.4,4.1,2.2,0.4,2.0,3.3,24.4,0,109,101
Gene Banks,SF,22,SAS,80,4,1700,8.6,18.0,0.47700000000000004,0.0,0.2,0.0,8.6,17.7,0.483,4.0,5.8,0.684,4.3,7.0,11.3,4.0,1.5,0.5,2.9,5.5,21.1,0,108,108
Mike Bantom,SF,30,TOT,82,38,2016,8.0,17.0,0.469,0.0,0.1,0.33299999999999996,7.9,16.9,0.47,4.0,6.4,0.629,4.2,6.4,10.5,2.7,1.5,1.5,3.6,6.5,20.0,0,99,104
Billy Ray Bates,SG,25,POR,75,0,1229,12.7,26.9,0.473,0.5,1.6,0.293,12.2,25.3,0.484,6.5,8.2,0.787,2.1,2.1,4.2,4.3,1.6,0.2,3.6,3.9,32.3,0,107,111
Mel Bennett,PF,27,CLE,3,0,23,4.2,8.4,0.5,0.0,0.0,0.0,4.2,8.4,0.5,2.1,12.6,0.16699999999999998,2.1,4.2,6.3,0.0,2.1,0.0,8.4,4.2,10.5,0,48,112
Kent Benson,C,27,DET,75,72,2467,7.6,15.0,0.505,0.1,0.2,0.273,7.5,14.8,0.508,2.4,2.9,0.804,4.1,8.1,12.2,3.0,1.2,1.8,3.0,4.0,17.5,0,107,105
Larry Bird*,PF,25,BOS,77,58,2923,11.5,22.9,0.503,0.2,0.8,0.212,11.3,22.0,0.514,5.3,6.2,0.863,3.2,10.3,13.5,7.2,2.3,1.1,4.1,3.9,28.5,0,114,99
Otis Birdsong,SG,26,NJN,37,22,1025,10.2,21.8,0.469,0.0,0.5,0.0,10.2,21.4,0.479,3.4,5.8,0.583,1.4,3.0,4.4,5.6,1.4,0.2,2.9,3.4,23.8,0,102,106
Rolando Blackman,SG,22,DAL,82,16,1979,10.8,21.0,0.513,0.0,0.1,0.25,10.8,21.0,0.515,5.2,6.8,0.768,2.4,3.9,6.3,2.6,1.1,0.7,2.8,3.0,26.9,0,111,112
Ray Blume,SG,23,CHI,49,2,546,9.1,19.7,0.45899999999999996,0.4,1.6,0.222,8.7,18.1,0.48,1.6,2.5,0.643,1.2,2.4,3.6,6.0,2.0,0.2,4.8,5.1,20.1,0,92,111
Alex Bradley,SF,22,NYK,39,0,331,7.9,15.0,0.524,0.0,0.1,0.0,7.9,14.9,0.529,4.2,7.0,0.604,4.5,5.0,9.5,1.6,1.7,0.7,4.1,5.4,20.0,0,101,109
Charles Bradley,SG,22,BOS,51,1,339,7.7,17.0,0.451,0.0,0.1,0.0,7.7,16.9,0.455,5.9,8.7,0.677,1.7,3.6,5.3,3.1,2.0,0.8,5.2,8.5,21.2,0,93,105
Dudley Bradley,SG,24,PHO,64,3,937,6.4,14.5,0.445,0.1,0.2,0.25,6.4,14.3,0.44799999999999995,3.8,5.1,0.74,1.5,2.9,4.5,4.1,4.0,0.5,3.7,5.9,16.7,0,96,101
Brad Branson,PF,23,CLE,10,3,176,5.8,14.3,0.40399999999999997,0.0,0.0,0.0,5.8,14.3,0.40399999999999997,3.0,3.3,0.917,3.8,5.2,9.1,1.6,1.4,1.1,3.6,4.7,14.6,0,91,112
Mike Bratz,PG,26,SAS,81,3,1616,6.7,16.4,0.40700000000000003,1.3,4.0,0.33299999999999996,5.3,12.4,0.431,3.4,4.4,0.7829999999999999,1.2,3.7,4.8,12.7,1.9,0.3,4.0,5.3,18.1,0,106,109
Jim Brewer,PF,30,LAL,71,9,966,3.9,8.4,0.46299999999999997,0.0,0.3,0.16699999999999998,3.9,8.1,0.473,0.3,0.9,0.368,5.1,7.6,12.7,2.0,1.9,2.2,1.8,6.1,8.2,0,105,104
Ron Brewer,SG,26,TOT,72,45,2319,11.8,24.7,0.47700000000000004,0.2,0.6,0.258,11.6,24.0,0.48200000000000004,4.4,5.4,0.812,1.1,2.2,3.3,3.9,1.7,0.6,2.6,3.1,28.1,0,106,113
Junior Bridgeman,SF,28,MIL,41,4,924,10.9,22.5,0.483,0.2,0.5,0.444,10.6,22.0,0.483,4.6,5.4,0.8640000000000001,1.9,4.6,6.5,5.7,1.5,0.2,3.3,4.7,26.5,0,110,105
Allan Bristow,SF,30,DAL,82,54,2035,5.2,11.9,0.43700000000000006,0.1,0.4,0.16699999999999998,5.1,11.5,0.447,3.2,3.9,0.8170000000000001,2.8,5.3,8.1,10.7,1.6,0.1,4.0,5.3,13.7,0,105,111
Jim Brogan,SG,23,SDC,63,19,1027,7.6,16.8,0.45299999999999996,0.4,1.5,0.281,7.2,15.3,0.47,2.8,3.9,0.726,2.8,2.7,5.5,7.2,2.3,0.6,3.8,5.7,18.4,0,103,114
Michael Brooks,SF,23,SDC,82,73,2750,9.2,18.4,0.504,0.0,0.1,0.0,9.2,18.2,0.507,3.5,4.6,0.757,3.6,7.2,10.7,4.1,1.9,0.7,3.4,4.9,22.0,0,108,112
Fred Brown,SG,33,SEA,82,2,1785,10.6,23.2,0.455,0.7,2.1,0.325,9.9,21.1,0.46799999999999997,3.0,3.5,0.86,1.1,2.6,3.8,6.4,1.9,0.1,2.6,3.0,24.8,0,105,106
Rickey Brown,C,23,GSW,82,11,1260,7.2,15.7,0.45899999999999996,0.0,0.0,0.0,7.2,15.7,0.45899999999999996,3.2,4.6,0.705,5.1,8.6,13.7,0.7,1.4,1.1,3.2,9.1,17.7,0,101,106
Joe Bryant,SF,27,SDC,75,49,1988,8.1,16.7,0.486,0.2,0.7,0.267,7.9,16.0,0.496,4.6,5.9,0.785,1.9,4.6,6.5,4.5,1.9,0.7,4.4,6.0,21.1,0,103,114
Quinn Buckner,PG,27,MIL,70,70,2156,8.8,18.3,0.48200000000000004,0.1,0.3,0.267,8.7,18.0,0.486,2.4,3.7,0.655,1.7,3.9,5.6,7.3,3.9,0.1,4.0,4.9,20.2,0,101,101
Roger Burkman,SG,23,CHI,6,0,30,0.0,6.5,0.0,0.0,1.6,0.0,0.0,4.8,0.0,8.1,9.7,0.833,3.2,6.5,9.7,8.1,9.7,3.2,4.8,9.7,8.1,0,85,90
David Burns,PG,23,TOT,9,1,87,3.6,8.2,0.43799999999999994,0.0,0.0,0.0,3.6,8.2,0.43799999999999994,4.6,7.7,0.6,0.5,2.1,2.6,7.7,1.5,0.0,6.7,8.8,11.8,0,81,113
Don Buse,PG,31,IND,82,78,2529,6.0,13.2,0.455,1.4,3.6,0.386,4.6,9.5,0.48200000000000004,1.9,2.4,0.813,0.9,3.4,4.3,7.8,3.2,0.5,1.8,3.4,15.3,0,115,104
