Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,41,LAL,74,74,1695,8.9,18.6,0.475,0.0,0.1,0.0,8.9,18.6,0.47700000000000004,3.5,4.7,0.7390000000000001,2.9,6.5,9.4,2.1,1.1,2.4,2.7,5.5,21.2,0,104,107
Mark Acres,C,26,BOS,62,0,632,4.3,8.8,0.48200000000000004,0.1,0.1,1.0,4.2,8.7,0.478,2.0,3.7,0.542,4.6,6.7,11.3,1.5,1.5,0.5,1.8,7.3,10.6,0,108,110
Michael Adams,PG,26,DEN,77,77,2787,7.5,17.3,0.433,2.7,7.5,0.35600000000000004,4.8,9.9,0.49,5.2,6.3,0.8190000000000001,1.1,3.4,4.5,7.8,2.7,0.2,2.9,2.4,22.8,0,115,108
Mark Aguirre,SF,29,TOT,80,76,2597,11.3,24.5,0.461,1.0,3.4,0.293,10.3,21.2,0.488,5.6,7.6,0.733,2.8,4.6,7.5,5.4,0.9,0.7,4.0,4.4,29.2,0,105,110
Danny Ainge,PG,29,TOT,73,54,2377,9.8,21.4,0.457,2.4,6.2,0.38,7.4,15.2,0.488,4.2,4.9,0.8540000000000001,1.4,3.7,5.2,8.2,1.9,0.2,3.0,3.8,26.1,0,116,111
Mark Alarie,PF,25,WSB,74,5,1141,8.6,18.0,0.478,0.5,1.6,0.342,8.1,16.4,0.491,3.0,3.6,0.8390000000000001,4.3,6.3,10.6,2.6,1.0,0.9,2.6,6.7,20.8,0,109,109
Steve Alford,PG,24,TOT,66,3,906,7.3,16.1,0.457,1.0,2.7,0.364,6.3,13.3,0.47600000000000003,2.5,3.0,0.82,0.5,3.1,3.6,4.6,2.2,0.1,2.2,2.8,18.2,0,107,110
Randy Allen,SG,24,SAC,7,0,43,8.9,21.1,0.42100000000000004,0.0,1.1,0.0,8.9,20.0,0.444,1.1,2.2,0.5,3.3,4.4,7.8,0.0,1.1,1.1,2.2,7.8,18.9,0,88,112
Greg Anderson,PF,24,SAS,82,56,2401,8.8,17.5,0.503,0.0,0.1,0.0,8.8,17.5,0.505,4.0,7.7,0.514,4.9,8.1,13.0,1.2,2.0,2.0,3.5,4.2,21.6,0,100,106
Michael Anderson,PG,22,SAS,36,12,730,4.6,11.0,0.41700000000000004,0.1,0.4,0.14300000000000002,4.5,10.6,0.429,3.6,5.2,0.695,2.8,2.8,5.6,9.7,2.8,0.2,5.3,4.0,12.9,0,93,109
Richard Anderson,PF,28,POR,72,3,1082,6.2,14.9,0.41700000000000004,2.1,6.0,0.348,4.1,8.8,0.46399999999999997,1.4,1.6,0.8420000000000001,2.6,7.2,9.9,4.2,1.9,0.5,2.3,4.3,15.8,0,109,107
Ron Anderson,SF,30,PHI,82,12,2618,10.5,21.4,0.491,0.0,0.2,0.182,10.5,21.2,0.494,3.6,4.3,0.856,3.1,4.4,7.6,2.6,1.3,0.4,2.3,3.1,24.7,0,110,114
Willie Anderson,SF,22,SAS,81,79,2738,10.8,21.6,0.498,0.1,0.4,0.19,10.7,21.3,0.503,3.8,4.9,0.775,2.6,4.5,7.0,6.3,2.5,1.0,4.4,5.0,25.4,0,105,108
John Bagley,PG,28,NJN,68,20,1642,5.8,14.0,0.41600000000000004,0.3,1.6,0.204,5.5,12.5,0.44299999999999995,2.6,3.6,0.7240000000000001,1.1,3.2,4.2,11.4,2.1,0.1,4.6,3.4,14.6,0,96,111
Thurl Bailey,SF,27,UTA,82,3,2777,10.9,22.4,0.483,0.0,0.1,0.4,10.8,22.4,0.484,6.4,7.8,0.825,2.0,5.9,7.9,2.4,0.8,1.6,3.7,3.3,28.1,0,105,104
