Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Tariq Abdul-Wahad,SG,24,SAC,49,49,1205,7.3,16.9,0.435,0.2,0.9,0.28600000000000003,7.1,16.0,0.44299999999999995,3.9,5.6,0.691,3.0,4.7,7.7,2.1,2.1,0.7,2.9,5.0,18.8,0,98,104
Shareef Abdur-Rahim,SF,22,VAN,50,50,2021,10.3,23.8,0.43200000000000005,0.3,1.0,0.306,10.0,22.9,0.43799999999999994,9.8,11.7,0.841,3.0,6.9,10.0,4.6,1.8,1.5,5.0,3.7,30.7,0,104,107
Cory Alexander,PG,25,DEN,36,4,778,6.6,17.7,0.373,2.0,7.2,0.28600000000000003,4.6,10.6,0.43200000000000005,2.5,3.0,0.841,0.5,4.6,5.0,8.1,2.4,0.3,4.7,5.3,17.8,0,92,111
Ray Allen*,SG,23,MIL,50,50,1719,9.7,21.6,0.45,2.4,6.7,0.35600000000000004,7.3,14.9,0.49200000000000005,5.6,6.3,0.903,1.8,5.0,6.8,5.7,1.7,0.2,3.9,3.8,27.5,0,110,106
Peter Aluma,C,25,SAC,2,0,5,10.0,20.0,0.5,0.0,0.0,0.0,10.0,20.0,0.5,0.0,0.0,0.0,10.0,10.0,20.0,0.0,10.0,10.0,20.0,40.0,20.0,0,55,73
Derek Anderson,SG,24,CLE,38,13,978,7.1,17.8,0.39799999999999996,1.2,3.9,0.304,5.9,13.9,0.424,7.8,9.4,0.836,1.1,5.1,6.2,8.2,2.7,0.2,4.7,4.1,23.2,0,101,102
Kenny Anderson,PG,28,BOS,34,33,1010,8.4,18.5,0.451,0.3,1.2,0.25,8.1,17.3,0.465,4.4,5.2,0.8320000000000001,1.2,4.1,5.4,10.0,1.7,0.1,3.7,4.1,21.4,0,107,106
Nick Anderson,SF,31,ORL,47,39,1581,8.6,21.9,0.395,3.3,9.5,0.34700000000000003,5.4,12.4,0.433,3.4,5.5,0.611,1.7,7.7,9.5,3.1,2.2,0.5,2.8,2.5,24.0,0,100,97
Shandon Anderson,SG,25,UTA,50,2,1072,8.3,18.7,0.446,0.7,2.1,0.341,7.6,16.6,0.46,4.6,6.4,0.7120000000000001,2.5,4.3,6.8,2.9,2.0,0.5,3.4,4.6,22.0,0,99,101
Chris Anstey,C,24,DAL,41,4,470,5.7,15.9,0.36,0.0,0.8,0.0,5.7,15.1,0.379,3.9,5.5,0.708,4.0,7.1,11.1,3.1,2.1,1.5,3.0,11.2,15.4,0,91,103
Greg Anthony,PG,31,POR,50,0,806,6.9,16.8,0.414,3.3,8.3,0.392,3.7,8.4,0.43700000000000006,4.1,5.9,0.6970000000000001,0.9,3.3,4.2,6.7,4.4,0.2,3.7,5.0,21.3,0,107,96
B.J. Armstrong,PG,31,TOT,32,1,358,6.0,13.2,0.455,1.1,2.3,0.467,5.0,11.0,0.452,2.7,3.2,0.857,0.3,5.6,5.9,9.2,1.8,0.0,3.8,4.7,15.8,0,104,102
Darrell Armstrong,PG,30,ORL,50,15,1502,8.3,18.8,0.441,2.5,6.8,0.365,5.8,12.0,0.483,5.8,6.4,0.904,1.9,4.6,6.5,12.1,3.9,0.1,5.7,3.2,24.8,0,110,96
Keith Askins,SF,31,MIA,33,13,415,2.7,8.5,0.32299999999999995,1.1,4.0,0.276,1.6,4.5,0.364,0.7,1.1,0.625,1.4,4.6,6.0,1.4,2.3,0.4,1.8,7.9,7.2,0,82,100
Stacey Augmon,SF,30,POR,48,21,874,4.8,10.7,0.44799999999999995,0.0,0.1,0.0,4.8,10.6,0.45299999999999996,3.2,4.7,0.684,2.9,4.8,7.7,3.6,3.5,1.1,1.8,5.0,12.8,0,108,96
Isaac Austin,C,29,ORL,49,49,1259,7.9,19.4,0.408,0.1,0.3,0.28600000000000003,7.9,19.1,0.41,4.5,6.7,0.669,3.6,6.6,10.2,3.8,2.0,1.5,4.9,5.4,20.5,0,89,97
