Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,39,LAL,78,78,2441,10.8,19.2,0.564,0.0,0.1,0.33299999999999996,10.8,19.2,0.565,4.7,6.6,0.7140000000000001,2.9,7.2,10.1,3.9,0.9,1.9,3.6,4.7,26.4,0,114,107
Alvan Adams,C,32,PHO,68,40,1690,8.7,17.2,0.503,0.0,0.0,0.0,8.7,17.2,0.504,3.7,4.7,0.7879999999999999,2.5,6.9,9.4,6.2,1.7,1.0,3.9,5.8,21.1,0,106,109
Michael Adams,PG,24,WSB,63,0,1303,5.9,14.5,0.40700000000000003,1.0,3.8,0.275,4.9,10.7,0.45399999999999996,3.9,4.6,0.847,1.4,3.1,4.5,9.0,3.1,0.2,3.0,3.2,16.7,0,109,108
Rafael Addison,SF,22,PHO,62,12,711,9.7,21.9,0.441,1.1,3.3,0.32,8.6,18.6,0.46299999999999997,3.4,4.2,0.797,2.7,4.3,7.0,3.0,1.8,0.5,3.6,5.0,23.8,0,98,111
Mark Aguirre,SF,27,DAL,80,80,2663,14.1,28.5,0.495,1.0,2.7,0.353,13.2,25.8,0.51,7.7,10.0,0.77,3.2,4.4,7.7,4.6,1.5,0.5,3.9,4.4,36.9,0,114,111
Danny Ainge,SG,27,BOS,71,66,2499,8.0,16.4,0.486,1.7,3.7,0.44299999999999995,6.3,12.7,0.498,2.9,3.2,0.897,1.0,3.8,4.7,7.8,2.0,0.3,2.7,3.7,20.5,0,115,109
Mark Alarie,PF,23,DEN,64,25,1110,8.8,18.0,0.49,0.1,0.4,0.222,8.8,17.7,0.495,2.7,4.1,0.6629999999999999,3.0,5.7,8.7,3.0,0.9,1.1,2.3,5.6,20.5,0,106,111
Richard Anderson,PF,26,HOU,51,0,312,9.1,21.4,0.424,0.6,2.5,0.25,8.5,18.9,0.447,3.4,4.5,0.759,3.7,8.5,12.2,5.1,1.1,0.5,2.9,5.7,22.2,0,102,106
Ron Anderson,SF,28,IND,63,0,721,9.4,19.8,0.473,0.0,0.3,0.0,9.4,19.5,0.48100000000000004,5.7,7.3,0.787,4.9,5.3,10.2,3.6,2.1,0.2,3.7,4.4,24.5,0,106,107
John Bagley,PG,26,CLE,72,67,2182,6.8,15.9,0.426,0.7,2.2,0.301,6.1,13.7,0.447,2.5,3.0,0.831,1.2,4.3,5.5,8.2,2.0,0.2,3.5,2.5,16.7,0,101,108
James Bailey,PF,29,NJN,34,2,542,9.7,20.8,0.469,0.0,0.0,0.0,9.7,20.8,0.469,5.0,7.0,0.725,4.2,7.7,11.9,1.7,1.0,2.0,4.7,10.3,24.5,0,97,109
Thurl Bailey,PF,25,UTA,81,2,2155,10.0,22.4,0.447,0.0,0.0,0.0,10.0,22.3,0.44799999999999995,4.1,5.1,0.805,3.1,6.2,9.3,2.2,0.8,1.9,2.7,3.2,24.1,0,101,106
Greg Ballard,SF,32,GSW,82,7,1579,7.4,16.9,0.44,0.4,1.2,0.375,7.0,15.7,0.445,2.0,2.7,0.747,3.0,7.2,10.2,3.2,1.5,0.4,2.1,5.0,17.3,0,103,111
Gene Banks,SF,27,CHI,63,39,1822,6.8,12.7,0.539,0.0,0.1,0.0,6.8,12.6,0.545,3.1,4.0,0.767,3.2,5.3,8.5,4.7,1.4,0.5,3.1,4.8,16.8,0,111,109
Charles Barkley*,PF,23,PHI,68,62,2740,10.0,16.9,0.594,0.4,1.9,0.20199999999999999,9.7,15.0,0.643,7.7,10.2,0.7609999999999999,7.0,10.9,17.9,6.0,2.1,1.9,5.8,4.5,28.2,0,119,104
John Battle,SG,24,ATL,64,8,804,8.8,19.3,0.457,0.0,0.6,0.0,8.8,18.7,0.47200000000000003,5.7,7.7,0.738,1.0,2.7,3.7,7.6,1.8,0.3,3.7,4.7,23.3,0,107,109
William Bedford,C,23,PHO,50,18,979,6.8,17.2,0.397,0.0,0.0,0.0,6.8,17.2,0.39799999999999996,2.4,4.1,0.581,3.8,8.0,11.8,2.7,0.9,1.8,4.1,6.0,16.1,0,85,109
Benoit Benjamin,C,22,LAC,72,61,2230,6.7,14.9,0.449,0.0,0.0,0.0,6.7,14.9,0.45,3.9,5.5,0.715,2.8,9.5,12.3,2.8,1.3,3.9,3.9,5.3,17.4,0,94,108
Kent Benson,C,32,UTA,73,2,895,7.3,16.4,0.44299999999999995,0.1,0.4,0.28600000000000003,7.2,16.1,0.447,2.4,3.0,0.81,4.2,7.8,12.0,2.0,2.0,1.5,2.3,7.2,17.1,0,100,102
