Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Álex Abrines,SG,23,OKC,68,6,1055,6.2,15.9,0.39299999999999996,4.4,11.5,0.381,1.9,4.4,0.426,2.0,2.3,0.898,0.8,3.2,4.0,1.9,1.7,0.4,1.5,5.3,18.9,0,113,110
Quincy Acy,PF,26,TOT,38,1,558,6.0,14.6,0.41200000000000003,3.2,7.7,0.41100000000000003,2.8,6.8,0.413,3.9,5.1,0.75,1.7,8.1,9.8,1.5,1.2,1.3,1.8,5.7,19.0,0,109,110
Steven Adams,C,23,OKC,80,80,2389,7.7,13.5,0.5710000000000001,0.0,0.0,0.0,7.7,13.4,0.5720000000000001,3.2,5.3,0.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,0,114,107
Arron Afflalo,SG,31,SAC,61,45,1580,5.9,13.5,0.44,2.0,4.8,0.41100000000000003,3.9,8.6,0.457,2.7,3.0,0.892,0.3,3.7,4.0,2.5,0.7,0.2,1.3,3.3,16.5,0,109,116
Alexis Ajinça,C,28,NOP,39,15,584,7.5,14.9,0.5,0.0,0.3,0.0,7.5,14.6,0.511,2.4,3.4,0.725,3.9,11.0,14.8,1.0,1.7,1.8,2.6,6.5,17.4,0,101,104
Cole Aldrich,C,28,MIN,62,0,531,4.3,8.2,0.523,0.0,0.0,0.0,4.3,8.2,0.523,1.4,2.1,0.682,4.9,10.2,15.1,2.4,2.4,2.2,1.6,8.1,10.0,0,118,107
LaMarcus Aldridge,PF,31,SAS,72,72,2335,10.9,22.9,0.47700000000000004,0.5,1.2,0.41100000000000003,10.4,21.7,0.48,4.8,5.9,0.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,0,111,104
Lavoy Allen,PF,27,IND,61,5,871,4.4,9.7,0.45799999999999996,0.0,0.1,0.0,4.4,9.6,0.461,1.3,1.9,0.6970000000000001,6.0,6.6,12.6,3.3,1.0,1.4,1.7,4.5,10.2,0,114,110
Tony Allen,SG,35,MEM,71,66,1914,7.4,16.2,0.461,0.4,1.5,0.278,7.0,14.7,0.479,2.2,3.5,0.615,4.5,6.1,10.6,2.7,3.1,0.8,2.7,4.8,17.5,0,101,105
Al-Farouq Aminu,PF,26,POR,61,25,1773,5.1,13.1,0.39299999999999996,2.0,5.9,0.33,3.2,7.1,0.445,2.7,3.8,0.706,2.2,10.5,12.6,2.8,1.7,1.2,2.6,2.9,14.9,0,100,108
Chris Andersen,C,38,CLE,12,0,114,3.9,9.6,0.409,0.0,1.3,0.0,3.9,8.3,0.474,4.4,6.1,0.7140000000000001,3.9,9.6,13.6,2.2,2.2,3.1,2.2,8.8,12.3,0,107,104
Alan Anderson,SF,34,LAC,30,0,308,4.9,13.0,0.375,2.3,7.1,0.318,2.6,5.8,0.444,1.9,2.6,0.75,0.5,3.4,3.9,1.8,0.5,0.0,1.1,5.7,14.0,0,100,114
Justin Anderson,SF,23,TOT,75,10,1228,7.7,18.1,0.424,2.4,8.0,0.299,5.3,10.1,0.522,4.2,5.3,0.7909999999999999,2.8,7.3,10.1,2.7,1.7,0.9,2.7,4.5,21.9,0,104,108
Kyle Anderson,SF,23,SAS,72,14,1020,4.6,10.4,0.445,0.7,2.0,0.375,3.9,8.4,0.462,2.2,2.8,0.789,1.6,8.7,10.4,4.5,2.5,1.3,1.9,3.1,12.3,0,109,101
Ryan Anderson,PF,28,HOU,72,72,2116,7.3,17.5,0.418,4.6,11.5,0.40299999999999997,2.7,6.1,0.446,2.9,3.4,0.86,2.5,4.9,7.5,1.5,0.7,0.3,1.2,3.2,22.2,0,119,113
Giannis Antetokounmpo,SF,22,MIL,80,80,2845,11.7,22.5,0.521,0.9,3.2,0.272,10.8,19.3,0.563,8.4,10.9,0.77,2.5,10.0,12.5,7.7,2.3,2.7,4.2,4.4,32.7,0,116,104
Carmelo Anthony,SF,32,NYK,74,74,2538,11.9,27.4,0.433,3.0,8.3,0.359,8.9,19.1,0.466,6.0,7.2,0.833,1.2,7.4,8.6,4.2,1.2,0.7,3.0,3.9,32.7,0,108,113
Joel Anthony,C,34,SAS,19,0,122,4.2,6.7,0.625,0.0,0.0,0.0,4.2,6.7,0.625,2.1,3.3,0.625,3.3,9.6,12.9,1.3,0.8,2.5,1.7,4.6,10.4,0,121,102
Trevor Ariza,SF,31,HOU,80,80,2773,5.6,13.8,0.409,3.3,9.6,0.344,2.3,4.2,0.556,1.6,2.2,0.738,0.9,7.0,7.9,3.0,2.5,0.3,1.3,2.3,16.2,0,113,108
Darrell Arthur,PF,28,DEN,41,7,639,7.3,16.4,0.442,4.1,8.9,0.45299999999999996,3.2,7.5,0.429,1.5,1.7,0.8640000000000001,1.9,6.6,8.6,3.2,1.5,1.6,2.8,5.8,20.0,0,110,112
Ömer Aşık,C,30,NOP,31,19,482,3.1,6.6,0.47700000000000004,0.0,0.0,0.0,3.1,6.6,0.47700000000000004,2.3,4.0,0.59,4.9,11.7,16.6,1.5,0.5,1.0,1.4,5.2,8.6,0,114,107
D.J. Augustin,PG,29,ORL,78,20,1538,6.3,16.7,0.377,3.1,8.8,0.34700000000000003,3.2,7.8,0.41200000000000003,4.2,5.2,0.8140000000000001,0.5,3.3,3.8,6.7,1.0,0.0,2.9,3.3,19.9,0,104,115
Luke Babbitt,SF,27,MIA,68,55,1065,5.3,13.3,0.402,4.1,9.9,0.414,1.2,3.4,0.366,0.5,0.7,0.733,0.6,6.1,6.7,1.7,0.9,0.5,1.2,5.6,15.3,0,110,109
Ron Baker,SG,23,NYK,52,13,857,4.8,12.7,0.37799999999999995,1.3,5.0,0.267,3.4,7.6,0.45,1.6,2.5,0.6509999999999999,0.7,5.0,5.7,6.2,2.0,0.5,3.3,4.3,12.5,0,92,113
Wade Baldwin,PG,20,MEM,33,1,405,4.6,14.8,0.313,0.4,2.8,0.136,4.2,11.9,0.355,4.0,4.8,0.838,1.4,4.5,5.9,7.8,2.3,0.9,5.0,5.1,13.6,0,83,107
Leandro Barbosa,SG,34,PHO,67,0,963,8.6,19.5,0.439,1.7,4.9,0.35700000000000004,6.8,14.6,0.466,2.0,2.2,0.889,0.7,4.4,5.2,4.0,1.5,0.4,2.4,4.1,20.8,0,103,114
J.J. Barea,PG,32,DAL,35,6,771,9.6,23.2,0.414,3.6,10.0,0.358,6.0,13.2,0.456,3.0,3.4,0.863,0.6,5.1,5.7,13.0,0.9,0.1,4.3,2.0,25.7,0,106,112
Harrison Barnes,PF,24,DAL,79,79,2803,11.1,23.8,0.46799999999999997,1.4,4.1,0.35100000000000003,9.7,19.6,0.49200000000000005,4.5,5.2,0.861,1.7,5.6,7.3,2.2,1.2,0.3,1.9,2.4,28.2,0,106,111
Matt Barnes,SF,36,TOT,74,18,1777,5.2,13.3,0.391,2.4,7.4,0.331,2.8,5.9,0.467,2.0,2.5,0.787,2.0,8.8,10.8,5.5,1.4,0.7,3.0,5.2,14.8,0,102,109
Will Barton,SG,26,DEN,60,19,1705,8.4,19.1,0.44299999999999995,2.5,6.7,0.37,6.0,12.3,0.483,4.1,5.4,0.753,1.7,5.8,7.4,5.9,1.4,0.8,2.8,3.2,23.5,0,112,114
Brandon Bass,PF,31,LAC,52,0,577,9.3,16.1,0.575,0.1,0.3,0.33299999999999996,9.2,15.8,0.579,6.7,7.6,0.875,3.7,7.4,11.2,1.8,1.2,1.0,2.5,3.9,25.3,0,125,109
Nicolas Batum,SG,28,CHO,77,77,2617,7.5,18.7,0.40299999999999997,2.6,7.8,0.33299999999999996,4.9,10.9,0.45299999999999996,4.7,5.4,0.856,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,0,105,108
Jerryd Bayless,PG,28,PHI,3,1,71,7.5,22.0,0.344,1.4,3.4,0.4,6.2,18.5,0.33299999999999996,6.2,6.9,0.9,2.1,6.2,8.2,8.9,0.0,0.0,6.2,2.7,22.6,0,90,114
Aron Baynes,C,30,DET,75,2,1163,6.2,12.1,0.513,0.0,0.0,0.0,6.2,12.1,0.513,3.4,4.1,0.84,4.8,9.6,14.5,1.4,0.7,1.7,2.2,7.2,15.9,0,114,106
Kent Bazemore,SF,27,ATL,73,64,1963,7.4,18.1,0.409,2.3,6.7,0.34600000000000003,5.1,11.4,0.446,3.0,4.2,0.708,1.1,4.7,5.8,4.4,2.3,1.3,3.1,4.1,20.1,0,97,106
Bradley Beal,SG,23,WAS,77,77,2684,11.7,24.3,0.48200000000000004,4.1,10.1,0.40399999999999997,7.6,14.1,0.5379999999999999,5.2,6.3,0.825,1.0,3.4,4.4,4.9,1.5,0.4,2.9,3.1,32.7,0,117,112
Malik Beasley,SG,20,DEN,22,1,165,9.8,21.6,0.452,2.7,8.3,0.321,7.1,13.3,0.5329999999999999,2.4,3.0,0.8,1.5,3.6,5.0,3.3,2.1,0.0,2.4,3.0,24.6,0,107,114
Michael Beasley,PF,28,MIL,56,6,935,11.7,22.1,0.532,1.0,2.3,0.419,10.8,19.7,0.545,4.2,5.7,0.743,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,0,106,109
Marco Belinelli,SG,30,CHO,74,0,1778,7.4,17.4,0.429,2.9,8.0,0.36,4.6,9.4,0.488,4.2,4.7,0.893,0.4,4.6,5.0,4.1,1.2,0.3,2.0,2.5,22.0,0,110,112
DeAndre' Bembry,SF,22,ATL,38,1,371,6.2,13.0,0.48,0.1,2.4,0.055999999999999994,6.1,10.6,0.575,0.8,2.1,0.375,1.9,6.0,7.8,3.7,1.1,0.7,2.1,2.8,13.4,0,97,108
Dragan Bender,PF,19,PHO,43,0,574,4.8,13.4,0.354,2.3,8.4,0.27699999999999997,2.4,5.0,0.483,0.3,0.9,0.364,1.9,6.7,8.6,1.9,0.8,1.8,2.7,6.2,12.2,0,86,113
Anthony Bennett,PF,23,BRK,23,1,264,6.8,16.5,0.413,2.3,8.6,0.271,4.5,7.9,0.568,4.7,6.5,0.722,4.5,9.5,14.0,2.2,0.9,0.5,2.2,3.2,20.7,0,110,111
Ben Bentil,PF,21,DAL,3,0,10,0.0,15.6,0.0,0.0,5.2,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,10.4,10.4,0.0,0.0,0.0,5.2,5.2,0.0,0,0,111
Dāvis Bertāns,PF,24,SAS,67,6,808,6.5,14.8,0.44,4.4,10.9,0.39899999999999997,2.1,3.8,0.557,1.8,2.1,0.8240000000000001,1.4,4.8,6.2,2.9,1.3,1.8,2.0,4.7,19.1,0,115,105
Patrick Beverley,SG,28,HOU,67,67,2058,5.3,12.7,0.42,2.6,6.7,0.382,2.8,5.9,0.46299999999999997,1.7,2.2,0.768,2.2,6.9,9.2,6.6,2.3,0.6,2.3,5.2,14.9,0,116,108
Bismack Biyombo,C,24,ORL,81,27,1793,4.9,9.4,0.528,0.0,0.0,0.0,4.9,9.4,0.528,3.5,6.5,0.534,4.3,11.3,15.7,2.0,0.7,2.5,2.6,5.6,13.4,0,106,108
Nemanja Bjelica,PF,28,MIN,65,1,1190,6.4,15.2,0.424,2.4,7.5,0.316,4.0,7.6,0.531,1.9,2.6,0.738,2.4,8.0,10.4,3.4,1.7,0.9,2.5,6.6,17.2,0,105,111
Tarik Black,C,25,LAL,67,16,1091,6.7,13.1,0.51,0.0,0.1,0.5,6.7,13.0,0.51,3.7,4.9,0.752,6.4,8.9,15.3,1.7,1.3,2.0,2.6,7.7,17.1,0,114,111
Eric Bledsoe,PG,27,PHO,66,66,2176,9.9,22.7,0.434,2.3,6.8,0.335,7.6,15.9,0.47700000000000004,8.5,10.1,0.847,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,0,111,112
