Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Alaa Abdelnaby,PF,26,TOT,54,0,506,12.1,23.8,0.511,0.0,0.2,0.0,12.1,23.5,0.515,2.1,3.6,0.5710000000000001,3.8,7.9,11.7,1.3,1.5,1.2,4.6,10.7,26.3,0,94,105
Mahmoud Abdul-Rauf,PG,25,DEN,73,43,2082,11.9,25.3,0.47,2.1,5.4,0.386,9.8,19.9,0.49200000000000005,3.5,3.9,0.885,0.8,2.6,3.5,6.6,1.9,0.2,3.0,3.2,29.4,0,112,112
Michael Adams,PG,32,CHH,29,0,443,8.0,17.6,0.45299999999999996,3.4,9.6,0.358,4.5,8.0,0.5670000000000001,3.0,3.6,0.833,0.7,2.7,3.4,11.3,2.7,0.1,3.1,4.9,22.3,0,119,107
Rafael Addison,SF,30,DET,79,16,1776,8.1,17.0,0.47600000000000003,0.7,2.4,0.289,7.4,14.6,0.507,2.1,2.9,0.747,1.9,5.1,7.0,3.2,1.5,0.7,2.2,6.8,19.0,0,105,114
Danny Ainge,SG,35,PHO,74,1,1374,7.1,15.4,0.46,2.8,7.8,0.364,4.2,7.6,0.5579999999999999,3.8,4.7,0.8079999999999999,0.9,3.1,4.0,7.6,1.7,0.3,2.9,5.6,20.8,0,119,113
Victor Alexander,C,25,GSW,50,29,1237,9.1,17.7,0.515,0.2,1.0,0.24,8.9,16.7,0.531,1.4,2.4,0.6,3.4,8.1,11.5,2.4,1.1,1.1,3.0,5.7,19.9,0,102,111
Derrick Alston,C,22,PHI,64,1,1032,6.1,13.2,0.465,0.0,0.2,0.0,6.1,13.0,0.47200000000000003,3.0,6.1,0.49200000000000005,5.0,6.2,11.2,1.7,2.0,1.8,2.7,5.5,15.3,0,99,109
Greg Anderson,PF,30,ATL,51,0,622,4.9,8.9,0.5479999999999999,0.0,0.0,0.0,4.9,8.9,0.5479999999999999,2.9,6.1,0.479,5.3,10.8,16.1,1.5,2.0,2.7,2.7,8.8,12.7,0,105,100
Kenny Anderson,PG,24,NJN,72,70,2689,8.0,19.9,0.39899999999999997,1.9,5.7,0.33,6.1,14.3,0.426,6.7,8.0,0.841,1.4,3.4,4.8,13.2,2.0,0.3,4.4,3.6,24.5,0,112,111
Nick Anderson,SG,27,ORL,76,76,2588,8.6,18.0,0.47600000000000003,3.5,8.4,0.415,5.1,9.6,0.528,2.8,4.0,0.7040000000000001,1.7,4.9,6.5,6.1,2.4,0.4,2.7,2.4,23.4,0,119,108
Willie Anderson,SG,28,SAS,38,11,556,6.9,14.8,0.469,0.3,1.7,0.158,6.7,13.0,0.51,2.7,3.7,0.732,1.4,3.7,5.0,4.7,2.4,0.9,3.5,6.5,16.9,0,99,106
Greg Anthony,PG,27,NYK,61,2,943,7.1,16.4,0.43700000000000006,3.1,8.7,0.361,4.0,7.7,0.522,3.4,4.2,0.789,0.4,3.2,3.6,8.9,2.8,0.4,3.2,5.5,20.8,0,113,104
B.J. Armstrong,PG,27,CHI,82,82,2577,8.5,18.1,0.46799999999999997,2.2,5.1,0.42700000000000005,6.3,13.0,0.484,4.2,4.7,0.884,0.5,3.3,3.8,4.9,1.7,0.2,2.1,3.2,23.3,0,119,108
Darrell Armstrong,PG,26,ORL,3,0,8,18.9,50.5,0.375,12.6,37.9,0.33299999999999996,6.3,12.6,0.5,12.6,12.6,1.0,6.3,0.0,6.3,18.9,6.3,0.0,6.3,18.9,63.1,0,127,103
Vincent Askew,SG,28,SEA,71,1,1721,7.2,14.7,0.49200000000000005,0.9,2.7,0.33,6.3,12.0,0.529,5.1,7.0,0.7390000000000001,1.9,3.4,5.3,5.1,1.4,0.4,2.5,5.6,20.5,0,118,111
Keith Askins,SF,27,MIA,50,5,854,4.9,12.5,0.391,1.3,4.7,0.26899999999999996,3.6,7.8,0.465,2.8,3.4,0.807,5.2,6.8,12.0,2.4,2.1,1.0,1.5,6.6,13.9,0,114,108
Stacey Augmon,SG,26,ATL,76,76,2362,9.0,19.8,0.45299999999999996,0.2,0.6,0.26899999999999996,8.8,19.2,0.45899999999999996,5.7,7.8,0.728,3.6,4.8,8.3,4.5,2.3,1.1,3.4,3.7,23.8,0,106,106
Anthony Avent,PF,25,ORL,71,3,1066,5.0,11.6,0.43,0.0,0.0,0.0,5.0,11.6,0.43,2.3,3.6,0.64,4.6,9.3,13.9,1.9,1.3,2.4,2.5,8.0,12.2,0,100,105
Vin Baker,PF,23,MIL,82,82,3361,9.2,18.9,0.483,0.1,0.4,0.292,9.0,18.6,0.48700000000000004,3.9,6.7,0.593,4.5,8.6,13.0,4.6,1.3,1.8,3.4,4.3,22.4,0,106,109
Charles Barkley*,PF,31,PHO,68,66,2382,11.6,24.0,0.486,1.6,4.6,0.33799999999999997,10.1,19.4,0.521,8.0,10.6,0.748,4.3,11.6,15.9,5.8,2.3,0.9,3.2,4.2,32.8,0,119,105
Dana Barros,PG,27,PHI,82,82,3318,9.1,18.5,0.49,3.1,6.8,0.46399999999999997,5.9,11.8,0.505,5.5,6.1,0.899,0.4,3.9,4.4,9.8,2.4,0.1,3.8,2.5,26.8,0,124,111
Jon Barry,SG,25,MIL,52,0,602,4.9,11.5,0.425,1.4,4.1,0.33299999999999996,3.5,7.4,0.47700000000000004,5.2,6.9,0.763,1.3,2.9,4.2,7.3,2.6,0.3,3.5,4.6,16.4,0,111,112
John Battle,SG,32,CLE,28,0,280,8.7,23.0,0.377,2.2,6.3,0.355,6.5,16.8,0.386,3.8,5.3,0.731,0.6,1.6,2.2,7.5,1.6,0.2,3.4,5.7,23.4,0,98,109
Sergei Bazarevich,PG,29,ATL,10,0,74,7.9,15.9,0.5,0.7,4.3,0.16699999999999998,7.2,11.6,0.625,5.1,6.5,0.778,0.7,4.3,5.1,10.1,0.7,0.7,5.1,7.2,21.7,0,109,109
Benoit Benjamin,C,30,NJN,61,57,1598,8.8,17.3,0.51,0.0,0.0,0.0,8.8,17.3,0.51,4.3,5.7,0.76,3.1,11.3,14.3,1.2,0.7,2.1,4.1,4.9,22.0,0,100,106
Elmer Bennett,PG,24,CLE,4,0,18,18.9,34.6,0.545,0.0,6.3,0.0,18.9,28.3,0.667,9.4,12.6,0.75,0.0,3.1,3.1,9.4,12.6,0.0,9.4,9.4,47.2,0,102,85
Tony Bennett,PG,25,CHH,3,0,46,6.9,14.9,0.462,2.3,10.3,0.222,4.6,4.6,1.0,0.0,0.0,0.0,0.0,2.3,2.3,4.6,0.0,0.0,3.4,6.9,16.0,0,94,114
David Benoit,SF,26,UTA,71,67,1841,8.0,16.5,0.486,1.1,3.2,0.33,7.0,13.3,0.523,3.7,4.4,0.841,2.7,7.7,10.4,1.6,1.3,1.3,2.1,5.2,20.8,0,112,106
James Blackwell,PG,26,TOT,13,0,80,5.1,8.4,0.615,0.0,0.0,0.0,5.1,8.4,0.615,1.3,1.9,0.667,1.3,5.8,7.1,7.1,2.6,0.0,3.2,5.1,11.6,0,112,109
Mookie Blaylock,PG,27,ATL,80,80,3069,8.9,20.9,0.425,3.5,9.7,0.359,5.4,11.2,0.48200000000000004,2.7,3.7,0.7290000000000001,2.0,4.8,6.8,10.7,3.5,0.5,4.2,2.9,23.9,0,110,104
Corie Blount,PF,26,CHI,68,9,889,5.9,12.3,0.47600000000000003,0.0,0.1,0.0,5.9,12.2,0.48100000000000004,2.2,3.9,0.5670000000000001,6.3,7.8,14.1,3.5,1.5,1.9,3.5,8.6,14.0,0,103,103
Muggsy Bogues,PG,30,CHH,78,78,2629,7.0,14.6,0.47700000000000004,0.1,0.6,0.2,6.8,14.0,0.489,3.2,3.6,0.889,1.0,4.1,5.1,13.5,2.1,0.0,2.6,3.0,17.3,0,119,108
Manute Bol,C,32,GSW,5,2,81,3.6,6.1,0.6,1.8,3.0,0.6,1.8,3.0,0.6,0.0,0.0,0.0,0.6,6.7,7.3,0.0,0.0,5.4,0.6,6.1,9.1,0,134,111
Walter Bond,SG,25,TOT,23,0,290,7.0,15.0,0.46399999999999997,2.7,7.3,0.366,4.3,7.7,0.5579999999999999,2.5,3.6,0.7,1.4,4.3,5.7,4.3,1.1,0.7,3.0,8.4,19.1,0,107,110
Anthony Bonner,PF,26,NYK,58,23,1126,4.1,9.0,0.456,0.0,0.2,0.2,4.1,8.8,0.46299999999999997,2.1,3.1,0.657,5.3,7.0,12.3,3.7,2.2,1.1,3.7,7.4,10.3,0,98,102
Anthony Bowie,SG,31,ORL,77,4,1261,7.1,14.8,0.48,0.5,1.6,0.3,6.6,13.2,0.502,2.4,2.9,0.836,2.2,3.4,5.6,6.4,1.9,0.8,3.4,5.5,17.1,0,107,110
Sam Bowie,C,33,LAL,67,10,1225,4.9,11.0,0.442,0.1,0.5,0.182,4.8,10.5,0.45299999999999996,2.8,3.7,0.764,3.0,8.9,11.9,4.9,0.9,3.3,3.7,7.5,12.6,0,97,107
Shawn Bradley,C,22,PHI,82,59,2365,7.0,15.5,0.455,0.0,0.1,0.0,7.0,15.4,0.457,3.3,5.2,0.638,5.4,9.3,14.7,1.2,1.2,6.1,3.2,7.5,17.3,0,99,104
Terrell Brandon,PG,24,CLE,67,41,1961,9.8,22.0,0.44799999999999995,1.4,3.5,0.397,8.5,18.5,0.457,4.6,5.4,0.855,1.0,4.4,5.4,10.5,3.1,0.4,4.2,3.4,25.7,0,108,104
Tim Breaux,SF,24,HOU,42,2,340,6.7,18.1,0.37200000000000005,0.9,3.7,0.24,5.8,14.4,0.406,4.8,7.3,0.653,2.4,2.7,5.1,2.2,1.6,0.6,2.4,3.7,19.2,0,94,112
Scott Brooks,PG,29,TOT,59,0,808,7.9,17.3,0.45799999999999996,1.6,4.3,0.36200000000000004,6.3,12.9,0.49,4.0,5.0,0.81,0.9,3.3,4.1,7.3,2.1,0.3,3.0,3.5,21.4,0,115,111
Chucky Brown,SF,26,HOU,41,14,814,6.6,10.9,0.603,0.1,0.2,0.33299999999999996,6.5,10.7,0.608,2.4,3.9,0.613,4.0,7.8,11.8,1.9,0.7,0.9,1.8,6.6,15.6,0,121,109
Dee Brown,SG,26,BOS,79,69,2792,8.0,17.9,0.447,2.3,6.0,0.385,5.7,11.9,0.478,4.3,5.1,0.852,1.2,3.4,4.6,5.5,2.0,0.9,2.7,3.3,22.6,0,116,112
Mike Brown,C,31,MIN,27,0,213,2.5,9.9,0.25,0.0,0.2,0.0,2.5,9.6,0.256,3.7,6.7,0.556,2.2,8.9,11.1,2.5,1.7,0.0,3.9,8.6,8.6,0,68,110
P.J. Brown,C,25,NJN,80,63,2466,5.4,12.0,0.446,0.1,0.5,0.16699999999999998,5.3,11.5,0.45799999999999996,2.9,4.4,0.6709999999999999,3.8,6.5,10.3,2.8,1.5,2.8,1.7,5.5,13.7,0,108,107
Randy Brown,PG,26,SAC,67,2,1086,5.9,13.7,0.43200000000000005,0.7,2.2,0.298,5.3,11.5,0.45799999999999996,2.6,3.9,0.6709999999999999,1.1,4.0,5.2,6.4,4.7,0.9,3.7,7.3,15.2,0,97,102
Mark Bryant,PF,29,POR,49,0,658,7.9,14.9,0.526,0.1,0.2,0.5,7.8,14.8,0.526,3.2,4.9,0.6509999999999999,4.3,8.2,12.5,2.2,1.5,1.2,3.0,8.5,19.0,0,109,105
Jud Buechler,SF,26,CHI,57,0,605,7.8,15.8,0.49200000000000005,1.3,4.1,0.313,6.5,11.6,0.556,1.9,3.4,0.564,3.1,5.3,8.4,4.3,2.1,1.0,2.6,5.5,18.7,0,110,105
Scott Burrell,SF,24,CHH,65,62,2014,7.2,15.5,0.467,2.5,6.1,0.409,4.7,9.4,0.506,2.6,3.8,0.6940000000000001,2.5,7.1,9.6,4.2,2.0,1.0,2.2,4.9,19.6,0,113,105
Willie Burton,SF,26,PHI,53,31,1564,8.2,20.4,0.401,3.6,9.3,0.385,4.6,11.2,0.414,7.4,9.0,0.8240000000000001,1.7,3.9,5.5,3.2,1.1,0.6,4.1,5.6,27.4,0,109,113
Mitchell Butler,SG,24,WSB,76,5,1554,7.0,16.6,0.42100000000000004,1.5,4.6,0.326,5.5,12.0,0.45799999999999996,4.0,6.0,0.665,1.4,4.2,5.6,3.0,2.0,0.3,3.5,5.1,19.5,0,97,112
Michael Cage,C,33,CLE,82,21,2040,4.9,9.4,0.521,0.0,0.1,0.0,4.9,9.4,0.524,1.5,2.4,0.602,5.6,10.0,15.6,1.6,1.7,1.9,1.6,4.1,11.3,0,115,102
Adrian Caldwell,PF,28,HOU,7,0,30,1.7,6.8,0.25,0.0,0.0,0.0,1.7,6.8,0.25,5.1,10.2,0.5,1.7,15.3,17.0,0.0,1.7,0.0,1.7,10.2,8.5,0,79,102
Elden Campbell,PF,26,LAL,73,59,2076,8.7,19.1,0.45899999999999996,0.0,0.0,0.0,8.7,19.0,0.45899999999999996,4.7,7.0,0.6659999999999999,4.1,6.7,10.8,2.2,1.7,3.2,2.4,6.0,22.2,0,105,108
Tony Campbell,SF,32,CLE,78,0,1128,8.1,19.7,0.41100000000000003,0.8,2.1,0.35700000000000004,7.3,17.6,0.41700000000000004,6.6,8.0,0.83,3.0,4.7,7.7,3.5,1.6,0.4,3.3,6.1,23.5,0,105,107
Antoine Carr,C,33,UTA,78,4,1677,9.0,16.9,0.531,0.0,0.1,0.25,8.9,16.7,0.5329999999999999,5.1,6.2,0.821,2.5,5.7,8.2,2.1,0.7,2.1,2.7,7.8,23.1,0,113,108
Bill Cartwright,C,37,SEA,29,19,430,3.2,8.1,0.391,0.0,0.0,0.0,3.2,8.1,0.391,1.8,2.8,0.625,2.9,7.2,10.2,1.2,0.7,0.4,2.1,8.2,8.1,0,91,109
Sam Cassell,PG,25,HOU,82,1,1882,6.9,16.1,0.42700000000000005,1.7,5.2,0.33,5.1,10.9,0.473,5.8,6.9,0.843,1.0,4.7,5.7,11.0,2.5,0.4,4.5,5.7,21.2,0,111,108
Duane Causwell,C,26,SAC,58,24,820,4.8,9.3,0.517,0.0,0.1,0.0,4.8,9.3,0.521,3.6,6.2,0.5820000000000001,3.6,7.4,11.0,1.0,0.9,5.1,2.1,9.3,13.2,0,108,104
Cedric Ceballos,SF,25,LAL,58,54,2029,12.4,24.3,0.509,1.4,3.6,0.397,10.9,20.7,0.528,5.2,7.3,0.716,4.2,7.3,11.5,2.6,1.5,0.5,3.6,3.3,31.3,0,111,110
Tom Chambers,PF,35,UTA,81,4,1240,8.1,17.8,0.457,0.2,1.0,0.16699999999999998,8.0,16.8,0.474,4.6,5.6,0.807,2.8,6.1,8.9,3.1,1.0,1.3,2.2,7.2,21.0,0,108,108
Rex Chapman,SG,27,WSB,45,29,1468,8.8,22.1,0.397,3.0,9.5,0.314,5.8,12.6,0.46,4.7,5.5,0.862,0.8,3.1,3.9,4.4,2.3,0.5,2.1,2.9,25.3,0,109,113
Calbert Cheaney,SG,23,WSB,78,71,2651,9.8,21.6,0.45299999999999996,1.8,5.4,0.33899999999999997,8.0,16.2,0.49200000000000005,3.3,4.1,0.812,2.0,4.1,6.1,3.4,1.5,0.4,2.9,4.1,24.8,0,106,113
Pete Chilcutt,PF,26,HOU,68,17,1347,5.5,12.4,0.445,1.3,3.3,0.40700000000000003,4.2,9.2,0.45899999999999996,1.2,1.6,0.738,4.0,8.0,12.0,2.5,0.9,1.6,2.3,4.4,13.5,0,105,108
Chris Childs,PG,27,NJN,53,11,1021,5.4,14.2,0.38,2.1,6.4,0.32799999999999996,3.3,7.8,0.42200000000000004,2.8,3.7,0.753,0.7,2.8,3.5,11.2,2.1,0.2,3.9,5.9,15.7,0,104,111
Doug Christie,SG,24,NYK,12,0,79,3.3,14.7,0.22699999999999998,0.7,4.7,0.14300000000000002,2.7,10.0,0.267,2.7,3.3,0.8,2.0,6.7,8.7,5.3,1.3,0.7,8.7,12.0,10.0,0,57,104
Derrick Coleman,PF,27,NJN,56,54,2103,9.2,21.6,0.424,0.7,3.0,0.233,8.5,18.7,0.45399999999999996,9.3,12.1,0.767,4.1,10.5,14.6,4.6,0.9,2.3,4.3,4.0,28.3,0,107,106
Bimbo Coles,PG,26,MIA,68,65,2207,6.1,14.2,0.43,0.4,1.8,0.21100000000000002,5.7,12.4,0.461,3.3,4.1,0.81,1.1,3.4,4.5,9.7,2.3,0.3,3.7,4.3,15.9,0,105,111
Steve Colter,PG,32,CLE,57,7,752,5.0,12.7,0.396,0.6,2.6,0.22899999999999998,4.4,10.1,0.44,4.1,5.3,0.7609999999999999,1.0,3.5,4.4,7.6,2.3,0.5,2.7,4.0,14.8,0,105,106
Marty Conlon,C,27,MIL,82,3,2064,8.6,16.2,0.532,0.2,0.7,0.276,8.4,15.5,0.544,3.0,4.9,0.613,4.0,6.7,10.7,2.8,1.1,0.5,3.1,5.5,20.4,0,108,112
Lester Conner,SG,35,LAL,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,20.2,1.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,30.3,20.2,0,250,96
Tyrone Corbin,SF,32,ATL,81,4,1389,7.9,17.8,0.442,0.5,2.2,0.25,7.3,15.7,0.46799999999999997,3.0,4.4,0.684,3.8,6.3,10.1,2.6,2.1,0.6,2.8,6.2,19.3,0,101,105
