Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Alex Acker,SG,26,TOT,25,0,199,7.9,20.0,0.395,1.8,5.3,0.35,6.1,14.8,0.41100000000000003,1.3,2.6,0.5,2.1,4.2,6.3,3.2,1.3,1.1,1.8,2.4,19.0,0,94,114
Hassan Adams,SG,24,TOR,12,0,52,4.0,13.0,0.308,0.0,0.0,0.0,4.0,13.0,0.308,3.0,6.0,0.5,1.0,6.0,7.0,1.0,1.0,1.0,4.0,4.0,11.0,0,63,111
Arron Afflalo,SG,23,DET,74,8,1234,5.9,13.5,0.43700000000000006,1.9,4.8,0.402,3.9,8.7,0.456,2.6,3.2,0.8170000000000001,1.3,4.7,6.0,2.0,1.3,0.6,1.9,6.5,16.3,0,107,110
Maurice Ager,SG,24,NJN,20,0,97,8.3,23.7,0.349,0.0,3.3,0.0,8.3,20.4,0.405,2.2,4.4,0.5,1.7,3.9,5.5,1.7,0.6,1.1,2.2,9.4,18.7,0,77,115
Blake Ahearn,PG,24,SAS,3,0,19,5.7,17.1,0.33299999999999996,5.7,11.4,0.5,0.0,5.7,0.0,5.7,5.7,1.0,0.0,2.9,2.9,5.7,2.9,0.0,2.9,8.6,22.9,0,113,104
Alexis Ajinça,PF,20,CHA,31,4,182,7.5,20.6,0.36200000000000004,0.0,0.6,0.0,7.5,20.0,0.373,6.0,8.4,0.7140000000000001,2.7,6.3,9.0,0.9,2.1,1.8,3.6,10.2,20.9,0,86,104
LaMarcus Aldridge,PF,23,POR,81,81,3004,11.1,22.9,0.484,0.1,0.5,0.25,11.0,22.4,0.489,4.8,6.2,0.7809999999999999,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,0,115,108
Joe Alexander,SF,22,MIL,59,0,716,7.4,17.7,0.41600000000000004,1.2,3.3,0.348,6.2,14.4,0.43200000000000005,4.2,6.0,0.6990000000000001,3.2,5.1,8.3,3.0,1.1,2.1,3.8,7.7,20.1,0,96,108
Malik Allen,PF,30,MIL,49,3,579,6.5,15.2,0.429,0.0,0.1,0.0,6.5,15.1,0.43200000000000005,0.9,1.9,0.47600000000000003,3.1,6.1,9.2,3.1,0.6,1.1,1.8,8.0,14.0,0,96,110
Ray Allen*,SG,33,BOS,79,79,2876,9.2,19.2,0.48,3.7,9.0,0.409,5.5,10.2,0.542,4.4,4.6,0.9520000000000001,1.2,3.9,5.1,4.0,1.3,0.2,2.5,2.9,26.5,0,122,106
Tony Allen,SG,27,BOS,46,2,887,8.2,17.0,0.48200000000000004,0.4,1.6,0.222,7.8,15.4,0.51,4.7,6.5,0.725,1.3,4.9,6.2,4.0,3.2,1.4,4.6,5.9,21.5,0,98,100
Morris Almond,SG,23,UTA,25,1,255,6.7,16.4,0.40700000000000003,1.0,3.4,0.294,5.7,12.9,0.43799999999999994,4.2,5.3,0.8079999999999999,1.8,5.5,7.3,1.4,0.8,0.8,3.2,6.3,18.6,0,94,110
Rafer Alston,PG,32,TOT,77,76,2447,6.8,17.7,0.385,2.4,7.1,0.33799999999999997,4.4,10.5,0.41700000000000004,3.4,4.5,0.75,0.7,4.2,4.9,8.8,2.3,0.2,3.0,2.9,19.4,0,105,104
Lou Amundson,PF,26,PHO,76,0,1044,6.4,12.0,0.536,0.0,0.0,0.0,6.4,11.9,0.5379999999999999,2.5,5.7,0.442,6.1,6.8,12.9,1.3,1.5,3.1,2.7,7.4,15.4,0,108,109
Chris Andersen,C,30,DEN,71,1,1460,5.6,10.2,0.5479999999999999,0.1,0.3,0.2,5.5,9.8,0.56,4.5,6.3,0.718,5.7,9.7,15.4,1.1,1.4,6.1,2.4,6.1,15.8,0,120,101
Ryan Anderson,PF,20,NJN,66,30,1312,6.5,16.6,0.39299999999999996,2.8,7.7,0.365,3.7,8.9,0.41700000000000004,4.0,4.7,0.845,4.2,8.4,12.7,2.1,1.8,0.8,2.6,6.4,19.8,0,108,109
Carmelo Anthony,SF,24,DEN,66,66,2277,12.0,27.0,0.44299999999999995,1.4,3.8,0.371,10.6,23.2,0.455,8.3,10.5,0.7929999999999999,2.4,7.7,10.1,5.0,1.7,0.5,4.5,4.4,33.6,0,105,107
Joel Anthony,C,26,MIA,65,28,1048,2.9,6.0,0.483,0.0,0.0,0.0,2.9,6.0,0.483,1.5,2.3,0.652,4.5,5.5,10.0,1.4,1.0,4.7,2.1,7.1,7.3,0,106,106
Gilbert Arenas,PG,27,WAS,2,2,63,5.0,19.3,0.261,1.7,5.9,0.28600000000000003,3.3,13.4,0.25,10.0,13.4,0.75,0.8,6.7,7.5,16.7,0.0,0.8,0.8,3.3,21.8,0,116,117
Trevor Ariza,SF,23,LAL,82,20,1999,7.0,15.2,0.46,1.6,4.9,0.319,5.4,10.3,0.526,3.1,4.3,0.71,2.8,6.1,9.0,3.7,3.5,0.6,2.2,4.2,18.6,0,112,102
Hilton Armstrong,C,24,NOH,70,29,1092,6.9,12.3,0.561,0.0,0.1,0.0,6.9,12.2,0.5660000000000001,3.1,4.9,0.633,4.1,5.7,9.8,1.5,1.3,2.3,4.0,9.1,16.9,0,102,107
Darrell Arthur,PF,20,MEM,76,64,1464,6.9,15.9,0.43799999999999994,0.0,0.1,0.0,6.9,15.8,0.44,1.5,2.2,0.667,3.9,8.7,12.6,1.6,1.9,1.9,1.7,7.5,15.3,0,99,107
Chucky Atkins,PG,34,TOT,33,0,412,4.2,14.0,0.301,1.9,7.1,0.263,2.4,7.0,0.33899999999999997,1.9,2.0,0.938,0.6,2.4,3.0,7.3,1.2,0.2,2.9,3.4,12.2,0,91,113
D.J. Augustin,PG,21,CHA,72,12,1908,7.6,17.7,0.43,3.1,7.0,0.439,4.5,10.7,0.424,5.9,6.6,0.893,0.5,3.3,3.8,7.1,1.2,0.1,3.4,4.0,24.2,0,115,110
Kelenna Azubuike,SF,25,GSW,74,51,2375,8.1,17.4,0.46399999999999997,1.9,4.3,0.44799999999999995,6.1,13.1,0.469,3.8,4.7,0.8079999999999999,2.3,5.3,7.6,2.4,1.2,1.0,2.0,3.8,21.9,0,114,115
Renaldo Balkman,PF,24,DEN,53,10,780,7.2,12.9,0.5579999999999999,0.1,0.5,0.28600000000000003,7.1,12.4,0.568,2.7,4.2,0.6459999999999999,5.6,7.6,13.3,2.2,3.1,1.5,2.3,6.4,17.2,0,118,103
Marcus Banks,PG,27,TOT,22,0,206,5.4,14.7,0.368,0.8,4.9,0.158,4.6,9.8,0.474,2.8,4.6,0.611,0.3,4.4,4.6,7.2,2.8,0.5,3.6,6.7,14.4,0,88,108
Leandro Barbosa,SG,26,PHO,70,11,1705,10.7,22.3,0.48200000000000004,2.6,7.0,0.375,8.1,15.2,0.532,5.0,5.7,0.8809999999999999,1.0,4.3,5.3,4.8,2.4,0.2,2.7,3.4,29.1,0,117,112
J.J. Barea,SG,24,DAL,79,15,1600,8.1,18.3,0.442,1.8,5.1,0.35700000000000004,6.3,13.2,0.474,2.3,3.1,0.753,1.2,4.6,5.8,8.8,1.2,0.2,3.4,4.0,20.2,0,106,112
Andrea Bargnani,PF,23,TOR,78,59,2453,9.2,20.4,0.45,2.5,6.2,0.409,6.6,14.2,0.46799999999999997,4.7,5.7,0.831,1.5,7.4,8.8,2.0,0.7,2.1,2.9,5.1,25.6,0,105,110
Matt Barnes,PF,28,PHO,77,40,2082,6.8,16.2,0.423,2.8,8.2,0.34299999999999997,4.0,8.0,0.505,2.4,3.3,0.743,1.9,8.2,10.1,5.1,1.2,0.6,3.1,5.0,18.9,0,107,111
Brent Barry,SG,37,HOU,56,1,857,4.3,10.7,0.40700000000000003,3.0,8.1,0.374,1.3,2.5,0.512,1.2,1.2,0.95,1.1,4.8,5.8,4.8,1.5,0.2,3.0,2.8,12.9,0,106,107
Brandon Bass,C,23,DAL,81,0,1574,8.4,16.9,0.496,0.0,0.2,0.0,8.4,16.7,0.502,6.1,7.0,0.867,4.3,7.9,12.2,1.4,0.9,1.8,2.9,4.7,22.9,0,113,108
Maceo Baston,PF,33,IND,27,0,217,5.7,10.5,0.5429999999999999,0.0,0.2,0.0,5.7,10.3,0.556,3.9,6.2,0.63,5.0,6.9,11.9,1.6,1.4,2.3,2.8,8.9,15.4,0,112,108
Tony Battie,PF,32,ORL,77,3,1202,6.8,14.0,0.489,0.1,0.4,0.222,6.7,13.6,0.49700000000000005,2.3,3.5,0.659,4.0,8.0,12.0,1.3,1.1,1.1,2.0,4.8,16.1,0,106,102
Shane Battier,SG,30,HOU,60,59,2031,3.8,9.3,0.41,2.4,6.2,0.384,1.4,3.1,0.462,1.4,1.8,0.821,1.4,6.1,7.5,3.6,1.3,1.4,1.3,3.0,11.4,0,118,105
Nicolas Batum,SF,20,POR,79,76,1454,6.1,13.8,0.446,2.4,6.4,0.369,3.8,7.4,0.513,1.6,2.0,0.8079999999999999,3.2,5.2,8.4,2.8,1.9,1.5,1.9,5.3,16.2,0,117,107
Jerryd Bayless,PG,20,POR,53,0,655,5.8,16.0,0.365,0.6,2.3,0.259,5.2,13.7,0.38299999999999995,7.0,8.7,0.8059999999999999,0.7,4.1,4.8,6.6,1.4,0.2,4.7,6.9,19.3,0,97,111
Michael Beasley,PF,20,MIA,81,19,2009,12.0,25.4,0.47200000000000003,0.9,2.2,0.40700000000000003,11.1,23.3,0.478,4.9,6.4,0.772,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,0,103,108
Marco Belinelli,SG,22,GSW,42,23,882,7.8,17.6,0.442,2.9,7.3,0.397,4.9,10.3,0.473,2.2,2.9,0.769,0.6,3.4,3.9,4.9,2.0,0.1,3.3,4.0,20.6,0,104,116
Charlie Bell,SG,29,MIL,70,23,1783,6.3,15.2,0.414,2.5,7.0,0.363,3.8,8.3,0.45799999999999996,1.9,2.3,0.825,0.9,3.0,3.9,4.4,1.5,0.2,2.2,4.0,17.1,0,105,111
Raja Bell,SG,32,TOT,67,66,2315,6.8,15.6,0.43700000000000006,2.6,6.2,0.42100000000000004,4.2,9.4,0.44799999999999995,2.0,2.3,0.853,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,0,109,111
Mike Bibby,PG,30,ATL,79,79,2740,8.5,19.6,0.435,3.3,8.4,0.39,5.3,11.3,0.46799999999999997,2.6,3.3,0.789,0.7,4.7,5.4,7.7,1.9,0.2,2.5,2.8,23.0,0,113,109
Andris Biedriņš,C,22,GSW,62,58,1863,8.1,14.0,0.578,0.0,0.0,0.0,8.1,14.0,0.579,3.1,5.7,0.551,5.9,12.3,18.2,3.2,1.7,2.5,2.9,6.2,19.3,0,116,107
