Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Álex Abrines,SG,24,OKC,75,8,1134,5.0,12.7,0.395,3.7,9.7,0.38,1.4,3.1,0.44299999999999995,1.7,2.0,0.848,1.1,3.9,5.0,1.2,1.7,0.4,1.1,5.4,15.4,0,116,110
Quincy Acy,PF,27,BRK,70,8,1359,4.6,13.0,0.35600000000000004,3.6,10.4,0.349,1.0,2.6,0.384,1.8,2.1,0.8170000000000001,1.4,7.8,9.2,2.0,1.2,1.0,2.1,5.3,14.7,0,99,110
Steven Adams,C,24,OKC,76,76,2487,8.9,14.2,0.629,0.0,0.0,0.0,8.9,14.2,0.631,3.2,5.7,0.5589999999999999,7.7,6.0,13.7,1.8,1.8,1.6,2.6,4.3,21.1,0,125,107
Bam Adebayo,C,20,MIA,69,19,1368,6.4,12.5,0.512,0.0,0.3,0.0,6.4,12.2,0.523,4.7,6.6,0.721,4.3,9.7,14.0,3.7,1.2,1.5,2.4,5.1,17.5,0,116,105
Arron Afflalo,SG,32,ORL,53,3,682,4.7,11.6,0.401,1.9,5.0,0.386,2.7,6.6,0.413,1.6,1.9,0.846,0.3,4.5,4.7,2.2,0.3,0.6,1.5,4.0,12.8,0,98,115
Cole Aldrich,C,29,MIN,21,0,49,5.1,15.3,0.33299999999999996,0.0,0.0,0.0,5.1,15.3,0.33299999999999996,2.0,6.1,0.33299999999999996,3.1,12.2,15.3,3.1,2.0,1.0,1.0,11.2,12.2,0,85,107
LaMarcus Aldridge,C,32,SAS,75,75,2509,13.8,27.1,0.51,0.5,1.9,0.293,13.3,25.3,0.526,6.7,8.0,0.8370000000000001,5.0,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,0,118,105
Jarrett Allen,C,19,BRK,72,31,1441,7.9,13.4,0.589,0.2,0.5,0.33299999999999996,7.7,12.9,0.599,3.8,5.0,0.7759999999999999,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,0,119,108
Kadeem Allen,PG,25,BOS,18,1,107,2.8,10.3,0.273,0.0,5.1,0.0,2.8,5.1,0.545,3.3,4.2,0.778,1.9,3.3,5.1,5.6,1.4,0.9,4.2,7.0,8.9,0,78,106
Tony Allen,SF,36,NOP,22,0,273,7.7,15.9,0.484,0.7,2.1,0.33299999999999996,7.0,13.8,0.506,1.9,3.7,0.524,3.5,4.7,8.2,1.6,1.9,0.5,3.3,8.6,18.0,0,95,110
Al-Farouq Aminu,PF,27,POR,69,67,2072,5.5,14.0,0.395,3.0,8.1,0.369,2.5,5.8,0.43200000000000005,1.4,1.9,0.738,2.3,10.3,12.6,2.0,1.9,1.0,1.9,3.3,15.5,0,105,104
Justin Anderson,SF,24,PHI,38,0,519,8.1,18.7,0.431,3.2,9.5,0.33,4.9,9.2,0.535,2.6,3.5,0.737,2.3,6.3,8.6,2.3,1.4,0.6,1.5,5.0,21.9,0,110,107
Kyle Anderson,SF,24,SAS,74,67,1978,5.9,11.2,0.527,0.5,1.5,0.33299999999999996,5.4,9.7,0.556,2.7,3.7,0.7120000000000001,2.1,8.0,10.1,5.2,2.9,1.5,2.4,2.9,14.9,0,114,101
Ryan Anderson,PF,29,HOU,66,50,1725,5.9,13.7,0.431,3.7,9.7,0.386,2.2,4.0,0.539,2.1,2.7,0.774,2.7,6.8,9.4,1.7,0.7,0.6,1.2,3.6,17.6,0,121,109
Ike Anigbogu,C,19,IND,11,0,30,6.7,15.0,0.444,0.0,0.0,0.0,6.7,15.0,0.444,8.3,10.0,0.833,8.3,6.7,15.0,0.0,1.7,5.0,3.3,1.7,21.7,0,114,104
Giannis Antetokounmpo,PF,23,MIL,75,75,2756,13.4,25.4,0.529,0.8,2.5,0.307,12.6,22.8,0.5539999999999999,8.8,11.6,0.76,2.8,10.8,13.6,6.5,2.0,1.9,4.0,4.2,36.4,0,116,106
Carmelo Anthony,PF,33,OKC,78,78,2501,9.4,23.2,0.40399999999999997,3.4,9.4,0.35700000000000004,6.0,13.8,0.43700000000000006,2.9,3.8,0.767,1.3,7.7,9.0,2.0,0.9,1.0,2.0,3.9,25.0,0,104,109
OG Anunoby,SF,20,TOR,74,62,1481,5.4,11.5,0.47100000000000003,2.4,6.6,0.371,3.0,5.0,0.604,1.3,2.1,0.629,1.5,4.7,6.1,1.8,1.7,0.5,1.5,4.3,14.6,0,113,108
Ryan Arcidiacono,PG,23,CHI,24,0,304,2.7,6.6,0.415,1.4,5.0,0.29,1.3,1.6,0.8,0.8,1.0,0.833,0.2,3.9,4.0,5.6,2.1,0.0,2.1,2.9,7.7,0,105,112
Trevor Ariza,SF,32,HOU,67,67,2269,5.8,14.1,0.41200000000000003,3.7,10.0,0.368,2.1,4.1,0.519,1.6,1.9,0.8540000000000001,0.7,5.7,6.4,2.3,2.1,0.3,1.1,2.9,17.0,0,114,107
Darrell Arthur,PF,29,DEN,19,1,141,7.7,16.5,0.46799999999999997,2.8,8.1,0.348,4.9,8.4,0.583,0.7,1.1,0.667,1.1,4.2,5.3,3.2,2.8,1.1,5.3,7.7,19.0,0,90,109
Jamel Artis,SG,25,ORL,15,1,279,5.4,13.9,0.392,1.4,5.1,0.276,4.0,8.8,0.46,1.2,2.1,0.583,0.7,6.0,6.7,3.2,0.4,0.5,1.4,1.9,13.5,0,94,114
Ömer Aşık,C,31,TOT,18,0,182,2.4,5.8,0.409,0.0,0.0,0.0,2.4,5.8,0.409,1.1,3.4,0.308,2.4,10.0,12.4,0.8,0.5,1.1,2.4,5.3,5.8,0,76,110
