Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Zaid Abdul-Aziz,C,29,SEA,27,0,223,7.0,15.0,0.467,0,0,0,7.0,15.0,0.467,3.2,5.8,0.552,6.0,9.2,15.2,3.2,1.6,3.0,0,5.8,17.2,0,0,95
Kareem Abdul-Jabbar*,C,28,LAL,82,0,3379,12.0,22.7,0.529,0,0,0,12.0,22.7,0.529,5.9,8.4,0.703,3.6,14.6,18.2,5.4,1.6,4.4,0,3.8,29.9,0,0,90
Alvan Adams,C,21,PHO,80,0,2656,10.8,22.9,0.469,0,0,0,10.8,22.9,0.469,4.5,6.1,0.735,3.7,8.8,12.4,7.7,2.1,2.0,0,4.7,26.0,0,0,95
Don Adams,SF,28,BUF,56,0,704,4.2,10.7,0.39399999999999996,0,0,0,4.2,10.7,0.39399999999999996,2.5,3.6,0.7020000000000001,2.4,6.7,9.1,4.6,1.9,0.4,0,8.1,11.0,0,0,98
Lucius Allen,PG,28,LAL,76,0,2388,8.6,18.7,0.45899999999999996,0,0,0,8.6,18.7,0.45899999999999996,3.7,4.7,0.7759999999999999,1.2,2.8,4.0,6.6,1.9,0.4,0,4.5,20.8,0,0,101
Dan Anderson,PG,25,POR,52,0,614,6.4,13.1,0.486,0,0,0,6.4,13.1,0.486,3.7,4.4,0.836,1.1,3.4,4.5,6.2,1.5,0.1,0,4.2,16.5,0,0,101
Jerome Anderson,SG,22,BOS,22,0,126,8.9,16.0,0.556,0,0,0,8.9,16.0,0.556,3.9,5.7,0.688,1.4,3.2,4.6,2.1,1.1,1.1,0,8.9,21.7,0,0,99
Tiny Archibald*,PG,27,KCK,78,0,3184,10.2,22.6,0.45299999999999996,0,0,0,10.2,22.6,0.45299999999999996,7.1,8.9,0.802,1.0,2.1,3.0,8.8,1.8,0.2,0,2.4,27.6,0,0,103
Jim Ard,C,27,BOS,81,0,853,5.6,15.5,0.364,0,0,0,5.6,15.5,0.364,3.7,5.3,0.71,5.1,10.2,15.2,2.5,0.6,1.9,0,7.4,15.0,0,0,95
Dennis Awtrey,C,27,PHO,74,0,1376,4.7,10.0,0.467,0,0,0,4.7,10.0,0.467,2.5,3.6,0.688,3.1,6.6,9.7,5.3,0.7,0.7,0,5.1,11.9,0,0,100
