Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Tariq Abdul-Wahad,SG,25,TOT,61,56,1578,8.6,20.3,0.424,0.1,0.7,0.13,8.5,19.6,0.435,4.6,6.1,0.7559999999999999,3.2,6.0,9.2,3.1,1.9,0.9,3.3,4.6,21.9,0,98,103
Shareef Abdur-Rahim,SF,23,VAN,82,82,3223,9.7,20.9,0.465,0.5,1.6,0.302,9.3,19.3,0.478,7.3,9.0,0.809,3.6,9.9,13.5,4.4,1.5,1.4,4.1,4.0,27.2,0,108,106
Cory Alexander,PG,26,DEN,29,2,329,4.3,15.1,0.28600000000000003,1.4,5.4,0.257,2.9,9.7,0.302,2.6,3.4,0.773,1.2,5.2,6.5,8.9,3.7,0.3,4.3,6.0,12.6,0,84,103
Ray Allen*,SG,24,MIL,82,82,3070,10.8,23.8,0.455,2.9,6.9,0.423,7.9,16.9,0.46799999999999997,6.0,6.7,0.887,1.4,4.7,6.1,5.2,1.9,0.3,3.1,3.2,30.5,0,115,110
Rafer Alston,PG,23,MIL,27,0,361,3.9,13.6,0.284,0.4,2.0,0.214,3.4,11.6,0.29600000000000004,0.4,0.6,0.75,0.7,2.6,3.3,10.0,1.7,0.0,4.2,4.2,8.6,0,76,112
John Amaechi,C,29,ORL,80,53,1684,9.0,20.5,0.43700000000000006,0.0,0.2,0.16699999999999998,8.9,20.3,0.439,6.5,8.5,0.7659999999999999,1.8,6.0,7.8,2.8,1.0,1.1,4.1,4.7,24.5,0,98,104
Derek Anderson,SG,25,LAC,64,58,2201,8.8,20.0,0.43799999999999994,1.3,4.1,0.309,7.5,15.8,0.47200000000000003,6.3,7.2,0.877,1.9,4.1,6.0,5.1,2.1,0.3,3.9,3.5,25.1,0,105,111
Kenny Anderson,PG,29,BOS,82,82,2593,8.5,19.3,0.44,1.7,4.3,0.386,6.8,15.0,0.456,3.8,5.0,0.775,1.1,3.3,4.4,8.2,2.7,0.2,2.5,4.5,22.5,0,112,107
Nick Anderson,SG,32,SAC,72,72,2094,7.1,18.1,0.391,3.0,9.2,0.332,4.0,8.9,0.452,0.9,1.8,0.48700000000000004,1.9,5.9,7.8,2.8,2.2,0.4,2.2,2.7,18.0,0,97,103
Shandon Anderson,SF,26,HOU,82,82,2700,6.9,14.7,0.473,1.5,4.2,0.35100000000000003,5.5,10.4,0.523,3.7,4.8,0.767,1.7,5.5,7.2,4.5,1.8,0.6,3.7,3.4,19.0,0,106,107
Chris Anstey,C,25,CHI,73,11,1007,8.6,19.4,0.442,0.1,0.3,0.16699999999999998,8.5,19.1,0.447,6.2,7.8,0.789,4.8,10.1,14.9,3.5,1.5,1.3,4.3,9.6,23.4,0,100,102
Greg Anthony,PG,32,POR,82,3,1548,5.8,14.4,0.406,3.0,8.0,0.37799999999999995,2.8,6.3,0.44299999999999995,3.0,3.9,0.772,0.6,4.0,4.6,7.2,2.0,0.3,2.9,4.9,17.7,0,110,103
B.J. Armstrong,PG,32,CHI,27,18,583,7.6,17.1,0.446,1.2,2.7,0.44799999999999995,6.4,14.5,0.446,2.0,2.3,0.88,0.2,4.1,4.3,7.2,0.6,0.1,3.7,3.1,18.5,0,98,110
Darrell Armstrong,PG,31,ORL,82,82,2590,9.2,21.3,0.433,2.6,7.7,0.34,6.6,13.6,0.485,4.3,4.7,0.9109999999999999,1.2,3.9,5.1,9.5,3.2,0.2,4.7,2.6,25.3,0,107,102
Chucky Atkins,PG,25,ORL,82,0,1626,9.5,22.5,0.424,1.7,4.9,0.35,7.8,17.5,0.445,2.9,4.0,0.7290000000000001,0.6,3.2,3.8,9.3,1.6,0.1,4.3,4.2,23.7,0,100,106
Stacey Augmon,SG,31,POR,59,0,692,6.4,13.5,0.474,0.0,0.2,0.0,6.4,13.4,0.48,2.9,4.2,0.6729999999999999,3.2,5.7,9.0,4.1,2.1,0.8,2.9,5.3,15.7,0,103,101
Isaac Austin,C,30,WAS,59,23,1173,6.7,15.5,0.429,0.0,0.2,0.25,6.6,15.4,0.431,4.1,6.0,0.6859999999999999,2.8,9.6,12.4,3.3,0.8,1.7,4.7,5.6,17.5,0,89,106
Anthony Avent,PF,30,LAC,49,3,377,3.9,13.0,0.302,0.0,0.0,0.0,3.9,13.0,0.302,3.1,4.3,0.7190000000000001,3.1,6.9,10.0,1.5,2.2,2.0,3.3,8.4,11.0,0,76,107
William Avery,PG,20,MIN,59,1,484,6.1,19.6,0.309,1.9,6.8,0.28600000000000003,4.1,12.8,0.322,2.6,3.9,0.667,0.9,3.5,4.3,9.5,1.5,0.2,4.5,6.5,16.6,0,84,107
Toby Bailey,SG,24,PHO,46,2,449,6.6,15.9,0.414,0.2,1.1,0.2,6.4,14.8,0.431,5.1,7.4,0.6920000000000001,3.0,5.2,8.2,3.4,1.5,0.5,2.7,6.3,18.5,0,100,102
Vin Baker,C,28,SEA,79,75,2849,9.3,20.4,0.455,0.0,0.1,0.25,9.2,20.2,0.457,5.1,7.4,0.682,4.1,6.8,10.9,2.7,0.8,1.2,3.8,5.2,23.7,0,99,106
Charles Barkley*,PF,36,HOU,20,18,620,8.7,18.2,0.47700000000000004,0.5,2.1,0.231,8.2,16.1,0.51,5.8,9.0,0.645,5.8,11.3,17.2,5.2,1.2,0.3,3.6,3.9,23.8,0,110,104
Dana Barros,PG,32,BOS,72,0,1139,8.7,19.4,0.451,2.6,6.4,0.41,6.1,13.0,0.47100000000000003,2.9,3.4,0.868,0.6,3.8,4.4,5.9,1.4,0.2,2.9,3.6,23.0,0,110,109
