Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,35,LAL,79,79,2554,13.1,22.2,0.588,0.0,0.0,0.0,13.1,22.2,0.589,5.0,6.7,0.7490000000000001,3.0,7.7,10.7,3.6,1.1,3.1,3.6,4.0,31.2,0,118,104
Alvan Adams,C,28,PHO,80,75,2447,9.2,18.9,0.486,0.0,0.1,0.33299999999999996,9.2,18.9,0.48700000000000004,3.5,4.2,0.8290000000000001,3.1,7.5,10.6,7.3,2.2,1.4,4.7,5.5,21.9,0,102,98
Mark Aguirre,SF,23,DAL,81,75,2784,12.9,26.7,0.483,0.3,1.3,0.21100000000000002,12.6,25.4,0.496,7.2,9.9,0.728,3.2,5.3,8.5,5.6,1.3,0.4,4.4,4.1,33.2,0,108,110
Danny Ainge,SG,23,BOS,80,76,2048,8.0,16.2,0.496,0.1,0.7,0.172,7.9,15.6,0.509,1.6,2.2,0.742,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,0,110,104
Dwight Anderson,PG,22,DEN,5,0,33,9.1,18.2,0.5,0.0,0.0,0.0,9.1,18.2,0.5,9.1,13.0,0.7,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,0,96,112
J.J. Anderson,SF,22,TOT,65,2,1202,7.1,14.1,0.501,0.0,0.1,0.0,7.1,14.0,0.507,3.7,6.5,0.5710000000000001,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,0,103,103
Richard Anderson,C,22,SDC,78,5,1274,6.4,15.8,0.40399999999999997,0.3,0.7,0.368,6.1,15.1,0.405,1.8,2.5,0.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,0,94,108
Tiny Archibald*,PG,34,BOS,66,19,1811,6.0,14.1,0.425,0.1,0.6,0.20800000000000002,5.9,13.5,0.435,5.6,7.5,0.743,0.6,1.7,2.3,10.4,1.0,0.1,4.2,2.8,17.7,0,104,108
John Bagley,PG,22,CLE,68,3,990,8.0,18.5,0.43200000000000005,0.0,0.7,0.0,8.0,17.8,0.44799999999999995,3.2,4.2,0.762,0.8,3.9,4.8,8.3,2.7,0.2,5.9,3.7,19.2,0,89,106
James Bailey,PF,25,TOT,75,39,1765,10.2,20.6,0.49700000000000005,0.0,0.0,0.0,10.2,20.6,0.498,6.0,8.6,0.7020000000000001,4.5,8.1,12.6,1.8,1.1,1.6,5.2,7.2,26.5,0,99,106
Greg Ballard,SF,28,WSB,78,78,2840,10.2,21.7,0.473,0.2,0.6,0.35100000000000003,10.0,21.0,0.47700000000000004,3.1,4.0,0.7809999999999999,2.1,6.5,8.6,4.5,2.3,0.4,2.7,3.0,23.8,0,104,99
Gene Banks,PF,23,SAS,81,81,2722,8.6,15.7,0.55,0.0,0.1,0.0,8.6,15.6,0.5529999999999999,3.3,4.7,0.705,3.8,6.7,10.4,4.8,1.3,0.4,2.9,3.9,20.6,0,116,107
Billy Ray Bates,SG,26,TOT,19,3,304,8.7,22.9,0.379,0.3,0.8,0.4,8.4,22.1,0.379,1.7,3.5,0.5,1.7,1.3,3.0,2.2,2.2,0.5,1.9,3.0,19.5,0,86,103
Dave Batton,C,26,WSB,54,5,558,7.4,16.5,0.445,0.0,0.3,0.0,7.4,16.3,0.452,0.7,1.5,0.47100000000000003,3.9,6.4,10.3,2.5,1.3,1.1,2.4,4.8,15.4,0,93,100
Kent Benson,C,28,DET,21,15,599,6.4,13.8,0.467,0.0,0.1,0.0,6.4,13.7,0.47,2.9,3.8,0.76,4.0,7.7,11.7,3.7,1.1,1.3,2.6,4.6,15.7,0,106,105
Larry Bird*,PF,26,BOS,79,79,2982,11.6,22.9,0.504,0.3,1.2,0.28600000000000003,11.2,21.7,0.516,5.4,6.5,0.84,3.0,10.5,13.5,7.1,2.3,1.1,3.7,3.0,28.9,0,115,98
Otis Birdsong,SG,27,NJN,62,54,1885,10.4,20.4,0.511,0.0,0.1,0.33299999999999996,10.4,20.3,0.512,2.0,3.6,0.5660000000000001,1.3,2.4,3.7,5.9,2.1,0.4,2.8,3.8,22.9,0,108,102
Rolando Blackman,SG,23,DAL,75,62,2349,10.2,20.7,0.49200000000000005,0.1,0.3,0.2,10.1,20.4,0.49700000000000005,5.9,7.6,0.78,2.1,3.7,5.8,3.7,0.7,0.6,2.3,2.3,26.4,0,114,113
Charles Bradley,SG,23,BOS,51,5,532,6.0,15.3,0.392,0.0,0.3,0.0,6.0,15.0,0.39899999999999997,4.0,7.8,0.511,2.6,4.2,6.8,2.4,2.8,2.3,3.6,7.3,16.0,0,86,100
Dudley Bradley,SG,25,CHI,58,11,683,5.4,10.5,0.516,0.1,0.3,0.2,5.4,10.2,0.526,2.4,3.0,0.8,1.8,5.2,7.0,7.0,3.2,0.7,3.9,6.0,13.3,0,103,105
