Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Zaid Abdul-Aziz,C,30,BUF,22,0,195,5.7,17.0,0.33799999999999997,0,0,0,5.7,17.0,0.33799999999999997,7.6,9.9,0.767,9.4,11.2,20.6,1.6,0.7,2.1,0,4.8,19.0,0,0,99
Kareem Abdul-Jabbar*,C,29,LAL,82,0,3016,13.5,23.3,0.579,0,0,0,13.5,23.3,0.579,5.7,8.1,0.701,4.0,12.5,16.6,4.8,1.5,4.0,0,4.0,32.7,0,0,92
Tom Abernethy,SF,22,LAL,70,0,1378,5.6,11.6,0.484,0,0,0,5.6,11.6,0.484,3.4,4.5,0.754,3.8,5.9,9.7,3.3,1.6,0.3,0,3.9,14.6,0,0,100
Alvan Adams,C,22,PHO,72,0,2278,10.3,21.8,0.474,0,0,0,10.3,21.8,0.474,5.0,6.6,0.754,3.6,9.3,12.9,6.4,1.9,1.7,0,5.1,25.6,0,0,94
Don Adams,SF,29,BUF,77,0,1710,5.7,13.8,0.41100000000000003,0,0,0,5.7,13.8,0.41100000000000003,3.4,4.5,0.746,3.4,6.3,9.7,3.9,1.9,0.4,0,5.3,14.7,0,0,101
Lucius Allen,PG,29,LAL,78,0,2482,8.7,19.1,0.456,0,0,0,8.7,19.1,0.456,3.6,4.7,0.774,1.1,3.6,4.6,7.5,2.1,0.4,0,3.4,21.0,0,0,101
Jerome Anderson,SG,23,IND,27,0,164,7.1,16.1,0.441,0,0,0,7.1,16.1,0.441,3.8,5.5,0.7,2.5,0.8,3.3,2.7,1.6,0.5,0,7.1,18.0,0,0,106
Tiny Archibald*,PG,28,NYN,34,0,1277,9.1,20.3,0.446,0,0,0,9.1,20.3,0.446,7.1,9.1,0.785,0.8,2.1,2.9,9.2,2.1,0.4,0,2.8,25.3,0,0,102
Jim Ard,C,28,BOS,63,0,969,4.4,11.7,0.37799999999999995,0,0,0,4.4,11.7,0.37799999999999995,2.3,3.5,0.645,3.5,10.1,13.6,2.4,0.8,1.3,0,5.9,11.1,0,0,96
Bird Averitt,SG,24,BUF,75,0,1136,9.2,24.4,0.37799999999999995,0,0,0,9.2,24.4,0.37799999999999995,4.8,6.7,0.716,0.8,2.3,3.1,5.3,1.2,0.2,0,5.0,23.2,0,0,106
Dennis Awtrey,C,28,PHO,72,0,1760,4.1,9.5,0.429,0,0,0,4.1,9.5,0.429,2.3,3.2,0.722,2.8,6.3,9.1,4.7,0.6,0.8,0,4.3,10.5,0,0,100
Mike Bantom,PF-SF,25,TOT,77,0,1909,8.6,18.1,0.478,0,0,0,8.6,18.1,0.478,5.4,7.4,0.723,4.4,6.9,11.3,2.4,1.5,1.2,0,5.6,22.7,0,0,99
Tom Barker,C,21,ATL,59,0,1354,6.2,14.8,0.41700000000000004,0,0,0,6.2,14.8,0.41700000000000004,3.8,5.6,0.6829999999999999,3.8,9.8,13.6,2.0,1.1,1.4,0,7.6,16.1,0,0,99
Marvin Barnes,PF,24,DET,53,0,989,9.0,20.2,0.447,0,0,0,9.0,20.2,0.447,4.7,7.0,0.679,3.1,8.2,11.3,2.0,1.7,1.5,0,6.2,22.8,0,0,99
Jim Barnett,SG,32,PHI,16,0,231,5.4,12.3,0.43799999999999994,0,0,0,5.4,12.3,0.43799999999999994,1.9,3.5,0.556,1.3,1.3,2.7,4.4,0.8,0.0,0,5.4,12.7,0,0,104
Norton Barnhill,SG,23,SEA,4,0,10,9.0,27.0,0.33299999999999996,0,0,0,9.0,27.0,0.33299999999999996,0.0,0.0,0.0,9.0,4.5,13.5,4.5,0.0,0.0,0,22.5,18.0,0,0,103
Mike Barr,SG,26,KCK,73,0,1224,4.5,10.3,0.43700000000000006,0,0,0,4.5,10.3,0.43700000000000006,1.5,2.1,0.7190000000000001,1.2,3.6,4.8,6.5,1.9,0.7,0,3.5,10.5,0,0,101
Rick Barry*,SF,32,GSW,79,0,2904,10.5,23.8,0.44,0,0,0,10.5,23.8,0.44,5.5,6.0,0.9159999999999999,1.1,5.4,6.5,7.3,2.6,0.9,0,3.0,26.4,0,0,99
Tim Bassett,PF,25,NYN,76,0,2442,5.6,14.0,0.396,0,0,0,5.6,14.0,0.396,1.9,3.4,0.5710000000000001,3.3,8.8,12.1,2.1,1.8,1.0,0,4.7,13.0,0,0,97
Butch Beard,PG,29,NYK,70,0,1082,6.1,12.0,0.505,0,0,0,6.1,12.0,0.505,3.1,4.5,0.688,2.1,4.6,6.7,5.9,2.3,0.2,0,5.6,15.2,0,0,100
Byron Beck,PF,32,DEN,53,0,480,9.6,22.1,0.435,0,0,0,9.6,22.1,0.435,3.2,4.0,0.818,4.0,4.6,8.6,3.0,1.3,0.1,0,5.3,22.5,0,0,99
Ron Behagen,PF,26,NOJ,60,0,1170,8.2,19.5,0.418,0,0,0,8.2,19.5,0.418,3.4,4.8,0.7140000000000001,5.5,11.0,16.5,3.2,1.6,0.7,0,6.4,19.7,0,0,96
Mel Bennett,PF,22,IND,67,0,911,5.0,14.5,0.344,0,0,0,5.0,14.5,0.344,5.5,9.2,0.599,5.4,6.2,11.7,3.4,1.8,1.6,0,7.6,15.4,0,0,101
Henry Bibby,PG,27,PHI,81,0,2639,5.1,11.8,0.43,0,0,0,5.1,11.8,0.43,3.7,4.7,0.784,1.4,3.1,4.6,6.0,1.8,0.1,0,3.4,13.8,0,0,101
Bob Bigelow,SF,23,KCK,29,0,162,9.8,19.5,0.5,0,0,0,9.8,19.5,0.5,4.2,4.7,0.882,2.2,5.3,7.5,2.2,0.8,0.3,0,4.7,23.7,0,0,103
Dave Bing*,SG,33,WSB,64,0,1516,8.1,17.8,0.45399999999999996,0,0,0,8.1,17.8,0.45399999999999996,4.1,5.3,0.773,1.6,2.7,4.3,8.2,1.8,0.1,0,4.5,20.3,0,0,101
Tom Boerwinkle,C,31,CHI,82,0,1070,6.0,12.2,0.491,0,0,0,6.0,12.2,0.491,1.5,2.8,0.54,4.5,9.5,14.0,8.5,0.9,0.9,0,6.6,13.5,0,0,97
Ron Boone,SG,30,KCK,82,0,3021,11.2,23.6,0.474,0,0,0,11.2,23.6,0.474,4.8,5.7,0.8440000000000001,1.9,2.9,4.8,5.0,1.8,0.3,0,3.9,27.2,0,0,103
Tom Boswell,PF,23,BOS,70,0,1083,7.2,14.0,0.515,0,0,0,7.2,14.0,0.515,4.0,5.6,0.711,4.6,8.0,12.6,3.5,1.1,0.3,0,9.8,18.4,0,0,98
Freddie Boyd,PG,26,NOJ,47,0,1212,7.2,15.0,0.478,0,0,0,7.2,15.0,0.478,2.9,3.6,0.8059999999999999,0.7,2.6,3.3,5.4,1.6,0.2,0,2.9,17.3,0,0,102
Bill Bradley*,SF,33,NYK,67,0,1027,5.5,11.8,0.46399999999999997,0,0,0,5.5,11.8,0.46399999999999997,1.5,1.8,0.81,1.2,3.3,4.5,5.5,1.1,0.3,0,5.3,12.5,0,0,103
Jim Brewer,PF,25,CLE,81,0,2672,5.2,11.6,0.451,0,0,0,5.2,11.6,0.451,1.7,3.1,0.545,4.9,8.6,13.5,3.5,1.7,1.5,0,3.8,12.2,0,0,96
Junior Bridgeman,SF,23,MIL,82,0,2410,9.0,20.1,0.449,0,0,0,9.0,20.1,0.449,3.6,4.2,0.8640000000000001,2.4,5.3,7.7,3.8,1.5,0.5,0,4.1,21.7,0,0,104
Allan Bristow,SF,25,SAS,82,0,2017,7.8,15.9,0.489,0,0,0,7.8,15.9,0.489,4.4,5.5,0.7979999999999999,2.5,4.9,7.4,5.1,1.9,0.0,0,4.2,19.9,0,0,103
Gary Brokaw,SG,23,TOT,80,0,1487,7.4,17.2,0.429,0,0,0,7.4,17.2,0.429,5.0,6.7,0.7440000000000001,0.7,3.1,3.8,7.0,1.1,1.1,0,5.0,19.8,0,0,104
Fred Brown,SG,28,SEA,72,0,2098,11.4,23.9,0.479,0,0,0,11.4,23.9,0.479,3.6,4.1,0.884,1.5,3.5,5.0,3.8,2.7,0.4,0,3.0,26.5,0,0,99
John Brown,SF,25,ATL,77,0,1405,5.2,11.4,0.457,0,0,0,5.2,11.4,0.457,4.0,4.9,0.807,2.5,5.3,7.7,3.4,1.5,0.2,0,7.1,14.4,0,0,103
Roger Brown,C,26,DET,43,0,322,2.9,7.7,0.375,0,0,0,2.9,7.7,0.375,2.5,3.6,0.6920000000000001,4.2,8.1,12.3,1.6,2.1,2.5,0,9.3,8.2,0,0,98
Joe Bryant,PF,22,PHI,61,0,612,7.7,17.4,0.446,0,0,0,7.7,17.4,0.446,3.8,5.1,0.757,3.3,5.2,8.5,3.5,2.6,0.9,0,6.1,19.3,0,0,97
Quinn Buckner,PG,22,MIL,79,0,2095,6.3,14.6,0.434,0,0,0,6.3,14.6,0.434,1.8,3.3,0.539,1.9,3.7,5.6,7.9,4.1,0.4,0,6.2,14.4,0,0,100
Ticky Burden,SG,23,NYK,61,0,608,10.8,25.7,0.42,0,0,0,10.8,25.7,0.42,3.7,6.2,0.6,1.9,2.9,4.8,4.5,3.4,0.1,0,6.4,25.3,0,0,99
Tom Burleson,C,24,SEA,82,0,1803,7.2,16.3,0.442,0,0,0,7.2,16.3,0.442,5.5,7.5,0.731,4.6,9.1,13.7,2.3,1.8,2.9,0,6.5,19.8,0,0,95
Don Buse,PG,26,IND,81,0,2947,4.0,9.7,0.41600000000000004,0,0,0,4.0,9.7,0.41600000000000004,1.7,2.2,0.7859999999999999,1.0,3.1,4.1,10.4,4.3,0.2,0,2.0,9.8,0,0,99
Corky Calhoun,SF,26,POR,70,0,743,5.1,10.9,0.46399999999999997,0,0,0,5.1,10.9,0.46399999999999997,3.9,5.1,0.7759999999999999,2.4,6.2,8.6,2.1,1.4,0.5,0,7.4,14.1,0,0,99
Mack Calvin,PG,29,TOT,76,0,1438,6.6,16.4,0.40399999999999997,0,0,0,6.6,16.4,0.40399999999999997,8.7,10.2,0.8490000000000001,1.1,1.8,2.9,7.2,1.8,0.1,0,3.8,22.0,0,0,103
Austin Carr,SG,28,CLE,82,0,2409,11.0,24.0,0.457,0,0,0,11.0,24.0,0.457,4.2,5.3,0.795,2.4,2.4,4.7,4.3,1.1,0.2,0,4.3,26.1,0,0,103
M.L. Carr,SF,26,DET,82,0,2643,7.4,15.5,0.47600000000000003,0,0,0,7.4,15.5,0.47600000000000003,3.4,4.7,0.735,3.5,7.0,10.5,3.0,2.8,1.0,0,4.8,18.2,0,0,99
Fred Carter,SG,31,TOT,61,0,1112,8.3,19.9,0.418,0,0,0,8.3,19.9,0.418,2.7,3.8,0.708,2.2,2.5,4.7,5.0,1.6,0.4,0,5.0,19.4,0,0,105
Cornelius Cash,PF,24,DET,6,0,49,8.1,20.7,0.391,0,0,0,8.1,20.7,0.391,2.7,5.4,0.5,7.2,7.2,14.4,0.9,1.8,0.9,0,7.2,18.9,0,0,100
Harvey Catchings,C,25,PHI,53,0,864,3.2,6.3,0.504,0,0,0,3.2,6.3,0.504,1.7,2.4,0.7020000000000001,3.3,8.7,12.0,1.5,1.2,4.0,0,6.7,8.1,0,0,95
Don Chaney,SG,30,LAL,81,0,2408,4.1,9.9,0.408,0,0,0,4.1,9.9,0.408,1.3,1.8,0.745,2.3,4.0,6.3,5.9,2.7,0.6,0,4.3,9.4,0,0,99
Ken Charles,SG,25,ATL,82,0,2487,6.5,15.8,0.414,0,0,0,6.5,15.8,0.414,3.8,4.7,0.8009999999999999,0.8,2.3,3.1,5.4,2.6,0.8,0,4.4,16.9,0,0,102
Phil Chenier,SG,26,WSB,78,0,2842,10.4,23.5,0.444,0,0,0,10.4,23.5,0.444,4.3,5.1,0.841,0.9,3.9,4.8,4.7,1.9,0.6,0,2.6,25.2,0,0,100
Jim Chones,C,27,CLE,82,0,2378,8.9,19.3,0.46299999999999997,0,0,0,8.9,19.3,0.46299999999999997,3.1,4.2,0.731,4.1,9.5,13.7,2.1,0.6,1.5,0,5.1,21.0,0,0,98
Jim Cleamons,PG,27,CLE,60,0,2045,5.9,13.7,0.434,0,0,0,5.9,13.7,0.434,2.6,3.4,0.757,2.3,4.0,6.3,7.1,1.5,0.5,0,2.9,14.5,0,0,101
E.C. Coleman,PF,26,NOJ,77,0,2369,5.5,11.9,0.462,0,0,0,5.5,11.9,0.462,1.5,2.1,0.732,2.8,7.5,10.4,1.9,1.2,0.6,0,5.3,12.5,0,0,99
Doug Collins,SG,25,PHI,58,0,2037,9.3,17.9,0.518,0,0,0,9.3,17.9,0.518,4.6,5.4,0.84,1.4,2.8,4.2,5.9,1.5,0.3,0,3.8,23.1,0,0,101
Norm Cook,SF,21,BOS,25,0,138,8.7,23.3,0.375,0,0,0,8.7,23.3,0.375,2.9,5.5,0.529,3.2,5.5,8.7,1.6,3.2,1.0,0,8.7,20.4,0,0,94
Dave Cowens*,C,28,BOS,50,0,1888,7.8,17.9,0.434,0,0,0,7.8,17.9,0.434,3.8,4.7,0.818,3.5,13.0,16.5,5.9,1.1,1.2,0,4.3,19.3,0,0,94
Mike D'Antoni,SG,25,SAS,2,0,9,4.8,14.3,0.33299999999999996,0,0,0,4.8,14.3,0.33299999999999996,4.8,9.5,0.5,0.0,9.5,9.5,9.5,0.0,0.0,0,14.3,14.3,0,0,103
Louie Dampier*,PG,32,SAS,80,0,1634,6.1,13.3,0.46,0,0,0,6.1,13.3,0.46,1.7,2.3,0.7440000000000001,0.6,1.4,2.0,6.1,1.3,0.4,0,2.4,13.9,0,0,107
Bob Dandridge,SF,29,MIL,70,0,2501,10.4,22.2,0.467,0,0,0,10.4,22.2,0.467,5.0,6.5,0.7709999999999999,2.6,5.2,7.8,4.8,1.7,0.5,0,3.9,25.8,0,0,104
Mel Daniels*,C,32,NYN,11,0,126,4.8,12.9,0.371,0,0,0,4.8,12.9,0.371,4.8,8.4,0.565,3.7,8.8,12.5,2.2,1.1,4.0,0,10.6,14.3,0,0,95
