Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Zaid Abdul-Aziz,C,28,HOU,65,0,1450,7.6,17.3,0.43700000000000006,0,0,0,7.6,17.3,0.43700000000000006,5.1,6.5,0.7829999999999999,5.0,10.7,15.7,2.7,1.2,2.4,0,4.1,20.2,0,0,96
Kareem Abdul-Jabbar*,C,27,MIL,65,0,2747,13.9,27.1,0.513,0,0,0,13.9,27.1,0.513,5.6,7.3,0.763,3.3,12.3,15.6,4.5,1.1,3.6,0,3.5,33.4,0,0,92
Don Adams,SF,27,DET,51,0,1376,4.4,10.9,0.40299999999999997,0,0,0,4.4,10.9,0.40299999999999997,1.6,2.7,0.5770000000000001,2.2,6.3,8.5,2.6,2.4,0.7,0,6.2,10.4,0,0,98
Rick Adelman,PG,28,TOT,58,0,1074,5.2,12.3,0.423,0,0,0,5.2,12.3,0.423,3.1,4.4,0.7090000000000001,1.1,3.0,4.0,4.7,3.0,0.3,0,4.3,13.5,0,0,97
Lucius Allen,PG,27,TOT,66,0,2353,9.9,22.6,0.43700000000000006,0,0,0,9.9,22.6,0.43700000000000006,4.6,5.9,0.778,1.7,3.6,5.4,7.2,2.6,0.6,0,4.2,24.3,0,0,100
Dan Anderson,SG,24,POR,43,0,453,4.8,10.6,0.44799999999999995,0,0,0,4.8,10.6,0.44799999999999995,2.6,3.0,0.867,0.8,2.1,2.9,8.2,1.6,0.1,0,4.5,12.1,0,0,102
Tiny Archibald*,PG,26,KCO,82,0,3244,10.8,23.6,0.456,0,0,0,10.8,23.6,0.456,9.2,10.6,0.872,0.7,2.5,3.1,7.9,1.7,0.1,0,2.7,30.8,0,0,100
Jim Ard,C,26,BOS,59,0,719,5.6,16.7,0.335,0,0,0,5.6,16.7,0.335,3.0,4.1,0.738,3.7,8.8,12.5,2.5,0.8,2.0,0,6.0,14.2,0,0,94
Dennis Awtrey,C,26,PHO,82,0,2837,5.5,11.7,0.47,0,0,0,5.5,11.7,0.47,2.1,3.2,0.677,3.9,7.5,11.4,5.5,1.0,0.8,0,3.7,13.1,0,0,99
Gus Bailey,SG,23,HOU,47,0,446,5.3,13.2,0.405,0,0,0,5.3,13.2,0.405,2.1,4.3,0.488,2.4,6.2,8.6,6.2,1.8,1.7,0,5.4,12.8,0,0,98
Mike Bantom,SF,23,PHO,82,0,2239,8.6,18.6,0.461,0,0,0,8.6,18.6,0.461,3.8,5.3,0.7140000000000001,4.3,7.0,11.4,3.3,1.3,1.0,0,5.6,21.0,0,0,98
Jim Barnett,SG,30,TOT,73,0,1776,7.2,16.4,0.43700000000000006,0,0,0,7.2,16.4,0.43700000000000006,5.0,6.0,0.836,1.5,3.0,4.5,4.4,1.2,0.4,0,4.0,19.3,0,0,102
Rick Barry*,SF,30,GSW,80,0,3235,14.2,30.6,0.46399999999999997,0,0,0,14.2,30.6,0.46399999999999997,5.4,6.0,0.904,1.3,5.0,6.3,6.8,3.1,0.5,0,3.1,33.8,0,0,97
Butch Beard,PG,27,GSW,82,0,2521,7.2,13.7,0.528,0,0,0,7.2,13.7,0.528,4.1,4.9,0.8320000000000001,2.1,3.5,5.6,6.1,2.3,0.2,0,5.3,18.6,0,0,100
Zelmo Beaty*,C,35,LAL,69,0,1213,5.1,11.5,0.439,0,0,0,5.1,11.5,0.439,4.0,5.0,0.8,3.5,8.7,12.2,2.8,1.7,1.1,0,4.8,14.1,0,0,98
Ron Behagen,PF,24,KCO,81,0,2205,6.9,17.4,0.39899999999999997,0,0,0,6.9,17.4,0.39899999999999997,4.1,5.5,0.754,3.0,9.3,12.3,3.2,1.3,0.9,0,6.3,18.0,0,0,96
Dennis Bell,SF,23,NYK,52,0,465,6.8,18.1,0.376,0,0,0,6.8,18.1,0.376,2.0,3.6,0.556,4.8,5.7,10.5,2.5,2.2,0.9,0,5.4,15.6,0,0,97
Walt Bellamy*,C,35,NOJ,1,0,14,6.3,6.3,1.0,0,0,0,6.3,6.3,1.0,6.3,6.3,1.0,0.0,15.7,15.7,0.0,0.0,0.0,0,6.3,18.8,0,0,97
Leon Benbow,SG,24,CHI,39,0,252,6.7,18.0,0.37200000000000005,0,0,0,6.7,18.0,0.37200000000000005,2.9,3.4,0.833,2.7,4.6,7.3,4.8,2.1,1.1,0,7.8,16.2,0,0,94
Henry Bibby,PG,25,TOT,75,0,1400,8.8,20.1,0.436,0,0,0,8.8,20.1,0.436,4.5,6.1,0.725,1.5,2.9,4.5,5.9,1.8,0.1,0,5.1,22.0,0,0,101
Dave Bing*,PG,31,DET,79,0,3222,8.6,19.8,0.434,0,0,0,8.6,19.8,0.434,5.1,6.3,0.809,1.3,3.0,4.2,9.0,1.7,0.4,0,3.3,22.2,0,0,102
John Block,PF,30,TOT,54,0,939,8.1,17.6,0.46,0,0,0,8.1,17.6,0.46,5.8,7.3,0.792,3.5,8.3,11.8,2.6,2.1,1.6,0,6.2,22.0,0,0,92
Tom Boerwinkle,C,29,CHI,80,0,1175,5.4,11.1,0.48700000000000004,0,0,0,5.4,11.1,0.48700000000000004,3.0,3.9,0.768,4.3,11.3,15.6,11.1,1.0,1.8,0,6.7,13.8,0,0,92
Freddie Boyd,PG,24,PHI,66,0,1362,7.0,16.9,0.414,0,0,0,7.0,16.9,0.414,1.9,3.9,0.478,0.5,2.5,3.0,5.5,1.5,0.1,0,4.6,15.8,0,0,102
Ken Boyd,SF,22,NOJ,6,0,25,12.3,22.8,0.5379999999999999,0,0,0,12.3,22.8,0.5379999999999999,8.8,19.3,0.455,5.3,3.5,8.8,3.5,5.3,0.0,0,3.5,33.3,0,0,94
Steve Bracey,SG,24,GSW,42,0,340,7.1,17.1,0.415,0,0,0,7.1,17.1,0.415,3.3,5.0,0.6579999999999999,1.3,3.7,5.0,6.8,1.8,0.1,0,5.4,17.5,0,0,100
Bill Bradley*,SF,31,NYK,79,0,2787,7.5,17.3,0.436,0,0,0,7.5,17.3,0.436,2.4,2.8,0.873,1.1,3.1,4.2,4.1,1.2,0.3,0,4.7,17.5,0,0,102
Jim Brewer,PF,23,CLE,82,0,1991,7.0,15.3,0.455,0,0,0,7.0,15.3,0.455,2.5,3.8,0.648,4.9,7.3,12.2,3.1,1.8,1.0,0,3.6,16.4,0,0,96
Bill Bridges,PF,35,TOT,32,0,415,3.8,10.1,0.376,0,0,0,3.8,10.1,0.376,1.8,3.7,0.5,6.9,7.6,14.5,3.4,1.2,0.5,0,7.0,9.4,0,0,100
John Brisker,SG,27,SEA,21,0,276,9.9,23.2,0.426,0,0,0,9.9,23.2,0.426,6.9,8.1,0.857,2.5,3.0,5.4,3.1,1.2,0.5,0,5.4,26.7,0,0,102
