Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Alaa Abdelnaby,PF,23,POR,71,1,934,9.2,18.7,0.493,0.0,0.0,0.0,9.2,18.7,0.493,3.9,5.2,0.752,4.2,9.3,13.5,1.6,1.3,0.8,3.4,6.9,22.4,0,105,103
Mahmoud Abdul-Rauf,PG,22,DEN,81,11,1538,11.3,26.8,0.42100000000000004,1.0,3.0,0.33,10.3,23.8,0.433,3.0,3.4,0.87,0.7,2.9,3.6,6.1,1.4,0.1,3.7,4.1,26.5,0,99,113
Mark Acres,C,29,ORL,68,6,926,4.1,8.0,0.517,0.1,0.2,0.33299999999999996,4.1,7.8,0.52,2.7,3.5,0.7609999999999999,5.1,8.2,13.3,1.2,1.3,0.8,1.7,7.4,11.0,0,118,109
Michael Adams,PG,29,WSB,78,78,2795,8.5,21.7,0.39299999999999996,2.2,6.8,0.324,6.3,14.9,0.425,5.5,6.3,0.8690000000000001,1.0,4.4,5.4,10.4,2.5,0.2,3.7,2.8,24.8,0,106,109
Rafael Addison,SF,27,NJN,76,8,1175,7.8,18.0,0.433,0.6,2.0,0.28600000000000003,7.2,16.0,0.452,2.3,3.2,0.737,2.7,4.2,6.9,2.8,1.2,1.2,1.9,4.5,18.5,0,106,112
Mark Aguirre,SF,32,DET,75,12,1582,11.2,26.1,0.431,0.5,2.4,0.21100000000000002,10.7,23.7,0.45299999999999996,5.2,7.6,0.687,2.2,5.6,7.8,4.2,1.7,0.4,3.5,5.7,28.2,0,100,106
Danny Ainge,SG,32,POR,81,6,1595,9.1,20.6,0.442,2.4,7.0,0.33899999999999997,6.7,13.6,0.496,3.3,4.0,0.8240000000000001,1.2,3.3,4.5,6.1,2.2,0.4,2.1,4.5,23.8,0,116,106
Victor Alexander,C,22,GSW,80,28,1350,8.4,15.8,0.529,0.0,0.0,0.0,8.4,15.7,0.531,3.5,5.1,0.691,3.6,7.9,11.6,1.1,1.5,2.1,3.1,6.1,20.3,0,107,108
Greg Anderson,PF,27,DEN,82,82,2793,6.8,14.9,0.456,0.0,0.1,0.0,6.8,14.8,0.45799999999999996,2.9,4.7,0.623,5.9,10.5,16.4,1.4,1.5,1.1,3.5,4.6,16.5,0,98,106
Kenny Anderson,PG,21,NJN,64,13,1086,8.4,21.7,0.39,0.1,0.6,0.231,8.3,21.1,0.39399999999999996,3.3,4.4,0.745,1.7,4.0,5.7,9.2,3.0,0.4,4.4,3.1,20.3,0,96,109
Nick Anderson,SG,24,ORL,60,59,2203,10.7,23.2,0.46299999999999997,0.7,1.9,0.353,10.0,21.3,0.47200000000000003,4.5,6.7,0.667,2.2,6.4,8.5,3.6,2.2,0.7,2.8,2.9,26.6,0,105,109
Ron Anderson,SF,33,PHI,82,11,2432,9.9,21.2,0.465,0.9,2.7,0.331,9.0,18.6,0.485,3.0,3.4,0.877,2.0,3.8,5.9,2.8,1.8,0.2,2.3,2.7,23.6,0,107,112
Willie Anderson,SG,25,SAS,57,55,1889,8.2,18.1,0.455,0.3,1.5,0.23199999999999998,7.9,16.6,0.475,2.8,3.6,0.775,1.6,6.3,7.9,8.0,1.4,1.3,3.7,4.0,19.7,0,103,105
Michael Ansley,SF,24,TOT,10,0,45,8.9,20.0,0.444,0.0,0.0,0.0,8.9,20.0,0.444,5.6,6.7,0.833,2.2,4.4,6.7,2.2,0.0,0.0,3.3,7.8,23.3,0,100,116
Greg Anthony,PG,24,NYK,82,1,1510,5.5,14.9,0.37,0.3,1.9,0.145,5.2,13.0,0.40299999999999997,4.0,5.4,0.741,1.1,3.5,4.7,10.7,2.0,0.3,3.4,5.8,15.3,0,101,106
B.J. Armstrong,PG,24,CHI,82,3,1875,9.1,18.9,0.48100000000000004,0.9,2.4,0.402,8.1,16.5,0.49200000000000005,2.8,3.5,0.8059999999999999,0.5,3.4,3.9,7.2,1.2,0.1,2.5,2.4,21.9,0,112,109
Vincent Askew,SG,25,GSW,80,10,1496,6.0,11.8,0.509,0.0,0.3,0.1,6.0,11.4,0.52,3.4,5.0,0.6940000000000001,2.8,4.5,7.2,5.8,1.5,0.7,2.6,4.0,15.5,0,114,112
Keith Askins,SF,24,MIA,59,4,843,4.9,12.0,0.41,1.5,4.3,0.342,3.4,7.7,0.447,1.5,2.2,0.703,3.8,4.5,8.3,2.2,2.3,0.9,2.7,6.4,12.8,0,100,110
Stacey Augmon,SG,23,ATL,82,82,2505,8.6,17.6,0.489,0.0,0.1,0.16699999999999998,8.6,17.5,0.49200000000000005,4.2,6.3,0.6659999999999999,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,0,104,109
Isaac Austin,C,22,UTA,31,0,112,9.4,20.6,0.457,0.0,0.0,0.0,9.4,20.6,0.457,8.5,13.5,0.633,4.9,10.8,15.7,2.2,0.9,0.9,3.6,9.0,27.4,0,105,104
Miloš Babić,C,23,MIA,9,0,35,8.4,18.3,0.462,0.0,0.0,0.0,8.4,18.3,0.462,8.4,11.2,0.75,2.8,12.6,15.4,8.4,1.4,0.0,7.0,0.0,25.3,0,100,108
John Bagley,PG,31,BOS,73,59,1742,6.4,14.6,0.441,0.3,1.2,0.23800000000000002,6.1,13.3,0.45899999999999996,2.0,2.7,0.716,1.1,3.5,4.6,13.8,1.6,0.1,4.3,3.5,15.1,0,102,110
Thurl Bailey,PF,30,TOT,84,18,2104,8.8,20.0,0.44,0.0,0.0,0.0,8.8,20.0,0.441,5.2,6.5,0.7959999999999999,2.9,8.7,11.6,1.9,0.8,2.8,2.6,3.8,22.8,0,102,110
Steve Bardo,SG,23,SAS,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0,202,114
Charles Barkley*,SF,28,PHI,75,75,2881,11.1,20.0,0.552,0.6,2.4,0.23399999999999999,10.5,17.6,0.597,8.1,11.6,0.695,4.8,9.9,14.8,5.5,2.4,0.8,4.2,3.5,30.8,0,119,106
Dana Barros,PG,24,SEA,75,1,1331,9.0,18.6,0.483,3.1,7.0,0.446,5.9,11.6,0.505,2.3,3.0,0.759,0.6,2.4,3.1,4.7,1.9,0.2,2.1,3.2,23.4,0,121,112
John Battle,SG,29,CLE,76,2,1637,9.8,20.3,0.48,0.1,0.5,0.11800000000000001,9.7,19.8,0.489,4.5,5.3,0.848,0.6,2.9,3.5,4.9,1.1,0.2,2.8,3.6,24.1,0,106,113
Kenny Battle,SG,27,TOT,16,0,92,5.8,8.9,0.647,0.0,0.5,0.0,5.8,8.4,0.688,5.2,6.3,0.833,2.1,6.3,8.4,2.1,1.0,1.0,2.1,5.2,16.8,0,132,110
William Bedford,C,28,DET,32,8,363,7.2,17.5,0.413,0.0,0.1,0.0,7.2,17.3,0.41700000000000004,2.0,3.2,0.636,3.5,5.6,9.1,1.7,0.9,2.6,2.2,8.1,16.5,0,95,106
Benoit Benjamin,C,27,SEA,63,61,1941,9.2,19.2,0.478,0.0,0.1,0.0,9.2,19.1,0.48,4.4,6.5,0.687,3.4,9.9,13.3,2.0,1.0,3.1,4.5,4.8,22.8,0,98,106
Winston Bennett,SF,26,TOT,54,45,833,4.9,12.8,0.379,0.0,0.1,0.0,4.9,12.7,0.381,2.1,3.0,0.7,3.8,6.0,9.8,2.3,1.2,0.5,2.0,7.4,11.8,0,95,110
David Benoit,SF,23,UTA,77,2,1161,7.6,16.2,0.467,0.1,0.6,0.214,7.4,15.6,0.47600000000000003,3.5,4.3,0.81,4.5,8.3,12.8,1.5,0.8,1.9,3.1,5.4,18.8,0,104,106
Larry Bird*,SF,35,BOS,45,45,1662,10.6,22.9,0.466,1.6,3.9,0.406,9.1,19.0,0.478,4.5,4.9,0.9259999999999999,1.4,11.7,13.1,9.2,1.3,1.0,3.8,2.5,27.4,0,112,104
Rolando Blackman,SG,32,DAL,75,74,2527,10.8,23.4,0.461,1.3,3.4,0.385,9.5,20.0,0.474,4.8,5.4,0.898,1.6,3.2,4.8,4.1,1.0,0.4,3.1,2.7,27.6,0,108,115
Lance Blanks,SG,25,DET,43,0,189,6.9,15.3,0.455,1.7,4.4,0.375,5.3,10.8,0.48700000000000004,2.2,3.1,0.727,2.5,3.6,6.1,5.3,3.9,0.3,3.9,7.2,17.7,0,103,103
Mookie Blaylock,PG,24,NJN,72,67,2548,8.2,19.1,0.43200000000000005,0.2,1.0,0.222,8.0,18.1,0.444,2.4,3.4,0.7120000000000001,1.9,3.2,5.2,9.5,3.3,0.8,2.9,3.5,19.2,0,107,108
Muggsy Bogues,PG,27,CHH,82,69,2790,5.4,11.4,0.47200000000000003,0.0,0.5,0.07400000000000001,5.3,10.9,0.489,1.6,2.0,0.7829999999999999,1.0,3.0,4.0,12.6,2.9,0.1,2.6,2.6,12.4,0,112,112
Manute Bol,C,29,PHI,71,2,1267,2.0,5.2,0.38299999999999995,0.0,0.4,0.0,2.0,4.8,0.41200000000000003,0.5,1.1,0.462,2.2,6.8,9.0,0.9,0.4,8.3,1.7,5.6,4.4,0,82,106
Anthony Bonner,PF,23,SAC,79,18,2287,6.2,13.9,0.447,0.0,0.1,0.25,6.2,13.8,0.44799999999999995,3.2,5.1,0.627,4.0,6.2,10.2,2.6,2.0,0.5,2.8,4.1,15.6,0,99,110
Anthony Bowie,SG,28,ORL,52,26,1721,8.9,18.0,0.493,0.5,1.3,0.386,8.4,16.8,0.501,3.3,3.9,0.86,2.0,5.0,7.0,4.6,1.6,1.1,3.0,2.9,21.6,0,109,111
Sam Bowie,C,30,NJN,71,61,2179,9.5,21.3,0.445,0.2,0.6,0.32,9.3,20.7,0.44799999999999995,4.8,6.3,0.757,4.6,8.4,13.0,4.2,0.9,2.7,3.4,4.8,23.9,0,107,108
Terrell Brandon,PG,21,CLE,82,9,1605,7.9,18.9,0.419,0.0,0.7,0.043,7.9,18.2,0.434,3.1,3.9,0.8059999999999999,1.5,3.6,5.1,10.0,2.6,0.7,4.3,3.4,19.1,0,97,109
Randy Breuer,C,31,MIN,67,25,1176,6.9,14.8,0.46799999999999997,0.0,0.0,0.0,6.9,14.7,0.469,1.8,3.3,0.532,4.2,7.9,12.1,3.8,1.2,4.3,1.8,5.0,15.6,0,106,109
Frank Brickowski,SF,32,MIL,65,60,1556,9.9,18.9,0.524,0.1,0.2,0.5,9.8,18.7,0.524,4.0,5.3,0.767,3.1,8.0,11.1,3.9,1.9,0.7,3.6,7.2,23.9,0,110,109
Kevin Brooks,SF,22,DEN,37,0,270,7.8,17.5,0.44299999999999995,0.4,2.0,0.182,7.4,15.5,0.47700000000000004,3.1,3.8,0.81,2.3,4.7,7.0,2.0,1.4,0.4,3.2,3.4,18.9,0,98,111
Scott Brooks,PG,26,MIN,82,0,1082,7.8,17.5,0.447,1.5,4.2,0.35600000000000004,6.3,13.3,0.475,2.4,2.9,0.81,1.3,3.4,4.6,9.6,3.1,0.3,2.4,3.8,19.5,0,112,112
Chucky Brown,SF,23,TOT,42,2,431,7.2,15.4,0.469,0.0,0.4,0.0,7.2,15.0,0.48,3.6,5.9,0.612,3.7,6.1,9.8,3.1,1.4,0.8,3.5,5.8,18.0,0,99,110
Dee Brown,PG,23,BOS,31,20,883,8.5,19.9,0.426,0.3,1.2,0.22699999999999998,8.2,18.6,0.439,3.4,4.4,0.769,0.9,3.6,4.5,9.3,1.9,0.4,3.3,4.2,20.6,0,101,109
Mike Brown,C,28,UTA,82,1,1783,6.2,13.8,0.45299999999999996,0.0,0.0,0.0,6.2,13.7,0.45399999999999996,5.4,8.0,0.667,5.3,8.1,13.4,2.3,1.2,1.0,3.0,5.5,17.8,0,107,106
Myron Brown,PG,22,MIN,4,0,23,8.8,13.2,0.667,2.2,6.6,0.33299999999999996,6.6,6.6,1.0,0.0,0.0,0.0,0.0,6.6,6.6,13.2,2.2,0.0,8.8,4.4,19.8,0,100,111
Randy Brown,PG,23,SAC,56,0,535,6.9,15.2,0.456,0.0,0.5,0.0,6.9,14.7,0.47200000000000003,3.4,5.2,0.655,2.3,3.9,6.2,5.3,3.2,1.1,3.8,6.1,17.3,0,96,109
Tony Brown,SF,31,TOT,57,2,655,7.8,19.0,0.41,1.5,4.8,0.302,6.3,14.2,0.446,3.7,5.0,0.727,2.4,4.0,6.4,3.7,2.3,0.4,2.7,6.3,20.7,0,104,109
Mark Bryant,PF,26,POR,56,0,800,5.8,12.0,0.48,0.0,0.2,0.0,5.8,11.8,0.48700000000000004,2.4,3.6,0.667,5.3,6.9,12.2,2.5,1.6,0.5,1.8,6.4,13.9,0,114,105
Jud Buechler,SF,23,TOT,28,0,290,4.8,11.8,0.408,0.0,0.2,0.0,4.8,11.7,0.414,2.0,3.5,0.5710000000000001,3.0,5.7,8.7,3.8,3.2,1.2,2.2,5.2,11.7,0,97,105
Matt Bullard,PF,24,HOU,80,7,1278,8.1,17.7,0.45899999999999996,2.5,6.6,0.386,5.6,11.1,0.502,1.5,2.0,0.76,2.9,5.9,8.8,3.0,1.0,0.8,2.2,5.1,20.2,0,110,110
Willie Burton,SF,23,MIA,68,50,1585,8.7,19.3,0.45,0.2,0.5,0.4,8.5,18.8,0.451,6.1,7.6,0.8,2.4,5.2,7.6,3.8,1.4,1.1,3.7,5.8,23.6,0,104,111
Steve Burtt,SG,29,PHO,31,2,356,10.0,21.7,0.46299999999999997,0.1,0.8,0.16699999999999998,9.9,20.9,0.474,5.2,7.3,0.7040000000000001,1.4,3.3,4.6,8.0,2.2,0.5,4.5,7.9,25.4,0,102,108
Michael Cage,PF,30,SEA,82,69,2461,6.3,11.1,0.5660000000000001,0.0,0.1,0.0,6.3,11.0,0.5720000000000001,2.2,3.5,0.62,5.4,9.4,14.9,1.9,2.0,1.1,1.6,4.8,14.7,0,124,106
Demetrius Calip,PG,22,LAL,7,0,58,3.6,16.1,0.222,0.9,4.5,0.2,2.7,11.6,0.231,1.8,2.7,0.667,0.9,3.6,4.5,10.7,0.9,0.0,4.5,7.2,9.8,0,72,114
