Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,36,LAL,80,80,2622,12.6,21.9,0.578,0.0,0.0,0.0,12.6,21.8,0.579,5.0,7.0,0.723,3.0,7.4,10.4,3.7,1.0,2.5,3.9,3.7,30.3,0,115,107
Alvan Adams,C,29,PHO,70,13,1452,8.8,19.0,0.462,0.0,0.1,0.0,8.8,18.8,0.465,4.3,5.2,0.825,3.8,6.6,10.4,7.1,2.4,1.0,3.8,6.4,21.8,0,107,106
Mark Aguirre,SF,24,DAL,79,79,2900,15.5,29.5,0.524,0.3,0.9,0.268,15.2,28.6,0.532,7.8,10.4,0.7490000000000001,2.7,5.2,7.8,6.0,1.3,0.4,4.8,4.1,39.0,0,112,111
Danny Ainge,SG,24,BOS,71,3,1154,6.9,15.1,0.46,0.3,0.9,0.273,6.7,14.1,0.47200000000000003,1.9,2.3,0.821,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,0,104,107
J.J. Anderson,SF,23,UTA,48,0,311,8.1,19.1,0.423,0.0,0.4,0.0,8.1,18.7,0.433,1.8,4.3,0.414,5.6,3.7,9.3,3.2,2.2,1.3,2.9,4.1,17.9,0,94,108
Richard Anderson,PF,23,DEN,78,17,1380,8.6,20.1,0.426,0.1,0.6,0.158,8.5,19.5,0.435,3.7,4.7,0.773,4.3,8.5,12.8,6.1,1.4,0.9,3.4,5.8,20.9,0,101,110
Tiny Archibald*,PG,35,MIL,46,46,1038,6.5,13.3,0.48700000000000004,0.2,0.9,0.222,6.3,12.5,0.506,3.1,4.8,0.634,0.8,2.9,3.6,7.6,1.6,0.0,3.7,3.7,16.2,0,102,107
Ken Austin,SF,22,DET,7,0,28,9.9,21.5,0.462,0.0,0.0,0.0,9.9,21.5,0.462,0.0,0.0,0.0,3.3,1.7,5.0,1.7,1.7,1.7,5.0,11.6,19.8,0,85,110
John Bagley,PG,23,CLE,76,19,1712,7.4,17.5,0.423,0.1,0.5,0.11800000000000001,7.3,17.0,0.43200000000000005,4.5,5.7,0.7929999999999999,1.4,3.1,4.5,9.6,2.2,0.1,4.9,3.3,19.4,0,97,110
James Bailey,PF,26,HOU,73,0,1174,9.9,20.2,0.491,0.0,0.0,0.0,9.9,20.1,0.49200000000000005,5.4,7.5,0.7190000000000001,4.1,7.4,11.5,3.1,1.3,1.6,3.9,7.7,25.2,0,105,107
Thurl Bailey,PF,22,UTA,81,54,2009,6.9,13.4,0.512,0.0,0.0,0.0,6.9,13.4,0.512,2.0,2.7,0.752,2.6,7.9,10.6,2.9,0.9,2.8,2.4,4.4,15.8,0,106,107
Greg Ballard,SF,29,WSB,82,82,2701,9.3,19.4,0.48100000000000004,0.0,0.3,0.133,9.3,19.1,0.486,3.0,3.8,0.7979999999999999,2.6,6.3,8.9,5.3,1.7,0.6,2.6,3.9,21.7,0,106,107
Gene Banks,PF,24,SAS,80,66,2600,7.3,12.9,0.568,0.0,0.1,0.16699999999999998,7.3,12.8,0.5710000000000001,3.5,4.7,0.741,3.5,6.6,10.1,4.4,1.8,0.4,2.9,4.4,18.2,0,117,111
Dave Batton,C,27,SAS,4,0,31,7.3,14.5,0.5,0.0,0.0,0.0,7.3,14.5,0.5,0.0,0.0,0.0,1.5,4.4,5.8,4.4,0.0,4.4,5.8,7.3,14.5,0,81,112
Kent Benson,C,29,DET,82,58,1734,6.6,12.0,0.55,0.0,0.0,0.0,6.6,12.0,0.551,2.2,2.7,0.8220000000000001,3.1,7.8,10.9,3.5,1.9,1.4,2.1,6.1,15.4,0,118,106
Larry Bird*,PF,27,BOS,79,77,3028,12.0,24.5,0.49200000000000005,0.3,1.2,0.247,11.8,23.3,0.504,5.9,6.7,0.888,2.9,9.8,12.7,8.3,2.3,1.1,3.8,3.1,30.3,0,115,101
Otis Birdsong,SG,28,NJN,69,57,2168,12.5,24.6,0.508,0.1,0.4,0.25,12.4,24.2,0.513,4.2,6.9,0.608,1.6,2.1,3.7,5.7,1.8,0.4,3.7,3.9,29.3,0,106,108
Rolando Blackman,SG,24,DAL,81,81,3025,11.6,21.2,0.546,0.0,0.2,0.091,11.5,21.0,0.55,6.0,7.3,0.812,2.0,4.0,6.0,4.6,0.9,0.6,2.7,2.0,29.1,0,119,112
Tom Boswell,PF,30,UTA,38,0,261,4.9,9.1,0.5379999999999999,0.2,0.2,1.0,4.7,8.9,0.529,2.8,3.7,0.762,4.9,6.3,11.2,2.8,1.6,0.0,2.3,10.2,12.8,0,118,108
Charles Bradley,SG,24,SEA,8,0,39,3.7,8.6,0.429,0.0,0.0,0.0,3.7,8.6,0.429,6.2,8.6,0.7140000000000001,0.0,3.7,3.7,6.2,0.0,1.2,9.9,7.4,13.6,0,70,112
Mike Bratz,PG,28,GSW,82,0,1428,6.9,17.0,0.409,0.5,1.7,0.294,6.4,15.3,0.42100000000000004,3.9,4.5,0.8759999999999999,1.3,3.3,4.7,8.2,2.7,0.2,3.5,5.0,18.3,0,103,109
Randy Breuer,C,23,MIL,57,8,472,7.1,18.6,0.384,0.0,0.0,0.0,7.1,18.6,0.384,3.4,4.8,0.696,5.0,6.4,11.4,1.8,1.2,4.0,3.7,10.3,17.6,0,90,102
Ron Brewer,SG,28,TOT,53,8,992,8.2,18.4,0.444,0.1,0.6,0.214,8.0,17.8,0.452,2.4,3.1,0.7759999999999999,1.0,1.9,2.9,2.3,1.1,1.0,1.8,2.9,18.9,0,100,115
Junior Bridgeman,SF,30,MIL,81,10,2431,10.4,22.3,0.465,0.1,0.6,0.19399999999999998,10.2,21.7,0.473,4.0,5.0,0.807,1.6,5.1,6.8,5.4,1.1,0.3,3.0,4.6,24.9,0,106,106
Michael Brooks,SF,25,SDC,47,30,1405,7.2,15.0,0.479,0.0,0.2,0.0,7.2,14.9,0.484,3.5,5.1,0.6890000000000001,4.8,6.8,11.6,3.0,1.7,0.5,2.6,4.2,17.9,0,110,112
Fred Brown,SG,35,SEA,71,1,1129,11.0,21.6,0.51,0.4,1.4,0.265,10.6,20.1,0.528,3.3,3.7,0.895,0.6,2.0,2.6,8.3,2.1,0.1,3.0,3.6,25.7,0,111,110
Rickey Brown,C,25,ATL,68,3,785,6.0,12.9,0.46799999999999997,0.0,0.0,0.0,6.0,12.9,0.46799999999999997,3.1,4.2,0.738,4.3,7.3,11.6,1.9,1.2,1.5,3.4,10.3,15.1,0,99,106
Wallace Bryant,C,24,CHI,29,0,317,7.9,20.2,0.391,0.0,0.0,0.0,7.9,20.2,0.391,2.1,5.0,0.424,5.6,6.5,12.1,2.0,1.4,1.7,2.4,7.3,17.9,0,90,107
Quinn Buckner,PG,29,BOS,79,0,1249,5.3,12.4,0.42700000000000005,0.0,0.2,0.0,5.3,12.2,0.435,1.8,2.9,0.649,1.6,3.7,5.3,8.2,3.2,0.1,3.9,7.2,12.5,0,94,104
Don Buse,PG,33,KCK,76,10,1327,5.3,12.4,0.426,0.6,2.1,0.305,4.6,10.3,0.451,2.2,2.8,0.7879999999999999,1.0,3.1,4.1,10.7,3.0,0.0,3.1,2.2,13.4,0,106,108
Kenny Carr,PF,28,POR,82,57,2455,10.0,17.8,0.561,0.0,0.1,0.0,10.0,17.8,0.564,4.8,7.1,0.6729999999999999,4.0,8.4,12.4,3.0,1.3,0.6,3.9,5.3,24.8,0,112,107
M.L. Carr,SF,33,BOS,60,1,585,5.8,14.1,0.409,0.2,1.2,0.2,5.5,12.8,0.429,3.5,3.9,0.875,2.1,4.0,6.2,4.0,1.4,0.3,3.8,5.5,15.2,0,95,107
Joe Barry Carroll,C,25,GSW,80,80,2962,10.4,21.8,0.47700000000000004,0.0,0.0,0.0,10.4,21.8,0.47700000000000004,4.9,6.8,0.723,3.7,6.3,10.0,3.1,1.6,2.2,4.2,3.8,25.7,0,103,108
Butch Carter,SG,25,IND,73,54,2045,9.5,19.8,0.479,0.3,1.1,0.326,9.1,18.8,0.488,3.1,4.1,0.764,1.6,1.9,3.5,4.7,2.9,0.3,3.2,4.8,22.5,0,101,107
Howard Carter,SG,22,DEN,55,5,688,9.2,20.0,0.45899999999999996,0.3,1.2,0.263,8.8,18.8,0.47100000000000003,3.0,3.9,0.77,2.4,3.0,5.4,4.5,1.2,0.3,2.7,5.1,21.6,0,102,115
Bill Cartwright,C,26,NYK,77,77,2487,8.8,15.7,0.561,0.0,0.0,0.0,8.8,15.7,0.561,7.9,9.8,0.805,3.8,8.8,12.6,2.1,0.9,1.9,3.9,5.1,25.5,0,118,102
Harvey Catchings,PF,32,MIL,69,3,1156,2.6,6.6,0.39899999999999997,0.0,0.0,0.0,2.6,6.5,0.401,0.9,1.8,0.524,3.8,7.8,11.6,1.8,1.1,3.5,2.4,7.4,6.2,0,88,101
Tom Chambers,PF,24,SEA,82,44,2570,10.4,20.8,0.499,0.0,0.2,0.0,10.4,20.6,0.505,7.0,8.8,0.8,4.1,5.9,10.0,2.5,0.9,1.0,3.6,5.8,27.8,0,110,109
Maurice Cheeks*,PG,27,PHI,75,75,2494,7.5,13.6,0.55,0.2,0.4,0.4,7.3,13.2,0.5539999999999999,3.3,4.5,0.733,0.9,3.1,4.0,9.2,3.3,0.4,3.5,3.8,18.4,0,114,105
Carlos Clark,SG,23,BOS,31,0,127,7.2,19.7,0.365,0.0,0.8,0.0,7.2,18.9,0.38,6.1,6.8,0.889,2.7,3.8,6.4,6.4,3.0,0.4,4.5,4.9,20.5,0,95,104
Don Collins,SG,25,GSW,61,6,957,9.1,18.8,0.483,0.0,0.2,0.2,9.0,18.5,0.48700000000000004,3.2,4.3,0.73,3.0,3.3,6.3,3.3,2.1,0.7,3.9,5.8,21.4,0,101,110
Leroy Combs,SF,23,IND,48,0,446,8.5,17.2,0.49700000000000005,0.0,0.3,0.0,8.5,16.9,0.506,5.9,9.6,0.615,2.0,3.9,5.9,4.0,2.4,1.9,4.8,5.2,23.0,0,96,106
Lester Conner,SG,24,GSW,82,82,2573,6.5,13.2,0.493,0.0,0.1,0.16699999999999998,6.5,13.1,0.496,3.4,4.7,0.718,2.4,3.1,5.5,7.2,2.9,0.2,2.6,3.2,16.4,0,114,109
Darwin Cook,PG,25,NJN,82,31,1870,7.6,17.1,0.44299999999999995,0.3,1.1,0.239,7.3,16.0,0.457,2.4,3.1,0.754,1.3,2.6,3.9,8.9,4.1,0.9,3.5,4.6,17.8,0,102,103
