Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Jeff Adrien,PF,25,HOU,8,0,63,5.8,13.3,0.43799999999999994,0.0,0.0,0.0,5.8,13.3,0.43799999999999994,5.8,10.0,0.583,4.2,14.1,18.3,0.8,0.0,1.7,1.7,10.8,17.5,0,106,103
Arron Afflalo,SG,26,DEN,62,62,2086,8.0,17.1,0.47100000000000003,2.1,5.4,0.39799999999999996,5.9,11.7,0.504,4.8,6.0,0.7979999999999999,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,0,116,111
Blake Ahearn,PG,27,UTA,4,0,30,7.0,24.5,0.28600000000000003,3.5,15.7,0.222,3.5,8.7,0.4,0.0,0.0,0.0,0.0,3.5,3.5,1.7,0.0,0.0,8.7,7.0,17.5,0,57,113
Solomon Alabi,C,23,TOR,14,0,122,5.7,15.9,0.361,0.0,0.0,0.0,5.7,15.9,0.361,3.1,3.5,0.875,6.6,14.1,20.7,1.3,0.9,4.0,2.2,4.8,14.5,0,95,98
Cole Aldrich,C,23,OKC,26,0,173,6.6,12.5,0.524,0.0,0.0,0.0,6.6,12.5,0.524,3.9,4.2,0.929,3.9,10.4,14.3,0.9,2.4,4.8,2.7,6.6,17.0,0,113,96
LaMarcus Aldridge,PF,26,POR,55,55,1994,12.7,24.9,0.512,0.1,0.3,0.182,12.7,24.6,0.516,5.9,7.2,0.8140000000000001,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,0,113,106
Lavoy Allen,PF,22,PHI,41,15,624,6.8,14.3,0.473,0.0,0.0,0.0,6.8,14.3,0.473,0.9,1.2,0.7859999999999999,4.0,10.6,14.7,2.9,1.1,1.5,1.7,6.3,14.5,0,104,98
Ray Allen*,SG,36,BOS,46,42,1565,7.7,16.7,0.45799999999999996,3.6,7.9,0.45299999999999996,4.1,8.8,0.46299999999999997,3.3,3.6,0.915,0.5,4.3,4.8,3.7,1.7,0.3,2.3,2.8,22.2,0,111,101
Tony Allen,SG,30,MEM,58,57,1525,7.3,15.5,0.469,0.3,0.9,0.308,7.0,14.6,0.479,4.9,6.1,0.8,3.4,4.7,8.1,2.7,3.6,1.1,3.3,4.9,19.7,0,106,100
Morris Almond,SG,26,WAS,4,0,67,4.6,13.2,0.353,0.8,2.3,0.33299999999999996,3.9,10.8,0.35700000000000004,0.8,2.3,0.33299999999999996,0.8,5.4,6.2,1.5,5.4,0.0,0.8,4.6,10.8,0,85,101
Al-Farouq Aminu,SF,21,NOH,66,21,1477,5.5,13.4,0.41100000000000003,0.5,1.7,0.27699999999999997,5.0,11.7,0.431,3.2,4.2,0.754,3.5,7.8,11.3,2.4,2.2,1.3,3.3,5.0,14.7,0,93,103
