Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Shareef Abdur-Rahim,PF,29,SAC,72,30,1961,8.8,16.8,0.525,0.1,0.6,0.22699999999999998,8.7,16.2,0.536,5.8,7.4,0.784,2.8,6.7,9.5,4.0,1.3,1.1,2.9,6.0,23.6,0,115,105
Alex Acker,SG,23,DET,5,0,35,6.3,25.3,0.25,1.6,7.9,0.2,4.7,17.4,0.273,0.0,0.0,0.0,1.6,6.3,7.9,6.3,1.6,0.0,6.3,6.3,14.2,0,61,105
Malik Allen,PF,27,CHI,54,20,701,8.9,18.2,0.49,0.1,0.1,1.0,8.8,18.1,0.488,1.7,2.8,0.605,3.2,7.1,10.3,1.5,1.0,1.2,2.5,6.8,19.6,0,98,104
Ray Allen*,SG,30,SEA,78,78,3022,11.8,26.0,0.45399999999999996,4.7,11.3,0.41200000000000003,7.1,14.7,0.486,5.6,6.2,0.903,1.2,4.5,5.8,5.0,1.8,0.3,3.3,2.6,33.9,0,118,116
Tony Allen,PG,24,BOS,51,9,978,6.9,14.6,0.47100000000000003,0.6,1.8,0.324,6.3,12.8,0.49200000000000005,5.3,7.1,0.746,1.7,4.2,5.9,3.6,2.7,1.0,3.6,6.7,19.6,0,103,106
Rafer Alston,PG,29,HOU,63,63,2431,6.3,16.6,0.379,2.3,7.0,0.327,4.0,9.6,0.418,2.2,3.2,0.6920000000000001,0.8,4.9,5.7,9.5,2.3,0.3,3.5,4.4,17.1,0,99,104
Chris Andersen,C,27,NOK,32,2,570,5.3,9.3,0.5710000000000001,0.0,0.0,0.0,5.3,9.3,0.5710000000000001,4.6,9.8,0.47600000000000003,5.8,8.9,14.7,0.6,0.8,3.9,2.5,8.0,15.2,0,109,104
Alan Anderson,SF,23,CHA,36,7,564,6.8,16.5,0.414,2.2,5.3,0.414,4.6,11.2,0.415,3.0,3.7,0.805,2.1,4.3,6.4,2.9,1.0,0.4,2.9,4.4,18.9,0,101,111
Derek Anderson,SG,31,TOT,43,11,1047,5.5,15.5,0.35600000000000004,2.0,6.9,0.299,3.5,8.6,0.402,4.8,5.7,0.838,1.1,6.2,7.3,5.2,1.2,0.3,2.8,5.0,17.9,0,102,106
Shandon Anderson,SF,32,MIA,48,1,638,4.4,10.4,0.429,0.4,1.6,0.263,4.0,8.8,0.45799999999999996,1.1,1.5,0.722,1.5,5.2,6.7,2.5,1.4,0.5,2.0,6.2,10.4,0,95,106
Martynas Andriuškevičius,C,19,CLE,6,0,9,0.0,5.9,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,5.9,17.8,23.8,0.0,11.9,0.0,0.0,5.9,0.0,0,64,78
Carmelo Anthony,SF,21,DEN,80,80,2941,13.1,27.3,0.48100000000000004,0.6,2.6,0.243,12.5,24.7,0.506,10.0,12.3,0.8079999999999999,2.1,4.7,6.8,3.8,1.5,0.7,3.8,4.0,36.9,0,110,108
Rafael Araújo,C,25,TOR,52,34,601,4.6,12.7,0.366,0.0,0.1,0.0,4.6,12.6,0.368,1.3,2.5,0.536,3.8,8.9,12.6,1.3,2.1,0.5,3.7,9.1,10.6,0,77,110
Gilbert Arenas,PG,24,WAS,80,80,3384,11.5,25.6,0.447,3.1,8.3,0.369,8.4,17.3,0.485,10.1,12.3,0.82,0.9,3.4,4.3,7.4,2.5,0.4,4.6,4.4,36.1,0,115,108
Trevor Ariza,SF,20,TOT,57,10,999,5.0,12.1,0.41200000000000003,0.1,0.3,0.2,4.9,11.8,0.41600000000000004,4.1,6.8,0.606,4.2,7.5,11.6,3.3,3.0,0.6,3.3,5.3,14.1,0,96,106
Darrell Armstrong,PG,37,DAL,62,2,622,3.8,11.3,0.336,1.0,4.2,0.22899999999999998,2.8,7.0,0.4,2.9,3.7,0.7859999999999999,1.6,5.5,7.1,7.6,2.4,0.3,5.1,6.2,11.4,0,87,105
Carlos Arroyo,PG-SG,26,TOT,77,0,1194,7.7,17.4,0.444,0.3,0.9,0.35,7.4,16.4,0.45,4.9,6.3,0.774,1.5,4.5,6.0,10.7,1.7,0.2,3.8,5.5,20.6,0,108,107
Chucky Atkins,PG-SG,31,TOT,71,41,1713,7.2,18.2,0.39399999999999996,3.1,8.7,0.354,4.1,9.5,0.431,4.1,5.2,0.7909999999999999,0.7,3.1,3.8,6.3,1.4,0.1,2.8,4.8,21.5,0,108,108
Stacey Augmon,SF,37,ORL,36,3,385,3.5,10.3,0.342,0.0,0.0,0.0,3.5,10.3,0.342,3.0,4.2,0.7,2.5,4.9,7.5,3.2,1.7,0.8,1.6,5.6,10.0,0,96,108
Vin Baker,C,34,LAC,8,1,85,4.3,9.2,0.467,0.0,0.0,0.0,4.3,9.2,0.467,8.0,11.1,0.722,1.2,10.5,11.7,2.5,2.5,2.5,5.5,8.0,16.6,0,93,98
Marcus Banks,PG,24,TOT,58,29,1497,7.9,16.8,0.46799999999999997,0.8,2.3,0.349,7.1,14.5,0.486,4.2,5.3,0.8029999999999999,0.8,4.0,4.8,7.9,1.9,0.4,4.3,5.8,20.7,0,102,107
Leandro Barbosa,SG,23,PHO,57,11,1592,8.6,17.8,0.48100000000000004,2.7,6.2,0.444,5.9,11.7,0.501,3.5,4.6,0.755,1.0,3.7,4.7,5.0,1.5,0.2,2.8,4.6,23.4,0,111,108
Matt Barnes,PF-SF,25,TOT,56,5,631,5.8,11.5,0.5,0.2,1.2,0.2,5.5,10.3,0.536,2.6,3.9,0.6809999999999999,4.0,6.0,10.0,2.3,1.6,0.6,2.5,8.2,14.4,0,108,109
Andre Barrett,PG,23,TOT,19,0,282,7.1,19.4,0.365,0.4,2.6,0.14300000000000002,6.7,16.8,0.4,1.7,2.2,0.75,1.7,3.0,4.7,9.7,1.9,0.0,2.8,2.4,16.2,0,94,114
Earl Barron,C,24,MIA,8,0,45,5.8,18.6,0.313,0.0,0.0,0.0,5.8,18.6,0.313,3.5,4.7,0.75,2.3,9.3,11.6,0.0,0.0,0.0,5.8,11.6,15.1,0,65,107
Brent Barry,SG,34,SAS,74,5,1259,6.7,14.9,0.452,3.4,8.7,0.396,3.3,6.2,0.531,1.7,2.5,0.6609999999999999,1.2,5.6,6.8,5.3,1.7,1.2,2.2,4.3,18.6,0,115,100
Jon Barry,SG,36,HOU,20,0,342,4.0,10.4,0.385,1.9,5.1,0.375,2.1,5.3,0.39399999999999996,3.8,4.6,0.828,0.2,4.8,4.9,4.1,2.1,0.2,3.5,4.0,13.7,0,97,105
Eddie Basden,SF,22,CHI,19,0,141,5.5,13.6,0.405,0.4,2.6,0.14300000000000002,5.1,11.0,0.467,2.9,3.7,0.8,2.6,7.7,10.3,2.9,3.3,0.7,3.3,6.2,14.3,0,92,99
Brandon Bass,PF,20,NOK,29,1,268,5.6,14.1,0.4,0.0,0.0,0.0,5.6,14.1,0.4,2.4,3.8,0.632,3.6,10.1,13.7,0.6,0.6,1.4,2.2,3.6,13.7,0,90,106
Esteban Batista,PF,22,ATL,57,3,495,3.6,8.6,0.425,0.0,0.1,0.0,3.6,8.5,0.43,3.5,5.7,0.623,6.5,8.9,15.4,0.8,1.6,1.2,4.1,11.9,10.8,0,92,109
Tony Battie,C,29,ORL,82,82,2215,6.9,13.5,0.507,0.0,0.1,0.0,6.9,13.4,0.513,2.2,3.3,0.664,3.6,7.7,11.2,1.2,1.1,1.7,2.2,6.1,15.9,0,106,107
