Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Alaa Abdelnaby,PF,25,BOS,13,0,159,7.6,17.4,0.436,0.0,0.0,0.0,7.6,17.4,0.436,5.1,7.9,0.64,3.8,10.7,14.5,0.9,0.6,0.9,5.4,6.3,20.2,0,86,108
Mahmoud Abdul-Rauf,PG,24,DEN,80,78,2617,11.2,24.4,0.46,0.8,2.5,0.316,10.4,21.9,0.47600000000000003,4.2,4.4,0.956,0.5,2.7,3.2,6.9,1.6,0.2,2.9,2.9,27.4,0,109,107
Michael Adams,PG,31,WSB,70,67,2337,6.1,15.0,0.408,1.2,4.1,0.28800000000000003,4.9,10.9,0.45399999999999996,4.8,5.8,0.83,0.8,3.1,3.9,10.3,2.1,0.1,3.6,3.0,18.2,0,108,114
Mark Aguirre,SF,34,LAC,39,0,859,9.1,19.5,0.46799999999999997,2.1,5.2,0.39799999999999996,7.1,14.3,0.494,2.8,4.0,0.6940000000000001,1.6,4.9,6.5,5.8,1.2,0.4,3.9,5.5,23.2,0,103,111
Danny Ainge,SG,34,PHO,68,1,1555,7.1,17.1,0.41700000000000004,2.6,7.8,0.32799999999999996,4.6,9.3,0.491,2.5,3.0,0.83,0.9,3.3,4.2,5.7,1.8,0.3,2.6,4.5,19.3,0,109,110
Gary Alexander,PF,24,TOT,11,0,55,7.6,13.3,0.5710000000000001,0.0,0.0,0.0,7.6,13.3,0.5710000000000001,2.8,8.5,0.33299999999999996,6.6,7.6,14.2,1.9,2.8,0.0,7.6,9.5,18.0,0,82,103
Victor Alexander,C,24,GSW,69,39,1318,9.8,18.5,0.53,0.1,0.5,0.154,9.7,18.0,0.54,2.5,4.7,0.527,4.2,7.1,11.3,2.4,1.0,1.2,3.2,6.2,22.1,0,105,108
Eric Anderson,PF,23,NYK,11,0,39,9.3,22.5,0.41200000000000003,2.7,2.7,1.0,6.6,19.9,0.33299999999999996,6.6,18.6,0.35700000000000004,8.0,14.6,22.5,2.7,0.0,1.3,2.7,11.9,27.8,0,99,96
Greg Anderson,PF,29,DET,77,47,1624,6.3,11.6,0.5429999999999999,0.0,0.1,0.33299999999999996,6.3,11.5,0.545,2.8,4.8,0.5710000000000001,5.7,12.2,17.9,1.6,1.7,2.1,3.0,7.3,15.4,0,107,105
Kenny Anderson,PG,23,NJN,82,82,3135,9.2,22.1,0.41700000000000004,0.6,2.1,0.303,8.6,20.0,0.429,5.5,6.8,0.818,1.4,3.7,5.2,12.6,2.5,0.2,4.3,3.2,24.6,0,106,106
Nick Anderson,SG,26,ORL,81,81,2811,9.0,18.9,0.478,1.8,5.6,0.322,7.2,13.3,0.545,3.0,4.5,0.672,2.0,6.5,8.5,5.3,2.4,0.6,3.0,2.7,22.9,0,111,106
Ron Anderson,SF,35,TOT,21,2,356,4.9,12.1,0.40700000000000003,1.0,3.7,0.26899999999999996,3.9,8.5,0.467,2.7,3.2,0.826,2.3,5.2,7.5,2.4,1.1,0.4,1.4,2.3,13.5,0,109,111
Willie Anderson,SG,27,SAS,80,79,2488,8.4,17.9,0.47100000000000003,0.5,1.5,0.324,8.0,16.5,0.484,3.1,3.7,0.848,1.5,3.7,5.2,7.4,1.5,1.0,3.3,4.0,20.4,0,109,107
Greg Anthony,PG,26,NYK,80,36,1994,5.8,14.8,0.39399999999999996,1.2,4.1,0.3,4.6,10.7,0.431,3.4,4.4,0.774,1.1,3.8,4.9,9.5,3.0,0.3,3.3,4.2,16.3,0,105,99
B.J. Armstrong,PG,26,CHI,82,82,2770,9.0,19.0,0.47600000000000003,1.1,2.5,0.444,7.9,16.4,0.48100000000000004,3.7,4.3,0.855,0.5,2.7,3.2,6.1,1.5,0.2,2.5,2.8,22.9,0,113,107
Vincent Askew,SG,27,SEA,80,3,1690,8.2,16.9,0.48100000000000004,0.2,0.9,0.19399999999999998,8.0,16.0,0.498,5.2,6.3,0.8290000000000001,1.8,3.7,5.5,5.8,2.2,0.6,2.1,4.3,21.7,0,118,105
