Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Mark Acres,C,27,ORL,80,50,1691,3.8,7.8,0.484,0.1,0.1,0.75,3.7,7.7,0.48,2.3,3.3,0.6920000000000001,4.2,7.6,11.7,1.8,1.0,0.7,1.9,6.8,9.9,0,110,114
Michael Adams,PG,27,DEN,79,74,2690,6.7,16.7,0.402,2.7,7.3,0.366,4.1,9.4,0.431,4.5,5.3,0.85,0.8,3.0,3.8,8.4,2.0,0.1,2.4,2.3,20.7,0,114,109
Mark Aguirre,SF,30,DET,78,40,2005,11.1,22.8,0.488,0.8,2.4,0.33299999999999996,10.3,20.4,0.506,4.9,6.4,0.7559999999999999,3.0,4.8,7.7,3.7,0.9,0.5,3.1,5.1,27.9,0,111,106
Danny Ainge,PG,30,SAC,75,68,2727,9.2,21.0,0.43799999999999994,2.0,5.3,0.374,7.2,15.7,0.46,4.0,4.9,0.831,1.3,4.7,5.9,8.2,2.1,0.3,3.4,4.3,24.4,0,107,110
Mark Alarie,PF,26,WSB,82,10,1893,9.5,20.0,0.473,0.3,1.3,0.204,9.2,18.8,0.49,2.8,3.4,0.812,3.9,5.7,9.5,3.6,1.5,1.0,2.6,5.6,21.9,0,106,110
Steve Alford,PG,25,DAL,41,0,302,10.6,23.2,0.457,1.2,3.7,0.318,9.4,19.5,0.483,5.9,6.2,0.946,0.3,3.9,4.2,6.6,2.5,0.5,2.7,3.7,28.3,0,113,108
Randy Allen,SG,25,SAC,63,6,746,7.1,15.9,0.444,0.0,0.5,0.0,7.1,15.4,0.457,1.5,2.9,0.535,3.3,5.9,9.2,1.5,1.1,1.3,1.9,6.8,15.6,0,95,111
Greg Anderson,PF,25,MIL,60,28,1291,8.3,16.4,0.507,0.0,0.0,0.0,8.3,16.4,0.507,3.5,6.4,0.535,4.2,9.9,14.1,0.9,1.2,2.0,3.0,6.7,20.1,0,101,105
Nick Anderson,SG,22,ORL,81,9,1785,9.6,19.4,0.494,0.0,0.4,0.059000000000000004,9.6,19.0,0.504,4.8,6.8,0.705,2.8,5.4,8.2,3.2,1.8,0.9,3.6,3.6,24.0,0,105,114
Richard Anderson,PF,29,CHH,54,2,604,7.1,17.1,0.41700000000000004,3.0,8.1,0.37,4.1,9.0,0.45899999999999996,1.5,1.9,0.7829999999999999,2.7,7.6,10.3,4.5,1.6,0.7,2.1,5.2,18.7,0,106,109
Ron Anderson,SF,31,PHI,78,3,2089,9.0,20.0,0.451,0.1,0.5,0.14300000000000002,9.0,19.5,0.45899999999999996,3.9,4.7,0.838,1.9,5.1,7.0,3.4,1.7,0.3,1.9,3.4,22.0,0,108,110
Willie Anderson,SG,23,SAS,82,81,2788,9.3,18.9,0.49200000000000005,0.1,0.5,0.26899999999999996,9.2,18.5,0.49700000000000005,3.8,5.1,0.748,2.0,4.5,6.5,6.4,1.9,1.0,3.5,4.4,22.5,0,108,106
Michael Ansley,SF,22,ORL,72,5,1221,8.7,17.6,0.49700000000000005,0.0,0.0,0.0,8.7,17.6,0.49700000000000005,6.2,8.6,0.722,7.1,6.6,13.7,1.5,0.9,0.6,1.9,5.7,23.6,0,120,115
B.J. Armstrong,PG,22,CHI,81,0,1291,7.3,15.1,0.485,0.1,0.2,0.5,7.2,14.8,0.484,2.7,3.0,0.885,0.7,3.2,3.9,7.6,1.8,0.2,3.2,4.0,17.4,0,107,112
John Bagley,PG,29,BOS,54,17,1095,4.5,9.7,0.45899999999999996,0.0,0.8,0.055999999999999994,4.4,8.9,0.495,1.3,1.7,0.7440000000000001,1.2,2.8,4.0,13.2,1.8,0.2,4.0,3.4,10.3,0,102,111
Thurl Bailey,SF,28,UTA,82,33,2583,9.1,18.9,0.48100000000000004,0.0,0.2,0.0,9.1,18.7,0.485,4.3,5.5,0.779,2.2,5.7,7.9,2.6,0.6,1.9,2.7,3.4,22.5,0,105,108
Ken Bannister,PF,29,LAC,52,1,589,6.3,13.2,0.478,0.0,0.1,0.0,6.3,13.1,0.48100000000000004,4.3,9.0,0.473,3.2,6.0,9.2,1.5,1.4,0.6,3.6,7.6,16.9,0,92,109
Charles Barkley*,SF,26,PHI,79,79,3085,11.4,19.0,0.6,0.3,1.5,0.217,11.1,17.5,0.632,9.0,12.0,0.7490000000000001,5.8,8.8,14.7,4.9,2.4,0.8,3.9,4.0,32.1,0,128,105
Dana Barros,PG,22,SEA,81,25,1630,9.2,22.8,0.405,2.9,7.4,0.39899999999999997,6.3,15.4,0.408,2.7,3.4,0.809,1.1,3.0,4.1,6.3,1.6,0.0,3.8,3.0,24.2,0,104,113
John Battle,SG,27,ATL,60,48,1477,9.3,18.4,0.506,0.1,0.4,0.154,9.3,18.0,0.514,3.5,4.6,0.7559999999999999,0.9,2.4,3.4,5.2,0.9,0.1,3.0,3.9,22.2,0,110,117
Kenny Battle,SG,25,PHO,59,8,729,6.1,11.1,0.547,0.1,0.3,0.25,6.0,10.9,0.5539999999999999,3.6,5.4,0.6709999999999999,2.9,5.2,8.1,2.5,2.3,0.7,2.1,6.1,15.8,0,116,106
William Bedford,C,26,DET,42,0,246,11.2,25.8,0.43200000000000005,0.2,1.2,0.16699999999999998,11.0,24.6,0.445,1.9,4.5,0.409,3.1,8.9,12.0,0.8,0.6,3.5,4.3,8.1,24.4,0,85,101
Benoit Benjamin,C,25,LAC,71,58,2313,7.6,14.4,0.526,0.0,0.0,0.0,7.6,14.4,0.527,4.9,6.7,0.732,3.3,10.5,13.7,3.3,1.2,3.9,3.9,4.5,20.1,0,106,103
Winston Bennett,SF,24,CLE,55,34,990,7.0,14.6,0.479,0.0,0.0,0.0,7.0,14.6,0.479,3.3,4.9,0.667,4.3,5.3,9.6,2.8,1.2,0.5,3.2,6.8,17.3,0,102,109
Larry Bird*,SF,33,BOS,75,75,2944,11.9,25.2,0.473,1.1,3.2,0.33299999999999996,10.8,22.0,0.494,5.3,5.7,0.93,1.5,10.3,11.8,9.3,1.8,1.0,4.0,2.9,30.2,0,111,105
Uwe Blab,C,27,TOT,47,33,531,3.4,8.4,0.39799999999999996,0.0,0.0,0.0,3.4,8.4,0.39799999999999996,1.7,3.2,0.541,2.5,6.8,9.3,2.1,0.1,1.9,3.0,8.8,8.4,0,83,114
Rolando Blackman,SG,30,DAL,80,80,2934,10.8,21.7,0.498,0.2,0.7,0.302,10.6,21.0,0.505,5.0,5.9,0.8440000000000001,1.5,3.3,4.8,5.0,1.3,0.4,3.0,2.2,26.9,0,111,111
Mookie Blaylock,PG,22,NJN,50,17,1267,8.1,21.8,0.371,0.7,3.1,0.225,7.4,18.7,0.395,2.4,3.1,0.778,1.6,3.7,5.3,8.0,3.1,0.5,4.2,4.2,19.3,0,90,108
Muggsy Bogues,PG,25,CHH,81,65,2743,5.8,11.8,0.491,0.1,0.5,0.192,5.7,11.4,0.503,1.9,2.4,0.7909999999999999,0.9,2.8,3.7,15.5,3.0,0.1,2.6,3.0,13.6,0,117,110
Manute Bol,C,27,GSW,75,20,1310,1.9,5.8,0.331,0.3,1.7,0.188,1.6,4.2,0.38799999999999996,0.9,1.7,0.51,1.1,8.4,9.5,1.2,0.4,8.2,1.8,6.7,5.1,0,76,108
Anthony Bowie,SG,26,HOU,66,0,918,6.2,15.1,0.406,0.3,1.1,0.28600000000000003,5.8,14.1,0.415,2.1,2.8,0.741,1.9,4.2,6.1,5.0,2.2,0.3,3.0,4.1,14.7,0,93,105
Sam Bowie,C,28,NJN,68,54,2207,7.6,18.3,0.41600000000000004,0.2,0.7,0.32299999999999995,7.4,17.6,0.42,6.4,8.3,0.7759999999999999,4.5,10.6,15.1,2.0,0.8,2.7,2.7,4.6,21.9,0,107,106
Adrian Branch,SF,26,MIN,11,0,91,14.5,35.3,0.41,0.6,0.6,1.0,13.9,34.8,0.4,8.1,12.7,0.636,4.6,7.0,11.6,2.3,3.5,0.0,4.6,8.1,37.6,0,94,105
Randy Breuer,C,29,TOT,81,55,1879,8.2,19.1,0.428,0.0,0.0,0.0,8.2,19.1,0.429,3.5,5.3,0.653,4.2,7.2,11.4,2.7,1.2,3.0,2.6,5.4,19.8,0,99,107
Frank Brickowski,C,30,SAS,78,12,1438,7.2,13.1,0.545,0.0,0.1,0.0,7.2,13.1,0.5479999999999999,3.2,4.8,0.674,3.0,8.1,11.1,3.6,2.2,1.3,3.2,7.7,17.5,0,109,102
Scott Brooks,PG,24,PHI,72,1,975,6.1,14.1,0.431,1.6,4.0,0.392,4.5,10.0,0.447,2.6,2.9,0.877,0.8,2.5,3.3,10.6,2.4,0.0,1.9,5.4,16.3,0,120,110
Chucky Brown,SF,21,CLE,75,35,1339,7.9,16.9,0.47,0.0,0.3,0.0,7.9,16.6,0.47700000000000004,4.7,6.2,0.762,3.1,5.6,8.7,1.9,1.2,1.0,2.6,5.6,20.6,0,105,109
Mike Brown,C,26,UTA,82,0,1397,6.3,12.3,0.515,0.0,0.1,0.5,6.3,12.2,0.515,5.6,7.1,0.789,4.0,9.4,13.3,1.7,1.1,1.0,3.1,6.7,18.3,0,112,105
Raymond Brown,PF,24,UTA,16,0,56,7.1,25.0,0.28600000000000003,0.0,0.0,0.0,7.1,25.0,0.28600000000000003,0.0,1.8,0.0,8.9,4.5,13.4,3.6,0.0,0.0,5.4,9.8,14.3,0,70,111
Tony Brown,SF,29,MIL,61,10,635,6.8,15.9,0.42700000000000005,0.4,1.5,0.25,6.4,14.3,0.446,2.9,4.3,0.679,3.0,2.5,5.6,3.2,2.5,0.3,3.9,6.1,16.9,0,92,110
Stanley Brundy,SF,22,NJN,16,0,128,5.7,11.3,0.5,0.0,0.0,0.0,5.7,11.3,0.5,2.6,6.8,0.389,5.7,4.2,9.8,1.1,2.3,1.9,2.3,9.1,14.0,0,101,108
Mark Bryant,PF,24,POR,58,0,562,5.8,12.8,0.45799999999999996,0.0,0.0,0.0,5.8,12.8,0.45799999999999996,2.3,4.2,0.56,4.5,7.7,12.2,1.1,1.5,0.8,2.1,7.8,14.0,0,103,104
Torgeir Bryn,C,25,LAC,3,0,10,0.0,9.7,0.0,0.0,0.0,0.0,0.0,9.7,0.0,19.4,29.0,0.667,0.0,9.7,9.7,0.0,9.7,4.8,4.8,24.2,19.4,0,81,85
Steve Bucknall,SG,23,LAL,18,0,75,6.0,21.9,0.273,0.0,0.7,0.0,6.0,21.3,0.281,3.3,4.0,0.833,3.3,1.3,4.7,6.6,1.3,0.7,7.3,6.6,15.3,0,70,111
Greg Butler,C,23,NYK,13,0,33,4.4,17.8,0.25,0.0,0.0,0.0,4.4,17.8,0.25,0.0,3.0,0.0,4.4,8.9,13.3,1.5,0.0,0.0,4.4,11.8,8.9,0,56,110
Michael Cage,C,28,SEA,82,82,2595,6.3,12.5,0.504,0.0,0.0,0.0,6.3,12.5,0.504,2.9,4.1,0.698,5.9,10.0,15.9,1.4,1.5,0.9,1.8,4.5,15.5,0,118,108
Adrian Caldwell,PF,23,HOU,51,0,331,6.0,10.9,0.5529999999999999,0.0,0.0,0.0,6.0,10.9,0.5529999999999999,1.9,4.0,0.46399999999999997,5.2,10.5,15.6,1.0,1.6,2.6,4.6,9.9,13.9,0,91,100
Tony Campbell,SG,27,MIN,82,81,3164,12.0,26.3,0.457,0.1,0.9,0.16699999999999998,11.9,25.4,0.46799999999999997,7.5,9.5,0.787,3.5,4.0,7.5,3.5,1.8,0.5,4.2,4.3,31.7,0,105,110
Rick Carlisle,SG,30,NJN,5,0,21,2.3,16.1,0.14300000000000002,0.0,6.9,0.0,2.3,9.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.3,2.3,9.2,16.1,4.6,0,40,110
Antoine Carr,PF,28,TOT,77,4,1727,10.3,20.8,0.494,0.0,0.2,0.0,10.3,20.6,0.499,6.8,8.6,0.795,3.3,6.0,9.3,3.4,0.9,2.0,3.6,7.1,27.4,0,109,111
Joe Barry Carroll,C,31,TOT,76,47,1721,8.5,20.8,0.41100000000000003,0.0,0.1,0.0,8.5,20.7,0.41200000000000003,3.8,4.8,0.774,3.6,8.5,12.1,2.7,1.3,3.1,3.9,5.3,20.8,0,92,105
Bill Cartwright,C,32,CHI,71,71,2160,6.7,13.7,0.488,0.0,0.0,0.0,6.7,13.7,0.488,5.2,6.4,0.8109999999999999,3.1,7.5,10.7,3.3,0.9,0.8,2.8,5.6,18.6,0,112,110
Terry Catledge,PF,26,ORL,74,72,2462,10.2,21.6,0.474,0.0,0.1,0.25,10.2,21.4,0.47600000000000003,6.4,9.1,0.7020000000000001,5.1,5.5,10.5,1.3,0.7,0.3,3.4,3.8,26.9,0,106,116
Tom Chambers,PF,30,PHO,81,81,3046,12.7,25.3,0.501,0.4,1.3,0.27899999999999997,12.3,24.0,0.513,8.7,10.1,0.861,1.9,7.0,8.9,3.0,1.4,0.7,3.4,4.1,34.5,0,115,107
Rex Chapman,SG,22,CHH,54,52,1762,10.5,25.7,0.408,1.3,3.9,0.331,9.2,21.7,0.42200000000000004,4.0,5.3,0.75,1.4,3.5,5.0,3.7,1.3,0.2,2.8,3.1,26.3,0,94,113
