Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,38,LAL,79,79,2629,13.4,23.8,0.564,0.0,0.0,0.0,13.4,23.7,0.565,6.0,7.8,0.765,2.4,6.1,8.5,5.0,1.2,2.3,3.6,4.4,32.8,0,118,106
Alvan Adams,C,31,PHO,78,45,2005,7.8,15.5,0.502,0.0,0.0,0.0,7.8,15.5,0.504,3.6,4.6,0.7829999999999999,3.4,7.5,10.9,7.4,2.4,1.1,4.7,6.2,19.2,0,104,105
Michael Adams,PG,23,SAC,18,0,139,5.4,14.9,0.364,0.0,1.0,0.0,5.4,13.9,0.39,2.7,4.1,0.667,0.7,1.4,2.0,7.5,3.0,0.3,3.7,3.0,13.5,0,86,109
Mark Aguirre,SF,26,DAL,74,73,2501,12.5,24.9,0.503,0.3,1.1,0.28600000000000003,12.2,23.9,0.513,6.0,8.5,0.705,3.3,5.0,8.4,6.4,1.2,0.3,4.7,4.3,31.4,0,107,113
Danny Ainge,SG,26,BOS,80,78,2407,7.0,13.8,0.504,0.5,1.4,0.35600000000000004,6.4,12.4,0.521,2.4,2.7,0.904,0.9,3.7,4.6,8.0,1.9,0.1,2.5,4.0,16.8,0,115,105
Ron Anderson,SF,27,TOT,77,30,1676,8.8,17.8,0.494,0.1,0.3,0.222,8.7,17.6,0.498,2.4,3.6,0.669,3.7,4.1,7.8,4.1,1.6,0.2,2.3,3.5,20.1,0,107,108
John Bagley,PG,25,CLE,78,77,2472,7.0,16.5,0.423,0.2,0.7,0.243,6.8,15.8,0.431,3.2,4.1,0.7909999999999999,1.5,3.8,5.3,14.0,2.3,0.2,4.6,3.2,17.4,0,102,109
James Bailey,PF,28,NYK,48,36,1245,7.9,17.3,0.456,0.0,0.2,0.0,7.9,17.2,0.46,5.0,6.5,0.772,4.0,9.1,13.1,2.0,1.3,1.6,3.9,8.1,20.8,0,98,103
Thurl Bailey,PF,24,UTA,82,13,2358,9.5,21.2,0.44799999999999995,0.0,0.1,0.0,9.5,21.1,0.451,4.5,5.5,0.83,2.9,6.8,9.7,3.0,0.8,2.2,2.8,3.2,23.6,0,102,105
Greg Ballard,SF,31,GSW,75,14,1792,7.0,14.7,0.47700000000000004,0.4,0.9,0.486,6.6,13.8,0.47700000000000004,2.6,3.2,0.802,3.4,7.3,10.7,2.1,1.7,0.2,1.4,4.5,17.0,0,115,111
