Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Kareem Abdul-Jabbar*,C,31,LAL,80,0,3157,11.2,19.3,0.5770000000000001,0,0,0,11.2,19.3,0.5770000000000001,5.0,6.8,0.736,3.0,11.7,14.7,6.2,1.1,4.5,4.0,3.3,27.3,0,115,98
Tom Abernethy,PF,24,GSW,70,0,1219,6.8,13.2,0.515,0,0,0,6.8,13.2,0.515,2.7,3.6,0.745,2.9,5.5,8.3,3.0,1.5,0.5,1.2,5.1,16.3,0,118,103
Alvan Adams,C,24,PHO,77,0,2364,10.6,20.1,0.53,0,0,0,10.6,20.1,0.53,4.3,5.4,0.799,4.1,9.1,13.2,6.7,2.1,1.2,5.2,4.6,25.6,0,106,100
Lucius Allen,PG,31,KCK,31,0,413,7.5,18.9,0.397,0,0,0,7.5,18.9,0.397,2.1,3.6,0.5760000000000001,1.5,3.5,5.0,4.8,2.3,0.7,3.3,5.6,17.0,0,87,103
Kim Anderson,SF,23,POR,21,0,224,5.0,16.0,0.312,0,0,0,5.0,16.0,0.312,3.1,5.8,0.536,3.5,5.8,9.3,3.1,0.8,1.0,4.6,8.7,13.1,0,75,105
Tiny Archibald*,PG,30,BOS,69,0,1662,7.0,15.5,0.452,0,0,0,7.0,15.5,0.452,6.6,8.3,0.7879999999999999,0.7,2.1,2.8,8.8,1.5,0.2,5.3,3.6,20.6,0,100,109
Tate Armstrong,SG,23,CHI,26,0,259,5.0,12.6,0.4,0,0,0,5.0,12.6,0.4,1.8,2.3,0.769,1.3,2.3,3.6,5.6,1.8,0.0,3.8,4.0,11.9,0,86,107
Dennis Awtrey,C,30,TOT,63,0,746,2.7,6.6,0.41100000000000003,0,0,0,2.7,6.6,0.41100000000000003,2.5,3.5,0.732,2.6,6.7,9.3,4.3,1.0,0.8,3.2,6.5,7.9,0,93,103
Gus Bailey,SG,27,NOJ,2,0,9,9.8,34.4,0.28600000000000003,0,0,0,9.8,34.4,0.28600000000000003,0.0,0.0,0.0,9.8,0.0,9.8,9.8,0.0,0.0,4.9,4.9,19.6,0,77,114
Greg Ballard,SF,24,WSB,82,0,1552,7.6,16.2,0.465,0,0,0,7.6,16.2,0.465,3.5,5.0,0.6920000000000001,4.2,8.9,13.1,3.4,1.7,0.9,2.8,4.9,18.6,0,105,101
Mike Bantom,PF,27,IND,81,0,2528,8.7,18.7,0.465,0,0,0,8.7,18.7,0.465,4.1,6.1,0.672,4.1,7.7,11.7,4.0,1.8,1.1,3.5,5.7,21.5,0,102,103
Tom Barker,C,23,TOT,39,0,476,6.5,14.9,0.436,0,0,0,6.5,14.9,0.436,2.6,3.5,0.73,4.3,7.1,11.4,1.4,1.0,1.1,3.3,7.3,15.6,0,94,106
Marvin Barnes,PF,26,BOS,38,0,796,7.5,15.3,0.491,0,0,0,7.5,15.3,0.491,2.4,3.7,0.652,3.2,6.8,10.0,3.0,2.2,2.2,3.9,8.2,17.5,0,96,103
Rick Barry*,SF,34,HOU,80,0,2566,8.3,18.0,0.461,0,0,0,8.3,18.0,0.461,2.9,3.0,0.9470000000000001,0.7,4.3,5.0,9.0,1.7,0.7,3.6,3.5,19.5,0,105,108
Tim Bassett,PF,27,NJN,82,0,1508,3.4,9.1,0.371,0,0,0,3.4,9.1,0.371,2.6,3.8,0.679,5.1,7.1,12.1,2.9,1.3,0.8,3.0,6.4,9.3,0,92,102
Butch Beard,PG,31,NYK,7,0,85,5.9,14.0,0.423,0,0,0,5.9,14.0,0.423,0.0,0.0,0.0,0.5,4.8,5.4,10.2,3.8,0.0,5.4,7.0,11.8,0,82,102
Ron Behagen,PF,28,TOT,15,0,165,7.6,16.9,0.452,0,0,0,7.6,16.9,0.452,2.7,3.5,0.769,3.5,7.9,11.4,1.9,1.1,0.3,3.0,9.8,18.0,0,97,103
Kent Benson,C,24,MIL,82,0,2132,8.7,16.9,0.518,0,0,0,8.7,16.9,0.518,3.8,5.2,0.735,4.0,8.4,12.3,4.3,1.9,1.7,3.3,5.9,21.3,0,109,101
Del Beshore,PG,22,MIL,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,113
Henry Bibby,PG,29,PHI,82,0,2538,6.5,15.4,0.423,0,0,0,6.5,15.4,0.423,4.7,5.9,0.794,1.3,3.0,4.3,6.6,1.3,0.1,3.5,3.5,17.8,0,100,105
Bob Bigelow,SF,25,SDC,29,0,413,3.9,9.8,0.4,0,0,0,3.9,9.8,0.4,1.4,2.3,0.619,1.6,3.4,5.0,2.7,1.3,0.2,2.0,4.0,9.3,0,94,111
Otis Birdsong,SG,23,KCK,82,0,2839,11.7,23.0,0.509,0,0,0,11.7,23.0,0.509,4.7,6.4,0.725,2.8,2.8,5.6,4.4,2.0,0.3,3.2,4.0,28.0,0,109,104
Ron Boone,SG,32,LAL,82,0,1583,7.4,16.3,0.455,0,0,0,7.4,16.3,0.455,2.6,3.0,0.865,1.5,2.6,4.2,4.4,1.9,0.3,4.2,4.9,17.4,0,91,106
Tom Boswell,PF,25,DEN,79,0,2201,6.6,12.4,0.532,0,0,0,6.6,12.4,0.532,4.1,5.8,0.6970000000000001,5.1,6.0,11.1,5.0,1.0,1.1,3.8,5.4,17.3,0,110,104
Dennis Boyd,PG,24,DET,5,0,40,3.4,13.4,0.25,0,0,0,3.4,13.4,0.25,0.0,0.0,0.0,0.0,2.2,2.2,7.8,0.0,0.0,6.7,5.6,6.7,0,52,112
Winford Boynes,SG,21,NJN,69,0,1176,9.5,22.2,0.43,0,0,0,9.5,22.2,0.43,5.0,6.3,0.787,2.2,3.5,5.8,2.8,1.6,0.3,4.4,4.4,24.0,0,93,105
Alonzo Bradley,SF,25,HOU,34,0,245,7.0,16.6,0.42,0,0,0,7.0,16.6,0.42,4.2,6.2,0.667,2.5,6.2,8.7,3.2,0.9,0.2,3.2,6.2,18.1,0,96,109
Mike Bratz,PG,23,PHO,77,0,1297,8.3,18.2,0.45399999999999996,0,0,0,8.3,18.2,0.45399999999999996,4.7,5.8,0.818,1.9,2.9,4.8,6.1,2.2,0.2,4.6,5.1,21.2,0,98,104
Jim Brewer,PF,27,TOT,80,0,1611,4.1,9.2,0.442,0,0,0,4.1,9.2,0.442,0.7,1.8,0.413,4.6,9.1,13.7,2.5,1.8,1.9,2.8,5.0,8.9,0,91,103
Ron Brewer,SG,23,POR,81,0,2454,8.2,16.6,0.494,0,0,0,8.2,16.6,0.494,4.0,4.8,0.82,1.7,2.7,4.3,3.1,1.9,1.5,2.9,3.4,20.4,0,108,105
Junior Bridgeman,SG,25,MIL,82,0,1963,12.4,24.5,0.506,0,0,0,12.4,24.5,0.506,4.3,5.2,0.8290000000000001,2.6,4.2,6.8,3.7,2.0,0.9,3.2,4.2,29.1,0,108,105
