Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Tariq Abdul-Wahad,SG,27,TOT,24,12,441,6.6,17.7,0.374,0.1,0.2,0.5,6.5,17.4,0.37200000000000005,2.9,4.0,0.727,4.9,5.2,10.1,2.9,2.4,1.2,3.2,6.7,16.2,0,90,107
Shareef Abdur-Rahim,PF,25,ATL,77,77,2980,10.5,22.7,0.461,0.4,1.2,0.3,10.1,21.5,0.47,7.3,9.2,0.8009999999999999,3.5,8.7,12.2,4.2,1.7,1.4,4.4,3.8,28.7,0,105,105
Courtney Alexander,SG,24,WAS,56,28,1325,9.1,19.4,0.47,0.2,0.7,0.278,8.9,18.7,0.478,4.0,5.0,0.81,1.8,4.3,6.1,3.5,1.4,0.3,2.5,4.6,22.5,0,106,109
Victor Alexander,C,32,DET,15,0,97,9.9,28.0,0.353,0.0,1.1,0.0,9.9,26.9,0.36700000000000005,2.2,4.4,0.5,3.8,12.1,15.9,3.3,0.0,0.5,2.7,3.3,22.0,0,80,103
Malik Allen,PF,23,MIA,12,2,161,7.5,17.4,0.431,0.0,0.3,0.0,7.5,17.1,0.44,2.7,3.4,0.8,5.1,7.8,13.0,1.7,1.0,2.7,0.7,5.5,17.7,0,108,99
Ray Allen*,SG,26,MIL,69,67,2525,11.2,24.2,0.462,4.8,11.1,0.434,6.3,13.1,0.485,4.5,5.2,0.873,1.7,4.9,6.6,5.7,1.9,0.4,3.4,3.3,31.7,0,116,109
Rafer Alston,PG,25,MIL,50,7,600,5.9,16.9,0.34600000000000003,2.4,6.3,0.38,3.5,10.6,0.325,1.6,2.6,0.621,0.9,5.5,6.4,12.7,2.8,0.2,3.5,3.7,15.7,0,99,106
John Amaechi,PF,31,UTA,54,0,586,4.9,15.1,0.325,0.0,0.0,0.0,4.9,15.1,0.325,6.1,9.5,0.638,4.7,5.2,9.9,2.6,0.6,0.9,5.0,5.8,15.9,0,83,109
Chris Andersen,C,23,DEN,24,1,262,5.1,15.0,0.33799999999999997,0.0,0.8,0.0,5.1,14.2,0.35700000000000004,4.5,5.7,0.7859999999999999,7.7,7.7,15.4,1.4,1.4,5.7,2.6,7.1,14.6,0,96,103
Derek Anderson,SG,27,POR,70,27,1860,7.1,17.7,0.40399999999999997,2.5,6.6,0.373,4.7,11.1,0.42200000000000004,5.1,6.0,0.856,1.4,4.1,5.5,6.2,2.0,0.2,2.5,3.3,21.9,0,114,107
Kenny Anderson,PG,31,BOS,76,76,2430,6.7,15.3,0.436,0.2,0.7,0.273,6.5,14.6,0.444,2.1,2.8,0.742,1.2,4.7,5.9,8.6,3.0,0.2,2.5,4.5,15.6,0,103,101
Nick Anderson,SG,34,MEM,15,0,219,5.1,18.3,0.276,3.1,11.5,0.271,1.9,6.7,0.28600000000000003,1.2,2.2,0.556,0.2,7.7,7.9,3.4,1.4,1.4,3.4,4.1,14.4,0,74,106
Shandon Anderson,SG,28,NYK,82,6,1596,5.0,12.5,0.39899999999999997,1.3,4.7,0.27699999999999997,3.7,7.8,0.474,2.5,3.6,0.6920000000000001,1.9,6.4,8.3,2.5,1.6,0.5,3.3,4.5,13.8,0,90,106
Greg Anthony,PG,34,TOT,60,38,1514,6.4,16.7,0.385,1.7,5.7,0.294,4.7,10.9,0.433,2.1,3.2,0.659,0.8,3.9,4.6,9.9,2.7,0.2,3.3,4.0,16.6,0,97,108
Gilbert Arenas,PG,20,GSW,47,30,1155,7.7,16.9,0.45299999999999996,1.7,5.0,0.345,5.9,11.9,0.498,5.5,7.0,0.775,1.8,4.0,5.8,7.7,3.0,0.5,4.3,5.1,22.5,0,110,108
Brandon Armstrong,SG,21,NJN,35,0,196,7.2,22.7,0.318,1.3,4.5,0.294,5.9,18.1,0.324,1.3,2.7,0.5,2.7,1.6,4.3,2.1,1.9,0.3,2.1,6.9,17.1,0,79,104
Darrell Armstrong,PG,33,ORL,82,79,2730,6.5,15.6,0.419,2.6,7.5,0.349,3.9,8.1,0.484,3.4,3.9,0.888,1.6,4.5,6.0,8.5,3.0,0.2,3.3,3.1,19.1,0,112,105
Carlos Arroyo,PG,22,TOT,37,1,371,7.0,16.0,0.441,0.0,0.3,0.0,7.0,15.7,0.45,1.9,2.6,0.722,1.7,4.0,5.8,10.1,1.6,0.1,3.3,4.3,16.0,0,101,110
Chucky Atkins,PG,27,DET,79,62,2285,8.6,18.4,0.466,3.2,7.8,0.41100000000000003,5.4,10.6,0.507,1.9,2.8,0.6920000000000001,0.7,3.0,3.7,6.1,1.7,0.3,3.0,4.1,22.3,0,108,106
Stacey Augmon,SG,33,CHH,77,3,1319,5.7,13.3,0.42700000000000005,0.0,0.1,0.0,5.7,13.2,0.431,3.1,4.1,0.762,2.4,6.7,9.1,4.2,2.3,0.5,2.2,4.7,14.5,0,102,103
Isaac Austin,C,32,MEM,21,8,307,6.2,15.8,0.391,0.0,0.5,0.0,6.2,15.3,0.40399999999999997,0.7,0.7,1.0,1.9,10.3,12.2,2.2,1.5,0.9,1.9,6.2,13.0,0,85,104
William Avery,PG,22,MIN,28,0,258,5.3,18.5,0.289,1.2,7.2,0.171,4.1,11.3,0.364,2.7,3.9,0.684,0.8,4.1,4.9,7.4,1.4,0.0,3.9,3.5,14.6,0,81,108
Dalibor Bagarić,C,21,CHI,50,0,638,6.0,14.8,0.40399999999999997,0.0,0.1,0.0,6.0,14.7,0.40700000000000003,3.4,5.8,0.586,4.6,8.9,13.5,1.9,1.4,2.0,3.8,9.0,15.4,0,86,105
Vin Baker,C,30,SEA,55,41,1710,9.9,20.5,0.485,0.0,0.3,0.125,9.9,20.2,0.49,4.5,7.1,0.633,5.3,5.7,11.0,2.3,0.7,1.1,4.0,6.2,24.4,0,101,109
