Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Álex Abrines,SG,25,OKC,31,2,588,4.4,12.5,0.35700000000000004,3.3,10.1,0.32299999999999995,1.2,2.4,0.5,1.0,1.0,0.9229999999999999,0.4,3.4,3.8,1.6,1.3,0.5,1.1,4.2,13.1,0,103,111
Quincy Acy,PF,28,PHO,10,0,123,1.6,7.0,0.222,0.8,5.8,0.133,0.8,1.2,0.667,2.7,3.9,0.7,1.2,8.5,9.7,3.1,0.4,1.6,1.6,9.3,6.6,0,87,116
Jaylen Adams,PG,22,ATL,34,1,428,4.1,11.9,0.345,2.7,8.0,0.33799999999999997,1.4,3.9,0.361,0.8,1.0,0.778,1.2,5.3,6.5,7.0,1.5,0.5,3.0,4.9,11.7,0,99,115
Steven Adams,C,25,OKC,80,80,2669,8.4,14.1,0.595,0.0,0.0,0.0,8.4,14.1,0.596,2.6,5.1,0.5,6.8,6.5,13.3,2.2,2.0,1.3,2.4,3.6,19.4,0,120,106
Bam Adebayo,C,21,MIA,82,28,1913,7.2,12.4,0.5760000000000001,0.1,0.4,0.2,7.1,12.0,0.588,4.2,5.8,0.735,4.2,11.0,15.2,4.7,1.8,1.7,3.1,5.2,18.6,0,120,104
Deng Adel,SF,21,CLE,19,3,194,2.8,9.2,0.306,1.5,5.9,0.261,1.3,3.3,0.385,1.0,1.0,1.0,0.8,4.1,4.9,1.3,0.3,1.0,1.5,3.3,8.2,0,85,121
DeVaughn Akoon-Purcell,SG,25,DEN,7,0,22,6.7,22.3,0.3,0.0,8.9,0.0,6.7,13.4,0.5,2.2,4.5,0.5,2.2,6.7,8.9,13.4,4.5,0.0,4.5,8.9,15.6,0,84,104
LaMarcus Aldridge,C,33,SAS,81,81,2687,12.4,24.0,0.519,0.2,0.8,0.23800000000000002,12.3,23.2,0.528,6.3,7.5,0.847,4.6,9.0,13.5,3.5,0.8,1.9,2.6,3.3,31.4,0,117,110
Rawle Alkins,SG,21,CHI,10,1,120,5.3,15.8,0.33299999999999996,1.2,4.8,0.25,4.0,10.9,0.37,3.2,4.8,0.667,4.4,6.1,10.5,5.3,0.4,0.0,3.2,2.8,15.0,0,93,117
Grayson Allen,SG,23,UTA,38,2,416,7.7,20.5,0.376,3.7,11.4,0.32299999999999995,4.0,9.1,0.44299999999999995,5.2,6.9,0.75,0.3,2.3,2.6,2.9,0.7,0.7,3.8,5.4,24.3,0,95,111
Jarrett Allen,C,20,BRK,80,80,2096,7.6,12.9,0.59,0.1,1.0,0.133,7.5,11.9,0.629,4.5,6.3,0.7090000000000001,4.3,10.9,15.3,2.5,1.0,2.7,2.3,4.2,19.8,0,123,106
Kadeem Allen,SG,26,NYK,19,1,416,7.5,16.3,0.461,2.0,4.2,0.47200000000000003,5.6,12.2,0.457,4.9,6.3,0.778,0.9,5.0,5.9,8.8,1.9,0.5,3.0,5.3,21.9,0,116,114
Al-Farouq Aminu,PF,28,POR,81,81,2292,5.4,12.5,0.433,2.0,5.9,0.34299999999999997,3.4,6.6,0.514,3.2,3.7,0.867,2.4,10.5,12.9,2.2,1.4,0.7,1.5,3.0,16.1,0,118,109
Justin Anderson,SF,25,ATL,48,4,463,6.4,15.7,0.408,2.4,7.7,0.312,4.0,8.0,0.5,2.6,3.5,0.743,2.4,6.0,8.4,2.3,2.2,1.3,2.3,4.8,17.8,0,103,113
Kyle Anderson,SF,25,MEM,43,40,1281,5.8,10.7,0.5429999999999999,0.3,1.3,0.265,5.5,9.4,0.583,1.4,2.5,0.578,1.9,7.9,9.7,5.0,2.1,1.4,2.3,4.3,13.4,0,110,107
Ryan Anderson,PF,30,TOT,25,8,322,3.1,10.3,0.304,1.3,6.0,0.225,1.8,4.3,0.414,1.8,2.4,0.75,2.7,5.4,8.0,2.8,0.6,0.1,2.1,3.7,9.4,0,90,118
Ike Anigbogu,C,20,IND,3,0,6,0.0,24.5,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,8.2,16.3,24.5,8.2,0.0,8.2,8.2,0.0,0.0,0,33,96
Giannis Antetokounmpo,PF,24,MIL,72,72,2358,14.2,24.6,0.578,1.0,4.0,0.256,13.2,20.6,0.6409999999999999,9.9,13.5,0.7290000000000001,3.1,14.6,17.7,8.4,1.8,2.2,5.3,4.6,39.3,0,121,99
Kostas Antetokounmpo,PF,21,DAL,2,0,11,0.0,13.2,0.0,0.0,0.0,0.0,0.0,13.2,0.0,8.8,17.6,0.5,0.0,4.4,4.4,0.0,8.8,0.0,4.4,0.0,8.8,0,39,97
Carmelo Anthony,PF,34,HOU,10,2,294,8.2,20.2,0.405,3.5,10.7,0.32799999999999996,4.7,9.5,0.491,2.5,3.7,0.682,1.5,7.5,9.0,0.8,0.7,1.2,1.3,5.3,22.4,0,103,112
OG Anunoby,SF,21,TOR,67,6,1352,6.5,14.3,0.45299999999999996,2.4,7.2,0.332,4.1,7.2,0.574,1.3,2.2,0.581,2.1,4.9,7.0,1.7,1.6,0.8,1.9,5.0,16.6,0,104,109
Ryan Arcidiacono,PG,24,CHI,81,32,1961,4.6,10.3,0.447,2.0,5.4,0.373,2.6,5.0,0.527,2.2,2.5,0.873,0.7,4.7,5.4,6.7,1.6,0.1,1.6,4.2,13.5,0,121,115
